InputCategories,UserDefinedCategories,Type,CorrectedPvalues
HuAgeMSNDsplitRnaseq_14,MicroByMono_Zhang_Cuffdiff2FCover20__,User,2.07E-05
HuAgeMSNDsplitRnaseq_05,MonoByMicro_Zhang_Cuffdiff2FCover20__,User,2.96E-05
HuAgeMSNDsplitRnaseq_12,MonoByMicro_Zhang_Cuffdiff2FCover20__,User,6.48E-05
HuAgeMSNDsplitRnaseq_24,MonoByMicro_Zhang_Cuffdiff2FCover20__,User,9.81E-05
HuAgeMSNDsplitRnaseq_07,PGBCbyQGBC_Aulestia_FC5___,User,9.99E-05
HuAgeMSNDsplitRnaseq_16,NeuronByothers_Zhang_Cuffdiff2FCover20__,User,0.000105346
HuAgeMSNDsplitRnaseq_24,macrophagesBYoFC5__,User,0.000110122
HuAgeMSNDsplitRnaseq_14,qRG_BY_aRG_ThanTrong_up__,User,0.000138888
HuAgeMSNDsplitRnaseq_12,EndotheByothers_Zhang_Cuffdiff2FCover20__,User,0.000140011
HuAgeMSNDsplitRnaseq_12,MacroByMicro_Zhang_Cuffdiff2FCover20__,User,0.000227484
HuAgeMSNDsplitRnaseq_12,qnpBYtap_Mukherjee_FC5___,User,0.00035541
HuAgeMSNDsplitRnaseq_24,npcBYnsc_Walker_FC5___,User,0.000608839
HuAgeMSNDsplitRnaseq_12,MicroByMacro_Zhang_Cuffdiff2FCover20__,User,0.000653846
HuAgeMSNDsplitRnaseq_01,PGBObyQGBO_GSE114574_Tejero_FC5___,User,0.001142235
HuAgeMSNDsplitRnaseq_26,nscBYnpc_Walker_FC5___,User,0.001551974
HuAgeMSNDsplitRnaseq_18,QNSCbyPNSC_Ben_FC5___,User,0.001665102
HuAgeMSNDsplitRnaseq_07,PNSCbyQNSC_Ben_FC5___,User,0.002214993
HuAgeMSNDsplitRnaseq_26,monocytesBYoFC5__,User,0.003850742
HuAgeMSNDsplitRnaseq_06,macrophagesBYoFC5__,User,0.003896528
HuAgeMSNDsplitRnaseq_22,QSVZbyPSVZ_Morizur_FC5___,User,0.00610506
HuAgeMSNDsplitRnaseq_08,QSVZbyPSVZ_Morizur_FC5___,User,0.006772341
HuAgeMSNDsplitRnaseq_18,nscBYnpc_Walker_FC5___,User,0.007204833
HuAgeMSNDsplitRnaseq_06,qRP_BY_aNP_ThanTrong_up__,User,0.010779744
HuAgeMSNDsplitRnaseq_22,npcBYnsc_Walker_FC5___,User,0.01119165
HuAgeMSNDsplitRnaseq_12,nscBYnpc_Walker_FC5___,User,0.012714447
HuAgeMSNDsplitRnaseq_07,qnpBYtap_Mukherjee_FC5___,User,0.015656198
HuAgeMSNDsplitRnaseq_04,NeuronByothers_Zhang_Cuffdiff2FCover20__,User,0.020858781
HuAgeMSNDsplitRnaseq_14,PGBCbyQGBC_Aulestia_FC5___,User,0.022117751
HuAgeMSNDsplitRnaseq_04,npcBYnsc_Walker_FC5___,User,0.026729403
HuAgeMSNDsplitRnaseq_01,QGBObyPGBO_GSE114574_Tejero_FC5___,User,0.036838112
HuAgeMSNDsplitRnaseq_06,monocytesBYoFC5__,User,0.053004708
