"","microgliaBYo","AveExpr","F","P.Value","adj.P.Val"
"Hspb3",5.86775752615018,2.53508630477394,197.383939613886,1.7886412574824e-14,1.64875460580346e-11
"2610528A11Rik",2.41054409702112,1.02549425900505,192.728395193258,2.4211604062422e-14,2.14253326669185e-11
"Siglech",7.52338058671081,3.51697394744345,183.086281246555,4.62846577516974e-14,3.93829032092616e-11
"Rubcnl",2.07982403868284,1.7711747818173,181.961826876664,5.00137862415265e-14,4.09798145563441e-11
"Rnase4",6.00735266524839,4.31997217612975,177.424467666858,6.86660151257166e-14,5.42535090223653e-11
"Cryba4",4.21810224453238,2.18440361725489,175.331535518735,7.96645654869389e-14,5.88763879013472e-11
"Myadml2",4.1951375470602,2.06661373420111,175.282138691404,7.99458774651267e-14,5.88763879013472e-11
"Rhob",3.84728546279574,9.72700733708601,174.841815404408,8.25009277648494e-14,5.88763879013472e-11
"Tmem119",8.20133448153896,5.05803393259215,174.18473911867,8.64773788226135e-14,5.97855953653962e-11
"Rnase10",3.65136534190167,1.20389864441653,173.453618828837,9.11440385774747e-14,6.11024110742265e-11
"Fcrls",7.79203886500684,4.15465672292176,171.33622399088,1.06244085015789e-13,6.91305262589497e-11
"Rtn4rl1",3.25511879970053,1.31120452644714,166.198829279525,1.55176978652914e-13,9.80851513925262e-11
"Gm32591",1.385804145197,0.532238575258707,163.690381698592,1.87391218892084e-13,1.14531104532757e-10
"Zfp691",3.10104294804227,3.57047593634759,163.400629746098,1.91549557822718e-13,1.14531104532757e-10
"Add3",-2.90125784226744,3.85479887881559,161.374388964608,2.23534527655466e-13,1.3013827250847e-10
"Lefty1",3.78864192631443,2.61118052921984,159.052481611336,2.67351754759303e-13,1.51656996680514e-10
"Slco4a1",3.50794968010138,1.46756376819043,157.074084778913,3.11951354155605e-13,1.70956081655627e-10
"Gm10790",3.73645010660818,1.18545787339523,156.876311814341,3.16828610400068e-13,1.70956081655627e-10
"Cx3cr1",4.73044304215976,2.78739473695881,156.170139580837,3.34919588046161e-13,1.76414905865363e-10
"Cst7",2.44766174924966,1.39324415083304,155.822382367781,3.44231565869125e-13,1.77103137947038e-10
"Gm5086",2.35545206591814,1.54205576753696,151.162505548921,4.99641003912072e-13,2.51217225671517e-10
"Cd83",6.15973425004759,4.12652600913994,148.891461743541,6.01244098697568e-13,2.95584959899695e-10
"Serpinf1",4.66515280987409,2.67726578236181,148.596471651331,6.15983350388104e-13,2.96247818709479e-10
"Npl",3.27011251695348,1.92238300414113,146.134665434739,7.55160868729018e-13,3.55455827636001e-10
"Tmem206",2.39990816276387,3.61895065687528,144.850811020464,8.40767628478626e-13,3.87506296767347e-10
"Galnt12",2.88362519741902,1.43391709472195,144.317103314494,8.79357164231768e-13,3.97020786618355e-10
"Sptbn1",-3.15593309479558,3.52760302450084,139.629237882322,1.31218883146025e-12,5.80591070367901e-10
"Ccl4",7.93929043886883,5.35225341347856,137.638183074393,1.56064885378888e-12,6.76984992007282e-10
"Lbx2",3.24058359427227,1.88662987389321,133.505408354539,2.25195634793945e-12,9.580775054897e-10
"Gcnt1",2.96996958408141,2.16934920778738,132.670571807424,2.42786984631411e-12,1.01342952094353e-09
"Kbtbd11",-2.8130299703276,3.11292514597502,131.774139762001,2.63324243155795e-12,1.07880041321031e-09
"Gm6277",2.9316488039148,1.33354478786099,126.169630105159,4.42150211197967e-12,1.7784889313332e-09
"Slco2b1",6.52876530275284,2.47073962914897,123.069879363096,5.93752730960276e-12,2.34564136911325e-09
"Rilpl1",2.45977284303719,2.7303374416072,122.124284332293,6.50411490018044e-12,2.52439533222266e-09
"Il21r",3.6443919536422,1.88136165318549,120.839644232781,7.36826950294566e-12,2.81048665885632e-09
"Siglec5",3.24404435190757,1.77960216534284,120.35861206809,7.72276556534926e-12,2.89577529834274e-09
"Gatad1",-1.63311084910777,3.95945620450472,119.245041471278,8.61530656929155e-12,3.17660712054061e-09
"Sh3bgrl",-3.38870879662311,3.28574957187182,118.049396425903,9.69777278929446e-12,3.51711192487805e-09
"Slc37a2",3.72854504776624,2.33857066722723,116.917488304253,1.0857340403495e-11,3.87414422171808e-09
"Lair1",3.12119291370512,3.02980323781266,115.058183644212,1.3095939669345e-11,4.54418418834166e-09
"Pald1",4.60644890545048,2.32222597435894,115.020631196804,1.31459471162983e-11,4.54418418834166e-09
"Rhoh",3.41607476660405,2.1787188957244,114.757422445737,1.35022359075253e-11,4.5955379228028e-09
"AC101945.2",2.64815622751742,0.897061018222865,114.484907471234,1.38820235312336e-11,4.65321222093154e-09
"Lgmn",3.84565440922786,6.66924746917455,113.274118596453,1.57129989369544e-11,5.18833844003347e-09
"Fam241a",-2.27960273274455,2.100793777983,112.381216890768,1.7228040696974e-11,5.60494035792875e-09
"Lpcat2",3.60391685369053,3.53531983065178,111.576274622509,1.8728102213933e-11,6.00466384462085e-09
"Fam46c",3.46894389718517,2.45626645305142,111.347200884558,1.91800848595702e-11,6.06172881926104e-09
"Ly6g6e",2.61359332224052,1.09204831964025,110.813076542132,2.02798870775339e-11,6.31904143403215e-09
"Trem2",6.10369265547833,4.49382301696522,109.696189697434,2.2803634124702e-11,7.00673330195531e-09
"Slk",-2.38114033721267,3.16016827194467,108.245426789095,2.65945238552225e-11,8.05959796231626e-09
"Nab1",-2.12027396455748,3.50439442948147,107.864793117688,2.76970452097928e-11,8.28029366454387e-09
"E230029C05Rik",1.60451463231794,1.39893887434158,107.463317014776,2.89130862001592e-11,8.52858941341497e-09
"Rrad",3.50962830187999,3.42175535564452,106.353618570484,3.25810001442289e-11,9.39952599209188e-09
"Gyg",-2.30289306519569,3.99673535421293,106.315524122663,3.2715431966328e-11,9.39952599209188e-09
"Tpbgl",6.09721844316521,3.15093338189444,105.840349254451,3.44430335927009e-11,9.6822599613693e-09
"Hpgds",4.95593481411134,2.19118551328139,105.805155607681,3.45748106924095e-11,9.6822599613693e-09
"Ccr5",4.55128472788558,3.22128896559627,105.215499644739,3.68647426390579e-11,1.01944837675485e-08
"Ccl3",6.90757826705305,5.97220686870324,104.445222419228,4.01033681213991e-11,1.09531705302434e-08
"Dusp27",2.0271511964565,0.668266820144207,103.364137420025,4.51718569009326e-11,1.21870364660894e-08
"Kcnk12",1.76244775821562,0.717548012049483,102.175908444272,5.15433137096833e-11,1.37384666168593e-08
"Serinc3",2.29344421732742,8.18908696101533,101.070709566945,5.83372029213732e-11,1.53642135741612e-08
"C5ar2",2.9185267726311,2.37205844167862,100.196493672658,6.43885700461174e-11,1.67584510015324e-08
"Tgfbr1",3.24833330132491,4.06064036713294,99.5699023648793,6.91371857039377e-11,1.76191892161439e-08
"Pmepa1",2.90886080509886,2.65076445143856,99.5506998355086,6.92884989289209e-11,1.76191892161439e-08
"Parvg",4.30878336651371,3.13847868452495,99.0267416239205,7.35569000175512e-11,1.84459322993176e-08
"Chp1",-1.59424725314656,3.85642455321398,98.9497667189204,7.42072944283899e-11,1.84459322993176e-08
"Il7r",2.29831094297823,1.26239029527603,97.928324410454,8.34451196641801e-11,2.05117375814517e-08
"Cdkn2d",-2.23929788998839,6.24018227442246,96.7660925151728,9.54741056181055e-11,2.32106993251577e-08
"Mrpl30",-1.30018021054577,5.39425382563967,95.9287903320501,1.05283284162994e-10,2.53171966906294e-08
"Apobec2",1.27161810606001,1.01349685081502,93.8289653497636,1.34945271795765e-10,3.2101013418685e-08
"Hspa1a",4.10949114887937,5.44547090313239,93.6997017808633,1.37042249001122e-10,3.22530390920407e-08
"Sparc",7.15963420423595,5.27244719642262,91.9591455501715,1.68939175715793e-10,3.93414882564263e-08
"Hps4",3.10341077662662,2.82540397388524,91.3347190577688,1.82244869959259e-10,4.17957408707731e-08
"Gm38843",3.35332978737132,2.21145711572102,91.2892467807432,1.83256649842471e-10,4.17957408707731e-08
"Cst3",4.38361710579188,12.399666747718,90.8096843357406,1.94300399437299e-10,4.38623238444016e-08
"P2ry6",3.28465515666914,2.43627186261103,90.5624950749309,2.00268904955133e-10,4.47530200436607e-08
"Zfp971",-2.70736161579748,2.6872384523565,90.3109410238546,2.06544508968214e-10,4.533594477534e-08
"Egln1",-1.30459621528265,3.21764380510111,90.2939455306255,2.06976016919466e-10,4.533594477534e-08
"Tmcc1",-2.09226991877148,2.5968607543729,89.0671602701886,2.40819989032607e-10,5.17316727744167e-08
"Cd86",2.80114738907512,2.55340238800888,89.0660990553197,2.40851706177504e-10,5.17316727744167e-08
"Blnk",3.54468764969628,1.90798973359436,88.9722280201095,2.43675032281154e-10,5.18348340303458e-08
"Pdcd1",1.28698068011568,0.608907659190745,87.4978891665575,2.92983908358565e-10,6.17303143296813e-08
"Ppp2cb",-1.47511857292572,4.08607743299953,86.9734308965518,3.13012094572962e-10,6.5327986492808e-08
"Lrrc3",6.63001157931203,3.19147142698639,86.7110054566931,3.23578749935466e-10,6.69021746245076e-08
"Tspan5",-1.62864077214525,2.10851367444952,86.3333276108565,3.39460822056023e-10,6.95360348735685e-08
"Fam69a",-1.88934155286222,2.10804289215212,86.1749209522734,3.46368409583463e-10,7.00187134263472e-08
"Itgb5",4.39321619224011,3.05851137804646,86.0561627544378,3.51645575903736e-10,7.00187134263472e-08
"Hexb",4.95285891229239,4.5234213606788,86.0407050275485,3.52338756696955e-10,7.00187134263472e-08
"March2",-1.47740967924822,4.14497806856109,85.9932256498972,3.54477055722591e-10,7.00187134263472e-08
"Tmem205",-2.4922583942688,4.68380994339488,85.667222270006,3.69539029319091e-10,7.23478933241261e-08
"Gm10645",2.06598306082406,0.798204234809084,85.3866193790877,3.8305175835314e-10,7.43355618425133e-08
"Tpst1",-1.47891765933452,2.50005207853117,84.9552379067179,4.04866059732434e-10,7.78856681692229e-08
"F11r",5.17227506336749,2.86889322674502,83.7083453363526,4.75730537755115e-10,9.07291955754862e-08
"Mlph",3.21536750544527,1.18458636028397,82.7468670287978,5.39405192538487e-10,1.01993684397683e-07
"Fez2",1.95598674916706,3.508434609333,82.0734943402046,5.89394976102241e-10,1.10137470691993e-07
"Selenom",-2.02070028060103,5.99490780053869,82.0345806947017,5.92431361585102e-10,1.10137470691993e-07
"Fcor",-4.83093610022865,4.09650459802149,81.4610881528958,6.39173711820733e-10,1.17837000221751e-07
"Clcf1",2.50041311436511,1.88965792286518,80.7322255053078,7.04346826393305e-10,1.28779048266935e-07
"Tlr12",4.27733560420063,2.64076306715295,80.5747243771654,7.19342937848209e-10,1.30442818147672e-07
"Mbd2",-1.56100966317848,2.6436510630912,79.8473609005776,7.93164495419942e-10,1.42659984814434e-07
"Fgd2",3.88232394033974,3.68937552145032,79.4915824067147,8.32186824197025e-10,1.48471525094442e-07
"Mzt2",2.09565558299723,3.13662451833969,78.965103709842,8.93744709882446e-10,1.58178513733835e-07
"Fcrl1",1.87074573903874,1.57755096206232,78.4622604848488,9.57102314478375e-10,1.68047416692104e-07
"Ppcdc",2.15876392640458,2.46133650383478,77.0657124352344,1.15962152819806e-09,2.02002417860832e-07
"Klf13",-2.19230366560271,4.21293502766019,76.3490120629567,1.28094051460876e-09,2.20667527978281e-07
"Gm33858",1.97221657237835,1.72799052423323,76.3167015277972,1.28672020563207e-09,2.20667527978281e-07
"Hip1",-2.62875279020016,2.73114103556658,75.3591260801704,1.47131889242941e-09,2.50384521978584e-07
"Klhdc8b",3.77740800411652,2.83855927526599,74.9818964252715,1.55164510894523e-09,2.62038509505308e-07
"Ermap",2.59085047330836,1.00718688544139,74.809121120849,1.58998959171633e-09,2.66479846496518e-07
"Clec5a",2.29326776933718,3.09199123193185,74.5613087311871,1.64676626718872e-09,2.73920376909895e-07
"Ildr1",2.08371851789108,0.805952718708452,74.0536065766083,1.76997050807966e-09,2.92216847389899e-07
"Gm37168",1.62206246183575,1.13192208329979,73.1163280935894,2.02407652717635e-09,3.31693666746092e-07
"AC160562.1",2.33310466153603,0.754345833556039,72.8222728179362,2.11162793435579e-09,3.42867348268195e-07
"Kctd17",-1.89362652202722,3.7526127224865,72.7841964415065,2.12325754702087e-09,3.42867348268195e-07
"Gm45091",1.63845900617897,0.93167863028506,72.7122193135201,2.1454289268169e-09,3.43937131507031e-07
"2310009B15Rik",-1.36336784239209,3.66725779755815,72.4054968075655,2.24272313516083e-09,3.5681071855026e-07
"Xlr",2.86276154238384,1.29750251756319,72.3586635259342,2.25798944975981e-09,3.5681071855026e-07
"Tpst2",1.80991574219115,4.22131043661865,71.8950540801142,2.41525024816712e-09,3.77143638159764e-07
"6030468B19Rik",2.22481530315511,0.769802371624209,71.8794114402244,2.42075652572827e-09,3.77143638159764e-07
"Sall1",5.27326389140776,3.08368253577969,71.7185837946101,2.47815340103362e-09,3.83385927909559e-07
"Snx17",1.51573481648472,6.76728868395899,71.6366790039138,2.50794163936931e-09,3.85299950609495e-07
"Aif1",4.38427003169483,4.66745479053651,70.5727685932197,2.93168096953569e-09,4.47293641993366e-07
"Slamf6",1.37451786033611,0.975959262045576,69.9861416632253,3.19754275183625e-09,4.84515330814202e-07
"Dyrk4",1.46346911504732,0.552220722589603,69.8254667265085,3.27477772336433e-09,4.92842908666592e-07
"Micu2",-1.16284601531767,2.78558877867814,68.9614465623604,3.72578109879424e-09,5.46274531356804e-07
"Sem1",-1.51309059353084,5.45654983913012,68.9411566026218,3.73713913163463e-09,5.46274531356804e-07
"Gpr157",3.28527967631756,1.41009740840267,68.9350110923083,3.74058660239358e-09,5.46274531356804e-07
"Il1rl2",2.11543099560049,0.910739512525605,68.9307137099618,3.74299934193865e-09,5.46274531356804e-07
"Slc5a10",0.841579134683453,0.278359460193103,68.9124425437065,3.75327617259116e-09,5.46274531356804e-07
"F9",1.56918874742544,0.610213063638347,68.7141106113576,3.86679201931871e-09,5.59117907473124e-07
"Abcc3",3.60655115943947,2.08157442129564,68.5655350486302,3.95423296387644e-09,5.68048674414536e-07
"Mpi",1.87082120318131,4.90519046622575,68.4095437488513,4.04831808122443e-09,5.77812522005987e-07
"Ppp2r5c",-1.18962722413989,3.34093010092057,67.7634736895318,4.46425873501366e-09,6.33094846119919e-07
"Plxdc1",1.66501002886426,1.63805634281395,67.5419777680814,4.61718978803273e-09,6.47098570962872e-07
"Hpgd",3.2959283544557,2.47376372764067,67.5358409749013,4.62150586322532e-09,6.47098570962872e-07
"Cacfd1",-2.07383654778635,4.48024990000205,67.4786715966804,4.66192165011617e-09,6.48652155129056e-07
"Foxn2",-2.321619551775,3.34999044233874,67.2002148865389,4.86425294871363e-09,6.72574174902448e-07
"Tmem238",-2.14655958043421,2.95698708635967,66.9368264099015,5.06429520439446e-09,6.95884489483345e-07
"Spns3",0.881178300755672,0.632485370984348,66.4632433006378,5.44644811253021e-09,7.43776367861147e-07
"1810011H11Rik",2.73134242190932,1.94285771327722,66.3435822437345,5.54781084531721e-09,7.5297067074204e-07
"Ldlr",-3.73941569812775,4.88285534047345,66.2799497880045,5.60253266563704e-09,7.55761159523709e-07
"Gna15",3.67922638424936,2.65175060733174,66.0231044898381,5.82934901020476e-09,7.81592049410666e-07
"Uqcrfs1",-1.02618326034272,7.39426958167153,65.2596033159469,6.56351859755066e-09,8.74727240563935e-07
"Aifm2",-2.44215893884847,1.99121894737485,64.4595298573757,7.44011262759937e-09,9.84744658324452e-07
"Sgk1",3.22058124984654,3.849457638128,64.4272080243159,7.47805915104226e-09,9.84744658324452e-07
"C1galt1",-2.29692884793148,3.13578544705852,64.3687390721302,7.54722976300848e-09,9.87972568325661e-07
"Aida",-1.8489235646785,3.14325276368427,64.2551154153918,7.68361454183323e-09,9.99909438288097e-07
"Kcnd1",3.52120617381915,2.28951777590385,64.1694127988252,7.78822798967208e-09,1.00759630301471e-06
"Ctsd",3.84338105669865,5.1347606134532,64.0727062107442,7.90810541828173e-09,1.01715707074795e-06
"Cables1",2.70864698930308,1.5121062624891,63.8952812413622,8.13320261894709e-09,1.0400626678553e-06
"Tnfrsf11a",1.60304082460135,1.52037336322404,63.7894810534213,8.27068343410174e-09,1.05156511271628e-06
"Tmem86a",3.21359162966171,5.69946664137917,63.554971884506,8.58435214655778e-09,1.08520927164742e-06
"Fcgr1",3.56905638224884,3.90007183942296,63.4794423696321,8.68806626602682e-09,1.092080056837e-06
"Nuak1",1.77238202032067,1.63998648372456,62.8518216308725,9.60354440171751e-09,1.20033453558868e-06
"Ube2r2",-1.0686486824507,3.5659146018249,62.7827882343184,9.71036692592844e-09,1.20686768259727e-06
"Gm41071",2.06009660673834,0.532852882747176,62.4032090971893,1.03208845548458e-08,1.27558060897683e-06
"Gm9888",2.01369100956944,0.950667616141736,62.3530368350137,1.04046044549118e-08,1.27878369086675e-06
"Tppp3",-5.09185480240919,6.22215783814175,62.0107399765278,1.09955190667385e-08,1.34394402383125e-06
"Gm27168",2.99255251018033,1.11554337888835,61.8677238393092,1.12529510507977e-08,1.3678518466857e-06
"Slc25a24",-2.485193971898,1.71138905733075,61.624441622628,1.170578759127e-08,1.41512097749545e-06
"Cyp4f16",-2.34008566727224,3.82581105198009,61.4560565052073,1.20306034834253e-08,1.44648391773814e-06
"Ahcy",-1.54903405847512,2.40666951906951,61.0630392555857,1.28268413103278e-08,1.5265786470301e-06
"Susd3",2.99717661159033,3.81858784069454,61.0592578961276,1.28347705260407e-08,1.5265786470301e-06
"Edem2",1.64266805745038,4.71427510953882,60.9644047613117,1.30353947992491e-08,1.54214994194538e-06
"Itm2b",1.27652068288141,8.81574167979629,60.3220598749107,1.44854715657717e-08,1.70458557154025e-06
"Ccl7",4.77859048751305,2.47175127350926,60.0480018249248,1.51558191994348e-08,1.77403274152961e-06
"Slc7a8",3.07870754783874,2.52114067049176,59.9703787671174,1.53516589090823e-08,1.78749868445067e-06
"AC129931.1",1.51197349672592,0.521970558028395,59.8602695927284,1.56341154498466e-08,1.81085620993171e-06
"Pla2g15",3.83371755619705,5.1619671959187,59.5365822894844,1.64971147545171e-08,1.90086286309469e-06
"Rasgrp2",-3.89794181059459,3.24623530870433,59.2606221608353,1.72731264755567e-08,1.97996568403493e-06
"Tmem246",-2.82997825125964,3.24302330131424,58.8217818569476,1.85886736828448e-08,2.11977952518337e-06
"Idh1",-3.04773441478173,5.58337218091531,58.6328037818717,1.91878356852679e-08,2.17688455828298e-06
"Gm10605",3.45597882244076,1.67979271880071,58.5352058094357,1.95053317148178e-08,2.20161455881078e-06
"Mylip",3.14816318998575,3.33198636050668,58.2425214024055,2.04916157071445e-08,2.30119804207694e-06
"4930455G09Rik",-3.47159323770012,2.26223899781264,58.0279144663757,2.12486318465922e-08,2.37415900172808e-06
"Tnni2",2.76174671896836,2.57501909792558,57.9575981610871,2.15031303873233e-08,2.38376374776031e-06
"St6galnac4",2.64597740708608,4.73016268484726,57.9447194735455,2.15500949035873e-08,2.38376374776031e-06
"Tusc1",-2.50932212499804,4.71127267735602,57.8144684068246,2.20312921623954e-08,2.42486704730683e-06
"Pqlc3",-3.20220231495691,3.50281638083676,57.7777599164573,2.21689735695381e-08,2.42794159544006e-06
"Nek6",2.73814068136445,2.06218964569889,57.6827521837301,2.25296067626403e-08,2.45528320398961e-06
"Rasal3",4.07913541568747,3.27218426740835,57.6183519742835,2.27776236195239e-08,2.46174116747181e-06
"Comtd1",2.21416110193594,3.39250410379574,57.6096357076993,2.28114152389695e-08,2.46174116747181e-06
"Klk8",3.69935284320073,3.2307865626976,57.5145832763392,2.31834188388854e-08,2.47735213216965e-06
"Tnf",5.40615850477197,4.07286417216723,57.4981094260791,2.32485490398069e-08,2.47735213216965e-06
"Fscn1",3.9729717718716,5.75607994045136,57.4871427542428,2.32920148032042e-08,2.47735213216965e-06
"Daglb",2.43800077443664,3.17074225580853,57.454087862011,2.34235524979684e-08,2.4794222579548e-06
"Platr17",-2.82794901476174,2.10459896185586,57.0934476925522,2.49114238595719e-08,2.62435919069195e-06
"Snx5",1.48922906778749,6.28098945167607,56.9043526793222,2.57316743574706e-08,2.69792337350864e-06
"Rell1",-2.30630711446722,2.58971264985869,56.5666454729498,2.72692969170532e-08,2.82236439999384e-06
"Egr2",4.17454320556967,3.53456988915872,56.5620311469196,2.72909749385373e-08,2.82236439999384e-06
"Maf",2.61303027133505,3.35466018180844,56.5598412805872,2.73012693395417e-08,2.82236439999384e-06
"8030423J24Rik",2.04081300756608,0.679184411088652,56.4963955831746,2.76013332843748e-08,2.84011300581499e-06
"Chst7",2.81207232880837,2.03198684337705,56.4218749603112,2.79582865614381e-08,2.86352395184582e-06
"B930036N10Rik",1.52936312229302,1.6497312394038,56.040396193319,2.98645457124235e-08,3.04466979168638e-06
"Olfr110",1.63378541919486,0.622179001092286,55.9486384463244,3.03434984567855e-08,3.07407101622994e-06
"Serpinb10",-4.40327071107358,2.51461032427146,55.911638263099,3.05389485277343e-08,3.07407101622994e-06
"Ier5",3.34723551689697,8.14462015897422,55.8957034615272,3.06235370435996e-08,3.07407101622994e-06
"Cd300c2",4.7757282551414,4.73419433878972,55.8796983960745,3.07087508288576e-08,3.07407101622994e-06
"Gm5420",1.09179077884778,0.361044035888935,55.77854560033,3.12532061889417e-08,3.11448054287368e-06
"2010013B24Rik",1.41733411867754,1.42887451168543,55.7473328717454,3.14232859783895e-08,3.11738724529108e-06
"Rgs1",5.51836572924708,3.92825195326825,55.6208039092171,3.21229564825544e-08,3.1667514270163e-06
"Larp1b",-1.02227357231264,1.1208106493379,55.6057749264643,3.22071631821483e-08,3.1667514270163e-06
"Gm29291",3.35965261482843,1.1540722614731,55.3090293310611,3.39190869795645e-08,3.32031841260578e-06
"Comp",1.30198457967392,0.589355340406788,55.2509618974471,3.42653226631117e-08,3.32854017216753e-06
"Entpd1",2.6250520877838,2.92452356205983,55.207870164386,3.45247060604609e-08,3.32854017216753e-06
"Slc36a2",0.890934937315184,0.453096114476747,55.202223383986,3.45588512086559e-08,3.32854017216753e-06
"Serpinb1a",-3.77015633198266,3.03335307217257,55.1946171963192,3.4604901667881e-08,3.32854017216753e-06
"Cyb5b",-1.56320658859411,4.15515768563871,55.1475830389959,3.48911240889228e-08,3.34154258969368e-06
"A830008E24Rik",1.69743991207209,0.617218433368347,55.0297736276699,3.56192154316488e-08,3.39656854738951e-06
"Lpxn",1.87966657162424,2.91282592425718,54.9189879318049,3.63187376182458e-08,3.41681690420687e-06
"Bik",0.852598373508092,0.416810811538433,54.9095859435703,3.63787762660326e-08,3.41681690420687e-06
"Gda",-4.01423528991707,2.57819311639433,54.9071893859469,3.63940970291702e-08,3.41681690420687e-06
"Lilra5",2.00013357852485,1.99977909002444,54.8985566422349,3.64493418339656e-08,3.41681690420687e-06
"Psma7",-1.09631461666112,7.19346429743762,54.6460032571211,3.81058946117943e-08,3.55703251686382e-06
"Cmpk2",-3.25692023098494,3.3198112264398,54.5900906846607,3.84834136767252e-08,3.57717882676551e-06
"Nckap5l",1.97415656266572,2.4480636265509,54.3650876398494,4.00435515212032e-08,3.70662548244175e-06
"Bola3",-1.1865060741978,3.66676884256058,54.3306083065061,4.02885431385623e-08,3.71376433272672e-06
"Hopx",-2.82988221067208,2.26169846397779,54.2926031017477,4.05604462370058e-08,3.7233143240717e-06
"Sos2",-1.47077028769867,2.16372563127224,54.2289932896136,4.10199349001184e-08,3.74993396609636e-06
"Diaph1",-2.21060529842712,2.70420698989731,53.8934435351484,4.35377247135131e-08,3.96372462484383e-06
"Cyp2ab1",-2.76776799760458,1.61015213110125,53.7566744877488,4.46109393752698e-08,4.04478611393072e-06
"Upk1b",3.28345803145335,0.944939330371207,53.7153565298553,4.4940695998059e-08,4.05805313291861e-06
"Qprt",0.972219953269354,0.815985680416529,53.5594173290324,4.62089208138277e-08,4.15560957383866e-06
"1700017B05Rik",3.67231531096876,4.96330052107511,53.2141519299113,4.91551473466418e-08,4.40266933097067e-06
"Ms4a8a",-4.43208604897836,2.51571776431719,53.1408341650483,4.98062764614624e-08,4.44300102482634e-06
"Ndufs4",-0.911088957572027,2.55650105482733,52.9646813224294,5.14086831458809e-08,4.56752729813784e-06
"Gsr",-2.81295697518119,3.62656829994121,52.6045201413988,5.48591580994029e-08,4.85459661853236e-06
"Pdlim1",-3.12113967310197,1.80150707612715,52.5774562138757,5.51282623403222e-08,4.85897429384441e-06
"Kcnk6",3.52759390771753,3.09563145297904,52.481459016361,5.60942328764935e-08,4.92449489653439e-06
"Gpr84",4.74575287510829,2.04273624909044,52.3628031821791,5.73132914664562e-08,5.00934590820449e-06
"St3gal4",-2.47103842048666,2.8516363514307,52.3435626793492,5.7513622053245e-08,5.00934590820449e-06
"Plau",3.81731120827059,3.97745621249088,52.2904117500526,5.80709272759718e-08,5.03805146716206e-06
"Lrrc8c",-2.34680227776138,2.06462376750706,52.0955159999017,6.01644141132624e-08,5.19928645870197e-06
"Spint1",3.72945673805255,1.19110498501402,52.0661156740887,6.04871636215628e-08,5.20683860233398e-06
"Nav1",-2.10220454970875,2.36911038955557,51.9631121835708,6.16325989957367e-08,5.28487592086311e-06
"Padi4",-3.51532501650318,1.98628366876838,51.8515936678753,6.28989293951765e-08,5.36642265172614e-06
"Arhgap22",1.94217102016965,0.7397635293482,51.8368216338239,6.30687469804636e-08,5.36642265172614e-06
"Tspan33",2.61806336058526,2.13461401745669,51.8120742653181,6.33543396797263e-08,5.37006918289113e-06
"Gpd2",-1.84672929168114,1.97783696946134,51.7228091830198,6.43960357286064e-08,5.43753243673267e-06
"Limd1",-2.39956332505744,3.37021223391455,51.5084259942887,6.69733940795122e-08,5.633659305023e-06
