"","cortex_brain","substantia_nigra_brain","brain"
"AGTR1",1.73626093612473,1.73626093612472,1.73626093612472
"AGTR2",1.773475459919,1.773475459919,1.773475459919
"AHCY",2.13099078358735,2.13099078358735,2.13099078358735
"AHCYL1",2.59950064842285,2.59950064842285,2.59950064842285
"AHR",2.19196335895202,2.19196335895202,2.19196335895202
"AHSA1",2.31688709029134,2.31688709029134,2.31688709029134
"AIF1",2.19587231488046,2.19587231488046,2.19587231488046
"AIM2",1.87357715285528,1.87357715285528,1.87357715285528
"AIP",2.2164784368169,2.2164784368169,2.2164784368169
"AIPL1",1.71718581118979,1.71718581118979,1.71718581118979
"AIRE",1.54338719316914,1.54338719316914,1.54338719316914
"AK1",2.37135131510337,2.37135131510337,2.37135131510337
"AK2",2.1063065477364,2.1063065477364,2.1063065477364
"AK5",2.35261710597565,2.35261710597566,2.35261710597566
"AKAP1",1.93642271608641,1.93642271608641,1.93642271608641
"AKAP10",1.83100641279676,1.83100641279677,1.83100641279676
"AKAP11",1.85831566666018,1.85831566666018,1.85831566666018
"AKAP12",1.84857416546193,1.84857416546193,1.84857416546193
"AKAP3",1.77033374227037,1.77033374227037,1.77033374227037
"AKAP4",1.60140404678615,1.60140404678615,1.60140404678615
"AKAP5",1.49064509877407,1.49064509877408,1.49064509877408
"AKAP6",1.92119118217206,1.92119118217206,1.92119118217206
"AKAP7",2.01060390933005,2.01060390933005,2.01060390933005
"AKAP8",2.08829484839823,2.08829484839823,2.08829484839824
"AKAP8L",1.89680280196197,1.89680280196197,1.89680280196197
"AKAP9",1.89282681343132,1.89282681343132,1.89282681343132
"AKR1A1",2.09795101247765,2.09795101247765,2.09795101247765
"AKR1B1",2.39120617134314,2.39120617134314,2.39120617134314
"AKR1B10",1.64718546653208,1.64718546653208,1.64718546653208
"AKR1C3",2.15977067995177,2.15977067995176,2.15977067995176
"AKR7A2",2.32590986097516,2.32590986097516,2.32590986097516
"AKR7A3",1.86758855358696,1.86758855358696,1.86758855358696
"AKT1",1.80067597772096,1.80067597772096,1.80067597772096
"AKT3",1.92363858102256,1.92363858102256,1.92363858102256
"ALAD",2.01464489884477,2.01464489884477,2.01464489884477
"ALAS1",1.62548257432935,1.62548257432935,1.62548257432935
"ALB",1.53227680362762,1.53227680362762,1.53227680362762
"ALCAM",2.12031348551203,2.12031348551204,2.12031348551203
"ALDH1A1",2.05124922495298,2.05124922495297,2.05124922495297
"ALDH1A2",1.86950494872979,1.86950494872979,1.86950494872979
"ALDH1A3",1.77935737662538,1.77935737662538,1.77935737662538
"ALDH1L1",2.22312914095713,2.22312914095713,2.22312914095713
"ALDH2",2.522376584523,2.522376584523,2.522376584523
"ALDH3A1",1.67839821588845,1.67839821588845,1.67839821588845
"ALDH3A2",2.20458201689872,2.20458201689872,2.20458201689872
"ALDH3B1",1.87053799040465,1.87053799040464,1.87053799040464
"ALDH3B2",1.57547805939518,1.57547805939518,1.57547805939518
"ALDH4A1",2.18119442962226,2.18119442962226,2.18119442962226
"ALDH5A1",2.19582008053012,2.19582008053012,2.19582008053012
"ALDH6A1",2.41879891861971,2.4187989186197,2.4187989186197
"ALDH7A1",2.27807507667547,2.27807507667547,2.27807507667547
"ALDH8A1",1.67017812089534,1.67017812089534,1.67017812089534
"ALDH9A1",2.53880701494402,2.53880701494402,2.53880701494402
"ALDOB",1.76469760130746,1.76469760130746,1.76469760130746
"ALG3",1.97349179256373,1.97349179256373,1.97349179256373
"ALG5",2.06608927106374,2.06608927106374,2.06608927106374
"ALG6",1.9928942614519,1.9928942614519,1.99289426145191
"ALLC",1.69812050310812,1.69812050310812,1.69812050310812
"ALOX12",1.69406841766915,1.69406841766915,1.69406841766915
"ALOX12B",1.71442809551182,1.71442809551182,1.71442809551182
"ALOX15",1.64805209449359,1.64805209449359,1.64805209449359
"ALOX15B",1.77238890156166,1.77238890156166,1.77238890156166
"ALOX5",1.97594845802068,1.97594845802068,1.97594845802068
"ALOX5AP",2.12311567284751,2.12311567284751,2.12311567284751
"ALOXE3",1.79058744383718,1.79058744383718,1.79058744383718
"ALPI",1.65477575105893,1.65477575105893,1.65477575105893
"ALPL",2.11770120109126,2.11770120109126,2.11770120109126
"ALPP",2.27355345022517,2.27355345022517,2.27355345022517
"ALX3",1.85147670015086,1.85147670015086,1.85147670015086
"AMACR",1.7198401471485,1.7198401471485,1.7198401471485
"AMBN",1.62716359357831,1.62716359357831,1.62716359357831
"AMBP",1.55378715559784,1.55378715559784,1.55378715559784
"AMD1",2.1528942172477,2.1528942172477,2.1528942172477
"AMELX",1.65078973989192,1.65078973989192,1.65078973989192
"AMFR",2.12872232309378,2.12872232309378,2.12872232309378
"AMH",1.74935401827302,1.74935401827302,1.74935401827302
"AMMECR1",1.75558331914547,1.75558331914547,1.75558331914547
"AMN",1.68941796867416,1.68941796867416,1.68941796867416
"AMOTL2",1.8479984374709,1.8479984374709,1.8479984374709
"AMPD2",1.82841537674161,1.82841537674161,1.82841537674161
"AMPD3",1.7419557543978,1.7419557543978,1.7419557543978
"AMPH",2.07617286694559,2.07617286694559,2.07617286694559
"AMT",2.08065419975561,2.0806541997556,2.08065419975561
"ANAPC1",2.06938082183704,2.06938082183704,2.06938082183704
"ANAPC10",1.89486416092501,1.89486416092501,1.89486416092501
"ANAPC2",2.0663994020054,2.0663994020054,2.0663994020054
"ANAPC5",2.39935831171807,2.39935831171807,2.39935831171807
"ANG",1.91204593405592,1.91204593405592,1.91204593405592
"ANGPT2",1.80604658784518,1.80604658784518,1.80604658784518
"ANGPT4",1.65120552605422,1.65120552605423,1.65120552605423
"ANGPTL2",1.86635529385352,1.86635529385352,1.86635529385352
"ANGPTL3",1.85637038805479,1.85637038805479,1.85637038805479
"ANGPTL4",2.28131827042118,2.28131827042118,2.28131827042118
"ANGPTL7",1.63854904480718,1.63854904480718,1.63854904480718
"ANK2",2.13423752224777,2.13423752224777,2.13423752224777
"ANK3",2.05425746983411,2.05425746983411,2.05425746983411
"ANKH",1.57536496077417,1.57536496077418,1.57536496077417
"ANKMY1",1.71923650441124,1.71923650441124,1.71923650441124
"ANKRA2",1.85839321209319,1.85839321209319,1.85839321209319
"ANKRD1",1.60293206777401,1.60293206777401,1.60293206777401
"ANKRD11",1.70775994787913,1.70775994787913,1.70775994787913
"ANKRD2",1.55364662121293,1.55364662121293,1.55364662121293
"ANKRD7",1.63877560885391,1.63877560885391,1.63877560885391
"ANP32A",1.97569043900086,1.97569043900086,1.97569043900086
"ANP32C",1.66739570548625,1.66739570548625,1.66739570548625
"ANPEP",1.72924656210045,1.72924656210045,1.72924656210045
"ANXA1",2.06264796053056,2.06264796053056,2.06264796053056
"ANXA11",1.71153557486602,1.71153557486602,1.71153557486602
"ANXA13",1.67400221219454,1.67400221219454,1.67400221219454
"ANXA2",1.99141409111671,1.99141409111671,1.99141409111671
"ANXA3",1.95137568366542,1.95137568366542,1.95137568366542
"ANXA4",1.75380811288663,1.75380811288663,1.75380811288663
"ANXA5",2.45163397478162,2.45163397478161,2.45163397478161
"ANXA6",1.90969952651021,1.90969952651021,1.90969952651021
"ANXA7",2.26083855654198,2.26083855654198,2.26083855654198
"ANXA9",1.63460560860863,1.63460560860863,1.63460560860863
"AOAH",1.82162143753379,1.82162143753379,1.82162143753379
"AOC2",1.73145242657467,1.73145242657467,1.73145242657467
"AOC3",1.79190939900545,1.79190939900544,1.79190939900545
"AP1B1",2.20445200204583,2.20445200204583,2.20445200204583
"AP1G1",2.10626966556329,2.10626966556329,2.10626966556329
"AP1G2",1.82403517713292,1.82403517713292,1.82403517713292
"AP1M2",1.74995011822653,1.74995011822653,1.74995011822653
"AP1S1",2.07525181681509,2.07525181681509,2.07525181681509
"AP1S2",2.08365312494941,2.08365312494941,2.08365312494941
"AP2B1",2.23328361417189,2.23328361417189,2.23328361417189
"AP2M1",2.45235251686615,2.45235251686615,2.45235251686615
"AP2S1",2.48842841285955,2.48842841285954,2.48842841285954
"AP3B1",2.38201875950641,2.38201875950641,2.38201875950641
"AP3B2",2.04532276312551,2.04532276312551,2.04532276312551
"AP3D1",2.18999500458697,2.18999500458697,2.18999500458697
"AP3M2",2.31854706403488,2.31854706403487,2.31854706403487
"AP3S1",2.33754194096734,2.33754194096734,2.33754194096734
"AP3S2",2.2653355975634,2.2653355975634,2.2653355975634
"AP4E1",1.79965376127153,1.79965376127153,1.79965376127153
"AP4M1",1.73655733468061,1.73655733468061,1.73655733468061
"AP4S1",1.819244902681,1.819244902681,1.819244902681
"APAF1",1.96197812140203,1.96197812140203,1.96197812140203
"APBA1",1.687563943313,1.687563943313,1.687563943313
"APBA2",2.19579582765256,2.19579582765256,2.19579582765256
"APBA3",2.03973031497223,2.03973031497223,2.03973031497223
"APBB1",1.86353293833606,1.86353293833606,1.86353293833606
"APBB1IP",2.04513741077618,2.04513741077618,2.04513741077618
"APBB3",2.28338900378326,2.28338900378326,2.28338900378326
"APC",1.69844107470549,1.69844107470549,1.69844107470549
"APC2",2.18305331403232,2.18305331403232,2.18305331403232
"APCS",1.59043174832394,1.59043174832393,1.59043174832393
"APEH",2.12270069794317,2.12270069794317,2.12270069794317
"APEX1",2.26027038821681,2.2602703882168,2.26027038821681
"APEX2",2.02806913666397,2.02806913666397,2.02806913666397
"API5",2.11337869897624,2.11337869897625,2.11337869897625
"APITD1",1.88690910894108,1.88690910894108,1.88690910894108
"APLP1",2.66030761717501,2.66030761717501,2.66030761717501
"APLP2",2.2745454930423,2.2745454930423,2.2745454930423
"APOA1",1.67560153763159,1.67560153763158,1.67560153763159
"APOB",1.74676237238503,1.74676237238503,1.74676237238503
"APOBEC3B",1.61694955022826,1.61694955022826,1.61694955022826
"APOBEC3G",1.74203245134589,1.74203245134589,1.74203245134589
"APOC1",2.29558461508599,2.29558461508599,2.29558461508599
"APOC2",2.01460642039455,2.01460642039455,2.01460642039455
"APOC3",1.47909611769964,1.47909611769964,1.47909611769964
"APOD",3.12604720874006,3.12604720874006,3.12604720874006
"APOE",2.78098107359609,2.78098107359609,2.78098107359609
"APOF",1.5751923741556,1.5751923741556,1.5751923741556
"APOH",1.63478098490849,1.63478098490849,1.63478098490849
"APOL1",1.77975894548368,1.77975894548368,1.77975894548368
"APOL2",1.85170023306604,1.85170023306604,1.85170023306604
"APOL3",1.94495009824352,1.94495009824352,1.94495009824352
"APOL5",1.62936106790711,1.62936106790711,1.62936106790711
"APOM",1.78511223916354,1.78511223916354,1.78511223916354
"APP",1.8994732179702,1.89947321797021,1.89947321797021
"APPBP2",1.86640685519761,1.86640685519761,1.86640685519761
"APRT",2.12886977096615,2.12886977096615,2.12886977096615
"AQP1",2.28216763448066,2.28216763448066,2.28216763448066
"AQP2",1.78197608132336,1.78197608132336,1.78197608132336
"AQP3",1.67333224462723,1.67333224462723,1.67333224462723
"AQP4",2.29931320091766,2.29931320091766,2.29931320091766
"AQP6",1.79865324521729,1.79865324521729,1.79865324521729
"AQP7",1.83328054088226,1.83328054088226,1.83328054088226
"AQP8",1.72973995742514,1.72973995742514,1.72973995742514
"AQP9",1.821797233647,1.821797233647,1.821797233647
"AR",1.7649051228382,1.7649051228382,1.7649051228382
"ARAF",2.01953236313068,2.01953236313068,2.01953236313068
"ARCN1",2.29815042193023,2.29815042193023,2.29815042193023
"ARF1",1.90438450771329,1.90438450771329,1.90438450771329
"ARF3",2.34386038007447,2.34386038007447,2.34386038007447
"ARF4",2.24511878681375,2.24511878681375,2.24511878681375
"ARF5",2.28536638842335,2.28536638842335,2.28536638842335
"ARFGAP3",2.03110348509137,2.03110348509137,2.03110348509138
"ARFGEF1",2.04735470466348,2.04735470466348,2.04735470466348
"ARFGEF2",1.68001542851698,1.68001542851698,1.68001542851698
"ARFIP1",2.03871814648812,2.03871814648812,2.03871814648812
"ARFIP2",1.89163964387633,1.89163964387633,1.89163964387633
"ARFRP1",1.8371391790302,1.8371391790302,1.8371391790302
"ARG1",1.64591202838192,1.64591202838192,1.64591202838192
"ARG2",1.88550967011425,1.88550967011425,1.88550967011425
"ARHGAP1",2.37990059694722,2.37990059694722,2.37990059694722
"ARHGAP29",1.73431989794915,1.73431989794915,1.73431989794915
"ARHGAP4",1.93295056122682,1.93295056122682,1.93295056122682
"ARHGAP5",1.9590195562133,1.9590195562133,1.9590195562133
"ARHGAP6",1.58591542154936,1.58591542154936,1.58591542154936
"ARHGDIA",2.25448839691327,2.25448839691327,2.25448839691328
"ARHGDIB",2.42872649007905,2.42872649007905,2.42872649007905
"ARHGDIG",1.7040536798179,1.7040536798179,1.7040536798179
"ARHGEF1",2.09735190289032,2.09735190289033,2.09735190289033
"ARHGEF10",1.92131196186908,1.92131196186908,1.92131196186908
"ARHGEF16",1.92396436498625,1.92396436498625,1.92396436498625
"ARHGEF2",2.42037531967894,2.42037531967894,2.42037531967894
"ARHGEF3",2.30119219142392,2.30119219142392,2.30119219142392
"ARHGEF4",2.24116244834439,2.24116244834439,2.24116244834439
"ARHGEF5",1.86951602919991,1.8695160291999,1.8695160291999
"ARHGEF7",2.14599448555923,2.14599448555923,2.14599448555923
"ARID1A",1.72213198489902,1.72213198489902,1.72213198489902
"ARID3A",1.91037118067085,1.91037118067085,1.91037118067085
"ARID3B",1.97991706799636,1.97991706799635,1.97991706799635
"ARID4A",1.91922903110776,1.91922903110776,1.91922903110776
"ARID4B",1.94481728137532,1.94481728137532,1.94481728137532
"ARIH1",1.81231212079389,1.81231212079389,1.81231212079389
"ARIH2",2.12320454487782,2.12320454487782,2.12320454487782
"ARL1",2.32300946774961,2.32300946774961,2.32300946774961
"ARL2",2.4293061902046,2.4293061902046,2.4293061902046
"ARL2BP",2.31435569268931,2.31435569268932,2.31435569268931
"ARL3",2.25697906379164,2.25697906379164,2.25697906379164
"ARL4C",1.70070151123859,1.70070151123859,1.70070151123859
"ARL4D",1.7362862789765,1.7362862789765,1.7362862789765
"ARL6IP4",2.08584828305704,2.08584828305704,2.08584828305704
"ARL6IP5",2.45762242085024,2.45762242085024,2.45762242085024
"ARNT",2.1239761435592,2.1239761435592,2.1239761435592
"ARNTL",2.00797781168144,2.00797781168144,2.00797781168144
"ARNTL2",1.63978584312231,1.63978584312231,1.63978584312231
"ARPC1A",2.30492388733452,2.30492388733452,2.30492388733452
"ARPC3",2.21424843023468,2.21424843023468,2.21424843023468
"ARPC4",2.18428171434073,2.18428171434073,2.18428171434073
"ARPC5",2.34043040568141,2.34043040568141,2.34043040568141
"ARPC5L",2.34721243332677,2.34721243332677,2.34721243332677
"ARRB1",1.93783661134011,1.93783661134011,1.93783661134011
"ARRB2",1.84763297592867,1.84763297592867,1.84763297592867
"ARSA",1.90233025677225,1.90233025677225,1.90233025677225
"ARSB",1.6198472700104,1.61984727001041,1.61984727001041
"ARSD",1.62407617304114,1.62407617304114,1.62407617304114
"ARSE",1.80119179308285,1.80119179308285,1.80119179308285
"ARSF",1.89493894872898,1.89493894872898,1.89493894872898
"ART1",1.8037223948784,1.8037223948784,1.8037223948784
"ART3",1.8597846889393,1.8597846889393,1.8597846889393
"ART4",1.77734429587046,1.77734429587046,1.77734429587046
"ARTN",1.56813402802398,1.56813402802398,1.56813402802398
"ARVCF",1.94988340291747,1.94988340291747,1.94988340291747
"ASAH1",2.1230832472166,2.12308324721661,2.12308324721661
"ASB1",2.15685133380906,2.15685133380906,2.15685133380905
"ASB4",1.63717596082452,1.63717596082452,1.63717596082452
"ASCL1",2.14100160722524,2.14100160722524,2.14100160722524
"ASCL2",1.6594266885782,1.6594266885782,1.6594266885782
"ASCL3",1.70461979426862,1.70461979426862,1.70461979426862
"ASGR1",1.98192025635397,1.98192025635397,1.98192025635397
"ASGR2",1.70267218024875,1.70267218024875,1.70267218024875
"ASH2L",2.20576611913947,2.20576611913947,2.20576611913947
"ASIP",1.71359805616653,1.71359805616653,1.71359805616653
"ASL",1.56415945256202,1.56415945256202,1.56415945256202
"ASMT",1.52738597493895,1.52738597493895,1.52738597493895
"ASMTL",1.98914812130183,1.98914812130183,1.98914812130183
"ASNA1",1.87073924530822,1.87073924530822,1.87073924530822
"ASNS",2.27858051703108,2.27858051703107,2.27858051703107
"ASPA",1.9941332593597,1.9941332593597,1.9941332593597
"ASPH",1.7598354637331,1.7598354637331,1.7598354637331
