"","F","M"
"ACTL6B",1.81596213651553,2.06850519769154
"ACTL7A",1.57114916648538,1.67595863878264
"ACTN1",2.00000931125794,2.14814577979449
"ACTN2",1.52382487517132,1.79383725202023
"ACTN3",1.63795735631445,1.78499719688797
"ACTN4",2.22106651661837,2.3600028167997
"ACTR1A",2.15281897401269,2.3704037610166
"ACTR1B",2.07469966729711,2.31383355676094
"ACTR2",1.98290890554504,2.24803542481875
"ACTR3",2.03427640032596,2.25480332488307
"ACTR3B",1.48040910171251,1.81253811123497
"ACVR1",2.03956570915759,2.14806792731721
"ACVR1B",1.9600130860245,2.14195143136722
"ACVR2A",1.79848266368584,1.9935676102681
"ACVR2B",1.94350800719684,2.05704610837546
"ACVRL1",1.91971751678528,2.01491099056899
"ACYP1",1.94131133504556,2.18263446384956
"ACYP2",1.88810511843288,2.09144743228276
"ADA",1.80385569005186,1.97014725675351
"ADAM10",1.7843647399744,1.93071075843209
"ADAM11",1.90103563567823,2.08251753086682
"ADAM12",1.58026269604184,1.6296331666987
"ADAM15",2.09945007872845,2.20384192573288
"ADAM17",1.71383405835545,1.8426905746547
"ADAM18",1.86463644813548,2.0187506041729
"ADAM19",1.58740748647161,1.74022436517234
"ADAM2",1.5684687796584,1.67977689556002
"ADAM20",1.64761225024112,1.75932607883848
"ADAM21",1.72774022298814,1.89320592182824
"ADAM22",1.79480593425843,2.04764258793259
"ADAM23",1.94145302767817,2.1671802766905
"ADAM28",1.67600217941768,1.71091615020595
"ADAM30",1.6975907013931,1.81899690854456
"ADAM8",1.6487811552322,1.74828790727947
"ADAM9",1.76530383533351,1.87501722372985
"ADAMDEC1",1.48781946378616,1.59195936201139
"ADAMTS1",2.09074062358362,2.08503994099793
"ADAMTS12",1.69633001355609,1.82339695050607
"ADAMTS13",1.74279551968993,1.85767802783613
"ADAMTS2",1.67215902648479,1.74278833895829
"ADAMTS6",1.62388027276296,1.77381249899634
"ADAMTS8",1.87955762850462,2.05030407548273
"ADAMTS9",1.91899171552054,2.05703016774361
"ADAR",2.37844396000698,2.63095861703992
"ADARB1",1.71482787590301,1.91361855982375
"ADARB2",1.95445024812321,2.05978103176134
"ADAT1",1.74326790196113,1.92710253080251
"ADCY3",2.26340786312029,2.44134817858102
"ADCY6",2.08517359247184,2.22652353364714
"ADCY7",1.74423247602141,1.83496304257951
"ADCY8",1.990888223869,2.05257707589941
"ADCY9",1.93611119259957,2.07204212478241
"ADCYAP1",1.59553747150805,2.03994928643436
"ADCYAP1R1",1.49029367868275,1.59858798644138
"ADD1",2.42469819397448,2.61277469872122
"ADD2",1.81115267890398,1.9923824862753
"ADD3",1.82853344275481,1.88618667548812
"ADH1A",1.70219025666796,1.75006298081155
"ADH1B",1.68911615426989,1.64412817762835
"ADH1C",1.36433339535959,1.50276522694823
"ADH5",1.86683685691647,2.03599342477933
"ADH6",1.76599732488182,1.89732293227909
"ADK",1.80164442182016,1.92597989510176
"ADM",2.29067375835483,2.37028209063923
"ADORA1",1.896922951877,2.08890552914007
"ADORA2A",1.94585505828787,2.01666578257033
"ADORA2B",1.90987979157699,1.97364075703902
"ADORA3",2.15759862073973,2.17954184109009
"ADPRH",1.66792129360176,1.75159804110981
"ADRA1A",1.78278011381238,1.94206008786127
"ADRA1B",1.70779828506534,1.83817415625863
"ADRA1D",1.75610646357975,1.86931533331437
"ADRA2A",1.66527157588391,1.89952502371639
"ADRA2B",1.71249731935445,1.84132862299355
"ADRA2C",1.76312060066959,1.88990604330629
"ADRB1",1.53316231074266,1.69673126989011
"ADRB2",1.96223514106061,2.04149009547389
"ADRB3",1.56500272988309,1.68458217327909
"ADRBK2",1.64028839901417,1.8709909754069
"ADRM1",2.25270344490514,2.43056890400092
"ADSL",2.03774699799812,2.20512069439022
"ADSS",1.59465086190658,1.85851107350137
"AEBP1",2.30225120576829,2.33132661255868
"AES",2.35864510730056,2.6340901481436
"AFF1",1.89188351135141,1.90479401903705
"AFF2",1.82801494263376,2.05533165861919
"AFF3",1.878989650138,2.01875680857349
"AFF4",1.93321735185571,2.06735866858529
"AFG3L2",1.98330901447927,2.21556663201337
"AFM",1.52396887546047,1.75318834045109
"AFP",1.55621090389222,1.7246326558174
"AGA",1.88752908388716,1.99682850052702
"AGER",1.6782131165745,1.73660308383844
"AGL",1.77465664860997,1.94212480805636
"AGPAT1",2.14331475621954,2.33498884018457
"AGPAT2",1.79722817513797,1.98716299212546
"AGPAT3",1.98416300827097,2.11019626929449
"AGPAT4",2.10188304505962,2.26509542247168
"AGPS",1.73569215039554,1.87347310541683
"AGR2",1.52063540974906,1.67549542750428
"AGRP",1.60842005089066,1.79214809943931
"AGT",2.44174514818818,2.54956909987488
"AGTR1",1.68369144489341,1.78158807464484
"AGTR2",1.68590775906642,1.84897920198429
"AHCY",2.02598301955235,2.22153191979805
"AHCYL1",2.49234777354869,2.69189136951387
"AHR",2.14423966408099,2.23311229300948
"AHSA1",2.17813577424778,2.436523023127
"AIF1",2.1552219818477,2.23092236450253
"AIM2",1.81910342136243,1.92054618974817
"AIP",2.1269788519301,2.29364791262191
"AIPL1",1.65268243561683,1.77280273597122
"AIRE",1.49753773335669,1.58292010032335
"AK1",2.30293837653004,2.43033919325568
"AK2",2.06348543966912,2.14322831074929
"AK5",2.17404505522233,2.50658778156582
"AKAP1",1.8484780132519,2.01225152161831
"AKAP10",1.76012964643082,1.89211868403391
"AKAP11",1.70905677397685,1.98701157650352
"AKAP12",1.72448232565474,1.9555702173622
"AKAP3",1.7169318641115,1.81637859208432
"AKAP4",1.53010001135297,1.66288472341856
"AKAP5",1.35048738442027,1.6114936743333
"AKAP6",1.80171729287365,2.0242054857714
"AKAP7",1.89185561455579,2.11299258154633
"AKAP8",1.99213070240813,2.17121072724481
"AKAP8L",1.83810960545023,1.94740999990441
"AKAP9",1.79139885532583,1.98028132362679
"AKR1A1",1.99689299833922,2.1850865448583
"AKR1B1",2.27266632378409,2.49341511353775
"AKR1B10",1.59943645254252,1.68835623156346
"AKR1C3",2.14678904283316,2.17096387300177
"AKR7A2",2.23085628845209,2.40786816697487
"AKR7A3",1.77737718227662,1.94537175497806
"AKT1",1.75282021606677,1.84193878408787
"AKT3",1.85712009523259,1.9809929998866
"ALAD",1.91195953172927,2.10318358830541
"ALAS1",1.51183486162598,1.72347335749164
"ALB",1.46130479402145,1.59347119670848
"ALCAM",2.0614152739489,2.17109745415198
"ALDH1A1",1.93687718901799,2.14986454334822
"ALDH1A2",1.81965482088165,1.91248736300264
"ALDH1A3",1.65060645060636,1.89037064537812
"ALDH1L1",2.14228701856135,2.29283386881858
"ALDH2",2.4226877233918,2.6083315883012
"ALDH3A1",1.62320562794147,1.72598707437955
"ALDH3A2",2.13430714846517,2.26517531200887
"ALDH3B1",1.83585360756392,1.90044400221267
"ALDH3B2",1.50260385480481,1.63831258734364
"ALDH4A1",2.12486319191569,2.22976506925999
"ALDH5A1",2.09746687783487,2.28062343582317
"ALDH6A1",2.35520042189453,2.47363562719746
"ALDH7A1",2.22682562676538,2.32226403229866
"ALDH8A1",1.61060610066475,1.7215430694552
"ALDH9A1",2.48949022795961,2.58132956524175
"ALDOB",1.67006938570689,1.84628915062577
"ALG3",1.88151023985336,2.05280130238289
"ALG5",1.97148573501092,2.147659540867
"ALG6",1.92775277312957,2.04906138796261
"ALLC",1.63327487366407,1.75403253039598
"ALOX12",1.62588674648757,1.75285688949555
"ALOX12B",1.63360229883611,1.78411874680228
"ALOX15",1.59856260244569,1.69072355675816
"ALOX15B",1.74055220339611,1.79983954629823
"ALOX5",1.96019990063861,1.98952738041899
"ALOX5AP",2.1296519522509,2.11747987849257
"ALOXE3",1.70948091952598,1.86052014769696
"ALPI",1.57694896762154,1.72188055483036
"ALPL",2.07702320050348,2.15277510658619
"ALPP",2.20239939456064,2.33490480938485
"ALX3",1.85423875592102,1.84909516512814
"AMACR",1.61503818340277,1.81020383560384
"AMBN",1.55541640627337,1.68902637028067
"AMBP",1.46953529469522,1.62643187176803
"AMD1",2.07057123311707,2.22387579263824
"AMELX",1.60385374710797,1.69125949138971
"AMFR",2.01846648092403,2.22378852429951
"AMH",1.71772630183308,1.77662447211553
"AMMECR1",1.66188141821804,1.83637616958883
"AMN",1.61264682480718,1.75561256540508
"AMOTL2",1.76549398086732,1.91913648437612
"AMPD2",1.69949466984919,1.93957503612866
"AMPD3",1.68052218994774,1.79492578740343
"AMPH",1.87318689658185,2.2511940242901
"AMT",2.0283082591485,2.12578858559974
"ANAPC1",1.97424443112638,2.15141053639278
"ANAPC10",1.79581533837481,1.98026730245879
"ANAPC2",2.00215809043103,2.12179036661702
"ANAPC5",2.29495458240578,2.48937862939114
"ANG",1.88631377372238,1.93423304617248
"ANGPT2",1.81650292940916,1.79703078739929
"ANGPT4",1.59664829816992,1.69824655627276
"ANGPTL2",1.78235047553336,1.93878700181128
"ANGPTL3",1.77519225999506,1.92636483101366
"ANGPTL4",2.28778189327857,2.27574512292181
"ANGPTL7",1.5571344826881,1.70874734896211
"ANK2",1.96148013154714,2.2831946073412
"ANK3",1.891113979359,2.19492513501811
"ANKH",1.44122784252417,1.69102238102299
"ANKMY1",1.63980572230566,1.78772432841202
"ANKRA2",1.78290381754513,1.92348264254674
"ANKRD1",1.51935794167607,1.67499241878007
"ANKRD11",1.63158977170723,1.77343637056416
"ANKRD2",1.43544852139926,1.6555608972993
"ANKRD7",1.56737846987726,1.70033656241335
"ANP32A",1.90933092737953,2.03290778512567
"ANP32C",1.60281623380863,1.72307824282349
"ANPEP",1.7292549856626,1.72923929902905
"ANXA1",2.07652244978121,2.05068492110542
"ANXA11",1.64219484930799,1.77132342136855
"ANXA13",1.66216237890508,1.68421090455576
"ANXA2",1.99534197144182,1.98802734394803
"ANXA3",1.95824082091382,1.94545633729686
"ANXA4",1.7190262858284,1.78379814429313
"ANXA5",2.42087869309165,2.47815218678507
"ANXA6",1.7899502074334,2.01295131469282
"ANXA7",2.14908369838758,2.35719725846609
"ANXA9",1.55645480322419,1.70198979472395
"AOAH",1.77710948214374,1.86000110453281
"AOC2",1.69151609347834,1.76588684204728
"AOC3",1.72931640553949,1.84587912971362
"AP1B1",2.10951243796364,2.28631200623072
"AP1G1",2.00038235273211,2.19756917757686
"AP1G2",1.78759119755466,1.85545837092605
"AP1M2",1.67142195307903,1.81765967629908
"AP1S1",1.91836977483103,2.21052065586547
"AP1S2",1.95031804855786,2.19861899841765
"AP2B1",2.11125554122951,2.3385002186329
"AP2M1",2.28459786585024,2.59699607581812
"AP2S1",2.35062798020662,2.6072444628667
"AP3B1",2.31214772389088,2.4422638567236
"AP3B2",1.872236415669,2.19456348551676
"AP3D1",2.08445997762549,2.28099076417608
"AP3M2",2.15437666790911,2.46010016093191
"AP3S1",2.18393559512265,2.469986367432
"AP3S2",2.13961998533394,2.37373171927193
"AP4E1",1.74954437323764,1.84285971817486
"AP4M1",1.64634384176498,1.81434236538933
"AP4S1",1.7295338966022,1.89659667276795
"APAF1",1.92499394786911,1.99386708812993
"APBA1",1.60882968973549,1.75545119758529
"APBA2",2.07044373653124,2.30387850954577
"APBA3",1.98802519204415,2.08431216680808
"APBB1",1.73867740671346,1.9711874703527
"APBB1IP",2.02192808496838,2.06514925226842
"APBB3",2.16260733733182,2.3875309157117
"APC",1.6023848748676,1.78126387884124
"APC2",2.04274911696984,2.30402819178454
"APCS",1.49417477968391,1.67342766190192
"APEH",1.9879161973808,2.23891631244232
"APEX1",2.14817556671639,2.35692221768153
"APEX2",1.96207122112533,2.0849747027935
"API5",2.04720712726496,2.17043399715011
"APITD1",1.79179131467142,1.96892278903583
"APLP1",2.53184252004347,2.77107443489176
"APLP2",2.19761644042595,2.34087624387302
"APOA1",1.60030852459191,1.7405216415114
"APOB",1.67493826091482,1.8086914756242
"APOBEC3B",1.58767503456656,1.64219099722397
"APOBEC3G",1.72264156780863,1.75875190674739
"APOC1",2.19214127911702,2.38477685013761
"APOC2",1.94390687713366,2.0755658840613
"APOC3",1.39506606784998,1.55154958110921
"APOD",3.14041918752675,3.11365521752968
"APOE",2.67726446191829,2.8704089359216
"APOF",1.48289473269616,1.65477442605532
"APOH",1.54491004688428,1.7122706535612
"APOL1",1.7155644613908,1.83510953390581
"APOL2",1.7561291105139,1.93410478766564
"APOL3",1.90691010337554,1.97774942873539
"APOL5",1.52712871660655,1.71750915228266
"APOM",1.7317045396679,1.83116210832487
"APP",1.76451540245753,2.01583827030061
"APPBP2",1.76957986169453,1.94989426289741
"APRT",2.0305371947029,2.21365534147342
"AQP1",2.2287870641034,2.32819411202685
"AQP2",1.67913071281815,1.8706527292269
"AQP3",1.6002500103643,1.7363461425784
"AQP4",2.29368650360052,2.30416472378255
"AQP6",1.70968893162662,1.87536119256507
"AQP7",1.74640413087195,1.90818822932346
"AQP8",1.65923588660794,1.79053087834353
"AQP9",1.73015339209578,1.90081555783487
"AR",1.74660175058455,1.78068689036332
"ARAF",2.00483416028174,2.03220563542086
"ARCN1",2.19643720267584,2.38585089363889
"ARF1",1.79356095372365,1.99994020865922
"ARF3",2.2254379773485,2.44596805748428
"ARF4",2.11723549760334,2.35538395066976
"ARF5",2.13907845913532,2.41150063624177
"ARFGAP3",1.9437380786186,2.10643280231136
"ARFGEF1",1.93770944062867,2.14189444538709
"ARFGEF2",1.58407965166934,1.76273440000319
"ARFIP1",1.95074708410189,2.11456968008955
"ARFIP2",1.78394728618001,1.98449552474038
"ARFRP1",1.75210238200271,1.91046069285676
"ARG1",1.59112766865172,1.69314889912316
"ARG2",1.78299966902176,1.9738971532415
"ARHGAP1",2.29050461321389,2.45698074444175
"ARHGAP29",1.72080922252082,1.7459692451712
"ARHGAP4",1.86483897106905,1.9916786068973
"ARHGAP5",1.89320218911969,2.01576944755529
"ARHGAP6",1.54828470062316,1.61836186263299
"ARHGDIA",2.1837843111846,2.31545177724466
"ARHGDIB",2.3963762648887,2.45661991464935
"ARHGDIG",1.61581391549872,1.78013689703373
"ARHGEF1",2.05735547433502,2.13183813463754
"ARHGEF10",1.87089867383461,1.96477995131448
"ARHGEF16",1.85977858216894,1.97930745088335
"ARHGEF2",2.31048352922639,2.51512762356084
"ARHGEF3",2.17609876098466,2.40905184759839
"ARHGEF4",2.11830385193405,2.34709515736328
"ARHGEF5",1.77601243353888,1.95013789434231
"ARHGEF7",2.07535269035161,2.20690415696153
"ARID1A",1.69188142942111,1.74821500541798
"ARID3A",1.86337624411724,1.95089175541898
"ARID3B",1.92230866722684,2.02958891949121
"ARID4A",1.84601472344479,1.9823568070737
"ARID4B",1.86368912172469,2.01476863993394
"ARIH1",1.69597099621806,1.91262525196022
"ARIH2",2.04892116409703,2.18725411072919
"ARL1",2.18682359438208,2.4404333918171
"ARL2",2.30918257570332,2.53288070817125
"ARL2BP",2.18182407544064,2.42862879734791
"ARL3",2.12112731308795,2.37411489634613
"ARL4C",1.54071593927929,1.83864631556455
"ARL4D",1.62141288551055,1.835333884269
"ARL6IP4",1.97767826651697,2.17911601703339
"ARL6IP5",2.35217171446798,2.548545476472
"ARNT",2.08386711085042,2.1585594662986
"ARNTL",1.89782783524054,2.1029527319856
"ARNTL2",1.54068884940061,1.72523051941917
"ARPC1A",2.15240993833507,2.43642641343143
"ARPC3",2.10461781421243,2.30877554096171
"ARPC4",2.09090775170318,2.26479180564103
"ARPC5",2.23404221337744,2.4321617923948
"ARPC5L",2.17130696317272,2.49888389571614
"ARRB1",1.88014079752426,1.98758383322884
"ARRB2",1.78045424490565,1.90555667987487
"ARSA",1.83444267005132,1.96086515933685
"ARSB",1.56112097436293,1.67048300711262
"ARSD",1.55597097469953,1.68279870747821
"ARSE",1.7295800466438,1.86293778823101
"ARSF",1.76768888337671,2.00465812621799
"ART1",1.72519080300817,1.8714349075836
"ART3",1.75726112753395,1.9481838642128
"ART4",1.71657127857477,1.82974478346746
"ARTN",1.49418326491698,1.6318968000141
"ARVCF",1.87595744071652,2.01362479075345
"ASAH1",2.02531097524296,2.20738570499911
"ASB1",2.05646260782895,2.24340978400093
"ASB4",1.54831553442023,1.71379433323487
"ASCL1",2.04777213338735,2.22138711554627
"ASCL2",1.62432599825179,1.68969165434658
"ASCL3",1.64839269473449,1.75310064256052
"ASGR1",1.85443787596459,2.09183974348306
"ASGR2",1.58576105300898,1.80347678639611
"ASH2L",2.0673425556157,2.32511945300913
"ASIP",1.67019766938305,1.75101929227675
"ASL",1.47672558146957,1.6395478022213
"ASMT",1.48013377693459,1.5681283689427
"ASMTL",1.84742085985417,2.11135001181371
"ASNA1",1.76566316941969,1.96133928223823
"ASNS",2.09452450626783,2.43727964270105
"ASPA",1.91889676270783,2.0590046329574
"ASPH",1.69457839978038,1.8161022433408
"ASPN",1.68531866289332,1.78885808179335
"ASPSCR1",1.95478450245562,2.11348950418295
"ATF1",1.64946225655831,1.7599163395795
"ATF2",1.7169442191769,1.93113098067349
"ATF3",1.9222860397044,2.01998801206613
"ATF4",2.31380656882477,2.52800165631954
"ATF5",1.84245464310822,2.00963535314587
"ATF6",1.87771528407184,2.01475839809257
"ATF7",1.69610367068248,1.79620968271841
"ATG12",1.71695254762908,1.88142121846389
"ATG3",2.11728068653556,2.26567642493002
"ATG5",1.84772469379705,2.00758828180339
"ATG7",1.82879230015754,2.01893352656281
"ATIC",2.27300474180884,2.46572686232127
"ATM",1.83478608003347,1.87379610464414
"ATN1",2.40952007600926,2.56041019946656
"ATOH1",1.71153028364931,1.83704259817958
"ATOX1",2.30418876727718,2.5294451234877
"ATP12A",1.60676437876249,1.84624605720975
"ATP1A1",2.15136558247905,2.45475808855556
"ATP1A2",2.79922290806299,2.90373054077389
"ATP1A3",1.60878100822848,1.93640912672843
"ATP1B1",2.39081881458232,2.75120364172933
"ATP1B2",2.51460567938139,2.66653200350503
"ATP1B3",2.28484833823528,2.50496856874352
"ATP1B4",1.5807158284115,1.67990937400532
"ATP2A2",1.91749831967143,2.23428784246015
"ATP2A3",1.55139433224756,1.67401794503225
"ATP2B1",1.62329035668234,1.87835345776554
"ATP2B2",1.89161175993162,2.27341780698202
"ATP2B3",1.71430196841407,1.98742638762082
"ATP2B4",2.06350882879972,2.20949535869364
"ATP2C1",2.0928086794911,2.28339355281604
"ATP4A",1.68337176335541,1.81708344804506
"ATP5A1",2.45731262767636,2.82934094634461
"ATP5C1",2.22551038200076,2.51740923605675
"ATP5D",2.32764043203047,2.53559060524804
"ATP5E",2.60505427527438,2.84625095964683
"ATP5G1",2.15703928228917,2.45381564193124
"ATP5G2",2.3229394508683,2.49582842289721
"ATP5G3",1.87525692808179,2.21382130303337
"ATP5I",2.54623450987018,2.79242890285825
"ATP5J",2.30461877396303,2.64523967173205
"ATP5L",2.23612653886216,2.52898425664032
"ATP5O",2.4931279685444,2.76896793950256
"ATP6AP2",2.07922871910992,2.37440688728756
"ATP6V0A1",2.35471955901763,2.6274686685909
"ATP6V0A4",1.53573142355151,1.69049365453268
"ATP6V0C",2.27958481613242,2.6229296370352
"ATP6V1A",2.0607738410312,2.52927297026824
"ATP6V1B1",1.73630971935976,1.81312538599322
"ATP6V1B2",2.09856804055242,2.49598948324913
"ATP6V1C1",1.81403964142023,2.07021687360128
"ATP6V1D",2.20099905968434,2.49450852710328
"ATP6V1E1",2.39188305061449,2.73340727140007
"ATP6V1F",2.09475351297495,2.35704083203601
"ATP6V1G1",2.29093481745228,2.55446214145815
"ATP7A",1.67684548036353,1.78278109043471
"ATP7B",1.89119356899022,1.98261982755173
"ATP8A2",1.66014354423362,2.03734090747987
"ATP8B1",1.69212001111773,1.8788545005632
"ATPIF1",2.15190360571445,2.494653681933
"ATR",1.70660099534443,1.9512364994866
"ATRN",1.72669735170091,1.91097337889203
"ATRX",1.68217706019555,1.84973732918956
"ATXN1",2.03451291409457,2.24308922321719
"ATXN10",1.98450291693426,2.26447844869239
"ATXN2",2.27743323355436,2.49307493085953
"ATXN3",1.63946663724858,1.76149376671874
"ATXN7",1.56813076805546,1.72703878712724
"AUH",2.01919839265874,2.34409697597867
"AUP1",2.06623231180746,2.17904412691437
"AURKB",1.5757597934399,1.67624311901034
"AURKC",1.56284624803442,1.71746983041992
"AVEN",1.82071805771685,1.98361721911649
"AVIL",1.59480722615563,1.62110991045126
"AVP",2.10862805358046,2.26146418005822
"AVPR1B",1.70480453775166,1.80978492920571
"AVPR2",1.80296391737464,1.9141682108738
"AXL",2.13403297332416,2.24664662548475
"AZGP1",1.7602549563645,1.90815087349351
"AZI2",1.76300987314413,1.91108016162005
"AZIN1",2.03197192276556,2.26943108784505
"B2M",2.6594134121008,2.77167612333852
"B3GALT2",1.5078480369273,1.80803759292965
"B3GALT4",1.82018359518018,2.04888459241189
"B3GALT5",1.68737980427425,1.80422831408143
"B3GAT1",2.27208199515372,2.49661416886553
"B3GAT3",1.9610335121552,2.11319982751142
"B3GNT1",1.79690452130364,2.13526991539855
"B3GNT3",1.70341274768899,1.83948652982515
"B3GNT4",1.75703659735794,2.01997067071131
"B4GALT1",1.95118868802057,1.96358829355076
"B4GALT2",1.98144049359175,2.16672265302048
"B4GALT3",2.08267740227156,2.28293652184289
"B4GALT4",2.03343788166621,2.08344765724659
"B4GALT5",2.03389944475264,2.26773135659138
"B4GALT6",1.48090062091493,1.8181153387305
"B4GALT7",2.13270133103426,2.29615422590312
"BAAT",1.57848677432783,1.75830377399651
"BACE1",1.99669571598806,2.18573009008208
"BACE2",1.92757563161752,2.00705234493734
"BACH1",1.58433463158977,1.64181688200487
"BACH2",1.75211490448258,1.8446251252086
"BAD",1.83841637458674,2.05113009522162
"BAG1",1.67596406060618,1.90449115547107
"BAG2",1.49877698891601,1.66877673309092
"BAG3",2.45948672929541,2.43365771447147
"BAG4",1.78278845435443,1.9667748297043
"BAG5",1.60292025696649,1.77227794930101
"BAGE",1.60056216622459,1.73836063415999
"BAI1",1.76475913110918,1.97209015031503
"BAI2",1.97475408803347,2.21290276225165
"BAI3",1.90439996943668,2.15807089052946
"BAIAP2",2.09705011101505,2.20148562250288
"BAK1",1.81266022852826,1.92080671262776
"BAMBI",2.21058239341598,2.33032070356234
"BANF1",1.97281397051176,2.15592685793743
"BAP1",2.08616114286239,2.30419292794882
"BARD1",1.731888820989,1.78630577967802
"BARX1",1.80957988191981,1.90704484164625
"BARX2",1.5657825542859,1.71282391619756
"BASP1",2.50033815350438,2.97715632522004
"BAX",1.89058948823323,2.00386968364917
"BAZ1A",1.59358880421347,1.59010208649566
"BAZ1B",2.05122899019037,2.19027214662491
"BAZ2A",1.8595014111248,1.89331235160108
"BAZ2B",2.25484922284023,2.32082348312749
"BBOX1",2.28256421384866,2.35760383288117
"BCAM",2.15363505651721,2.35763337039473
"BCAN",2.16786759854451,2.32806815377202
"BCAP29",2.1398175556456,2.21280747989932
"BCAP31",2.48428903594582,2.66426942552203
"BCAR3",2.03510871458902,2.10185719581162
"BCAS1",2.38971559253317,2.59673524697215
"BCAS2",1.64711899951761,1.92876250662609
"BCAT1",1.87866347285197,2.16523430970774
"BCAT2",2.07335693570059,2.11799700628395
"BCCIP",1.93837925290449,2.00619099235304
"BCHE",1.80640827578669,1.97131206979759
"BCKDHA",2.14778959286102,2.36426246712304
"BCKDHB",1.63524926847085,1.67674218596133
"BCKDK",2.04476226551466,2.2234713873217
"BCL10",1.70187606398171,1.84752214162318
"BCL11A",1.75955772124084,2.04219543489357
"BCL11B",1.72583556796782,1.95458320600267
"BCL2",1.73124389831003,1.79867700725997
"BCL2A1",1.65839024508363,1.73303438100147
"BCL2L1",2.11883521469888,2.23612249229527
"BCL2L10",1.61118293363497,1.79437552751676
"BCL2L11",1.41429846351704,1.5269184185474
"BCL2L14",1.66237578812617,1.8015560706976
"BCL2L2",2.34144772870633,2.63683986654614
"BCL3",2.08460776097841,2.10369712094592
"BCL6",1.84250915126378,1.90375441951505
"BCL7A",1.8216297086685,1.96680474367059
"BCL7B",2.01565332025905,2.192009527921
