GeneHu,Category,File
PMS2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PNKD,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PNMA1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PNO1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PNP,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PNPLA7,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PNPT1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PNRC1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POC1A,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POC1B,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POC5,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PODXL,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PODXL2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POFUT1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POGK,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POGZ,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLA1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLD1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLD2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLD3,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLD4,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLDIP2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLDIP3,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLE,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLE2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLE3,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLE4,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLG2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLH,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLI,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLL,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLM,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLQ,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLR1A,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLR1B,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLR1C,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLR1D,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLR1E,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLR2B,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLR2D,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLR2E,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLR2F,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLR2G,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLR2H,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLR2I,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLR2J,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLR2J3,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLR2J2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLR2L,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLR2M,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLR3A,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLR3D,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLR3F,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POLR3K,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POM121C,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POM121,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POMGNT2,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POMK,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POMT1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POMT2,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PON2,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POP4,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POP5,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POP7,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POR,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PORCN,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POT1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POU2F1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POU3F2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
POU5F2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPA1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPAN,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPAN-P2RY11,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPARGC1A,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPAT,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPDPF,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPFIBP2,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPHLN1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPIC,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPIE,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPIF,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPIG,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPIL1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPIL4,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPIL6,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPIP5K1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPIP5K2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPM1A,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPM1B,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPM1D,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPM1G,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPM1L,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPM1M,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPOX,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP1CA,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP1CC,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP1R10,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP1R12A,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP1R13L,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP1R14A,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP1R15B,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP1R18,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP1R1A,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP1R1B,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP1R2B,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP1R2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP1R26,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP1R3C,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP1R3D,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP1R3E,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP1R3F,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP1R3G,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP1R8,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP1R9A,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP2R1A,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP2R1B,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP2R2A,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP2R2B,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP2R3C,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP2R3B,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP2R5A,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP2R5B,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP2R5E,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP3CB,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP3CC,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP4C,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP4R1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP4R4,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP6R1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPP6R2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPRC1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPT2,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PPT2-EGFL8,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PQBP1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRADC1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRAF2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRAM1,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRC1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRDM11,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRDM2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRDM4,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRDX2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRDX3,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PREB,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRELID1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRELID2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRELP,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PREP,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PREX1,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRICKLE2,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRIM1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRIM2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRKAA1,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRKAB1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRKAB2,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRKACA,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRKAG2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRKAR2A,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRKCA,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRKCG,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRKRIP1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRMT1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRMT3,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRMT5,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRMT8,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRNP,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PROB1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PROCR,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRODH,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PROSER1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PROX1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRPF18,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRPF3,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRPF31,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRPF38A,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRPF39,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRPF4,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRPF40A,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRPF40B,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRPF8,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRPS1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRPS2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRPSAP2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRR11,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRR12,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRR14L,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRR16,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRR3,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRR5,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRR5L,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRRC2C,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRRX1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRSS12,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRSS35,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRSS56,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PRX,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSAP,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSD,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSD2,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSD3,QSVZbyPSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSIP1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMA1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMA5,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMA7,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMB2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMB5,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMB6,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMB7,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMB9,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMC1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMC2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMC3,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMC3IP,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMC4,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMD1,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMD10,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMD11,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMD12,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMD13,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMD14,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMD2,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMD3,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMD6,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMD7,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
PSMD8,PSVZbyQSVZ_Morizur_FC5_,StemCellMouseMorizur_Morizur_DEGup_FC5_Signature_Hu
