Gene,Category
Ak1,MicroByMacroCuffdiff2FCover20
Basp1,MicroByMacroCuffdiff2FCover20
Mia,MicroByMacroCuffdiff2FCover20
Emcn,MicroByMacroCuffdiff2FCover20
Ramp1,MicroByMacroCuffdiff2FCover20
mt-Tn,MicroByMacroCuffdiff2FCover20
Cxxc5,MicroByMacroCuffdiff2FCover20
E230029C05Rik,MicroByMacroCuffdiff2FCover20
Asb10,MicroByMacroCuffdiff2FCover20
Arhgef40,MicroByMacroCuffdiff2FCover20
Car4,MicroByMacroCuffdiff2FCover20
Fcrls,MicroByMacroCuffdiff2FCover20
Ntrk3,MicroByMacroCuffdiff2FCover20
Rgs5,MicroByMacroCuffdiff2FCover20
Il7r,MicroByMacroCuffdiff2FCover20
Gm13340,MicroByMacroCuffdiff2FCover20
Slco1a4,MicroByMacroCuffdiff2FCover20
S100a8,MicroByMacroCuffdiff2FCover20
Chil1,MicroByMacroCuffdiff2FCover20
Cryba4,MicroByMacroCuffdiff2FCover20
Slc1a3,MicroByMacroCuffdiff2FCover20
Olfm4,MicroByMacroCuffdiff2FCover20
Cxcl9,MicroByMacroCuffdiff2FCover20
Il1b,MicroByMacroCuffdiff2FCover20
Cfap61,MicroByMacroCuffdiff2FCover20
Gm9989,MicroByMacroCuffdiff2FCover20
Pald1,MicroByMacroCuffdiff2FCover20
Ms4a6b,MicroByMacroCuffdiff2FCover20
Fam167b,MicroByMacroCuffdiff2FCover20
Gm45751,MicroByMacroCuffdiff2FCover20
Ogn,MicroByMacroCuffdiff2FCover20
Plp1,MicroByMacroCuffdiff2FCover20
Pdgfb,MicroByMacroCuffdiff2FCover20
Cd276,MicroByMacroCuffdiff2FCover20
Pcdh19,MicroByMacroCuffdiff2FCover20
Plxdc1,MicroByMacroCuffdiff2FCover20
Cd83,MicroByMacroCuffdiff2FCover20
mt-Nd2,MicroByMacroCuffdiff2FCover20
Chst7,MicroByMacroCuffdiff2FCover20
Ang,MicroByMacroCuffdiff2FCover20
Gm27168,MicroByMacroCuffdiff2FCover20
Siglec5,MicroByMacroCuffdiff2FCover20
Liph,MicroByMacroCuffdiff2FCover20
D430040D24Rik,MicroByMacroCuffdiff2FCover20
St3gal6,MicroByMacroCuffdiff2FCover20
Tmem47,MicroByMacroCuffdiff2FCover20
Cd300c2,MicroByMacroCuffdiff2FCover20
Car2,MicroByMacroCuffdiff2FCover20
Gcnt1,MicroByMacroCuffdiff2FCover20
Gm45338,MicroByMacroCuffdiff2FCover20
Kl,MicroByMacroCuffdiff2FCover20
Gm25541,MicroByMacroCuffdiff2FCover20
Fhl1,MicroByMacroCuffdiff2FCover20
Gm25099,MicroByMacroCuffdiff2FCover20
Cacnb2,MicroByMacroCuffdiff2FCover20
Cox6a2,MicroByMacroCuffdiff2FCover20
Tpbgl,MicroByMacroCuffdiff2FCover20
Slco4a1,MicroByMacroCuffdiff2FCover20
Tpm2,MicroByMacroCuffdiff2FCover20
Qprt,MicroByMacroCuffdiff2FCover20
Atp1a2,MicroByMacroCuffdiff2FCover20
Ildr1,MicroByMacroCuffdiff2FCover20
Folr1,MicroByMacroCuffdiff2FCover20
Ggta1,MicroByMacroCuffdiff2FCover20
Trem2,MicroByMacroCuffdiff2FCover20
Tmem44,MicroByMacroCuffdiff2FCover20
mt-Nd4,MicroByMacroCuffdiff2FCover20
Esam,MicroByMacroCuffdiff2FCover20
mt-Co1,MicroByMacroCuffdiff2FCover20
Igsf10,MicroByMacroCuffdiff2FCover20
Slc39a4,MicroByMacroCuffdiff2FCover20
Spsb1,MicroByMacroCuffdiff2FCover20
F9,MicroByMacroCuffdiff2FCover20
Osbpl6,MicroByMacroCuffdiff2FCover20
Rny3,MicroByMacroCuffdiff2FCover20
Spata13,MicroByMacroCuffdiff2FCover20
Rasip1,MicroByMacroCuffdiff2FCover20
Amz1,MicroByMacroCuffdiff2FCover20
Il1rl2,MicroByMacroCuffdiff2FCover20
Gm38414,MicroByMacroCuffdiff2FCover20
Gm42787,MicroByMacroCuffdiff2FCover20
mt-Nd1,MicroByMacroCuffdiff2FCover20
Tinagl1,MicroByMacroCuffdiff2FCover20
Gmpr,MicroByMacroCuffdiff2FCover20
Ltbp4,MicroByMacroCuffdiff2FCover20
Abcb4,MicroByMacroCuffdiff2FCover20
Col6a3,MicroByMacroCuffdiff2FCover20
Acvrl1,MicroByMacroCuffdiff2FCover20
Itih5,MicroByMacroCuffdiff2FCover20
Fam105a,MicroByMacroCuffdiff2FCover20
Stfa2l1,MicroByMacroCuffdiff2FCover20
Plvap,MicroByMacroCuffdiff2FCover20
Mmp12,MicroByMacroCuffdiff2FCover20
Fosb,MicroByMacroCuffdiff2FCover20
Jag2,MicroByMacroCuffdiff2FCover20
Asap3,MicroByMacroCuffdiff2FCover20
Timp3,MicroByMacroCuffdiff2FCover20
Prss23,MicroByMacroCuffdiff2FCover20
mt-Td,MicroByMacroCuffdiff2FCover20
Hbb-bt,MicroByMacroCuffdiff2FCover20
mt-Tk,MicroByMacroCuffdiff2FCover20
Itm2a,MicroByMacroCuffdiff2FCover20
mt-Nd5,MicroByMacroCuffdiff2FCover20
Marveld2,MicroByMacroCuffdiff2FCover20
Moxd1,MicroByMacroCuffdiff2FCover20
Tspan6,MicroByMacroCuffdiff2FCover20
mt-Tt,MicroByMacroCuffdiff2FCover20
Slc36a2,MicroByMacroCuffdiff2FCover20
Adora3,MicroByMacroCuffdiff2FCover20
Smad7,MicroByMacroCuffdiff2FCover20
Aif1,MicroByMacroCuffdiff2FCover20
Gm20501,MicroByMacroCuffdiff2FCover20
Mpo,MicroByMacroCuffdiff2FCover20
Ggt5,MicroByMacroCuffdiff2FCover20
Col1a1,MicroByMacroCuffdiff2FCover20
Gpd1,MicroByMacroCuffdiff2FCover20
Hbb-bs,MicroByMacroCuffdiff2FCover20
Sncg,MicroByMacroCuffdiff2FCover20
Fam46c,MicroByMacroCuffdiff2FCover20
Sept4,MicroByMacroCuffdiff2FCover20
Rnu11,MicroByMacroCuffdiff2FCover20
Efemp1,MicroByMacroCuffdiff2FCover20
Rac3,MicroByMacroCuffdiff2FCover20
Snord118,MicroByMacroCuffdiff2FCover20
Adgrl2,MicroByMacroCuffdiff2FCover20
Megf11,MicroByMacroCuffdiff2FCover20
Plppr4,MicroByMacroCuffdiff2FCover20
Gm22063,MicroByMacroCuffdiff2FCover20
Gm38843,MicroByMacroCuffdiff2FCover20
Lilra5,MicroByMacroCuffdiff2FCover20
Ccl3,MicroByMacroCuffdiff2FCover20
Ptgs2,MicroByMacroCuffdiff2FCover20
Pdgfrb,MicroByMacroCuffdiff2FCover20
mt-Nd3,MicroByMacroCuffdiff2FCover20
Chst1,MicroByMacroCuffdiff2FCover20
Higd1b,MicroByMacroCuffdiff2FCover20
B4galt4,MicroByMacroCuffdiff2FCover20
9130230L23Rik,MicroByMacroCuffdiff2FCover20
Apob,MicroByMacroCuffdiff2FCover20
Ppp1r14a,MicroByMacroCuffdiff2FCover20
Mpzl1,MicroByMacroCuffdiff2FCover20
Hspa1b,MicroByMacroCuffdiff2FCover20
Ctgf,MicroByMacroCuffdiff2FCover20
Arhgap27,MicroByMacroCuffdiff2FCover20
Gm13339,MicroByMacroCuffdiff2FCover20
Gm47139,MicroByMacroCuffdiff2FCover20
Gm28438,MicroByMacroCuffdiff2FCover20
Spry1,MicroByMacroCuffdiff2FCover20
Gm11410,MicroByMacroCuffdiff2FCover20
Tek,MicroByMacroCuffdiff2FCover20
Hexb,MicroByMacroCuffdiff2FCover20
Mpp2,MicroByMacroCuffdiff2FCover20
Clcf1,MicroByMacroCuffdiff2FCover20
Bok,MicroByMacroCuffdiff2FCover20
Abhd15,MicroByMacroCuffdiff2FCover20
Gm6277,MicroByMacroCuffdiff2FCover20
Amer2,MicroByMacroCuffdiff2FCover20
St6galnac5,MicroByMacroCuffdiff2FCover20
Gpm6a,MicroByMacroCuffdiff2FCover20
Cpn1,MicroByMacroCuffdiff2FCover20
Arap3,MicroByMacroCuffdiff2FCover20
Car14,MicroByMacroCuffdiff2FCover20
Sulf1,MicroByMacroCuffdiff2FCover20
Tmem52,MicroByMacroCuffdiff2FCover20
Olfml2b,MicroByMacroCuffdiff2FCover20
Otx2,MicroByMacroCuffdiff2FCover20
Gm11512,MicroByMacroCuffdiff2FCover20
Dkk3,MicroByMacroCuffdiff2FCover20
Csrnp3,MicroByMacroCuffdiff2FCover20
Adra2a,MicroByMacroCuffdiff2FCover20
Phyhipl,MicroByMacroCuffdiff2FCover20
Flt1,MicroByMacroCuffdiff2FCover20
Plekhh2,MicroByMacroCuffdiff2FCover20
Phgdh,MicroByMacroCuffdiff2FCover20
Slc1a4,MicroByMacroCuffdiff2FCover20
Bbox1,MicroByMacroCuffdiff2FCover20
1810010H24Rik,MicroByMacroCuffdiff2FCover20
Inpp4b,MicroByMacroCuffdiff2FCover20
G0s2,MicroByMacroCuffdiff2FCover20
Oplah,MicroByMacroCuffdiff2FCover20
Gadd45g,MicroByMacroCuffdiff2FCover20
Marcks,MicroByMacroCuffdiff2FCover20
Cmtm8,MicroByMacroCuffdiff2FCover20
mt-Nd6,MicroByMacroCuffdiff2FCover20
Hist1h1e,MicroByMacroCuffdiff2FCover20
Dzank1,MicroByMacroCuffdiff2FCover20
AC160562.1,MicroByMacroCuffdiff2FCover20
Sema4d,MicroByMacroCuffdiff2FCover20
Nos1,MicroByMacroCuffdiff2FCover20
Adgrl4,MicroByMacroCuffdiff2FCover20
Cadm1,MicroByMacroCuffdiff2FCover20
Cadm4,MicroByMacroCuffdiff2FCover20
Pla2g2d,MicroByMacroCuffdiff2FCover20
Rarres2,MicroByMacroCuffdiff2FCover20
Spns3,MicroByMacroCuffdiff2FCover20
4933424M12Rik,MicroByMacroCuffdiff2FCover20
Zic3,MicroByMacroCuffdiff2FCover20
Alpl,MicroByMacroCuffdiff2FCover20
Aqp1,MicroByMacroCuffdiff2FCover20
Sspn,MicroByMacroCuffdiff2FCover20
Plag1,MicroByMacroCuffdiff2FCover20
Mmp14,MicroByMacroCuffdiff2FCover20
Slc46a1,MicroByMacroCuffdiff2FCover20
G530011O06Rik,MicroByMacroCuffdiff2FCover20
Plekho1,MicroByMacroCuffdiff2FCover20
Cd101,MicroByMacroCuffdiff2FCover20
Olfr1219,MicroByMacroCuffdiff2FCover20
Aldh1a3,MicroByMacroCuffdiff2FCover20
Perp,MicroByMacroCuffdiff2FCover20
Gm15991,MicroByMacroCuffdiff2FCover20
Treml2,MicroByMacroCuffdiff2FCover20
Gcnt2,MicroByMacroCuffdiff2FCover20
Washc2,MicroByMacroCuffdiff2FCover20
P3h3,MicroByMacroCuffdiff2FCover20
Rbp1,MicroByMacroCuffdiff2FCover20
Bsn,MicroByMacroCuffdiff2FCover20
Slc37a2,MicroByMacroCuffdiff2FCover20
Vat1l,MicroByMacroCuffdiff2FCover20
Klhl23,MicroByMacroCuffdiff2FCover20
Slc24a3,MicroByMacroCuffdiff2FCover20
Mmp8,MicroByMacroCuffdiff2FCover20
Gm38287,MicroByMacroCuffdiff2FCover20
Col4a2,MicroByMacroCuffdiff2FCover20
Cfap161,MicroByMacroCuffdiff2FCover20
mt-Nd4l,MicroByMacroCuffdiff2FCover20
Ntrk2,MicroByMacroCuffdiff2FCover20
Gm29336,MicroByMacroCuffdiff2FCover20
Dcn,MicroByMacroCuffdiff2FCover20
Ntn1,MicroByMacroCuffdiff2FCover20
Cx3cl1,MicroByMacroCuffdiff2FCover20
Ano7,MicroByMacroCuffdiff2FCover20
Usp35,MicroByMacroCuffdiff2FCover20
Ptms,MicroByMacroCuffdiff2FCover20
Rho,MicroByMacroCuffdiff2FCover20
Gm11537,MicroByMacroCuffdiff2FCover20
Abhd6,MicroByMacroCuffdiff2FCover20
Gm128,MicroByMacroCuffdiff2FCover20
Igf2bp2,MicroByMacroCuffdiff2FCover20
Pmepa1,MicroByMacroCuffdiff2FCover20
Fcrl1,MicroByMacroCuffdiff2FCover20
Lrba,MicroByMacroCuffdiff2FCover20
Chga,MicroByMacroCuffdiff2FCover20
Tgfbr1,MicroByMacroCuffdiff2FCover20
Xrcc5,MicroByMacroCuffdiff2FCover20
Ache,MicroByMacroCuffdiff2FCover20
Klrd1,MicroByMacroCuffdiff2FCover20
Olfr539,MicroByMacroCuffdiff2FCover20
6430550D23Rik,MicroByMacroCuffdiff2FCover20
Ldhb,MicroByMacroCuffdiff2FCover20
Hba-a2,MicroByMacroCuffdiff2FCover20
Lix1,MicroByMacroCuffdiff2FCover20
2610307P16Rik,MicroByMacroCuffdiff2FCover20
Peg10,MicroByMacroCuffdiff2FCover20
Tspan33,MicroByMacroCuffdiff2FCover20
Gm10382,MicroByMacroCuffdiff2FCover20
Slc18b1,MicroByMacroCuffdiff2FCover20
Gm28439,MicroByMacroCuffdiff2FCover20
Sdk1,MicroByMacroCuffdiff2FCover20
mt-Te,MicroByMacroCuffdiff2FCover20
Aplp1,MicroByMacroCuffdiff2FCover20
Chst11,MicroByMacroCuffdiff2FCover20
Kcnj8,MicroByMacroCuffdiff2FCover20
Tceal1,MicroByMacroCuffdiff2FCover20
Postn,MicroByMacroCuffdiff2FCover20
Tanc2,MicroByMacroCuffdiff2FCover20
Eya4,MicroByMacroCuffdiff2FCover20
Lst1,MicroByMacroCuffdiff2FCover20
Lca5l,MicroByMacroCuffdiff2FCover20
Procr,MicroByMacroCuffdiff2FCover20
Cthrc1,MicroByMacroCuffdiff2FCover20
Gm15850,MicroByMacroCuffdiff2FCover20
B3gnt7,MicroByMacroCuffdiff2FCover20
Scimp,MicroByMacroCuffdiff2FCover20
Stmn2,MicroByMacroCuffdiff2FCover20
AA467197,MicroByMacroCuffdiff2FCover20
Fos,MicroByMacroCuffdiff2FCover20
Gm5483,MicroByMacroCuffdiff2FCover20
Ms4a7,MicroByMacroCuffdiff2FCover20
Gm27645,MicroByMacroCuffdiff2FCover20
Il21r,MicroByMacroCuffdiff2FCover20
Lgals2,MicroByMacroCuffdiff2FCover20
Vasn,MicroByMacroCuffdiff2FCover20
Gpm6b,MicroByMacroCuffdiff2FCover20
Dmkn,MicroByMacroCuffdiff2FCover20
Mmp2,MicroByMacroCuffdiff2FCover20
Meig1,MicroByMacroCuffdiff2FCover20
Cnr2,MicroByMacroCuffdiff2FCover20
Gatm,MicroByMacroCuffdiff2FCover20
Gpr182,MicroByMacroCuffdiff2FCover20
0610040J01Rik,MicroByMacroCuffdiff2FCover20
Syngr1,MicroByMacroCuffdiff2FCover20
Lcn2,MicroByMacroCuffdiff2FCover20
Ly6g6e,MicroByMacroCuffdiff2FCover20
Myct1,MicroByMacroCuffdiff2FCover20
4933431E20Rik,MicroByMacroCuffdiff2FCover20
Nes,MicroByMacroCuffdiff2FCover20
2610528A11Rik,MicroByMacroCuffdiff2FCover20
Gm8817,MicroByMacroCuffdiff2FCover20
Bend5,MicroByMacroCuffdiff2FCover20
Src,MicroByMacroCuffdiff2FCover20
Gm42940,MicroByMacroCuffdiff2FCover20
Ccdc8,MicroByMacroCuffdiff2FCover20
Pdzd7,MicroByMacroCuffdiff2FCover20
Fgfr2,MicroByMacroCuffdiff2FCover20
Nr2f2,MicroByMacroCuffdiff2FCover20
Gm15503,MicroByMacroCuffdiff2FCover20
P2ry6,MicroByMacroCuffdiff2FCover20
C5ar2,MicroByMacroCuffdiff2FCover20
Mcts2,MicroByMacroCuffdiff2FCover20
R74862,MicroByMacroCuffdiff2FCover20
Cst7,MicroByMacroCuffdiff2FCover20
Lef1,MicroByMacroCuffdiff2FCover20
Gm34354,MicroByMacroCuffdiff2FCover20
Galnt16,MicroByMacroCuffdiff2FCover20
Ecm2,MicroByMacroCuffdiff2FCover20
Gm33023,MicroByMacroCuffdiff2FCover20
Gpr155,MicroByMacroCuffdiff2FCover20
Fam241b,MicroByMacroCuffdiff2FCover20
Rny1,MicroByMacroCuffdiff2FCover20
Sh2d1b1,MicroByMacroCuffdiff2FCover20
Dyrk4,MicroByMacroCuffdiff2FCover20
P3h4,MicroByMacroCuffdiff2FCover20
Apbb2,MicroByMacroCuffdiff2FCover20
Nova1,MicroByMacroCuffdiff2FCover20
Cdk5r1,MicroByMacroCuffdiff2FCover20
Cpt1c,MicroByMacroCuffdiff2FCover20
Gm2594,MicroByMacroCuffdiff2FCover20
Ehd3,MicroByMacroCuffdiff2FCover20
Enc1,MicroByMacroCuffdiff2FCover20
Gm4076,MicroByMacroCuffdiff2FCover20
Gm10392,MicroByMacroCuffdiff2FCover20
4930512B01Rik,MicroByMacroCuffdiff2FCover20
Ccl7,MicroByMacroCuffdiff2FCover20
Tmem136,MicroByMacroCuffdiff2FCover20
Cdh7,MicroByMacroCuffdiff2FCover20
Gm29560,MicroByMacroCuffdiff2FCover20
Hdac11,MicroByMacroCuffdiff2FCover20
Cntn1,MicroByMacroCuffdiff2FCover20
Gm19950,MicroByMacroCuffdiff2FCover20
Nsg2,MicroByMacroCuffdiff2FCover20
Efr3b,MicroByMacroCuffdiff2FCover20
Srpk3,MicroByMacroCuffdiff2FCover20
Tshb,MicroByMacroCuffdiff2FCover20
Riiad1,MicroByMacroCuffdiff2FCover20
1700020N01Rik,MicroByMacroCuffdiff2FCover20
Thbs2,MicroByMacroCuffdiff2FCover20
Rhob,MicroByMacroCuffdiff2FCover20
Lgi3,MicroByMacroCuffdiff2FCover20
Steap4,MicroByMacroCuffdiff2FCover20
Tbc1d9,MicroByMacroCuffdiff2FCover20
Prom1,MicroByMacroCuffdiff2FCover20
Slamf9,MicroByMacroCuffdiff2FCover20
Sox9,MicroByMacroCuffdiff2FCover20
Whrn,MicroByMacroCuffdiff2FCover20
Gpr37,MicroByMacroCuffdiff2FCover20
Ildr2,MicroByMacroCuffdiff2FCover20
Nek6,MicroByMacroCuffdiff2FCover20
Nebl,MicroByMacroCuffdiff2FCover20
Tal1,MicroByMacroCuffdiff2FCover20
Casc4,MicroByMacroCuffdiff2FCover20
D7Ertd443e,MicroByMacroCuffdiff2FCover20
Il6,MicroByMacroCuffdiff2FCover20
Map9,MicroByMacroCuffdiff2FCover20
Aebp1,MicroByMacroCuffdiff2FCover20
Rph3al,MicroByMacroCuffdiff2FCover20
Gm10548,MicroByMacroCuffdiff2FCover20
Mb21d2,MicroByMacroCuffdiff2FCover20
H2-Oa,MicroByMacroCuffdiff2FCover20
Lair1,MicroByMacroCuffdiff2FCover20
Sall2,MicroByMacroCuffdiff2FCover20
Fxyd3,MicroByMacroCuffdiff2FCover20
Crym,MicroByMacroCuffdiff2FCover20
2310002F09Rik,MicroByMacroCuffdiff2FCover20
Pcolce2,MicroByMacroCuffdiff2FCover20
Ophn1,MicroByMacroCuffdiff2FCover20
Gfm2,MicroByMacroCuffdiff2FCover20
Rogdi,MicroByMacroCuffdiff2FCover20
Gm19951,MicroByMacroCuffdiff2FCover20
Tubb2b,MicroByMacroCuffdiff2FCover20
Plscr2,MicroByMacroCuffdiff2FCover20
Tubb4a,MicroByMacroCuffdiff2FCover20
BC051142,MicroByMacroCuffdiff2FCover20
Nfatc2,MicroByMacroCuffdiff2FCover20
Xlr,MicroByMacroCuffdiff2FCover20
Slc2a13,MicroByMacroCuffdiff2FCover20
BC035044,MicroByMacroCuffdiff2FCover20
Tns3,MicroByMacroCuffdiff2FCover20
Gm23924,MicroByMacroCuffdiff2FCover20
Kif26a,MicroByMacroCuffdiff2FCover20
Cdh11,MicroByMacroCuffdiff2FCover20
Armcx2,MicroByMacroCuffdiff2FCover20
Pcdh10,MicroByMacroCuffdiff2FCover20
Plat,MicroByMacroCuffdiff2FCover20
Gm4419,MicroByMacroCuffdiff2FCover20
Olfr1462,MicroByMacroCuffdiff2FCover20
Olfr110,MicroByMacroCuffdiff2FCover20
Slc35f2,MicroByMacroCuffdiff2FCover20
Pifo,MicroByMacroCuffdiff2FCover20
Hspa1a,MicroByMacroCuffdiff2FCover20
Asprv1,MicroByMacroCuffdiff2FCover20
Acsbg1,MicroByMacroCuffdiff2FCover20
Cryab,MicroByMacroCuffdiff2FCover20
Apobec2,MicroByMacroCuffdiff2FCover20
Ephb3,MicroByMacroCuffdiff2FCover20
Parva,MicroByMacroCuffdiff2FCover20
A230072E10Rik,MicroByMacroCuffdiff2FCover20
Hs3st1,MicroByMacroCuffdiff2FCover20
Foxc1,MicroByMacroCuffdiff2FCover20
Pecam1,MicroByMacroCuffdiff2FCover20
Sult5a1,MicroByMacroCuffdiff2FCover20
Vangl2,MicroByMacroCuffdiff2FCover20
Fjx1,MicroByMacroCuffdiff2FCover20
Gm31219,MicroByMacroCuffdiff2FCover20
Ctsw,MicroByMacroCuffdiff2FCover20
Gm20768,MicroByMacroCuffdiff2FCover20
Gm37125,MicroByMacroCuffdiff2FCover20
Gm38140,MicroByMacroCuffdiff2FCover20
Gm45133,MicroByMacroCuffdiff2FCover20
Ly6c2,MicroByMacroCuffdiff2FCover20
Cxcr2,MicroByMacroCuffdiff2FCover20
Rapgef4,MicroByMacroCuffdiff2FCover20
Fmnl3,MicroByMacroCuffdiff2FCover20
Enho,MicroByMacroCuffdiff2FCover20
Gm10461,MicroByMacroCuffdiff2FCover20
Pcdhb22,MicroByMacroCuffdiff2FCover20
Dock9,MicroByMacroCuffdiff2FCover20
Clcn2,MicroByMacroCuffdiff2FCover20
Disc1,MicroByMacroCuffdiff2FCover20
Col8a1,MicroByMacroCuffdiff2FCover20
Tmem144,MicroByMacroCuffdiff2FCover20
Sh2b2,MicroByMacroCuffdiff2FCover20
Notch4,MicroByMacroCuffdiff2FCover20
Gm2539,MicroByMacroCuffdiff2FCover20
Clec9a,MicroByMacroCuffdiff2FCover20
Cd200,MicroByMacroCuffdiff2FCover20
mt-Co2,MicroByMacroCuffdiff2FCover20
5330416C01Rik,MicroByMacroCuffdiff2FCover20
Ifitm1,MicroByMacroCuffdiff2FCover20
Cd209f,MicroByMacroCuffdiff2FCover20
Igfbp6,MicroByMacroCuffdiff2FCover20
Edn3,MicroByMacroCuffdiff2FCover20
Tmem86a,MicroByMacroCuffdiff2FCover20
Rtn4rl1,MicroByMacroCuffdiff2FCover20
Prss57,MicroByMacroCuffdiff2FCover20
2900060B14Rik,MicroByMacroCuffdiff2FCover20
Fgd2,MicroByMacroCuffdiff2FCover20
Nat1,MicroByMacroCuffdiff2FCover20
Mmp13,MicroByMacroCuffdiff2FCover20
Tdrp,MicroByMacroCuffdiff2FCover20
Fscn1,MicroByMacroCuffdiff2FCover20
Gm12946,MicroByMacroCuffdiff2FCover20
2900026A02Rik,MicroByMacroCuffdiff2FCover20
Olfr1202,MicroByMacroCuffdiff2FCover20
Mro,MicroByMacroCuffdiff2FCover20
Arhgap5,MicroByMacroCuffdiff2FCover20
Drc3,MicroByMacroCuffdiff2FCover20
Nrcam,MicroByMacroCuffdiff2FCover20
Grm8,MicroByMacroCuffdiff2FCover20
Ddo,MicroByMacroCuffdiff2FCover20
Pdgfc,MicroByMacroCuffdiff2FCover20
AC133868.1,MicroByMacroCuffdiff2FCover20
Saa3,MacroByMicroCuffdiff2FCover20
Hoxd4,MacroByMicroCuffdiff2FCover20
Dzip1,MacroByMicroCuffdiff2FCover20
Fabp4,MacroByMicroCuffdiff2FCover20
Yy2,MacroByMicroCuffdiff2FCover20
Lilrb4a,MacroByMicroCuffdiff2FCover20
Sept5,MacroByMicroCuffdiff2FCover20
Cd5l,MacroByMicroCuffdiff2FCover20
Zc3h11a,MacroByMicroCuffdiff2FCover20
Emilin2,MacroByMicroCuffdiff2FCover20
Ecm1,MacroByMicroCuffdiff2FCover20
Alox15,MacroByMicroCuffdiff2FCover20
Vsig4,MacroByMicroCuffdiff2FCover20
Ercc1,MacroByMicroCuffdiff2FCover20
