"","other","myeoligo","mouse_FVN_Swiss","mouse_C57BL6","No_data","5_months","cerebral_cortex","peritoneum","brain","blood"
"Acot7",1.9744362495528,5.48210276306104,3.21280834238758,1.32931898251089,2.72820631443206,0.778485199511868,3.21280834238758,0.916427021933745,0.699346389267921,2.45476192844642
"Acss2",1.73011476058541,4.9795288866435,2.72408904931499,1.2665640237043,2.34963360681322,0.838791464973462,2.72408904931499,1.02713154040146,0.563387146131867,2.25705988124013
"Acy3",2.12992714540408,6.94037750152901,3.17649666301906,1.81548511200658,2.28762249996225,2.89887750940033,3.17649666301906,3.76612892874853,0.332774505954003,0.957423137968818
"Adamts4",1.61304436087726,7.89633285132053,4.01349008664777,0.298065412133478,2.76446744004383,0.0174530157800361,4.01349008664777,0,0.363565408484113,0.590243910343018
"Adamtsl4",1.72488323857078,4.19636334824573,2.03055023203674,1.76635963299744,2.10663098742397,1.29294695664325,2.03055023203674,1.63574321711187,1.06758191648335,2.62187704857422
"Adap1",3.014612211845,5.80378607211228,3.09949173560674,3.28898936108689,3.19418773050433,3.21807300059868,3.09949173560674,3.97251287460729,1.06289598831163,4.69485451763768
"Adi1",4.67725718087412,8.26662158677345,5.49603775835435,4.40949472631633,5.1291233636459,4.33196627972654,5.49603775835435,4.34559081395683,5.36554642214476,3.5301277253193
"Ado",5.90289329594711,9.31789316661396,6.63015121235833,5.69341760292066,6.33382446840263,5.57158253936117,6.63015121235833,5.87365974930242,5.43923505724084,5.73130957294236
"Adssl1",3.41969546726251,6.17608604946552,2.27280519789898,4.76777327573098,3.42957550573391,4.08162300701691,2.27280519789898,4.8879037107017,2.83734599915294,6.55404403034415
"Agpat4",1.96544732756232,5.05641830365323,2.62609619327711,1.77375094207324,2.56482777641797,1.08989383723201,2.62609619327711,1.33121203400928,0.559766411820685,3.51878216200254
"Anln",1.46219708250659,4.79073052744346,2.12490774236895,1.29839193574413,1.70583049171634,1.624338568414,2.12490774236895,2.10358016741128,0.34511348596284,1.28544450752484
"Apbb1",3.29737528482972,8.27729583838914,5.72398464549448,1.79658216344298,4.29116095443445,1.80944483180656,5.72398464549448,2.06934115024679,2.02929635385839,1.23655718886301
"Aplp1",3.74102481343554,12.1669273077495,8.22648423310814,0.869485633011249,5.79333996369446,0.203633773801985,8.22648423310814,0.0287168341783175,2.32519159066214,0.422702233959879
"Apod",1.99189564750546,9.00042210128494,4.5813725304771,0.602169181627705,3.11292753644377,0.661189566369959,4.5813725304771,0.324878114215999,1.03956304743236,0.497524596717098
"Arhgef10",1.24610061297962,5.17653074494126,2.81758525497228,0.362355317731249,2.00527827935277,0.140969563443881,2.81758525497228,0.149588051606001,0.284289056229295,0.6957422985835
"Arsg",1.71487116757866,3.90067319251155,1.78409164318595,1.92752850453889,1.92202641977894,1.69164473026111,1.78409164318595,1.86995481359049,2.24141854130568,1.68272689691019
"Aspa",1.57744103008707,6.09864532011312,2.14539179885536,1.64563464366808,1.51461964060278,2.8805009236754,2.14539179885536,3.74920285579067,0.37534159370919,0.391645839079866
"B3galt5",0.998765626364337,3.93867243165673,1.66301000092866,0.785040149282103,1.54482962084156,0.232066342875081,1.66301000092866,0.0640934504047921,2.09605593843612,0.339160398780861
"B3gnt9",1.5652897899703,6.37021352208692,3.29322001784517,0.653966307094359,2.52411269004215,0.129757747801846,3.29322001784517,0.173010330402462,0.386850998898308,1.49822878732069
"Bace2",0.413006636654777,3.17068628628919,1.07816599757418,0.175702152054597,0.790777054832328,0.0635578990751152,1.07816599757418,0.0403210930756854,0.104207346644149,0.409654228239739
"Bcas1",1.23094470936417,7.26073161378464,3.27340975768783,0.197511155133525,2.20835743785662,0.0505064321150375,3.27340975768783,0.0478604827247749,0.319862374380857,0.254740742776692
"Capn5",1.94431669703056,5.18851643926077,2.9673919191406,1.45465084546306,2.19159044653466,2.07536382145186,2.9673919191406,2.7627899498038,0.164274593136495,1.17526017258074
"Car14",2.25946757907668,6.60005727876981,3.37349704224893,1.8272655112626,2.6031495303268,2.39948963806212,3.37349704224893,2.57201238572585,1.24833802746155,1.51249674570775
"Car2",3.32198494097526,8.72946307909228,6.20313680921094,1.47691182353367,4.79511728885669,0.622740518830595,6.20313680921094,0.179415341572267,2.18869932112045,2.32212010430058
"Carns1",1.77424407099889,6.15935738883495,2.59214212950507,1.60672243453549,2.73853939998361,0.21871024574992,2.59214212950507,0.236002941074223,1.1818269158919,3.67648134533261
"Cdc42ep2",3.79772231162508,7.09722579508925,4.04070305904409,3.99755209306647,3.97146837935185,4.1447964962425,4.04070305904409,5.22909670196854,0.847766134792093,5.66948452065835
"Cdk18",0.944086561004689,5.33909297216255,2.10644617187158,0.476397702890888,1.55699546357725,0.357338681719601,2.10644617187158,0.430745138925049,0.703749428543311,0.303829053997472
"Cdr2",2.05300290548071,5.43315294166586,3.29497047560934,1.3888000361413,2.58227369639756,1.44254573950566,3.29497047560934,1.82609173800671,0.790355375082411,1.46249465496171
"Cers2",5.44794689076447,10.2603833228711,7.65060314095536,4.12217722586078,7.72718506905836,0.383151008482946,7.65060314095536,0.349841393525435,4.95077707281436,7.82038037770962
"Cldn11",1.53480345638593,11.9648157219003,4.44408152531893,0.292936679258841,2.91247957406155,0.353697199156528,4.44408152531893,0.0666036945962495,0.560729600389693,0.296743339723098
"Cmtm5",2.8956789045409,10.7001267251574,6.4965056378324,0.720511490487898,4.60932477041622,0.134264728537884,6.4965056378324,0,1.5745984428404,0.731038326720874
"Cnp",5.90129415816899,13.0532119033158,7.57442120337515,5.33129771175695,6.90906731417863,4.91789741542919,7.57442120337515,5.28175712639052,4.88276773818487,5.83927638776875
"Cntn2",1.20287647445924,7.70862834040175,3.30714422234479,0.174861178302197,2.20638079200315,0.0696775676991272,3.30714422234479,0.0517623704601093,0.222117570421021,0.275323355593878
"Cpm",0.950880670611092,4.12598903225294,1.832675534981,0.576198709492651,1.54808354663904,0.102349851944701,1.832675534981,0.127987521285686,0.379513908974388,1.31073693585927
"Cpox",3.96189901177452,7.65033605519698,4.695416128454,3.78112616510779,4.63278591125433,3.03906929906068,4.695416128454,3.03181139031512,4.26599299486107,4.19543706510571
"Cryab",3.04960103140326,10.4753251784447,6.14162273921337,1.27229755544961,4.56762215166794,0.731473987435761,6.14162273921337,0.38554817248949,2.10538973297592,1.50330463747544
"Csrp1",3.7100524201275,7.97552004079876,5.57570168580428,2.61079276524421,4.58389759999101,2.37334508067064,5.57570168580428,2.72056168530606,1.89080380510605,3.19905902130816
"Ctsk",1.45681668868365,5.16863012077826,2.93171586966191,0.630256584339504,2.31175263768461,0.0336961869546625,2.93171586966191,0,0.565854623128308,1.45096644675811
"Cyp27a1",2.61816986184457,4.20349620446831,2.15092704852834,3.22517311632423,3.50074734614997,0.587413365660644,2.15092704852834,0.491811755414008,3.34321760530315,6.38716226043758
"Cyp2j12",0.239632131108807,3.24140721200049,0.718811992371634,0.195571637615294,0.575742098003842,0.0657734923703805,0.718811992371634,0.0876979898271741,0.0484457663111129,0.472145886265218
"Dbndd2",2.00417406040313,6.66100520627237,4.21301569337219,0.653541524788866,2.9941669463216,0.445901410594656,4.21301569337219,0.511166051479447,0.758844939348979,0.719088678200055
"Ddn",2.0983170233857,6.92829177386071,4.72835341390887,0.4007820254873,3.28948167309041,0.0301079243164929,4.72835341390887,0,1.12512831333195,0.157374168227412
"Ddr1",2.43791060947765,7.99513992031754,4.97638323003486,0.911400730345068,3.67576416667629,0.423120654891346,4.97638323003486,0.258120041082951,0.597039011557091,2.00969927624759
"Dhcr24",2.52650259918477,7.72347430881582,5.1241163318412,0.903212046814275,3.89062500780545,0.0744089028856681,5.1241163318412,0.0992118705142241,0.064474971586565,2.70674933360205
"Diras1",1.74167402306072,6.97365812492526,4.19101643726709,0.252497423363203,2.85064494979775,0,4.19101643726709,0,0.522254288512756,0.285737466249493
"Dlk2",1.37237371023705,5.66968518042368,3.40788015585354,0.128469504095941,2.26208337488567,0,3.40788015585354,0,0.205959063963325,0.205143349143686
"Dnajb2",4.40041859089453,8.59673950293811,6.21124642928902,3.34048434630479,5.49113106436159,2.45003951687101,6.21124642928902,2.28661937713047,4.30000752782992,3.64559912778886
"Dusp15",1.6875079209359,7.07004221042154,4.35820449382473,0.0234652058438772,2.79046846395674,0,4.35820449382473,0,0.0454784013949932,0.029610257305414
"Efhd1",0.893301899505224,5.02096507784737,2.18832131633153,0.276117807074976,1.51593937659575,0.212964632091802,2.18832131633153,0.178532676867257,0.306114250844874,0.36322351955434
"Efnb3",2.56761885298267,10.175075706037,6.24392462292883,0.301783410911571,4.15757340524739,0.0971080475182696,6.24392462292883,0,0.346105110756979,0.619601804160048
"Elavl3",1.64737758694407,6.31876078292748,4.11012847030547,0.0763934635007711,2.6573267318032,0.0378632375773062,4.11012847030547,0.0330008602263563,0.10074732918383,0.10411072174701
"Elovl1",6.83237533917549,9.58686345219465,7.02563633828916,7.00758297907842,7.31943892084641,6.18157251783525,7.02563633828916,6.43474457417364,6.91008966397064,7.79248238007195
"Elovl7",1.03459239312764,4.23542849890573,1.95233316716597,0.63167372906636,1.60367486690353,0.269824616688474,1.95233316716597,0.284948795396781,0.25317866107923,1.42623871745699
"Eml1",0.740240057086925,3.78875634170495,1.78321107125963,0.208704955263063,1.24251351936283,0.121117106982698,1.78321107125963,0.13172373560164,0.116397529433546,0.393389844686288
"Endod1",3.62253442412446,6.92965493614136,4.5446972604561,3.22903200633638,4.46922353803438,2.1209194888764,4.5446972604561,1.77227750464264,4.5982685993208,3.60790081538446
"Enpp2",1.92159124776871,7.56746368983294,4.08125584231297,0.737618782800519,2.99523142725842,0.380548864688064,4.08125584231297,0.0699799168694106,1.71478691845013,0.56161728626824
"Enpp6",0.588636508360975,4.33274724665347,1.65827578106987,0.120715987027255,1.13511860213246,0.0218384350625078,1.65827578106987,0.0291179134166771,0.051243057025243,0.300106605361961
"Erbb3",1.55369961687906,6.27873524641721,2.71072627095533,1.13193074825459,2.27174178062434,0.760342573964078,2.71072627095533,0.968289666310483,0.196963643751711,2.26326715109041
"Ermn",0.860439160129515,8.93766585606653,2.7120838372572,0.249903404634916,1.86704769556774,0.111572361658663,2.7120838372572,0.0707155179153502,0.435283387178737,0.279548886154575
"Fa2h",0.84451378975678,7.69456989442756,2.61160294436427,0.15456779255907,1.75386835483801,0.0563027619510944,2.61160294436427,0.0291926978327348,0.0948632416441152,0.364722457145628
"Fah",1.77077728868922,6.3337102386803,3.61436437126031,0.728005210188397,2.53220499538707,0.817584332767891,3.61436437126031,0.985409374429119,0.466518223224453,0.680607200063474
"Fam131b",1.81729491342343,7.00278002106901,4.36714564348416,0.234361163075983,2.93197620259386,0.0482926451161518,4.36714564348416,0.0390252052835623,0.408793612605495,0.294331862897377
"Fcho1",2.38955971957361,6.28050147759786,4.00070500079058,1.4661753182618,3.48647075947031,0.34578979936377,4.00070500079058,0.438477726561573,0.421002172662251,3.74458557390161
"Fcor",3.99274004826122,5.54920829466524,3.12871331888267,4.94332196726795,3.27143767363274,6.36543864009053,3.12871331888267,8.00753008834828,0.846319338963007,5.36327485027651
"Fez1",1.99019680539647,7.61321572047523,4.75462577751161,0.274198819180568,3.18998146857056,0.0965437104374056,4.75462577751161,0.0804594172528287,0.470875681729412,0.31000923894501
"Fgd3",2.31294050013049,4.68523934694277,2.51942236546291,2.42880622381616,3.06269943749823,0.844178134072269,2.51942236546291,0.920209486374292,2.56835625421152,4.09957227835104
"Fkbp1a",6.2125454436542,8.93368385986219,6.90271325226753,5.94879091314353,6.57068292018002,5.90795198726018,6.90271325226753,6.33474191853553,5.37470111655668,6.05973950325999
"Frmd8",3.6303091693637,7.26828853289444,5.16618390926402,2.74116619239226,5.27113263442209,0.0275394813358115,5.16618390926402,0.0179476289244447,3.35308110507995,5.39711355586595
"Fth1",11.8435138374562,14.2992217527202,12.001527967238,12.0122149633051,12.3309852726107,11.1168943695974,12.001527967238,11.1759772540599,12.3233120817164,12.7046030959882
"Gal3st1",1.70758132336476,8.0677678613389,3.61855942568385,0.830498801082316,2.64885640961332,0.709121470674758,3.61855942568385,0.862214305526428,0.663373206287202,0.959565790544496
"Galnt6",1.28867621296893,4.73027083741855,1.75816190530535,1.30807556023076,2.01617326359845,0.148457979850149,1.75816190530535,0.108878673228696,1.31746881628626,2.73771856857773
"Gamt",5.2505176357604,9.85164296611437,5.90133166653619,5.25619602512582,5.55674332909043,5.55867831169129,5.90133166653619,5.93226408388049,4.76414592395919,4.93696445578684
"Gjb1",0.897194938008464,8.26140214375398,2.70427260607286,0.236527879170309,1.83680012659964,0.154332470819112,2.70427260607286,0,0.308115828173044,0.448773385171945
"Gjc2",1.03854854158781,9.0655008624115,3.25755983630175,0.100282698816068,2.10597517063289,0.109863391919763,3.25755983630175,0,0.320904636211417,0
"Gjc3",1.52134880254757,7.89718176152146,3.68496968258201,0.425159652389164,2.58076944746857,0.201900268758282,3.68496968258201,0.0705945148295293,0.751313203909682,0.524484265940208
"Gltp",5.11086728912295,8.30353975026363,5.2975879764191,5.3465707453814,5.70415173126098,4.27750318852851,5.2975879764191,4.43679836297999,5.01250973007428,6.77235861957021
"Gm10687",1.23785740325624,5.51269674590846,2.1606036838213,0.964809325593327,1.98498731547538,0.251959980316636,2.1606036838213,0.19232164698863,0.702739088222017,2.15386477729027
"Gm11954",0.745526668241687,3.87655331391337,1.37283792109992,0.588007652699692,1.30126606084518,0,1.37283792109992,0,0,1.88162448863901
"Gm12326",0.613640613821412,4.76685398712043,1.56057553272739,0.30422423144106,1.12041681655282,0.258309399634797,1.56057553272739,0,0.762073325468371,0.211444215143022
"Gm15912",2.74734125146043,7.27680002594479,3.6243375505315,2.54615183658379,3.28561375656229,2.3994565560514,3.6243375505315,1.98933298450922,4.12155581751921,1.63893047813785
"Gm19439",0.266786227193363,2.86029230420975,0.741112555102701,0.175938949899741,0.519426432669119,0.220402181389131,0.741112555102701,0.293869575185508,0.21036114945656,0
"Gm21168",0.354005557648486,4.37707106803481,1.25906891487354,0.0649583088748575,0.848468079555784,0,1.25906891487354,0,0,0.207866588399544
"Gm24166",1.44063655832741,5.83317870216215,3.58507488994046,0.113320786145328,2.36382641079508,0,3.58507488994046,0,0.362626515665048,0
"Gm2719",2.15353945084478,7.49629177758117,5.37797772705829,0,3.42234946267346,0,5.37797772705829,0,0,0
"Gm33594",0.286846100996614,4.17217037847596,1.07525609595038,0.082652890096991,0.74436507203896,0,1.07525609595038,0,0,0.264489248310371
"Gm3571",3.95405866322608,11.2714851796719,9.04052333113585,0.418080393360768,6.05711876953065,0,9.04052333113585,0,0.0801480111454108,1.25770924760905
"Gm36961",0.852363641727162,4.49970170212502,1.79233845465754,0.485802937962811,1.49389024420957,0,1.79233845465754,0,1.55456940148099,0
"Gm37459",0.550874693744427,3.62191296564229,1.57625537212452,0.0375463841490751,1.02316071862825,0.0198476932883879,1.57625537212452,0,0.113214064849765,0.0069343644272749
"Gm42528",1.23504611182606,5.21015678971157,2.91014024730824,0.26622757801484,1.98133264549033,0.176535813720701,2.91014024730824,0.138032201526504,0.116818660121316,0.569470947694368
"Gm43848",4.18858226883935,5.79531288626514,3.77706012677367,4.74950547032505,4.36959394133438,4.09248282383447,3.77706012677367,4.49482357126933,3.86704442096446,5.93758479855251
"Gm4768",3.15919607022952,10.290351235637,7.78844231697861,0,4.95628147444093,0,7.78844231697861,0,0,0
"Gm4974",0.354428482192164,3.18218060766474,0.947900323298594,0.18860963690811,0.740379941668639,0,0.947900323298594,0,0,0.603550838105952
"Gm5067",0.580490854685689,5.48476690639701,1.94451983885667,0,1.23742171563606,0,1.94451983885667,0,0,0
"Gm5637",3.38149546588769,9.53838908169332,7.43963087612761,0.600238683903456,5.17084778219281,0,7.43963087612761,0,0.076434503766341,1.84432928472472
"Gm5873",3.14426512047079,9.58004967930064,7.36993377269845,0.251278119625324,4.87270557871743,0,7.36993377269845,0,0,0.804089982801036
"Gm6829",3.87912515071479,11.3435626171106,9.07628050594711,0.264668898185989,5.96830133882888,0,9.07628050594711,0,0,0.846940474195166
"Gm6977",3.70045761847385,11.0569976717706,8.68422985516147,0.259224418034279,5.71485493912768,0,8.68422985516147,0,0.145622770876659,0.683895366833034
"Gm7049",1.66630933124492,6.3694346651412,4.24253790036715,0,2.69979684568818,0,4.24253790036715,0,0,0
"Gm7329",1.89324110511955,7.3074652900628,4.83040582310521,0,3.07389461470332,0,4.83040582310521,0,0,0
"Gm8508",3.0069742970212,9.53995399186149,7.37679916430833,0,4.69432674092348,0,7.37679916430833,0,0,0
"Gm9791",3.52560764301474,10.2605497073484,7.94563594394034,0.499950637746556,5.41991424632316,0,7.94563594394034,0,0.162996247313843,1.43684579347514
"Gng11",4.33037442898127,7.76079865226817,4.45057471026353,4.65400221077016,4.7988573841942,3.89965235796745,4.45057471026353,3.96964356638208,2.31455510462056,7.81467969018545
"Gng13",0.568186598224223,3.88762804081191,1.44892758957838,0.212468411112797,1.076567310541,0,1.44892758957838,0,0.679898915560949,0
"Gng8",0.829160743934857,5.82999737434599,2.34664154321968,0.126469623362027,1.56015389326928,0.0691387408679745,2.34664154321968,0,0.159823201899368,0.244879592859117
"Golga7",5.38090482639985,7.90053525425163,5.73852600513424,5.38294009848874,5.90330087918616,4.57422328820045,5.73852600513424,4.85440356675037,5.2836688024839,6.11645523257962
"Gpd1",1.88429852820357,5.97675802897847,3.48917239054548,0.991591336251258,2.74314946567912,0.54557332533952,3.48917239054548,0.0395376287646832,2.84197258070158,0.28367454078483
"Gpr15",1.49045037729926,5.66803014592368,2.05615494134545,1.5176563548369,2.41221231164666,0,2.05615494134545,0,0.555540672917877,4.30095966256019
"Gpr37",1.10153633404414,8.04314936263041,3.14209986624509,0.183744871941594,2.08942133704203,0.120255832946531,3.14209986624509,0.0376024033693835,0.30157579456054,0.241284911609301
"Gpr62",1.64458233841238,9.14402656834827,4.09185292065286,0.440651107693945,2.84967143459558,0.205448381392569,4.09185292065286,0.124342166289489,0.63236230825289,0.628510636820347
"Gprc5b",2.66640001631507,7.24554824602455,4.84871786674239,1.32926542590485,3.1755084663773,2.4111388360713,4.84871786674239,3.13947035529131,0.235951461399802,0.250333475146144
"Gsn",2.95112067121465,9.89147544376102,4.15527980206403,2.76502577828972,4.16404047619972,1.35067990064228,4.15527980206403,0.996690931706764,1.74400281499284,5.90805055748617
"Gstm7",2.46070832128347,7.37526898584987,4.99222188999027,0.859954031735821,3.52696088557865,0.757153935613318,4.99222188999027,0.690325242455311,1.15081826914478,0.772644341463476
"Hapln2",0.647725219986986,7.66464365442433,2.144592896493,0.215080807348894,1.48005376067612,0.113051341701202,2.144592896493,0.0496758537830175,0.216196764407942,0.412450794568898
"Hcn2",1.79162123158067,6.92950888483345,4.37400255234593,0.174273532567657,2.87646208824955,0.0927807890544226,4.37400255234593,0.0605316411600273,0.297197623963622,0.187839710860848
"Hist1h1e",3.14330962106851,5.28667090706396,3.16712739516027,3.39038922948765,4.03926043319045,1.21528520923202,3.16712739516027,0.574324741641048,4.27485016050938,5.88520568388185
"Hist1h2al",2.04935814676507,7.15217101373483,4.8977557423198,0.194861859025909,3.25847136985871,0,4.8977557423198,0,0,0.623557948882908
"Hist1h2bc",5.07831197188716,6.49567508056848,4.44618673122247,5.80859194605394,5.11630014846751,5.32818526346155,4.44618673122247,5.32622844152513,5.70480268927212,6.49121740827032
"Hist1h3d",2.35520225180451,4.87745688354364,2.32328453509172,2.69841208289559,3.2816028090272,0.438164377376903,2.32328453509172,0.377162221872473,2.69795391160791,5.48437008741102
"Hist1h4c",1.91609254866443,3.74874194994836,1.28850644007806,2.694311568838,2.69670357031707,0.227574589440644,1.28850644007806,0,3.88748230555778,4.73431471472383
"Hist1h4h",3.55251190898453,6.99196688142733,3.73046001206857,3.82673919034135,3.94254422049047,3.33978679545391,3.73046001206857,2.98378914495807,4.861424979246,3.80359345589664
"Hist1h4i",4.8673222465075,6.99163892145116,4.40107194483844,5.54083084483589,4.86211047651119,5.41273378273327,4.40107194483844,5.97321687927451,4.61243802315616,5.95036042518927
"Hist3h2ba",3.72131776169011,9.1394062941128,6.36180495762059,2.08815253180378,4.67586070059106,2.45084681281818,6.36180495762059,2.31278239521676,3.26714320045565,0.63960602705633
"Igsf8",3.68351333005557,6.35397020844952,4.35242311730261,3.43202437601365,3.86308318611195,3.85731044549902,4.35242311730261,4.3435386708316,3.00300872788748,2.7672228703583
"Il23a",1.65944262574609,6.46664684269101,2.44775019964179,1.57057402570547,1.77496137925839,2.5435671078235,2.44775019964179,2.64291722793217,1.48233344644215,0.372002762296758
"Inf2",2.31760002481856,6.73216712497609,4.22376903526375,1.20152302819872,3.3506127904539,0.580456694360758,4.22376903526375,0.702491247655488,0.310629635203799,2.69125455784551
"Insc",0.254426995316758,2.97700284701429,0.788390442526801,0.127530960470162,0.575216927108987,0.0528986458125128,0.788390442526801,0.0629626260863547,0.0496761579433664,0.282867764257528
"Insm1",1.026425759455,4.93945439024751,2.67485584246656,0.0731780156689444,1.7554013656925,0,2.67485584246656,0,0.0571313857400062,0.177038264400616
"Itgb4",0.654008370485009,5.78467278360207,1.5713853701254,0.492636547439296,1.2634807584411,0.260625406885015,1.5713853701254,0.288794060983482,0.351451326385222,0.878432752240345
"Josd2",5.90174997071121,9.55659470786227,6.40743495030575,5.91613120570987,6.0656807315013,6.36465156282622,6.40743495030575,6.649243634582,5.64754671020742,5.30498078656576
"Kcna1",1.15648012224158,7.17549915686085,3.18039728119276,0.1379299874867,2.12420189711299,0,3.18039728119276,0,0.28624649089398,0.15512946906346
"Kif19a",1.40992894649239,4.57732553579302,2.49453954362219,0.8568192476664,1.86052052123182,0.962651263284128,2.49453954362219,1.15719841679879,0.606129704128275,0.747053788245661
"Kif1a",2.23861336410577,7.24351920456271,5.08605556988203,0.372714664108651,3.49107828433331,0.0455612935942449,5.08605556988203,0.0296256683969618,0.961575802615564,0.195560320455766
"Kif5a",2.70357007078004,8.63454829151619,5.21925917888646,1.24371437877895,4.18818162005207,0.103632865465991,5.21925917888646,0.110780463558985,3.28678733808074,0.560162117741108
"Klhl2",2.2226865440553,5.05421635279871,2.96214981053372,1.9295974119796,2.9275444053568,0.992209877662026,2.96214981053372,1.22055620628505,1.06497332295525,3.64507094783742
"Klk6",0.260592366396471,5.50645346393805,1.29892891299571,0.00778052531483837,0.83224969031715,0,1.29892891299571,0,0.0248976810074828,0
"Kndc1",1.05715648791435,6.92497987900289,2.98123865628189,0.107062514478819,1.95842914542936,0.0456125275201966,2.98123865628189,0.0254553962816219,0.110979734049985,0.201073836744288
"Larp6",0.804700258520789,4.82045695213586,2.1904615472663,0.0941287175703526,1.44564407167609,0.0460439457474688,2.1904615472663,0.046004325990043,0.086949437231607,0.15905726780547
"Ldlrap1",3.18267911825466,5.41732349741363,3.21068727672263,3.43750252699006,3.6010984508686,2.59068704835608,3.21068727672263,2.93634465619353,2.8878096346357,4.58858486430024
"Lgi3",1.98613169733358,10.2887500051691,5.12162698942541,0.280400605232674,3.31823904449162,0.398491069607849,5.12162698942541,0.247205279565441,0.558807664497142,0.0418279367688846
"Lpar1",0.783660612580415,5.28349265021073,1.7660804416691,0.486522266831608,1.27252522355106,0.564240941818709,1.7660804416691,0.715844449705224,0.189179061443066,0.50867885277181
"Lrrn1",1.46969347601908,5.878203547843,3.52448776330611,0.222812233620928,2.36860620368586,0.0998109928914424,3.52448776330611,0.121043588730733,0.109021733713034,0.458725107397057
"Ly6g6f",0.772824689697992,2.87842321581262,0.797973140679445,1.01401961085355,1.24526989741677,0,0.797973140679445,0,0.253151046812103,2.99171170791925
"Mag",2.54898656196826,11.9804940173105,4.81117926573124,1.74850637809343,3.87540368347503,1.25921634166019,4.81117926573124,0.860754776089578,3.82620519901666,0.736109479574806
"Mal",1.54191988066538,11.5822604286443,4.30731084467075,0.377245355658042,2.9030996260051,0.308760717975891,4.30731084467075,0.0296223707036676,0.830564991313469,0.341073301947865
"Map1a",2.48737000889049,8.60072951947117,5.87179852273041,0.290164998103148,3.91548050516316,0.0884060217858277,5.87179852273041,0.087814383586217,0.53312455850934,0.290026175117275
"Map6d1",1.82845306395486,8.63831406298005,4.32042896782005,0.499206772950959,3.02064834702659,0.252381285263884,4.32042896782005,0.251536828319973,0.719751530495195,0.575865948963907
"Mapk8ip1",2.54113336451178,8.78280522655328,5.886238255137,0.394375567969904,4.00047715753316,0.0883558992133563,5.886238255137,0.0817580900680567,0.53699280696285,0.626899302459174
"Mbp",3.60262207752021,14.2302562416479,5.76281936676473,3.0409037199472,5.49158059860443,1.0648946855705,5.76281936676473,1.21646682300434,2.49405217836324,5.7770795378626
"Mcam",2.72589000239575,8.05232309186173,5.84117254136043,0.665821916984901,4.02551208930912,0.483537535750491,5.84117254136043,0.283526447660734,0.938501328701972,0.851897068456832
"Micall1",1.74403900172369,6.01422322404679,3.32420796357583,0.895164187893453,2.76035159679014,0.0167254208717154,3.32420796357583,0.0223005611622872,0.907870703086516,1.92989402477779
"Mir219a-2",0.96775180632542,5.82388080457258,2.76748658473264,0,1.76112782664804,0,2.76748658473264,0,0,0
"Mobp",1.29295653189944,11.1701600206388,3.72127164226576,0.402831246421339,2.63361487147082,0.0754469702629941,3.72127164226576,0.0646916660726105,0.874843459758442,0.33658652950271
"Mog",1.44969448306165,11.225338445321,3.94036729168043,0.492311270802637,2.72791748959311,0.378492205664977,3.94036729168043,0.192984040284614,0.662284489170645,0.681530729056257
"Myrf",1.24168547157557,7.99796586883705,3.34141779501965,0.248954738219696,2.2049535846687,0.281768259884838,3.34141779501965,0.322268802098624,0.149932268713226,0.260000331071452
"Nacad",2.30218981414876,7.25437510163808,4.4868837242803,1.00960580371983,3.33848303449245,0.69042978007595,4.4868837242803,0.846721051437758,0.442564315397093,1.77210899478106
