Gene,Category,QNP_avg,TAP_avg,FC20
SF3A3P1,QNPbyTAP_FC20,-0.585575714,-0.028091625,20.84520615
CKMT2-AS1,QNPbyTAP_FC20,1.702077143,0.08286375,20.5406724
PIGFP1,QNPbyTAP_FC20,1.050672857,0.052429625,20.03967904
Y_RNA,TAPbyQNP_FC20,-0.000707143,-0.44886125,634.7532828
RN7SL771P,TAPbyQNP_FC20,-0.004230929,-2.34401,554.0178617
STK32C,TAPbyQNP_FC20,0.001657143,0.56351375,340.0514009
ATF4P1,TAPbyQNP_FC20,-0.00483,-1.2074325,249.9860248
ALDH1L2,TAPbyQNP_FC20,0.002744286,0.6447775,234.952759
PDK1,TAPbyQNP_FC20,0.003825714,0.861056875,225.0708785
CA13,TAPbyQNP_FC20,-0.002902743,-0.56973375,196.2742751
RP11-178H8.7,TAPbyQNP_FC20,-0.004147143,-0.72893375,175.7676972
SULT1A3,TAPbyQNP_FC20,-0.00434,-0.7499385,172.7968894
RP3-331H24.7,TAPbyQNP_FC20,-0.006274714,-1.062838625,169.3843857
RP11-403I13.7,TAPbyQNP_FC20,-0.017406143,-2.91546,167.49604
ZDHHC20P4,TAPbyQNP_FC20,0.000812857,0.1355025,166.6990334
MEIS3P1,TAPbyQNP_FC20,0.007077143,0.988958,139.7397255
FAM35DP,TAPbyQNP_FC20,0.005447143,0.717471,131.7151062
HYLS1,TAPbyQNP_FC20,0.008155714,1.00817,123.615169
MIR27A,TAPbyQNP_FC20,-0.020921143,-2.342635,111.9745234
IMPDH1P5,TAPbyQNP_FC20,-0.006018571,-0.586845,97.50569665
NKX2-1,TAPbyQNP_FC20,-0.02036,-1.93883875,95.22783644
SLITRK5,TAPbyQNP_FC20,-0.007884286,-0.72169025,91.5352736
SNORA22,TAPbyQNP_FC20,-0.004945714,-0.39730475,80.33313836
AC102953.4,TAPbyQNP_FC20,-0.034575714,-2.69494,77.94314754
NDUFA4L2,TAPbyQNP_FC20,-0.008242857,-0.640730375,77.73158795
ANKRD20A4,TAPbyQNP_FC20,-0.027177143,-2.087166375,76.79859454
CEL,TAPbyQNP_FC20,-0.024067286,-1.7665425,73.40015492
CRISPLD2,TAPbyQNP_FC20,0.010655,0.76704475,71.98918348
CTD-2516F10.2,TAPbyQNP_FC20,-0.039650286,-2.83284375,71.44573359
AP001432.14,TAPbyQNP_FC20,-0.013190571,-0.9275275,70.31746161
PRELID2,TAPbyQNP_FC20,-0.020707143,-1.40061825,67.63937737
C14orf80,TAPbyQNP_FC20,0.014554,0.88881875,61.0704102
UG0898H09,TAPbyQNP_FC20,-0.043278571,-2.60522625,60.19667849
GRIN3B,TAPbyQNP_FC20,-0.038191429,-2.2141025,57.97380676
MAP3K14-AS1,TAPbyQNP_FC20,-0.016058571,-0.91406375,56.92061427
RP11-524F11.1,TAPbyQNP_FC20,-0.005274571,-0.29080375,55.13315232
STOX2,TAPbyQNP_FC20,-0.048312857,-2.471085,51.14756498
RINL,TAPbyQNP_FC20,-0.020035571,-0.9857525,49.20011907
MIR3125,TAPbyQNP_FC20,-0.021687143,-1.0617825,48.95907714
CTC-384G19.1,TAPbyQNP_FC20,-0.02387,-1.097980875,45.99836091
RP11-10K16.1,TAPbyQNP_FC20,-0.050208571,-2.215705,44.1300148
CYP3A5,TAPbyQNP_FC20,-0.037417086,-1.60830375,42.98313776
AC073464.11,TAPbyQNP_FC20,-0.054427971,-2.33571725,42.91391336
CTD-2050E21.1,TAPbyQNP_FC20,-0.019639686,-0.839065875,42.72297873
GPRIN3,TAPbyQNP_FC20,-0.054825714,-2.33702875,42.62650803
FAM231D,TAPbyQNP_FC20,-0.066913571,-2.82061,42.15303323
EEF1E1P1,TAPbyQNP_FC20,-0.002359186,-0.098747125,41.85644411
RNF112,TAPbyQNP_FC20,-0.025597143,-1.03736,40.52639804
ACAP1,TAPbyQNP_FC20,-0.038491429,-1.5367,39.92317399
CTC-439O9.1,TAPbyQNP_FC20,-0.068301429,-2.70778375,39.64461369
RP11-480D4.7,TAPbyQNP_FC20,-0.057872557,-2.280055,39.39786166
XAGE1A,TAPbyQNP_FC20,-0.067335,-2.583198875,38.36339014
CTD-2349P21.10,TAPbyQNP_FC20,-0.009740443,-0.373019375,38.29593587
LLNLR-246C6.1,TAPbyQNP_FC20,-0.011807429,-0.447547375,37.90388164
Y_RNA,TAPbyQNP_FC20,-0.022074714,-0.83438,37.79799771
RNU1-122P,TAPbyQNP_FC20,-0.0571,-2.15389375,37.7214317
GSG2,TAPbyQNP_FC20,0.034212857,1.257235,36.74744248
RP11-848G14.2,TAPbyQNP_FC20,-0.056075714,-2.05079,36.57180343
RP5-890E16.2,TAPbyQNP_FC20,-0.025705714,-0.93236775,36.27083611
SAP30L-AS1,TAPbyQNP_FC20,-0.027818571,-0.9865625,35.46416834
CTD-2528L19.3,TAPbyQNP_FC20,0.009912471,0.348856375,35.19368278
RP11-334C17.3,TAPbyQNP_FC20,-0.009515714,-0.330125,34.69261372
TTC21A,TAPbyQNP_FC20,-0.027617143,-0.95233375,34.48342774
ALK,TAPbyQNP_FC20,-0.052133857,-1.79295,34.39127849
AC090018.1,TAPbyQNP_FC20,-0.05773,-1.952614875,33.82322666
SLX1A,TAPbyQNP_FC20,-0.012678857,-0.408562875,32.22395129
RP11-490D19.8,TAPbyQNP_FC20,-0.077434286,-2.4807875,32.03732658
RP11-195F19.9,TAPbyQNP_FC20,-0.024974,-0.794735,31.8224954
CA5B,TAPbyQNP_FC20,-0.035866857,-1.11277375,31.02512566
PALM2,TAPbyQNP_FC20,-0.071478571,-2.17409625,30.41605626
AC019185.4,TAPbyQNP_FC20,-0.010393857,-0.313172,30.13048916
CTD-2132N18.2,TAPbyQNP_FC20,-0.048290586,-1.44783875,29.98180139
MIR6784,TAPbyQNP_FC20,-0.062202857,-1.83307,29.46922512
ZNF836,TAPbyQNP_FC20,-0.021467429,-0.610765,28.45077593
RP13-36G14.3,TAPbyQNP_FC20,-0.012706286,-0.35108075,27.63047817
RP1-290F12.3,TAPbyQNP_FC20,-0.037228571,-1.0224025,27.46284536
NOS1AP,TAPbyQNP_FC20,-0.044471714,-1.22130875,27.46259661
FLJ31104,TAPbyQNP_FC20,-0.059329571,-1.62288125,27.35366548
MGAT2,TAPbyQNP_FC20,0.018289286,0.494875125,27.05819859
HSP90AA5P,TAPbyQNP_FC20,0.035125714,0.94656125,26.94781499
C19orf38,TAPbyQNP_FC20,-0.112218,-3.0145875,26.8636716
CTNNA1P1,TAPbyQNP_FC20,-0.029858571,-0.792062375,26.52713566
RP4-584D14.6,TAPbyQNP_FC20,-0.06549,-1.71135375,26.13152771
RP11-25I15.3,TAPbyQNP_FC20,-0.065717857,-1.695135,25.79413075
AC005624.2,TAPbyQNP_FC20,-0.019452857,-0.50156375,25.78355181
AC091633.3,TAPbyQNP_FC20,-0.082772857,-2.1074925,25.46115445
Y_RNA,TAPbyQNP_FC20,-0.064484286,-1.64061625,25.44210937
RP11-18M17.1,TAPbyQNP_FC20,-0.010575714,-0.2673375,25.27843442
ESPN,TAPbyQNP_FC20,-0.104364286,-2.6372,25.26918075
CFAP45,TAPbyQNP_FC20,-0.046463714,-1.17336525,25.25336745
PMS2P6,TAPbyQNP_FC20,-0.060188429,-1.49778875,24.8849951
RP11-102M11.1,TAPbyQNP_FC20,0.039823571,0.98918,24.83905799
RP11-577H5.5,TAPbyQNP_FC20,-0.072644143,-1.78556625,24.57963133
RP11-742D12.2,TAPbyQNP_FC20,-0.122534286,-2.9852745,24.36276902
THCAT158,TAPbyQNP_FC20,-0.028122857,-0.68032625,24.19122092
RP1-200G19.1,TAPbyQNP_FC20,0.025883143,0.62436375,24.12240868
HOXC6,TAPbyQNP_FC20,-0.081499714,-1.9366225,23.76232257
RP3-337H4.8,TAPbyQNP_FC20,-0.022402857,-0.531250075,23.71349652
LCMT1-AS1,TAPbyQNP_FC20,-0.03155,-0.740782,23.47961965
RP11-326C3.2,TAPbyQNP_FC20,-0.140201429,-3.2835075,23.41992898
ZNF223,TAPbyQNP_FC20,-0.033377486,-0.7789185,23.33664395
CTC-573M9.1,TAPbyQNP_FC20,-0.049831286,-1.16186875,23.31605001
MOCOS,TAPbyQNP_FC20,0.041248571,0.93700125,22.71596852
AC007041.2,TAPbyQNP_FC20,0.034410729,0.7737,22.48426674
CLIC5,TAPbyQNP_FC20,-0.155528571,-3.4955375,22.47521126
CTC-444N24.7,TAPbyQNP_FC20,-0.030509286,-0.683729125,22.41052548
AC055876.1,TAPbyQNP_FC20,-0.032381429,-0.72124375,22.27337649
FAT4,TAPbyQNP_FC20,-0.052392857,-1.1622475,22.1833197
RP11-346C16.4,TAPbyQNP_FC20,-0.117222857,-2.57907,22.00142586
RAPGEF5,TAPbyQNP_FC20,-0.082401429,-1.81115625,21.97967052
ANXA2P3,TAPbyQNP_FC20,0.051855714,1.130891875,21.80843308
RP11-291I6.2,TAPbyQNP_FC20,-0.115834286,-2.52224375,21.77458716
CD27,TAPbyQNP_FC20,-0.053247571,-1.15315675,21.65651351
CFAP70,TAPbyQNP_FC20,-0.040905714,-0.88501875,21.63557746
XRCC6P1,TAPbyQNP_FC20,0.043827143,0.94668,21.60031292
TBC1D10C,TAPbyQNP_FC20,-0.128628571,-2.76765,21.51660373
CTD-2270L9.2,TAPbyQNP_FC20,-0.013102857,-0.278932525,21.28791621
CTC-463A16.1,TAPbyQNP_FC20,-0.089148714,-1.86416875,20.91077549
FGF9,TAPbyQNP_FC20,-0.193127571,-4.035005,20.89295159
CTD-2325P2.3,TAPbyQNP_FC20,-0.094808571,-1.97099875,20.78924638
MRPL3P1,TAPbyQNP_FC20,0.065740571,1.35468875,20.60658617
LRCOL1,TAPbyQNP_FC20,-0.121314286,-2.4939625,20.55786328
BCAR1P2,TAPbyQNP_FC20,-0.016706857,-0.341635,20.44878921
SGO1,TAPbyQNP_FC20,0.072831429,1.46012875,20.04805863
RP11-662M24.2,TAPbyQNP_FC20,-0.155167143,-3.1050375,20.0109214
