Gene,Category
Gria2B,qRG_BY_aRG_up
Gria3A,qRG_BY_aRG_up
Gria3B,qRG_BY_aRG_up
Grid1B,qRG_BY_aRG_up
Grin1A,qRG_BY_aRG_up
Grin2Bb,qRG_BY_aRG_up
Grm8A,qRG_BY_aRG_up
Grm8B,qRG_BY_aRG_up
Hbaa1,qRG_BY_aRG_up
Hbaa1,qRG_BY_aRG_up
Hdac9B,qRG_BY_aRG_up
Hif1Al2,qRG_BY_aRG_up
Hsd11B2,qRG_BY_aRG_up
Hspa4L,qRG_BY_aRG_up
Htra1A,qRG_BY_aRG_up
Igsf9Ba,qRG_BY_aRG_up
Inaa,qRG_BY_aRG_up
Iqsec2,qRG_BY_aRG_up
Irx5A,qRG_BY_aRG_up
Itih1,qRG_BY_aRG_up
Jph1B,qRG_BY_aRG_up
Kcnf1B,qRG_BY_aRG_up
Kcnj11L,qRG_BY_aRG_up
Kcnj3B,qRG_BY_aRG_up
Khdrbs2,qRG_BY_aRG_up
Kiaa1549La,qRG_BY_aRG_up
Kiss1,qRG_BY_aRG_up
Kita,qRG_BY_aRG_up
Lim2.2,qRG_BY_aRG_up
Lin7A,qRG_BY_aRG_up
Lingo1A,qRG_BY_aRG_up
Lingo2A,qRG_BY_aRG_up
Lnx2A,qRG_BY_aRG_up
Loc100535965,qRG_BY_aRG_up
Loc103911412,qRG_BY_aRG_up
Loc108179126,qRG_BY_aRG_up
Loc563082,qRG_BY_aRG_up
Loc566587,qRG_BY_aRG_up
Loc569231,qRG_BY_aRG_up
Lrrc15,qRG_BY_aRG_up
Ly75,qRG_BY_aRG_up
Mab21L2,qRG_BY_aRG_up
Mao,qRG_BY_aRG_up
Map1Aa,qRG_BY_aRG_up
Map7D3,qRG_BY_aRG_up
Matn3B,qRG_BY_aRG_up
Mbpa,qRG_BY_aRG_up
Mknk2A,qRG_BY_aRG_up
Mkxa,qRG_BY_aRG_up
Mpz,qRG_BY_aRG_up
Ms4A17A.5,qRG_BY_aRG_up
Myo9Aa,qRG_BY_aRG_up
Myrf,qRG_BY_aRG_up
Ndufa4,qRG_BY_aRG_up
Necab1,qRG_BY_aRG_up
Neto1L,qRG_BY_aRG_up
Ngb,qRG_BY_aRG_up
Ninj2,qRG_BY_aRG_up
Nkx2.2A,qRG_BY_aRG_up
Nlgn3B,qRG_BY_aRG_up
Nol4Lb,qRG_BY_aRG_up
Npas4A,qRG_BY_aRG_up
Npb,qRG_BY_aRG_up
Nppcl,qRG_BY_aRG_up
Nptnb,qRG_BY_aRG_up
Nptx1L,qRG_BY_aRG_up
Npy,qRG_BY_aRG_up
Nr4A2A,qRG_BY_aRG_up
Nrg3B,qRG_BY_aRG_up
Nrgna,qRG_BY_aRG_up
Nrsn1,qRG_BY_aRG_up
Nrxn1A,qRG_BY_aRG_up
Nrxn2B,qRG_BY_aRG_up
Nt5C2L1,qRG_BY_aRG_up
Nwd2,qRG_BY_aRG_up
Olfm3B,qRG_BY_aRG_up
Olig1,qRG_BY_aRG_up
Olig2,qRG_BY_aRG_up
Opcml,qRG_BY_aRG_up
Oprl1,qRG_BY_aRG_up
Osbp2,qRG_BY_aRG_up
Palmdb,qRG_BY_aRG_up
Pcbp4,qRG_BY_aRG_up
Pcolceb,qRG_BY_aRG_up
Pcp4A,qRG_BY_aRG_up
Pcsk1Nl,qRG_BY_aRG_up
Penkb,qRG_BY_aRG_up
Pik3Cd,qRG_BY_aRG_up
Plcxd1,qRG_BY_aRG_up
Plcxd3,qRG_BY_aRG_up
Plp1B,qRG_BY_aRG_up
Plp2,qRG_BY_aRG_up
Plpp1A,qRG_BY_aRG_up
Plppr3B,qRG_BY_aRG_up
Popdc2,qRG_BY_aRG_up
Pou3F2A,qRG_BY_aRG_up
Pou4F1,qRG_BY_aRG_up
Pou4F2,qRG_BY_aRG_up
Ppfibp2B,qRG_BY_aRG_up
Ppm1Nb,qRG_BY_aRG_up
Ppp1R14Aa,qRG_BY_aRG_up
Ppp1R14Ab,qRG_BY_aRG_up
Prdm8,qRG_BY_aRG_up
Prlhr2A,qRG_BY_aRG_up
Prom1B,qRG_BY_aRG_up
Prom2,qRG_BY_aRG_up
Ptprnb,qRG_BY_aRG_up
Pvalb6,qRG_BY_aRG_up
Pyya,qRG_BY_aRG_up
Pyyb,qRG_BY_aRG_up
Ralgps1,qRG_BY_aRG_up
Rapgef5A,qRG_BY_aRG_up
Rasd1,qRG_BY_aRG_up
Rcan3,qRG_BY_aRG_up
Rcvrn3,qRG_BY_aRG_up
Rerglb,qRG_BY_aRG_up
Rgcc,qRG_BY_aRG_up
Rgl3A,qRG_BY_aRG_up
Rgs16,qRG_BY_aRG_up
Rgs7Bpb,qRG_BY_aRG_up
Rgs8,qRG_BY_aRG_up
Rhoq,qRG_BY_aRG_up
Rin2,qRG_BY_aRG_up
Rnd1A,qRG_BY_aRG_up
Rprml,qRG_BY_aRG_up
Rpz,qRG_BY_aRG_up
Rpz3,qRG_BY_aRG_up
Rtn4R,qRG_BY_aRG_up
Sar1Ab,qRG_BY_aRG_up
Scdb,qRG_BY_aRG_up
Scg2B,qRG_BY_aRG_up
Scgn,qRG_BY_aRG_up
Scn4Bb,qRG_BY_aRG_up
Sema5A,qRG_BY_aRG_up
Sez6B,qRG_BY_aRG_up
Sez6L2,qRG_BY_aRG_up
Sh3Gl2,qRG_BY_aRG_up
Sh3Tc2,qRG_BY_aRG_up
Shisa7B,qRG_BY_aRG_up
Si:Busm1-57F23.1,qRG_BY_aRG_up
Si:Ch211-113G11.6,qRG_BY_aRG_up
Si:Ch211-132B12.8,qRG_BY_aRG_up
Si:Ch211-149P5.1,qRG_BY_aRG_up
Si:Ch211-151P13.8,qRG_BY_aRG_up
Si:Ch211-180A12.2,qRG_BY_aRG_up
Si:Ch211-197G15.10,qRG_BY_aRG_up
Si:Ch211-237L4.6,qRG_BY_aRG_up
Si:Ch211-240L19.5,qRG_BY_aRG_up
Si:Ch211-254N4.3,qRG_BY_aRG_up
Si:Ch211-286C4.6,qRG_BY_aRG_up
Si:Ch211-76L23.7,qRG_BY_aRG_up
Si:Ch73-199E17.1,qRG_BY_aRG_up
Si:Ch73-51I5.2,qRG_BY_aRG_up
Si:Dkey-105E17.1,qRG_BY_aRG_up
Si:Dkey-106C17.3,qRG_BY_aRG_up
Si:Dkey-106L3.6,qRG_BY_aRG_up
Si:Dkey-145P14.5,qRG_BY_aRG_up
Si:Dkey-164F24.2,qRG_BY_aRG_up
Si:Dkey-172J4.3,qRG_BY_aRG_up
Si:Dkey-183J2.10,qRG_BY_aRG_up
Si:Dkey-200L5.4,qRG_BY_aRG_up
Si:Dkey-204F11.64,qRG_BY_aRG_up
Si:Dkey-211G8.5,qRG_BY_aRG_up
Si:Dkey-22O12.2,qRG_BY_aRG_up
Si:Dkey-238D18.5,qRG_BY_aRG_up
Si:Dkey-238F9.1,qRG_BY_aRG_up
Si:Dkey-238O13.4,qRG_BY_aRG_up
Si:Dkey-27H10.2,qRG_BY_aRG_up
Si:Dkey-33C12.3,qRG_BY_aRG_up
Si:Dkey-58F10.12,qRG_BY_aRG_up
Si:Dkey-58F10.14,qRG_BY_aRG_up
Si:Dkey-58F10.7,qRG_BY_aRG_up
Si:Dkey-7I4.24,qRG_BY_aRG_up
Si:Dkey-87K14.1,qRG_BY_aRG_up
Si:Dkeyp-111E5.4,qRG_BY_aRG_up
Si:Dkeyp-123H10.2,qRG_BY_aRG_up
Si:Dkeyp-69C1.7,qRG_BY_aRG_up
Si:Dkeyp-72H1.1,qRG_BY_aRG_up
Slc1A1,qRG_BY_aRG_up
Slc2A3A,qRG_BY_aRG_up
Slc31A2,qRG_BY_aRG_up
Slc35G2A,qRG_BY_aRG_up
Slc35G2B,qRG_BY_aRG_up
Slc4A1A,qRG_BY_aRG_up
Slc4A8,qRG_BY_aRG_up
Soul5,qRG_BY_aRG_up
Sox10,qRG_BY_aRG_up
Sox8B,qRG_BY_aRG_up
Sox9B,qRG_BY_aRG_up
Specc1,qRG_BY_aRG_up
Spns2,qRG_BY_aRG_up
Spock3,qRG_BY_aRG_up
Sst1.1,qRG_BY_aRG_up
Sst3,qRG_BY_aRG_up
Stmn3,qRG_BY_aRG_up
Syn1,qRG_BY_aRG_up
Syn2A,qRG_BY_aRG_up
Syngap1B,qRG_BY_aRG_up
Syngr3B,qRG_BY_aRG_up
Synpr,qRG_BY_aRG_up
Syt13,qRG_BY_aRG_up
Syt5B,qRG_BY_aRG_up
Syt9B,qRG_BY_aRG_up
Tac3A,qRG_BY_aRG_up
Tbx2B,qRG_BY_aRG_up
Tfeb,qRG_BY_aRG_up
Timd4,qRG_BY_aRG_up
Tlcd1,qRG_BY_aRG_up
Tlr21,qRG_BY_aRG_up
Tmeff2A,qRG_BY_aRG_up
Tmem178,qRG_BY_aRG_up
Tmem178B,qRG_BY_aRG_up
Tmem51A,qRG_BY_aRG_up
Tnfsf13B,qRG_BY_aRG_up
Tpcn1,qRG_BY_aRG_up
Traf4A,qRG_BY_aRG_up
Trh,qRG_BY_aRG_up
Trim13,qRG_BY_aRG_up
Tspan2A,qRG_BY_aRG_up
Tub,qRG_BY_aRG_up
Tuba8L3,qRG_BY_aRG_up
Tulp4B,qRG_BY_aRG_up
Uap1L1,qRG_BY_aRG_up
Ugt8,qRG_BY_aRG_up
Unm_Hu7912,qRG_BY_aRG_up
Ust,qRG_BY_aRG_up
Uts1,qRG_BY_aRG_up
Vav2,qRG_BY_aRG_up
Vav3B,qRG_BY_aRG_up
Vsnl1A,qRG_BY_aRG_up
Vsnl1B,qRG_BY_aRG_up
Vstm4A,qRG_BY_aRG_up
Wu:Fj58G06,qRG_BY_aRG_up
Zcchc24,qRG_BY_aRG_up
Zgc:113337,qRG_BY_aRG_up
Zgc:122979,qRG_BY_aRG_up
Zgc:153615,qRG_BY_aRG_up
Zgc:153733,qRG_BY_aRG_up
Zgc:163057,qRG_BY_aRG_up
Zgc:171558,qRG_BY_aRG_up
Zgc:174945,qRG_BY_aRG_up
Zgc:194312,qRG_BY_aRG_up
Zgc:195023,qRG_BY_aRG_up
Zgc:66433,qRG_BY_aRG_up
Zgc:91818,qRG_BY_aRG_up
Afap1,aRG_BY_qRG_up
Ajuba,aRG_BY_qRG_up
Alcamb,aRG_BY_qRG_up
Ascl1A,aRG_BY_qRG_up
Atf5A,aRG_BY_qRG_up
Aurkb,aRG_BY_qRG_up
Bhlhe22,aRG_BY_qRG_up
Bhlhe23,aRG_BY_qRG_up
Boc,aRG_BY_qRG_up
Bub1Bb,aRG_BY_qRG_up
Ca16C,aRG_BY_qRG_up
Cad,aRG_BY_qRG_up
Casc5,aRG_BY_qRG_up
Cbsa,aRG_BY_qRG_up
Ccna2,aRG_BY_qRG_up
Ccnb1,aRG_BY_qRG_up
Ccnb2,aRG_BY_qRG_up
Cdc7,aRG_BY_qRG_up
Cdca5,aRG_BY_qRG_up
Cdca7A,aRG_BY_qRG_up
Cdca7B,aRG_BY_qRG_up
Cdca8,aRG_BY_qRG_up
Cdk2,aRG_BY_qRG_up
Cdkn1A,aRG_BY_qRG_up
Cdt1,aRG_BY_qRG_up
Celsr1A,aRG_BY_qRG_up
Cenph,aRG_BY_qRG_up
Cenpn,aRG_BY_qRG_up
Chaf1A,aRG_BY_qRG_up
Chaf1B,aRG_BY_qRG_up
Chtf18,aRG_BY_qRG_up
Cks2,aRG_BY_qRG_up
Clic4,aRG_BY_qRG_up
Cntln,aRG_BY_qRG_up
Coro2Ba,aRG_BY_qRG_up
Crb2B,aRG_BY_qRG_up
Cx43.4,aRG_BY_qRG_up
Cyp26A1,aRG_BY_qRG_up
Dacha,aRG_BY_qRG_up
Ddx11,aRG_BY_qRG_up
Depdc1A,aRG_BY_qRG_up
Dhfr,aRG_BY_qRG_up
Dla,aRG_BY_qRG_up
Dlb,aRG_BY_qRG_up
Dlc,aRG_BY_qRG_up
Dld,aRG_BY_qRG_up
Dll4,aRG_BY_qRG_up
Dmrt3A,aRG_BY_qRG_up
Dmrta2,aRG_BY_qRG_up
Dnmt3Ba,aRG_BY_qRG_up
Dscc1,aRG_BY_qRG_up
Dsn1,aRG_BY_qRG_up
Dtl,aRG_BY_qRG_up
Dvl2,aRG_BY_qRG_up
Ebf1B,aRG_BY_qRG_up
Efcc1,aRG_BY_qRG_up
Elavl3,aRG_BY_qRG_up
Emx3,aRG_BY_qRG_up
Enc3,aRG_BY_qRG_up
Eomesa,aRG_BY_qRG_up
Epha2A,aRG_BY_qRG_up
Epha4A,aRG_BY_qRG_up
Ercc6L,aRG_BY_qRG_up
Fam107B,aRG_BY_qRG_up
Fam60Al,aRG_BY_qRG_up
Fbxo5,aRG_BY_qRG_up
Fen1,aRG_BY_qRG_up
Fezf1,aRG_BY_qRG_up
Fezf2,aRG_BY_qRG_up
Fgfr4,aRG_BY_qRG_up
Fgfrl1A,aRG_BY_qRG_up
Fscn2B,aRG_BY_qRG_up
Fxyd6L,aRG_BY_qRG_up
Fzd3A,aRG_BY_qRG_up
Fzd7B,aRG_BY_qRG_up
Gadd45Gb.1,aRG_BY_qRG_up
Gins2,aRG_BY_qRG_up
Gli2A,aRG_BY_qRG_up
Glrba,aRG_BY_qRG_up
Haus1,aRG_BY_qRG_up
Hells,aRG_BY_qRG_up
Her13,aRG_BY_qRG_up
Her15.1,aRG_BY_qRG_up
Her2,aRG_BY_qRG_up
Her4.2,aRG_BY_qRG_up
Her4.3,aRG_BY_qRG_up
Her4.4,aRG_BY_qRG_up
Her8.2,aRG_BY_qRG_up
Hes6,aRG_BY_qRG_up
Hhip,aRG_BY_qRG_up
Hmgb1B,aRG_BY_qRG_up
Hmgb2B,aRG_BY_qRG_up
Hnrnpa1B,aRG_BY_qRG_up
Hs3St1L2,aRG_BY_qRG_up
Hunk,aRG_BY_qRG_up
Insm1A,aRG_BY_qRG_up
Insm1B,aRG_BY_qRG_up
Kcnj1B,aRG_BY_qRG_up
Kctd15A,aRG_BY_qRG_up
Kiaa0101,aRG_BY_qRG_up
Kidins220A,aRG_BY_qRG_up
Kif20Ba,aRG_BY_qRG_up
Kif26Bb,aRG_BY_qRG_up
Kif2C,aRG_BY_qRG_up
Krcp,aRG_BY_qRG_up
Lfng,aRG_BY_qRG_up
Lhx2B,aRG_BY_qRG_up
Lig1,aRG_BY_qRG_up
Loc100534909,aRG_BY_qRG_up
Loxl1,aRG_BY_qRG_up
Loxl2B,aRG_BY_qRG_up
Lrwd1,aRG_BY_qRG_up
Mad2L1,aRG_BY_qRG_up
Marveld2A,aRG_BY_qRG_up
Mcm3,aRG_BY_qRG_up
Mcm4,aRG_BY_qRG_up
Mcm5,aRG_BY_qRG_up
Mcm6,aRG_BY_qRG_up
Meis2B,aRG_BY_qRG_up
Melk,aRG_BY_qRG_up
Mex3A,aRG_BY_qRG_up
Mex3B,aRG_BY_qRG_up
Mfap2,aRG_BY_qRG_up
Mis12,aRG_BY_qRG_up
Mis18Bp1,aRG_BY_qRG_up
Mki67,aRG_BY_qRG_up
Mns1,aRG_BY_qRG_up
Mpped1,aRG_BY_qRG_up
Mtcl1,aRG_BY_qRG_up
Mus81,aRG_BY_qRG_up
Mybl2B,aRG_BY_qRG_up
Mycn,aRG_BY_qRG_up
Myt1A,aRG_BY_qRG_up
Ncapg,aRG_BY_qRG_up
Ncaph,aRG_BY_qRG_up
Ncaph2,aRG_BY_qRG_up
Ndc80,aRG_BY_qRG_up
Nek2,aRG_BY_qRG_up
Nes,aRG_BY_qRG_up
Neurod1,aRG_BY_qRG_up
Neurod2,aRG_BY_qRG_up
Neurod4,aRG_BY_qRG_up
Neurod6B,aRG_BY_qRG_up
Neurog1,aRG_BY_qRG_up
Nfe2L2B,aRG_BY_qRG_up
Nfil3,aRG_BY_qRG_up
Nfixb,aRG_BY_qRG_up
Nhlh2,aRG_BY_qRG_up
Nhsl1A,aRG_BY_qRG_up
Nin,aRG_BY_qRG_up
Notch1B,aRG_BY_qRG_up
Notch3,aRG_BY_qRG_up
Nr2F1A,aRG_BY_qRG_up
Nrp2B,aRG_BY_qRG_up
Nudt1,aRG_BY_qRG_up
Nuf2,aRG_BY_qRG_up
Nusap1,aRG_BY_qRG_up
Olig4,aRG_BY_qRG_up
Orc6,aRG_BY_qRG_up
Otpb,aRG_BY_qRG_up
Otx1A,aRG_BY_qRG_up
Palb2,aRG_BY_qRG_up
Pcna,aRG_BY_qRG_up
Pdgfaa,aRG_BY_qRG_up
Phf19,aRG_BY_qRG_up
Plk1,aRG_BY_qRG_up
Plk4,aRG_BY_qRG_up
Plppr3A,aRG_BY_qRG_up
Plxna2,aRG_BY_qRG_up
Podxl,aRG_BY_qRG_up
Pola2,aRG_BY_qRG_up
Pold1,aRG_BY_qRG_up
Pole,aRG_BY_qRG_up
Pou3F3B,aRG_BY_qRG_up
Ppp1R14Ba,aRG_BY_qRG_up
Prdm8B,aRG_BY_qRG_up
Primpol,aRG_BY_qRG_up
Pskh1,aRG_BY_qRG_up
Psmc3Ip,aRG_BY_qRG_up
Raver1,aRG_BY_qRG_up
Rcor2,aRG_BY_qRG_up
Rfc2,aRG_BY_qRG_up
Rpa3,aRG_BY_qRG_up
Rrm1,aRG_BY_qRG_up
Rrm2,aRG_BY_qRG_up
Rspo3,aRG_BY_qRG_up
Rx1,aRG_BY_qRG_up
Samd11,aRG_BY_qRG_up
Scrt2,aRG_BY_qRG_up
Sdprb,aRG_BY_qRG_up
Shdb,aRG_BY_qRG_up
Shisa3,aRG_BY_qRG_up
Si:Ch211-163L21.4,aRG_BY_qRG_up
Si:Ch211-183D21.1,aRG_BY_qRG_up
Si:Ch211-222L21.1,aRG_BY_qRG_up
Si:Ch211-22D5.2,aRG_BY_qRG_up
Si:Ch211-237C6.4,aRG_BY_qRG_up
Si:Ch211-266I6.3,aRG_BY_qRG_up
Si:Ch211-266K8.4,aRG_BY_qRG_up
Si:Ch211-288G17.3,aRG_BY_qRG_up
Si:Ch211-69G19.2,aRG_BY_qRG_up
Si:Ch73-21G5.7,aRG_BY_qRG_up
Si:Dkey-117N7.5,aRG_BY_qRG_up
Si:Dkey-261H17.1,aRG_BY_qRG_up
Si:Dkey-38P12.3,aRG_BY_qRG_up
Si:Dkey-51A16.9,aRG_BY_qRG_up
Si:Dkey-57A22.11,aRG_BY_qRG_up
Si:Dkey-6I22.5,aRG_BY_qRG_up
Si:Dkeyp-117H8.4,aRG_BY_qRG_up
Slc16A4,aRG_BY_qRG_up
Slc29A2,aRG_BY_qRG_up
Slc38A5B,aRG_BY_qRG_up
Slc43A1A,aRG_BY_qRG_up
Slx4Ip,aRG_BY_qRG_up
Smo,aRG_BY_qRG_up
Snai3,aRG_BY_qRG_up
Spc25,aRG_BY_qRG_up
Spsb4A,aRG_BY_qRG_up
Ssrp1A,aRG_BY_qRG_up
St5,aRG_BY_qRG_up
St8Sia2,aRG_BY_qRG_up
Stab2,aRG_BY_qRG_up
Stmn1A,aRG_BY_qRG_up
Tbr1B,aRG_BY_qRG_up
Tesca,aRG_BY_qRG_up
Tfap2A,aRG_BY_qRG_up
Tfdp2,aRG_BY_qRG_up
Thbs3A,aRG_BY_qRG_up
Tmsb,aRG_BY_qRG_up
Tnfrsf19,aRG_BY_qRG_up
Top2A,aRG_BY_qRG_up
Tp53Inp2,aRG_BY_qRG_up
Tpx2,aRG_BY_qRG_up
Trip13,aRG_BY_qRG_up
Tuba1A,aRG_BY_qRG_up
Tuba1B,aRG_BY_qRG_up
Tubb5,aRG_BY_qRG_up
Tyms,aRG_BY_qRG_up
Ube2T,aRG_BY_qRG_up
Vim,aRG_BY_qRG_up
Whsc1,aRG_BY_qRG_up
Wif1,aRG_BY_qRG_up
Wu:Fc66H01,aRG_BY_qRG_up
Zgc:110425,aRG_BY_qRG_up
Zgc:110796,aRG_BY_qRG_up
Zgc:153405,aRG_BY_qRG_up
Zgc:158659,aRG_BY_qRG_up
Zgc:55461,aRG_BY_qRG_up
Zwilch,aRG_BY_qRG_up
Aanat2,qRP_BY_aNP_up
Aatka,qRP_BY_aNP_up
Abca1B,qRP_BY_aNP_up
Abcc5,qRP_BY_aNP_up
Abhd12,qRP_BY_aNP_up
Abhd3,qRP_BY_aNP_up
Abtb2B,qRP_BY_aNP_up
Acaa1,qRP_BY_aNP_up
Acaca,qRP_BY_aNP_up
Ache,qRP_BY_aNP_up
Acsl4B,qRP_BY_aNP_up
Add3A,qRP_BY_aNP_up
Adgrb1B,qRP_BY_aNP_up
Adgrg3,qRP_BY_aNP_up
Adprh,qRP_BY_aNP_up
Agpat3,qRP_BY_aNP_up
Agtrap,qRP_BY_aNP_up
Ak3,qRP_BY_aNP_up
Ak4,qRP_BY_aNP_up
Ak5,qRP_BY_aNP_up
Aldh3A2A,qRP_BY_aNP_up
Aldh8A1,qRP_BY_aNP_up
Aldocb,qRP_BY_aNP_up
Alox12,qRP_BY_aNP_up
Alox5Ap,qRP_BY_aNP_up
Angptl4,qRP_BY_aNP_up
Antxr1C,qRP_BY_aNP_up
Anxa13,qRP_BY_aNP_up
Anxa3B,qRP_BY_aNP_up
Anxa6,qRP_BY_aNP_up
Aoc2,qRP_BY_aNP_up
Ap1M3,qRP_BY_aNP_up
Ap1S3B,qRP_BY_aNP_up
Aplnra,qRP_BY_aNP_up
Aplnrb,qRP_BY_aNP_up
Aplp2,qRP_BY_aNP_up
Apoc1L,qRP_BY_aNP_up
Apoeb,qRP_BY_aNP_up
Apol1,qRP_BY_aNP_up
Aqp7,qRP_BY_aNP_up
Arhgap42A,qRP_BY_aNP_up
Arhgef16,qRP_BY_aNP_up
Arl4D,qRP_BY_aNP_up
Asah1B,qRP_BY_aNP_up
Asb5B,qRP_BY_aNP_up
Asph,qRP_BY_aNP_up
Asrgl1,qRP_BY_aNP_up
Astn1,qRP_BY_aNP_up
Atcaya,qRP_BY_aNP_up
Atf3,qRP_BY_aNP_up
Atf5B,qRP_BY_aNP_up
Atox1,qRP_BY_aNP_up
Atp1A1B,qRP_BY_aNP_up
Atp1B4,qRP_BY_aNP_up
Atp2B3B,qRP_BY_aNP_up
Atp6Ap1B,qRP_BY_aNP_up
Atp6Ap2,qRP_BY_aNP_up
Atp6V0B,qRP_BY_aNP_up
Atp6V0Ca,qRP_BY_aNP_up
Atp6V0D1,qRP_BY_aNP_up
Atp6V1Ab,qRP_BY_aNP_up
Atp6V1Ba,qRP_BY_aNP_up
Atp6V1C1A,qRP_BY_aNP_up
Atp6V1E1B,qRP_BY_aNP_up
Atp6V1F,qRP_BY_aNP_up
Atp6V1H,qRP_BY_aNP_up
B3Gat2,qRP_BY_aNP_up
Bambia,qRP_BY_aNP_up
Bckdhbl,qRP_BY_aNP_up
Bcl2B,qRP_BY_aNP_up
Bcl6Ab,qRP_BY_aNP_up
Bet1L,qRP_BY_aNP_up
Bicc1B,qRP_BY_aNP_up
Bmp2A,qRP_BY_aNP_up
Bnip4,qRP_BY_aNP_up
Boc,qRP_BY_aNP_up
Brf1A,qRP_BY_aNP_up
Bri3,qRP_BY_aNP_up
Bsg,qRP_BY_aNP_up
Btbd6A,qRP_BY_aNP_up
Btg2,qRP_BY_aNP_up
C1Qb,qRP_BY_aNP_up
