Gene,Category,sample_1,sample_2,value_1_tap,value_2_qnp,FC5
Rps6ka4,qnpBYtap_FC5_,tap,qnp,0.479226,9.32923,19.46728683
Hps6,qnpBYtap_FC5_,tap,qnp,0.483159,9.39172,19.43815597
Sec22a,qnpBYtap_FC5_,tap,qnp,0.658984,12.8092,19.43780122
Pold4,qnpBYtap_FC5_,tap,qnp,2.26335,43.971,19.42739744
Nt5m,qnpBYtap_FC5_,tap,qnp,0.485513,9.41968,19.40149903
Dgki,qnpBYtap_FC5_,tap,qnp,0.053474,1.03584,19.37090923
Arsg,qnpBYtap_FC5_,tap,qnp,2.08035,40.2256,19.33597712
Wdr81,qnpBYtap_FC5_,tap,qnp,0.711476,13.7431,19.31632269
Nrp2,qnpBYtap_FC5_,tap,qnp,0.726129,14.0188,19.30621143
Map3k11,qnpBYtap_FC5_,tap,qnp,1.65024,31.822,19.28325577
Scn5a,qnpBYtap_FC5_,tap,qnp,0.0165098,0.318313,19.28024567
Cpped1,qnpBYtap_FC5_,tap,qnp,0.658489,12.6729,19.24542399
Slc25a11,qnpBYtap_FC5_,tap,qnp,6.11038,117.278,19.19324166
Ctf1,qnpBYtap_FC5_,tap,qnp,0.268585,5.1536,19.18796657
LOC102556347,qnpBYtap_FC5_,tap,qnp,0.364967,7.00078,19.18195344
Dll3,qnpBYtap_FC5_,tap,qnp,0.0829814,1.59151,19.17911725
Fosb,qnpBYtap_FC5_,tap,qnp,0.288767,5.5356,19.16978048
Trim3,qnpBYtap_FC5_,tap,qnp,1.86644,35.6226,19.08585328
Cpt1c,qnpBYtap_FC5_,tap,qnp,0.993978,18.9643,19.07919491
Pitpnm1,qnpBYtap_FC5_,tap,qnp,1.06927,20.38,19.05973234
Fzd2,qnpBYtap_FC5_,tap,qnp,1.69138,32.1996,19.03747236
Abca3,qnpBYtap_FC5_,tap,qnp,1.02822,19.5591,19.02229095
Slc16a13,qnpBYtap_FC5_,tap,qnp,0.425001,8.07297,18.99517883
AABR07037451.2,qnpBYtap_FC5_,tap,qnp,0.428527,8.13429,18.9819778
Acadvl,qnpBYtap_FC5_,tap,qnp,6.71585,127.464,18.97957816
Fbxo46,qnpBYtap_FC5_,tap,qnp,0.662572,12.4936,18.85621487
RGD1309036,qnpBYtap_FC5_,tap,qnp,0.109616,2.05945,18.78785944
Znhit2,qnpBYtap_FC5_,tap,qnp,0.803859,15.0869,18.76809241
Lynx1,qnpBYtap_FC5_,tap,qnp,0.0274932,0.514598,18.71728282
Kcnj2,qnpBYtap_FC5_,tap,qnp,0.0708253,1.322,18.66564632
Pcnx3,qnpBYtap_FC5_,tap,qnp,1.24194,23.1778,18.66257629
Wipf2,qnpBYtap_FC5_,tap,qnp,0.903233,16.7716,18.56840926
Rogdi,qnpBYtap_FC5_,tap,qnp,3.66688,68.0586,18.56035649
Ggn,qnpBYtap_FC5_,tap,qnp,0.137596,2.5534,18.5572255
LOC100911685,qnpBYtap_FC5_,tap,qnp,0.937396,17.3402,18.49826541
Bckdha,qnpBYtap_FC5_,tap,qnp,5.54977,102.642,18.49482051
Pmp22,qnpBYtap_FC5_,tap,qnp,14.6222,270.268,18.48340195
AABR07066700.1,qnpBYtap_FC5_,tap,qnp,0.0728286,1.3402,18.40211126
Rabac1,qnpBYtap_FC5_,tap,qnp,6.13953,112.979,18.40189721
NEWGENE_1310680,qnpBYtap_FC5_,tap,qnp,0.3543,6.48671,18.30852385
Shpk,qnpBYtap_FC5_,tap,qnp,0.453994,8.30384,18.2906382
Trim34,qnpBYtap_FC5_,tap,qnp,2.43278,44.2329,18.18203866
Wdr73,qnpBYtap_FC5_,tap,qnp,1.53513,27.8244,18.12510993
Dkk3,qnpBYtap_FC5_,tap,qnp,0.0814924,1.47434,18.09174843
Car5b,qnpBYtap_FC5_,tap,qnp,0.076119,1.37691,18.08891341
Celf3,qnpBYtap_FC5_,tap,qnp,0.0875537,1.58217,18.07085252
Ceacam1,qnpBYtap_FC5_,tap,qnp,0.704907,12.7156,18.03869163
AABR07002969.1,qnpBYtap_FC5_,tap,qnp,5.75924,103.873,18.03588668
Hs3st3b1,qnpBYtap_FC5_,tap,qnp,0.330873,5.9606,18.014767
Sorcs1,qnpBYtap_FC5_,tap,qnp,0.686873,12.2942,17.89879643
Myof,qnpBYtap_FC5_,tap,qnp,3.41352,61.0231,17.87688369
Ltbp1,qnpBYtap_FC5_,tap,qnp,0.193399,3.44572,17.81663814
Tbx10,qnpBYtap_FC5_,tap,qnp,0.135883,2.41147,17.74666441
Pgm5,qnpBYtap_FC5_,tap,qnp,0.0695329,1.23289,17.73103092
Bicra,qnpBYtap_FC5_,tap,qnp,0.955957,16.8753,17.65278145
Samd4b,qnpBYtap_FC5_,tap,qnp,5.84365,103.057,17.63572425
Baiap3,qnpBYtap_FC5_,tap,qnp,0.161496,2.84191,17.59740179
B3gat3,qnpBYtap_FC5_,tap,qnp,8.76254,153.38,17.50405704
Arrdc4,qnpBYtap_FC5_,tap,qnp,0.786089,13.7476,17.48860498
Smtnl2,qnpBYtap_FC5_,tap,qnp,0.452123,7.90504,17.48426866
Rara,qnpBYtap_FC5_,tap,qnp,7.37805,128.865,17.46599711
Slc39a11,qnpBYtap_FC5_,tap,qnp,0.564278,9.85311,17.46144631
Dysf,qnpBYtap_FC5_,tap,qnp,0.0159138,0.277805,17.45686134
Bles03,qnpBYtap_FC5_,tap,qnp,3.19426,55.3687,17.33381127
Kalrn,qnpBYtap_FC5_,tap,qnp,0.868798,15.0515,17.32451042
Cfap100,qnpBYtap_FC5_,tap,qnp,0.111547,1.93134,17.31413664
Lgals3bp,qnpBYtap_FC5_,tap,qnp,83.8015,1447.56,17.27367649
Ap3b2,qnpBYtap_FC5_,tap,qnp,1.2165,20.9731,17.2405261
Snap47,qnpBYtap_FC5_,tap,qnp,1.19574,20.6035,17.2307525
Trim41,qnpBYtap_FC5_,tap,qnp,2.44037,41.832,17.14166294
Zswim7,qnpBYtap_FC5_,tap,qnp,0.780408,13.372,17.13462702
Cpxm2,qnpBYtap_FC5_,tap,qnp,0.0413646,0.708214,17.12125827
Grn,qnpBYtap_FC5_,tap,qnp,54.015,921.345,17.05720633
Pdk2,qnpBYtap_FC5_,tap,qnp,7.59913,128.66,16.93088551
Rnh1,qnpBYtap_FC5_,tap,qnp,7.9542,134.465,16.90490558
Pdcd2l,qnpBYtap_FC5_,tap,qnp,1.27619,21.5538,16.88917794
H2afj,qnpBYtap_FC5_,tap,qnp,0.604745,10.186,16.84346295
Scarf2,qnpBYtap_FC5_,tap,qnp,0.0959351,1.59703,16.64698322
Aox1,qnpBYtap_FC5_,tap,qnp,0.0725915,1.20377,16.58279551
Aldoc,qnpBYtap_FC5_,tap,qnp,104.001,1720.6,16.54407169
Sertad1,qnpBYtap_FC5_,tap,qnp,1.71529,28.3527,16.52939153
Maml1,qnpBYtap_FC5_,tap,qnp,1.68627,27.8578,16.52036744
Relb,qnpBYtap_FC5_,tap,qnp,0.356862,5.88725,16.49727346
Tpp1,qnpBYtap_FC5_,tap,qnp,13.0228,214.581,16.47733206
PVR,qnpBYtap_FC5_,tap,qnp,1.24933,20.5482,16.44737579
Syt3,qnpBYtap_FC5_,tap,qnp,0.593336,9.75038,16.43315086
Fam122a,qnpBYtap_FC5_,tap,qnp,3.13283,51.3745,16.39875129
Nfkb2,qnpBYtap_FC5_,tap,qnp,1.57655,25.8437,16.39256605
Mpg,qnpBYtap_FC5_,tap,qnp,0.865973,14.1825,16.3775314
Mfsd13a,qnpBYtap_FC5_,tap,qnp,0.672038,10.9986,16.36603883
Ovol1,qnpBYtap_FC5_,tap,qnp,0.0399875,0.654394,16.36496405
RF00586,qnpBYtap_FC5_,tap,qnp,71.0778,1160.73,16.3304154
Igfbp2,qnpBYtap_FC5_,tap,qnp,1.40973,22.9476,16.27801068
Zbtb45,qnpBYtap_FC5_,tap,qnp,1.68741,27.4244,16.25236309
Engase,qnpBYtap_FC5_,tap,qnp,0.181752,2.95323,16.24867952
Pdlim4,qnpBYtap_FC5_,tap,qnp,0.791915,12.8527,16.22989841
Nudt8,qnpBYtap_FC5_,tap,qnp,0.795392,12.9032,16.22244126
Fhod3,qnpBYtap_FC5_,tap,qnp,0.0468565,0.759413,16.20720711
Kctd11,qnpBYtap_FC5_,tap,qnp,0.572611,9.25362,16.1603951
Ccdc97,qnpBYtap_FC5_,tap,qnp,5.18087,83.5947,16.135263
AABR07000452.1,qnpBYtap_FC5_,tap,qnp,0.0588758,0.948815,16.11553474
Tmem252,qnpBYtap_FC5_,tap,qnp,0.109307,1.75395,16.04609037
Wdr24,qnpBYtap_FC5_,tap,qnp,0.673656,10.7977,16.02850713
Polg2,qnpBYtap_FC5_,tap,qnp,0.433567,6.94443,16.01697085
Ech1,qnpBYtap_FC5_,tap,qnp,31.9226,511.095,16.01044401
Rbm20,qnpBYtap_FC5_,tap,qnp,0.46522,7.44459,16.00229999
Hexim1,qnpBYtap_FC5_,tap,qnp,13.402,213.639,15.94082973
Atxn7l3,qnpBYtap_FC5_,tap,qnp,2.3691,37.748,15.93347685
Cnih2,qnpBYtap_FC5_,tap,qnp,2.68062,42.692,15.92616633
AABR07072236.1,qnpBYtap_FC5_,tap,qnp,6.62664,104.591,15.78341362
Eml1,qnpBYtap_FC5_,tap,qnp,0.0467463,0.73705,15.76702327
Nrxn2,qnpBYtap_FC5_,tap,qnp,1.1686,18.4082,15.75235324
Mical2,qnpBYtap_FC5_,tap,qnp,0.636211,10.0051,15.72607201
G6pc3,qnpBYtap_FC5_,tap,qnp,5.52953,86.9209,15.71940111
Kmt2b,qnpBYtap_FC5_,tap,qnp,1.17115,18.3789,15.69303676
Nploc4,qnpBYtap_FC5_,tap,qnp,3.09945,48.5427,15.66171418
Ctsf,qnpBYtap_FC5_,tap,qnp,4.36974,68.4374,15.66166408
Snx29,qnpBYtap_FC5_,tap,qnp,0.45118,7.06229,15.65293231
Brms1,qnpBYtap_FC5_,tap,qnp,2.366,37.0298,15.65080304
Col18a1,qnpBYtap_FC5_,tap,qnp,0.101931,1.59339,15.63204521
Cst6,qnpBYtap_FC5_,tap,qnp,0.190118,2.96358,15.58810844
Flt1,qnpBYtap_FC5_,tap,qnp,0.0287203,0.447624,15.58563107
Fmnl1,qnpBYtap_FC5_,tap,qnp,0.138426,2.15506,15.56831809
Filip1l,qnpBYtap_FC5_,tap,qnp,18.8617,293.034,15.5359273
Trpt1,qnpBYtap_FC5_,tap,qnp,0.149549,2.32014,15.51424617
Klhl25,qnpBYtap_FC5_,tap,qnp,1.97521,30.6408,15.51267966
AABR07002065.2,qnpBYtap_FC5_,tap,qnp,0.222368,3.43837,15.46252159
Aldh16a1,qnpBYtap_FC5_,tap,qnp,1.66633,25.7565,15.45702232
Dock5,qnpBYtap_FC5_,tap,qnp,0.369504,5.70421,15.43747835
Wrap53,qnpBYtap_FC5_,tap,qnp,1.86785,28.771,15.40327114
Fcgbpl1,qnpBYtap_FC5_,tap,qnp,0.0130823,0.201503,15.40271971
Dynll2,qnpBYtap_FC5_,tap,qnp,5.60365,86.2878,15.39849919
Rnasek,qnpBYtap_FC5_,tap,qnp,45.5467,700.725,15.38475894
Fam173a,qnpBYtap_FC5_,tap,qnp,0.592386,9.10058,15.36258453
Galk1,qnpBYtap_FC5_,tap,qnp,3.75257,57.6098,15.35209203
Ramp2,qnpBYtap_FC5_,tap,qnp,42.521,652.743,15.35107359
Mgat1,qnpBYtap_FC5_,tap,qnp,2.36841,36.3417,15.34434494
Cant1,qnpBYtap_FC5_,tap,qnp,2.24292,34.4124,15.34267829
Mien1,qnpBYtap_FC5_,tap,qnp,1.14198,17.5162,15.33844726
NEWGENE_1306399,qnpBYtap_FC5_,tap,qnp,0.0273276,0.418983,15.33186229
Ano5,qnpBYtap_FC5_,tap,qnp,0.0438696,0.66917,15.25361526
Fbxl15,qnpBYtap_FC5_,tap,qnp,0.376513,5.74188,15.25015073
Macrod1,qnpBYtap_FC5_,tap,qnp,0.905728,13.7764,15.21030596
Tmem100,qnpBYtap_FC5_,tap,qnp,4.75394,72.1767,15.18250125
Herc2,qnpBYtap_FC5_,tap,qnp,4.17129,62.8642,15.07068557
Anks3,qnpBYtap_FC5_,tap,qnp,0.976683,14.7188,15.07019166
LOC100909725,qnpBYtap_FC5_,tap,qnp,0.60356,9.06321,15.01625356
Dpysl4,qnpBYtap_FC5_,tap,qnp,4.11475,61.6797,14.98990218
Shroom3,qnpBYtap_FC5_,tap,qnp,0.0384548,0.575401,14.96304753
AABR07028970.2,qnpBYtap_FC5_,tap,qnp,2.1554,32.248,14.96149207
Prx,qnpBYtap_FC5_,tap,qnp,0.221958,3.31615,14.94043918
Vamp2,qnpBYtap_FC5_,tap,qnp,9.09716,135.715,14.91839211
Ceacam18,qnpBYtap_FC5_,tap,qnp,0.237249,3.53476,14.89894583
Kctd2,qnpBYtap_FC5_,tap,qnp,1.53645,22.8873,14.89622181
Tnfsf13,qnpBYtap_FC5_,tap,qnp,1.26587,18.8388,14.8820969
Tmem223,qnpBYtap_FC5_,tap,qnp,10.3522,153.954,14.87162149
C1ql1,qnpBYtap_FC5_,tap,qnp,7.92046,117.355,14.81668994
Dyrk1b,qnpBYtap_FC5_,tap,qnp,2.77187,41.0687,14.81624319
Cd44,qnpBYtap_FC5_,tap,qnp,27.8388,412.128,14.80408638
Ntn4,qnpBYtap_FC5_,tap,qnp,1.08066,15.9831,14.79012825
Itga1,qnpBYtap_FC5_,tap,qnp,0.546211,8.07669,14.78675823
Mdga1,qnpBYtap_FC5_,tap,qnp,0.061086,0.903262,14.78672691
Armc5,qnpBYtap_FC5_,tap,qnp,1.59369,23.555,14.78016427
Itgb3,qnpBYtap_FC5_,tap,qnp,0.0936237,1.38288,14.77061898
Smarcd2,qnpBYtap_FC5_,tap,qnp,5.56867,82.2389,14.76814033
Scara5,qnpBYtap_FC5_,tap,qnp,0.0825034,1.21812,14.76448243
Ift140,qnpBYtap_FC5_,tap,qnp,1.38499,20.4441,14.76118961
Nrip3,qnpBYtap_FC5_,tap,qnp,1.62151,23.9264,14.75562901
Zfp324,qnpBYtap_FC5_,tap,qnp,0.742113,10.9451,14.74856255
Axl,qnpBYtap_FC5_,tap,qnp,8.05913,118.661,14.72379773
Proca1,qnpBYtap_FC5_,tap,qnp,0.528235,7.77713,14.72286009
Zbtb3,qnpBYtap_FC5_,tap,qnp,0.562677,8.27214,14.70140063
Cemip2,qnpBYtap_FC5_,tap,qnp,3.2045,47.084,14.69308785
Spon1,qnpBYtap_FC5_,tap,qnp,23.1169,339.631,14.69189208
Timmdc1,qnpBYtap_FC5_,tap,qnp,6.22912,91.1894,14.63921068
Ilk,qnpBYtap_FC5_,tap,qnp,18.9098,276.706,14.63294165
Man2a2,qnpBYtap_FC5_,tap,qnp,5.71783,83.59,14.61918245
Best1,qnpBYtap_FC5_,tap,qnp,0.594402,8.67868,14.60069111
Rela,qnpBYtap_FC5_,tap,qnp,14.3187,208.503,14.56158729
Hspb7,qnpBYtap_FC5_,tap,qnp,0.113949,1.65399,14.51517784
Cp,qnpBYtap_FC5_,tap,qnp,0.229484,3.31818,14.45930871
Efnb3,qnpBYtap_FC5_,tap,qnp,0.101741,1.4661,14.41011981
Mesd,qnpBYtap_FC5_,tap,qnp,19.1901,275.765,14.37017004
Kcnj11,qnpBYtap_FC5_,tap,qnp,0.0705653,1.01377,14.36640955
Wbp2,qnpBYtap_FC5_,tap,qnp,42.2924,604.624,14.29628018
Olfml2a,qnpBYtap_FC5_,tap,qnp,1.59547,22.7272,14.24483068
Tgfb1i1,qnpBYtap_FC5_,tap,qnp,0.116957,1.6658,14.24284139
Grik5,qnpBYtap_FC5_,tap,qnp,1.44719,20.6108,14.24194473
Atf5,qnpBYtap_FC5_,tap,qnp,15.7056,223.057,14.20238641
Cavin3,qnpBYtap_FC5_,tap,qnp,2.81351,39.8566,14.16614833
Rtl3,qnpBYtap_FC5_,tap,qnp,0.427494,6.04844,14.14859624
Cd14,qnpBYtap_FC5_,tap,qnp,0.0698387,0.987414,14.13849341
Lrp3,qnpBYtap_FC5_,tap,qnp,1.87422,26.0672,13.90829252
Lin37,qnpBYtap_FC5_,tap,qnp,12.7674,177.4,13.89476323
Pdlim1,qnpBYtap_FC5_,tap,qnp,21.9506,304.833,13.8872286
Rbm42,qnpBYtap_FC5_,tap,qnp,6.55267,90.9883,13.88568324
Actn4,qnpBYtap_FC5_,tap,qnp,31.8306,441.067,13.85669764
Cfap43,qnpBYtap_FC5_,tap,qnp,0.198385,2.74537,13.83859667
Shkbp1,qnpBYtap_FC5_,tap,qnp,3.47745,48.1017,13.83246344
LOC103690017,qnpBYtap_FC5_,tap,qnp,0.02554,0.353172,13.82819107
Ldb3,qnpBYtap_FC5_,tap,qnp,0.0435704,0.602493,13.82803463
Ubtd1,qnpBYtap_FC5_,tap,qnp,0.626715,8.64762,13.79832938
Aspa,qnpBYtap_FC5_,tap,qnp,2.85065,39.1917,13.7483381
Kif26b,qnpBYtap_FC5_,tap,qnp,0.053769,0.739099,13.74582008
Tmem132a,qnpBYtap_FC5_,tap,qnp,9.77406,134.326,13.74311187
Mia,qnpBYtap_FC5_,tap,qnp,1.20091,16.4957,13.7360002
Mpp2,qnpBYtap_FC5_,tap,qnp,2.06382,28.3206,13.72241765
Dhrs11,qnpBYtap_FC5_,tap,qnp,2.04379,28.0163,13.70801305
Reln,qnpBYtap_FC5_,tap,qnp,0.061999,0.848984,13.69351119
Arf2,qnpBYtap_FC5_,tap,qnp,2.01585,27.5881,13.68559169
Plscr3,qnpBYtap_FC5_,tap,qnp,14.6399,200.218,13.67618631
Nlrp10,qnpBYtap_FC5_,tap,qnp,0.0299571,0.409359,13.66484072
Myo18a,qnpBYtap_FC5_,tap,qnp,3.9548,54.0399,13.66438252
Galnt10,qnpBYtap_FC5_,tap,qnp,4.942,67.4767,13.65372319
AABR07005838.1,qnpBYtap_FC5_,tap,qnp,1.6134,22.0201,13.64825834
Fads3,qnpBYtap_FC5_,tap,qnp,6.3634,86.6791,13.62150737
LOC108348151,qnpBYtap_FC5_,tap,qnp,0.863294,11.7574,13.61923053
Snf8,qnpBYtap_FC5_,tap,qnp,18.5092,251.427,13.58389342
RF00424,qnpBYtap_FC5_,tap,qnp,21.6425,293.771,13.57380155
Fibp,qnpBYtap_FC5_,tap,qnp,12.7838,173.15,13.54448599
Col5a1,qnpBYtap_FC5_,tap,qnp,0.808023,10.9217,13.51657069
Sstr2,qnpBYtap_FC5_,tap,qnp,0.108622,1.46687,13.50435455
Nanos1,qnpBYtap_FC5_,tap,qnp,0.207964,2.8066,13.49560501
Chrna1,qnpBYtap_FC5_,tap,qnp,0.0632121,0.852208,13.48172264
AABR07007068.1,qnpBYtap_FC5_,tap,qnp,3.8134,51.2831,13.44813028
Sox15,qnpBYtap_FC5_,tap,qnp,0.220984,2.96871,13.43404952
Phyhd1,qnpBYtap_FC5_,tap,qnp,0.102648,1.37742,13.41886837
Cyp1b1,qnpBYtap_FC5_,tap,qnp,0.866548,11.6181,13.40733577
Slc35g3,qnpBYtap_FC5_,tap,qnp,0.294611,3.94666,13.39617326
Alcam,qnpBYtap_FC5_,tap,qnp,14.5113,194.27,13.38749802
Trim16,qnpBYtap_FC5_,tap,qnp,0.724835,9.69918,13.38122469
Ric3,qnpBYtap_FC5_,tap,qnp,0.843745,11.2853,13.37524963
AC094647.2,qnpBYtap_FC5_,tap,qnp,0.112198,1.49935,13.36342894
Lmln,qnpBYtap_FC5_,tap,qnp,0.376446,5.02921,13.35971162
Scg2,qnpBYtap_FC5_,tap,qnp,0.137729,1.83844,13.34824184
Naglu,qnpBYtap_FC5_,tap,qnp,0.852158,11.371,13.34376958
Lzts2,qnpBYtap_FC5_,tap,qnp,4.80278,63.9077,13.30639754
Irf2bp1,qnpBYtap_FC5_,tap,qnp,1.48848,19.7938,13.29799527
Lrrc71,qnpBYtap_FC5_,tap,qnp,0.0406238,0.539556,13.28177078
Sergef,qnpBYtap_FC5_,tap,qnp,0.944004,12.5319,13.27526155
LOC100911766,qnpBYtap_FC5_,tap,qnp,0.351635,4.66332,13.26181978
AABR07007000.1,qnpBYtap_FC5_,tap,qnp,20.1016,266.232,13.24431886
Il4i1,qnpBYtap_FC5_,tap,qnp,0.239728,3.16699,13.21076387
Pelp1,qnpBYtap_FC5_,tap,qnp,6.77912,89.527,13.20628636
Cadm4,qnpBYtap_FC5_,tap,qnp,23.4268,309.354,13.20513258
Sdc4,qnpBYtap_FC5_,tap,qnp,0.265355,3.49791,13.18200147
Bax,qnpBYtap_FC5_,tap,qnp,14.593,192.226,13.17247996
Dpcd,qnpBYtap_FC5_,tap,qnp,5.58244,73.5241,13.17060282
Folh1,qnpBYtap_FC5_,tap,qnp,0.106837,1.40678,13.16753559
Fbxw10,qnpBYtap_FC5_,tap,qnp,0.175193,2.30309,13.14601611
Rab40c,qnpBYtap_FC5_,tap,qnp,0.588878,7.72881,13.12463702
Eif3f,qnpBYtap_FC5_,tap,qnp,21.3922,280.353,13.10538421
Tubd1,qnpBYtap_FC5_,tap,qnp,0.681636,8.92064,13.08710221
Scaf1,qnpBYtap_FC5_,tap,qnp,7.23234,94.5759,13.07680502
Slx1b,qnpBYtap_FC5_,tap,qnp,0.965764,12.6271,13.07472633
Map3k3,qnpBYtap_FC5_,tap,qnp,1.98607,25.9558,13.06892506
Tmem17,qnpBYtap_FC5_,tap,qnp,0.04998,0.652964,13.0645058
Efna4,qnpBYtap_FC5_,tap,qnp,0.110123,1.43752,13.05376715
Ier3,qnpBYtap_FC5_,tap,qnp,3.117,40.6816,13.0515239
Pnkp,qnpBYtap_FC5_,tap,qnp,2.3733,30.899,13.01942443
Nubp2,qnpBYtap_FC5_,tap,qnp,6.94591,90.3944,13.01404712
Ankrd42,qnpBYtap_FC5_,tap,qnp,1.33071,17.3078,13.00644017
Map6,qnpBYtap_FC5_,tap,qnp,7.95191,103.359,12.99800928
Izumo1,qnpBYtap_FC5_,tap,qnp,0.416705,5.39427,12.94505705
Ube2z,qnpBYtap_FC5_,tap,qnp,6.11919,79.1988,12.9426934
Entpd7,qnpBYtap_FC5_,tap,qnp,0.506224,6.54702,12.9330494
Cfap298,qnpBYtap_FC5_,tap,qnp,7.0924,91.4695,12.89683323
Stat5a,qnpBYtap_FC5_,tap,qnp,1.36589,17.6149,12.89628008
Tmem98,qnpBYtap_FC5_,tap,qnp,4.17129,53.7787,12.89258239
Mtus2,qnpBYtap_FC5_,tap,qnp,0.0583196,0.75119,12.88057531
Abca8a,qnpBYtap_FC5_,tap,qnp,12.327,158.522,12.85973878
Cyb5d1,qnpBYtap_FC5_,tap,qnp,2.15737,27.6694,12.82552367
Faap24,qnpBYtap_FC5_,tap,qnp,0.832809,10.6107,12.74085655
Gatd1,qnpBYtap_FC5_,tap,qnp,1.47055,18.7212,12.730747
Napa,qnpBYtap_FC5_,tap,qnp,21.9342,279.051,12.72218727
Myo7a,qnpBYtap_FC5_,tap,qnp,0.0147173,0.186794,12.69213782
Kndc1,qnpBYtap_FC5_,tap,qnp,0.0194537,0.246616,12.67707428
Pnma8b,qnpBYtap_FC5_,tap,qnp,3.62344,45.914,12.6713841
Adcy9,qnpBYtap_FC5_,tap,qnp,0.663858,8.40324,12.65818895
Kdm6b,qnpBYtap_FC5_,tap,qnp,3.1998,40.4064,12.62778924
Cadm2,qnpBYtap_FC5_,tap,qnp,0.466639,5.87815,12.59678252
Vps25,qnpBYtap_FC5_,tap,qnp,22.6854,285.757,12.59651582
Dusp1,qnpBYtap_FC5_,tap,qnp,8.8187,110.801,12.56432354
Capn15,qnpBYtap_FC5_,tap,qnp,0.371017,4.65828,12.55543547
Ltbp3,qnpBYtap_FC5_,tap,qnp,3.97065,49.8127,12.54522559
Rprml,qnpBYtap_FC5_,tap,qnp,0.709787,8.89078,12.52598315
LOC108348122,qnpBYtap_FC5_,tap,qnp,14.9508,186.933,12.50321053
Telo2,qnpBYtap_FC5_,tap,qnp,0.802984,10.0351,12.49726022
Ptdss2,qnpBYtap_FC5_,tap,qnp,2.55335,31.8749,12.48356081
Pih1d1,qnpBYtap_FC5_,tap,qnp,0.702635,8.76755,12.47810029
RF00003,qnpBYtap_FC5_,tap,qnp,6881.39,85694.3,12.45305091
Cntnap1,qnpBYtap_FC5_,tap,qnp,0.0757874,0.943474,12.4489559
AABR07034438.1,qnpBYtap_FC5_,tap,qnp,0.771052,9.59179,12.43987435
Smg6,qnpBYtap_FC5_,tap,qnp,1.153,14.3274,12.42619254
Ahr,qnpBYtap_FC5_,tap,qnp,0.495138,6.13563,12.39175745
Vom2r35,qnpBYtap_FC5_,tap,qnp,0.0466514,0.577377,12.37641314
Ankrd13b,qnpBYtap_FC5_,tap,qnp,4.43359,54.8201,12.36472024
Sqstm1,qnpBYtap_FC5_,tap,qnp,20.6124,254.8,12.36149114
Lgi1,qnpBYtap_FC5_,tap,qnp,0.0705661,0.872003,12.35725086
Paox,qnpBYtap_FC5_,tap,qnp,0.452898,5.59252,12.34829918
Itpkc,qnpBYtap_FC5_,tap,qnp,0.644325,7.95349,12.34391029
Eml3,qnpBYtap_FC5_,tap,qnp,1.32262,16.3204,12.33944746
Inppl1,qnpBYtap_FC5_,tap,qnp,10.4985,129.528,12.33776254
Abhd10,qnpBYtap_FC5_,tap,qnp,0.173513,2.13999,12.3333122
Fam222b,qnpBYtap_FC5_,tap,qnp,5.63017,69.3119,12.31080056
Nfkbib,qnpBYtap_FC5_,tap,qnp,6.80416,83.6273,12.29061339
Xaf1,qnpBYtap_FC5_,tap,qnp,5.49888,67.5008,12.27537244
Klf9,qnpBYtap_FC5_,tap,qnp,5.82792,71.4694,12.26327746
Prrt2,qnpBYtap_FC5_,tap,qnp,0.595675,7.28241,12.2254753
Cpt1a,qnpBYtap_FC5_,tap,qnp,12.1675,148.708,12.22173824
Entpd2,qnpBYtap_FC5_,tap,qnp,0.0603681,0.736181,12.19486782
RF00100,qnpBYtap_FC5_,tap,qnp,1.8828,22.9512,12.18992989
Stk10,qnpBYtap_FC5_,tap,qnp,1.74993,21.2378,12.13637117
Znf768,qnpBYtap_FC5_,tap,qnp,2.96513,35.921,12.11447727
Syne3,qnpBYtap_FC5_,tap,qnp,0.0828323,1.00063,12.08019094
Clec3b,qnpBYtap_FC5_,tap,qnp,0.389565,4.704,12.07500674
Crtac1,qnpBYtap_FC5_,tap,qnp,4.61622,55.6405,12.05326003
Itga5,qnpBYtap_FC5_,tap,qnp,0.2815,3.39175,12.04884547
Tbc1d10b,qnpBYtap_FC5_,tap,qnp,4.63127,55.7665,12.04129753
Ppp1r9b,qnpBYtap_FC5_,tap,qnp,14.6262,176.054,12.0368927
Fbxl19,qnpBYtap_FC5_,tap,qnp,1.80511,21.7046,12.02397638
Lrrc75a,qnpBYtap_FC5_,tap,qnp,7.95509,95.5807,12.01503691
Tmem101,qnpBYtap_FC5_,tap,qnp,6.08936,73.0719,11.99993103
Ptprt,qnpBYtap_FC5_,tap,qnp,0.0548597,0.658079,11.9956726
Cd81,qnpBYtap_FC5_,tap,qnp,125.308,1502.65,11.99165257
Nr1h2,qnpBYtap_FC5_,tap,qnp,14.1117,168.916,11.96992566
Esrra,qnpBYtap_FC5_,tap,qnp,1.89355,22.644,11.95849067
Il10rb,qnpBYtap_FC5_,tap,qnp,2.5256,30.1901,11.95363478
Pam16,qnpBYtap_FC5_,tap,qnp,21.2754,254.091,11.94294819
AABR07030544.1,qnpBYtap_FC5_,tap,qnp,0.294539,3.51724,11.94150859
Trim65,qnpBYtap_FC5_,tap,qnp,1.21857,14.5467,11.93751693
Cnnm2,qnpBYtap_FC5_,tap,qnp,2.17171,25.9111,11.93119708
