Gene,Category,sample_1,sample_2,value_1_tap,value_2_qnp,FC5
Sept3,tapBYqnp_FC5_,tap,qnp,63.9491,6.10152,10.4808474
Rcor1,tapBYqnp_FC5_,tap,qnp,71.5965,6.86126,10.43489097
Ankrd24,tapBYqnp_FC5_,tap,qnp,4.10333,0.393512,10.42745837
AABR07031494.1,tapBYqnp_FC5_,tap,qnp,15.6383,1.50064,10.421087
Slc25a12,tapBYqnp_FC5_,tap,qnp,76.7391,7.36599,10.41802935
Ormdl2,tapBYqnp_FC5_,tap,qnp,278.028,26.7547,10.39174425
Zfp563,tapBYqnp_FC5_,tap,qnp,20.548,1.9803,10.37620563
Rnf144a,tapBYqnp_FC5_,tap,qnp,28.2972,2.72914,10.36854101
Kcng4,tapBYqnp_FC5_,tap,qnp,1.46453,0.141307,10.36417163
Lyar,tapBYqnp_FC5_,tap,qnp,540.894,52.2821,10.34568237
Fam169a,tapBYqnp_FC5_,tap,qnp,5.00795,0.484362,10.33927104
Cplx2,tapBYqnp_FC5_,tap,qnp,33.6077,3.25202,10.33440754
Fsip2,tapBYqnp_FC5_,tap,qnp,0.0600533,0.00581275,10.33130618
Aven,tapBYqnp_FC5_,tap,qnp,72.5799,7.03034,10.3238108
Myo3b,tapBYqnp_FC5_,tap,qnp,0.596378,0.0580407,10.27516898
Fbxo5,tapBYqnp_FC5_,tap,qnp,91.2772,8.89671,10.25965778
Prorsd1,tapBYqnp_FC5_,tap,qnp,1.36859,0.133532,10.24915376
AABR07048463.2,tapBYqnp_FC5_,tap,qnp,7.95366,0.777092,10.23515877
AABR07058410.1,tapBYqnp_FC5_,tap,qnp,10.3979,1.0166,10.22811332
Rnf4,tapBYqnp_FC5_,tap,qnp,439.865,43.036,10.2208616
AABR07025757.1,tapBYqnp_FC5_,tap,qnp,88.9214,8.70669,10.21299713
Chn2,tapBYqnp_FC5_,tap,qnp,16.5581,1.62401,10.1958116
Dennd2c,tapBYqnp_FC5_,tap,qnp,1.92887,0.189293,10.18986439
Xpot,tapBYqnp_FC5_,tap,qnp,267.149,26.244,10.17943149
Pfkfb4,tapBYqnp_FC5_,tap,qnp,7.50801,0.740141,10.14402661
Pou3f1,tapBYqnp_FC5_,tap,qnp,1.69085,0.166687,10.14386245
Lonrf1,tapBYqnp_FC5_,tap,qnp,8.68503,0.857274,10.13098496
Ipo11,tapBYqnp_FC5_,tap,qnp,29.247,2.89035,10.11884374
LOC680227,tapBYqnp_FC5_,tap,qnp,3.79662,0.375945,10.09887085
Gpr155,tapBYqnp_FC5_,tap,qnp,12.4285,1.2322,10.08643077
AABR07039778.1,tapBYqnp_FC5_,tap,qnp,1.84314,0.182757,10.0851951
Pdgfra,tapBYqnp_FC5_,tap,qnp,40.4898,4.01573,10.08279939
AABR07068705.1,tapBYqnp_FC5_,tap,qnp,6.20699,0.617287,10.05527413
AABR07070046.1,tapBYqnp_FC5_,tap,qnp,22.6628,2.2553,10.04868532
Vom2r4,tapBYqnp_FC5_,tap,qnp,1.97212,0.196658,10.02817073
Camk2g,tapBYqnp_FC5_,tap,qnp,53.0873,5.30314,10.01054092
AABR07040936.1,tapBYqnp_FC5_,tap,qnp,43.2383,4.32678,9.993181997
Zfp362,tapBYqnp_FC5_,tap,qnp,83.0334,8.31168,9.989965927
Thoc1,tapBYqnp_FC5_,tap,qnp,134.258,13.4798,9.959940058
Hyls1,tapBYqnp_FC5_,tap,qnp,32.2151,3.24366,9.931712942
Ttc30a1,tapBYqnp_FC5_,tap,qnp,6.27579,0.631971,9.93050314
Net1,tapBYqnp_FC5_,tap,qnp,27.8879,2.83353,9.842105077
Ift81,tapBYqnp_FC5_,tap,qnp,80.2498,8.15951,9.835124903
Ncapd2,tapBYqnp_FC5_,tap,qnp,119.484,12.169,9.818719698
Rp1,tapBYqnp_FC5_,tap,qnp,0.128795,0.0131196,9.816991372
Midn,tapBYqnp_FC5_,tap,qnp,131.749,13.4282,9.811367123
Slc6a19,tapBYqnp_FC5_,tap,qnp,1.18568,0.121066,9.793666265
Blvra,tapBYqnp_FC5_,tap,qnp,85.0628,8.69073,9.787762363
Fam122b,tapBYqnp_FC5_,tap,qnp,0.563875,0.0579244,9.734671399
Selenon,tapBYqnp_FC5_,tap,qnp,591.789,60.806,9.732411275
Paip2,tapBYqnp_FC5_,tap,qnp,477.75,49.1288,9.724438618
AABR07001512.1,tapBYqnp_FC5_,tap,qnp,89.4121,9.1955,9.723462563
Phactr3,tapBYqnp_FC5_,tap,qnp,4.74091,0.488917,9.696758345
Nabp1,tapBYqnp_FC5_,tap,qnp,2.21522,0.228531,9.693302003
Gm9918,tapBYqnp_FC5_,tap,qnp,0.370192,0.0382143,9.687263668
Trmt10b,tapBYqnp_FC5_,tap,qnp,43.8335,4.52742,9.681783444
Hadhb,tapBYqnp_FC5_,tap,qnp,313.049,32.3363,9.681039575
AABR07021590.1,tapBYqnp_FC5_,tap,qnp,5.69759,0.58879,9.676777799
Nsd3,tapBYqnp_FC5_,tap,qnp,89.6688,9.27279,9.670099291
Nrgn,tapBYqnp_FC5_,tap,qnp,4.21617,0.436918,9.649796987
Mrto4,tapBYqnp_FC5_,tap,qnp,135.685,14.0616,9.649328668
Ttf1,tapBYqnp_FC5_,tap,qnp,10.7424,1.11578,9.627704386
AC124926.2,tapBYqnp_FC5_,tap,qnp,5.2391,0.544436,9.622985989
AABR07054362.1,tapBYqnp_FC5_,tap,qnp,15.9057,1.65396,9.616738011
Spata1,tapBYqnp_FC5_,tap,qnp,2.79764,0.290935,9.616031072
RGD1562608,tapBYqnp_FC5_,tap,qnp,31.4203,3.26915,9.611152746
Cndp1,tapBYqnp_FC5_,tap,qnp,12.7533,1.32772,9.605413792
Fndc3a,tapBYqnp_FC5_,tap,qnp,84.3194,8.80424,9.577135562
AABR07062694.2,tapBYqnp_FC5_,tap,qnp,0.860138,0.0899026,9.567442988
C8g,tapBYqnp_FC5_,tap,qnp,7.49275,0.783999,9.557091272
Gpr63,tapBYqnp_FC5_,tap,qnp,8.13551,0.851731,9.551736405
AC111885.1,tapBYqnp_FC5_,tap,qnp,2.83857,0.297553,9.539712253
Gls2,tapBYqnp_FC5_,tap,qnp,1.72861,0.181249,9.53721124
Cmtm4,tapBYqnp_FC5_,tap,qnp,34.1063,3.58145,9.523042343
Alg6,tapBYqnp_FC5_,tap,qnp,176.934,18.5819,9.521846528
Myb,tapBYqnp_FC5_,tap,qnp,17.9809,1.88841,9.521714035
E2f7,tapBYqnp_FC5_,tap,qnp,21.7163,2.29261,9.472304491
Itch,tapBYqnp_FC5_,tap,qnp,134.893,14.2727,9.45111997
Cep72,tapBYqnp_FC5_,tap,qnp,76.535,8.09807,9.451017341
Kat6b,tapBYqnp_FC5_,tap,qnp,53.0079,5.60874,9.450946202
Adck1,tapBYqnp_FC5_,tap,qnp,2.4103,0.255156,9.446377902
Fcho1,tapBYqnp_FC5_,tap,qnp,7.62194,0.810104,9.408594452
Pheta1,tapBYqnp_FC5_,tap,qnp,10.0456,1.06812,9.404935775
Scoc,tapBYqnp_FC5_,tap,qnp,219.539,23.3435,9.404716516
AABR07001926.1,tapBYqnp_FC5_,tap,qnp,4.05391,0.431524,9.394402165
Gpr137b,tapBYqnp_FC5_,tap,qnp,17.4198,1.85797,9.375716508
Smim17,tapBYqnp_FC5_,tap,qnp,2.32632,0.24826,9.370498671
Ube2f,tapBYqnp_FC5_,tap,qnp,35.5507,3.79657,9.36389952
NEWGENE_1559832,tapBYqnp_FC5_,tap,qnp,5.47379,0.585381,9.350815964
N4bp2l1,tapBYqnp_FC5_,tap,qnp,7.40623,0.793619,9.332223649
Shank3,tapBYqnp_FC5_,tap,qnp,10.0139,1.07508,9.314562637
Nkain1,tapBYqnp_FC5_,tap,qnp,130.005,14.0262,9.268725671
Slc11a2,tapBYqnp_FC5_,tap,qnp,54.5523,5.90323,9.241093435
Cenpw,tapBYqnp_FC5_,tap,qnp,110.398,11.9613,9.229598789
Capn6,tapBYqnp_FC5_,tap,qnp,22.6719,2.45937,9.218580368
RGD1562378,tapBYqnp_FC5_,tap,qnp,1879.46,204.578,9.187009356
Zkscan5,tapBYqnp_FC5_,tap,qnp,50.3809,5.49671,9.165646359
LOC100910528,tapBYqnp_FC5_,tap,qnp,40.0784,4.37752,9.155503573
Ribc1,tapBYqnp_FC5_,tap,qnp,35.7871,3.90933,9.154279634
Map2,tapBYqnp_FC5_,tap,qnp,1330.64,145.477,9.146737972
Zc3h12d,tapBYqnp_FC5_,tap,qnp,1.17235,0.128382,9.131731863
Camkk2,tapBYqnp_FC5_,tap,qnp,3.59864,0.394553,9.120802528
Rdh13,tapBYqnp_FC5_,tap,qnp,100.521,11.0254,9.117220237
Klhl24,tapBYqnp_FC5_,tap,qnp,94.4796,10.372,9.109101427
Asb3,tapBYqnp_FC5_,tap,qnp,40.0281,4.40768,9.081444206
Efcab2,tapBYqnp_FC5_,tap,qnp,7.69122,0.846997,9.080575256
Zfp955a,tapBYqnp_FC5_,tap,qnp,25.6291,2.82508,9.071990882
Snap25,tapBYqnp_FC5_,tap,qnp,19.9862,2.20797,9.051844002
Trim67,tapBYqnp_FC5_,tap,qnp,0.980071,0.10916,8.978297911
RGD1308750,tapBYqnp_FC5_,tap,qnp,11.3576,1.2661,8.970539452
Chek2,tapBYqnp_FC5_,tap,qnp,36.4036,4.06539,8.954516049
Usp44,tapBYqnp_FC5_,tap,qnp,12.9199,1.44358,8.949902326
Invs,tapBYqnp_FC5_,tap,qnp,7.96322,0.892168,8.925695609
Praf2,tapBYqnp_FC5_,tap,qnp,19.1919,2.15101,8.922273723
Csnk1g1,tapBYqnp_FC5_,tap,qnp,94.7286,10.6399,8.903147586
Exosc8,tapBYqnp_FC5_,tap,qnp,131.982,14.8785,8.870652283
Shisa7,tapBYqnp_FC5_,tap,qnp,52.4504,5.93721,8.834183059
Cep83,tapBYqnp_FC5_,tap,qnp,60.3996,6.84641,8.822083398
Fkbp15,tapBYqnp_FC5_,tap,qnp,143.703,16.345,8.791862955
AABR07026893.1,tapBYqnp_FC5_,tap,qnp,1106.97,126.215,8.770510637
Vom1r22,tapBYqnp_FC5_,tap,qnp,5.42681,0.621053,8.738078715
AABR07030791.1,tapBYqnp_FC5_,tap,qnp,5.17292,0.592136,8.736033614
Fam184a,tapBYqnp_FC5_,tap,qnp,1.21655,0.139455,8.723602596
Ddx25,tapBYqnp_FC5_,tap,qnp,16.561,1.8994,8.71906918
Esrrg,tapBYqnp_FC5_,tap,qnp,0.152546,0.0175224,8.705770899
AABR07005569.1,tapBYqnp_FC5_,tap,qnp,26.0796,2.99906,8.695924723
Ttc22,tapBYqnp_FC5_,tap,qnp,0.208114,0.0239876,8.675899215
LOC687679,tapBYqnp_FC5_,tap,qnp,205.621,23.702,8.675259472
Adam30,tapBYqnp_FC5_,tap,qnp,0.238607,0.0275543,8.659519567
AABR07053749.2,tapBYqnp_FC5_,tap,qnp,8.86849,1.02537,8.649063265
AABR07002337.1,tapBYqnp_FC5_,tap,qnp,6.5022,0.753938,8.624316588
Cmc1,tapBYqnp_FC5_,tap,qnp,40.3707,4.68673,8.613830965
Myt1,tapBYqnp_FC5_,tap,qnp,22.427,2.60821,8.598617443
RGD1564534,tapBYqnp_FC5_,tap,qnp,0.356454,0.0414667,8.596150646
Sertad2,tapBYqnp_FC5_,tap,qnp,42.4243,4.93606,8.594769918
Msantd1,tapBYqnp_FC5_,tap,qnp,0.979804,0.114177,8.581448103
Bend6,tapBYqnp_FC5_,tap,qnp,6.08557,0.709437,8.578027365
Jmjd7,tapBYqnp_FC5_,tap,qnp,12.4574,1.4538,8.568854038
Pla2g3,tapBYqnp_FC5_,tap,qnp,4.49667,0.525499,8.556952535
Scn2a,tapBYqnp_FC5_,tap,qnp,6.21368,0.72831,8.531641746
Hpca,tapBYqnp_FC5_,tap,qnp,2.66122,0.312083,8.527282806
Wdr54,tapBYqnp_FC5_,tap,qnp,2.04598,0.24009,8.521721021
Fgf12,tapBYqnp_FC5_,tap,qnp,39.1515,4.60184,8.507792535
RGD1559909,tapBYqnp_FC5_,tap,qnp,11.5082,1.36007,8.461476248
Slc37a4,tapBYqnp_FC5_,tap,qnp,18.1579,2.14711,8.456902534
Lrch2,tapBYqnp_FC5_,tap,qnp,5.28913,0.626353,8.444327719
Mtg2,tapBYqnp_FC5_,tap,qnp,47.5791,5.63986,8.436220048
Gdpd2,tapBYqnp_FC5_,tap,qnp,1.77514,0.210657,8.426684136
Mgst3,tapBYqnp_FC5_,tap,qnp,102.01,12.1061,8.426330528
Glcci1,tapBYqnp_FC5_,tap,qnp,167.53,19.9025,8.417535485
LOC689574,tapBYqnp_FC5_,tap,qnp,647.873,76.9835,8.415738437
AABR07007798.1,tapBYqnp_FC5_,tap,qnp,8.90972,1.0587,8.415717389
Lrrc14b,tapBYqnp_FC5_,tap,qnp,8.7227,1.03796,8.403695711
Smagp,tapBYqnp_FC5_,tap,qnp,10.4202,1.24397,8.376568567
Ube2j1,tapBYqnp_FC5_,tap,qnp,321.422,38.3887,8.372828463
Paics,tapBYqnp_FC5_,tap,qnp,121.725,14.5466,8.367934775
Denr,tapBYqnp_FC5_,tap,qnp,120.277,14.3817,8.363197675
Bbip1,tapBYqnp_FC5_,tap,qnp,16258.4,1954.23,8.319593907
Iqcd,tapBYqnp_FC5_,tap,qnp,26.8289,3.22994,8.306315288
Adgrg6,tapBYqnp_FC5_,tap,qnp,1050.71,126.615,8.298463847
Socs2,tapBYqnp_FC5_,tap,qnp,138.22,16.6705,8.291293003
RGD1359108,tapBYqnp_FC5_,tap,qnp,26.3328,3.17745,8.287400274
Zfp964,tapBYqnp_FC5_,tap,qnp,3.7104,0.448014,8.281884048
Phf10,tapBYqnp_FC5_,tap,qnp,882.083,106.656,8.270355161
Tmem86b,tapBYqnp_FC5_,tap,qnp,30.6364,3.70735,8.263692395
Osgepl1,tapBYqnp_FC5_,tap,qnp,10.096,1.22195,8.262203854
S100a16,tapBYqnp_FC5_,tap,qnp,4.62504,0.559901,8.260460331
Rtp3,tapBYqnp_FC5_,tap,qnp,2.70743,0.329868,8.20761638
Cnksr2,tapBYqnp_FC5_,tap,qnp,6.09337,0.742846,8.202736503
Higd1a,tapBYqnp_FC5_,tap,qnp,58.4695,7.12937,8.201215535
LOC102556339,tapBYqnp_FC5_,tap,qnp,19.7504,2.40906,8.198384432
Foxred2,tapBYqnp_FC5_,tap,qnp,9.02831,1.10311,8.184414972
Rnf38,tapBYqnp_FC5_,tap,qnp,139.702,17.0923,8.173388017
AABR07028805.1,tapBYqnp_FC5_,tap,qnp,392.501,48.0265,8.172592215
Cnot3,tapBYqnp_FC5_,tap,qnp,910.88,111.697,8.154919112
Crp,tapBYqnp_FC5_,tap,qnp,7.89391,0.969232,8.144499975
Ints12,tapBYqnp_FC5_,tap,qnp,96.5745,11.8864,8.124789676
Wdr37,tapBYqnp_FC5_,tap,qnp,9.88365,1.22044,8.098431713
Nub1,tapBYqnp_FC5_,tap,qnp,82.6716,10.2137,8.094187219
Rabggtb,tapBYqnp_FC5_,tap,qnp,187.503,23.1825,8.08812682
Zeb1,tapBYqnp_FC5_,tap,qnp,106.012,13.1973,8.032855205
B3gat1,tapBYqnp_FC5_,tap,qnp,2.61037,0.325075,8.030054603
Rbl1,tapBYqnp_FC5_,tap,qnp,61.7404,7.70543,8.012583334
Zfp763,tapBYqnp_FC5_,tap,qnp,20.3947,2.54614,8.01004658
Zfp1,tapBYqnp_FC5_,tap,qnp,39.3211,4.92002,7.992061008
Kif14,tapBYqnp_FC5_,tap,qnp,14.0415,1.75754,7.989291851
Asic1,tapBYqnp_FC5_,tap,qnp,10.3991,1.30455,7.971407765
Aasdh,tapBYqnp_FC5_,tap,qnp,7.56281,0.950599,7.955836267
Cyp21a1,tapBYqnp_FC5_,tap,qnp,0.434872,0.0548072,7.934577939
Cdca5,tapBYqnp_FC5_,tap,qnp,17.7331,2.235,7.934272931
Sat1,tapBYqnp_FC5_,tap,qnp,415.233,52.3582,7.930620228
Ap2m1,tapBYqnp_FC5_,tap,qnp,514.795,64.9125,7.930598883
LOC365791,tapBYqnp_FC5_,tap,qnp,5.32019,0.672091,7.915877463
Tdrd3,tapBYqnp_FC5_,tap,qnp,52.3689,6.62088,7.909658535
Ctse,tapBYqnp_FC5_,tap,qnp,0.379269,0.0479556,7.908753097
Pcmtd1,tapBYqnp_FC5_,tap,qnp,89.8966,11.3722,7.904943634
Tmem258b,tapBYqnp_FC5_,tap,qnp,545.464,69.0068,7.904496368
Jakmip1,tapBYqnp_FC5_,tap,qnp,2.12599,0.268992,7.9035436
LOC108348175,tapBYqnp_FC5_,tap,qnp,2268.16,287.619,7.885988061
Txnl4b,tapBYqnp_FC5_,tap,qnp,35.6079,4.52151,7.8752231
Gtf2h2,tapBYqnp_FC5_,tap,qnp,180.452,22.9608,7.859133828
RGD1302996,tapBYqnp_FC5_,tap,qnp,42.3045,5.38915,7.84993923
Commd6,tapBYqnp_FC5_,tap,qnp,47.6547,6.07188,7.848425858
Cbarp,tapBYqnp_FC5_,tap,qnp,13.531,1.72497,7.844194392
Eef1d,tapBYqnp_FC5_,tap,qnp,394.129,50.346,7.828407421
Zfp618,tapBYqnp_FC5_,tap,qnp,12.0732,1.5428,7.825512056
Zswim1,tapBYqnp_FC5_,tap,qnp,62.5333,7.99217,7.824320554
Nkd2,tapBYqnp_FC5_,tap,qnp,535.425,68.451,7.82201867
Mocos,tapBYqnp_FC5_,tap,qnp,17.3975,2.2256,7.81699317
Prtfdc1,tapBYqnp_FC5_,tap,qnp,128.606,16.4558,7.815238396
AABR07047011.1,tapBYqnp_FC5_,tap,qnp,2.84309,0.364592,7.798004345
Rims1,tapBYqnp_FC5_,tap,qnp,1.15408,0.148004,7.797627091
Tmod2,tapBYqnp_FC5_,tap,qnp,93.3751,11.9752,7.797372904
Ahi1,tapBYqnp_FC5_,tap,qnp,517.541,66.3937,7.795031758
AABR07037923.1,tapBYqnp_FC5_,tap,qnp,0.8403,0.10814,7.770482708
Giot1,tapBYqnp_FC5_,tap,qnp,27.9156,3.59806,7.75851431
Smug1,tapBYqnp_FC5_,tap,qnp,18.3153,2.36312,7.75047395
Sytl3,tapBYqnp_FC5_,tap,qnp,8.12243,1.04996,7.735942322
Zfp771,tapBYqnp_FC5_,tap,qnp,77.6995,10.0452,7.734987855
Pmel,tapBYqnp_FC5_,tap,qnp,26.0794,3.37215,7.733760361
Sncaip,tapBYqnp_FC5_,tap,qnp,2.54381,0.329386,7.722884397
Shmt2,tapBYqnp_FC5_,tap,qnp,140.676,18.2719,7.69903513
Ttc16,tapBYqnp_FC5_,tap,qnp,3.45858,0.450825,7.671668608
Rcan2,tapBYqnp_FC5_,tap,qnp,5.23646,0.683504,7.661198764
Heatr4,tapBYqnp_FC5_,tap,qnp,1.1089,0.144968,7.649274323
Cacng7,tapBYqnp_FC5_,tap,qnp,439.376,57.4628,7.646268542
Igfn1,tapBYqnp_FC5_,tap,qnp,0.081503,0.0106603,7.64546964
AABR07057491.1,tapBYqnp_FC5_,tap,qnp,8.03954,1.05175,7.643964821
AABR07072108.1,tapBYqnp_FC5_,tap,qnp,53.2312,6.96779,7.639610264
Gpr61,tapBYqnp_FC5_,tap,qnp,1.32807,0.17418,7.624698588
Agpat4,tapBYqnp_FC5_,tap,qnp,842.005,110.472,7.621886089
Cc2d2a,tapBYqnp_FC5_,tap,qnp,32.3173,4.24465,7.613654836
Hsf2,tapBYqnp_FC5_,tap,qnp,74.3573,9.77663,7.605616659
Dpp6,tapBYqnp_FC5_,tap,qnp,0.322306,0.0423938,7.602668315
Dut,tapBYqnp_FC5_,tap,qnp,234.75,30.9098,7.59467871
Glipr2,tapBYqnp_FC5_,tap,qnp,236.441,31.1872,7.581347476
Eml4,tapBYqnp_FC5_,tap,qnp,24.2819,3.20349,7.579827001
AABR07039234.1,tapBYqnp_FC5_,tap,qnp,96.2203,12.7043,7.573837205
Ms4a4e,tapBYqnp_FC5_,tap,qnp,3.55484,0.470248,7.559500519
Rbm12b,tapBYqnp_FC5_,tap,qnp,0.256972,0.0340308,7.551159538
AABR07053741.1,tapBYqnp_FC5_,tap,qnp,25.7349,3.4086,7.549991199
Dcaf1,tapBYqnp_FC5_,tap,qnp,64.3832,8.52771,7.549881504
Map6d1,tapBYqnp_FC5_,tap,qnp,3.4396,0.456225,7.539262425
Rab36,tapBYqnp_FC5_,tap,qnp,38.4343,5.10462,7.52931658
Dgkb,tapBYqnp_FC5_,tap,qnp,3.26929,0.434582,7.522838037
Pih1d2,tapBYqnp_FC5_,tap,qnp,25.4073,3.38086,7.515040552
AABR07061902.1,tapBYqnp_FC5_,tap,qnp,10.2927,1.37245,7.499508179
AABR07028615.1,tapBYqnp_FC5_,tap,qnp,112.096,14.9549,7.495603448
Ppp1r9a,tapBYqnp_FC5_,tap,qnp,85.9883,11.4766,7.492489065
Tmprss5,tapBYqnp_FC5_,tap,qnp,0.736823,0.0983527,7.491639782
Ttk,tapBYqnp_FC5_,tap,qnp,55.7636,7.44845,7.486604596
Ift43,tapBYqnp_FC5_,tap,qnp,160.356,21.4195,7.486449264
Adat1,tapBYqnp_FC5_,tap,qnp,8.75362,1.17303,7.462400791
Asphd2,tapBYqnp_FC5_,tap,qnp,0.433002,0.0580686,7.45673221
AABR07010030.2,tapBYqnp_FC5_,tap,qnp,8.08897,1.085,7.455271889
Mrpl18,tapBYqnp_FC5_,tap,qnp,537.823,72.1474,7.454502865
Ctdspl2,tapBYqnp_FC5_,tap,qnp,74.4592,9.99513,7.44954793
Polr1b,tapBYqnp_FC5_,tap,qnp,20.611,2.7683,7.445363581
Rbm7,tapBYqnp_FC5_,tap,qnp,112.779,15.1547,7.441849723
Prr7,tapBYqnp_FC5_,tap,qnp,12.0391,1.61836,7.439074124
Pde4d,tapBYqnp_FC5_,tap,qnp,37.6881,5.06972,7.43396085
AABR07027272.1,tapBYqnp_FC5_,tap,qnp,7.49256,1.00814,7.432063007
Tpt1,tapBYqnp_FC5_,tap,qnp,10407.2,1400.54,7.430848101
Ubap2l,tapBYqnp_FC5_,tap,qnp,330.549,44.4921,7.42938634
Dnajc24,tapBYqnp_FC5_,tap,qnp,65.5379,8.83069,7.421605786
Yaf2,tapBYqnp_FC5_,tap,qnp,251.744,33.9356,7.418286401
Adal,tapBYqnp_FC5_,tap,qnp,4.20582,0.567081,7.416612442
AABR07059663.1,tapBYqnp_FC5_,tap,qnp,167.674,22.6802,7.392968316
Fam222a,tapBYqnp_FC5_,tap,qnp,5.83657,0.790369,7.384614022
Thap6,tapBYqnp_FC5_,tap,qnp,43.0993,5.84463,7.37417082
Il17d,tapBYqnp_FC5_,tap,qnp,17.2539,2.34141,7.369021231
AABR07010609.1,tapBYqnp_FC5_,tap,qnp,11.3738,1.54554,7.359110732
Gnb1l,tapBYqnp_FC5_,tap,qnp,0.618546,0.0840698,7.357529101
AABR07044362.4,tapBYqnp_FC5_,tap,qnp,27.0014,3.67812,7.341087295
Ezr,tapBYqnp_FC5_,tap,qnp,1639.06,223.438,7.335636731
Slc35a4,tapBYqnp_FC5_,tap,qnp,62.3009,8.50553,7.324752249
AABR07058422.1,tapBYqnp_FC5_,tap,qnp,1.98136,0.270591,7.322342576
AABR07070312.1,tapBYqnp_FC5_,tap,qnp,12.467,1.70294,7.320868615
Dctd,tapBYqnp_FC5_,tap,qnp,53.267,7.28615,7.310719653
LOC100174910,tapBYqnp_FC5_,tap,qnp,5.93839,0.812421,7.3094984
Nek2l1,tapBYqnp_FC5_,tap,qnp,21.9439,3.00792,7.295373547
Washc1,tapBYqnp_FC5_,tap,qnp,18.096,2.48081,7.294391751
Chic1,tapBYqnp_FC5_,tap,qnp,0.736793,0.101023,7.293319343
Slc7a6,tapBYqnp_FC5_,tap,qnp,21.2188,2.91609,7.276455802
Pmch,tapBYqnp_FC5_,tap,qnp,4.80356,0.660785,7.269474943
AABR07069840.1,tapBYqnp_FC5_,tap,qnp,3.58894,0.493775,7.268371222
AABR07001700.2,tapBYqnp_FC5_,tap,qnp,47.926,6.60077,7.260668074
Exoc3l4,tapBYqnp_FC5_,tap,qnp,1.32031,0.181914,7.257880097
Zfp560,tapBYqnp_FC5_,tap,qnp,4.66753,0.643901,7.24883173
Wdr12,tapBYqnp_FC5_,tap,qnp,108.377,14.9777,7.235890691
Zbp1,tapBYqnp_FC5_,tap,qnp,2.39202,0.330644,7.23442736
Dok2,tapBYqnp_FC5_,tap,qnp,1.54962,0.214274,7.231955347
Nsun5,tapBYqnp_FC5_,tap,qnp,24.7332,3.42108,7.229646778
Gtf2i,tapBYqnp_FC5_,tap,qnp,215.126,29.8024,7.21841194
Mad2l2,tapBYqnp_FC5_,tap,qnp,90.6502,12.5889,7.200803883
Rap1a,tapBYqnp_FC5_,tap,qnp,90.8674,12.6519,7.182114939
AABR07028414.1,tapBYqnp_FC5_,tap,qnp,4.74081,0.661365,7.168220272
Leng8,tapBYqnp_FC5_,tap,qnp,328.77,45.8788,7.16605491
Morf4l2,tapBYqnp_FC5_,tap,qnp,813.276,113.654,7.155718233
Sdr9c7,tapBYqnp_FC5_,tap,qnp,2.22757,0.31132,7.155242195
Nckap1,tapBYqnp_FC5_,tap,qnp,315.403,44.0885,7.153860984
LOC102551340,tapBYqnp_FC5_,tap,qnp,52.6842,7.36818,7.150232486
Pcdh8,tapBYqnp_FC5_,tap,qnp,1.53322,0.214558,7.145946551
Zfp653,tapBYqnp_FC5_,tap,qnp,4.88484,0.684242,7.139053142
Pkia,tapBYqnp_FC5_,tap,qnp,63.8193,8.94269,7.136476832
Elof1,tapBYqnp_FC5_,tap,qnp,104.022,14.5832,7.133002359
Elovl5,tapBYqnp_FC5_,tap,qnp,257.343,36.082,7.132171166
Mpv17,tapBYqnp_FC5_,tap,qnp,66.1311,9.29174,7.117192259
LOC103690149,tapBYqnp_FC5_,tap,qnp,733.785,103.287,7.104330651
LOC100910577,tapBYqnp_FC5_,tap,qnp,54.4432,7.6722,7.096165376
Hmgcs1,tapBYqnp_FC5_,tap,qnp,948.395,133.657,7.095737597
Aebp2,tapBYqnp_FC5_,tap,qnp,37.0575,5.23725,7.075755406
Polr3gl,tapBYqnp_FC5_,tap,qnp,150.23,21.2557,7.067751238
Enpp2,tapBYqnp_FC5_,tap,qnp,204.615,28.9676,7.063581381
Prim1,tapBYqnp_FC5_,tap,qnp,125.287,17.7666,7.051827587
Trim24,tapBYqnp_FC5_,tap,qnp,19.2719,2.73527,7.045702984
Tbc1d8,tapBYqnp_FC5_,tap,qnp,5.92235,0.848695,6.978184153
Exo1,tapBYqnp_FC5_,tap,qnp,13.9122,1.99467,6.974687542
Strbp,tapBYqnp_FC5_,tap,qnp,61.5327,8.85233,6.951017416
Rxrb,tapBYqnp_FC5_,tap,qnp,12.4595,1.79356,6.946798546
Ndufa3,tapBYqnp_FC5_,tap,qnp,3472.07,500.687,6.934611843
Aurka,tapBYqnp_FC5_,tap,qnp,81.1378,11.7099,6.928991708
Nol8,tapBYqnp_FC5_,tap,qnp,1.30006,0.187744,6.924642066
Elavl4,tapBYqnp_FC5_,tap,qnp,6.88471,0.995052,6.91894494
RGD1560341,tapBYqnp_FC5_,tap,qnp,37.6643,5.44654,6.915270979
AABR07034098.1,tapBYqnp_FC5_,tap,qnp,17.7164,2.56412,6.909349016
Tfe3,tapBYqnp_FC5_,tap,qnp,49.1249,7.11149,6.907821005
Letm2,tapBYqnp_FC5_,tap,qnp,15.6209,2.26276,6.903471866
Mthfd2l,tapBYqnp_FC5_,tap,qnp,7.49738,1.08616,6.90264786
Lsm7,tapBYqnp_FC5_,tap,qnp,101.957,14.7961,6.890802306
Smox,tapBYqnp_FC5_,tap,qnp,2.22957,0.323709,6.887574952
