Gene,Category,sample_1,sample_2,value_1_npc,value_2_nsc,FC20
Cd55,nscBYnpc_FC20,npc,nsc,1.07566,22.0338,20.48398193
Tagap,nscBYnpc_FC20,npc,nsc,1.09096,22.2504,20.39524822
Gm10441,nscBYnpc_FC20,npc,nsc,0.0295853,0.603203,20.38860515
Ptpn18,nscBYnpc_FC20,npc,nsc,1.73764,35.382,20.36210032
Tgfbi,nscBYnpc_FC20,npc,nsc,5.36737,109.181,20.34161982
Gpr65,nscBYnpc_FC20,npc,nsc,1.89723,38.4311,20.25642647
Plxnd1,nscBYnpc_FC20,npc,nsc,1.1397,22.9895,20.17153637
Cd80,nscBYnpc_FC20,npc,nsc,0.130767,2.6371,20.16640284
Clec4a2,nscBYnpc_FC20,npc,nsc,5.37363,108.351,20.16346492
Gm43759,nscBYnpc_FC20,npc,nsc,0.00745063,0.149762,20.1005821
Slfn2,nscBYnpc_FC20,npc,nsc,4.46465,89.5348,20.05415878
Gm45778,nscBYnpc_FC20,npc,nsc,0.858257,17.1999,20.04050069
Gm16033,nscBYnpc_FC20,npc,nsc,0.0404618,0.809669,20.01070145
Gm44511,npcBYnsc_FC20,npc,nsc,0.16079,3.66E-06,4.40E+04
AC149222.1,npcBYnsc_FC20,npc,nsc,0.109,4.24E-05,2569.579013
6430584L05Rik,npcBYnsc_FC20,npc,nsc,4.38656,0.00498239,880.4128139
Mmp3,npcBYnsc_FC20,npc,nsc,6.86558,0.0109314,628.0604497
Dnhd1,npcBYnsc_FC20,npc,nsc,0.655519,0.00109214,600.2151739
Rdh16f1,npcBYnsc_FC20,npc,nsc,0.137506,0.000229487,599.1886251
Tpsb2,npcBYnsc_FC20,npc,nsc,34.7282,0.0626051,554.7183856
Gal,npcBYnsc_FC20,npc,nsc,44.3804,0.0806097,550.5590518
Ltbp2,npcBYnsc_FC20,npc,nsc,1.02056,0.00193589,527.1787137
Cpa3,npcBYnsc_FC20,npc,nsc,16.3967,0.0313605,522.8456179
Gm26965,npcBYnsc_FC20,npc,nsc,0.0915415,0.000178446,512.9927261
Ankub1,npcBYnsc_FC20,npc,nsc,2.32591,0.00521344,446.1372913
Gpr61,npcBYnsc_FC20,npc,nsc,1.44371,0.00372931,387.1252323
Defb6,npcBYnsc_FC20,npc,nsc,37.5396,0.12565,298.7632312
Hydin,npcBYnsc_FC20,npc,nsc,0.324702,0.00111785,290.4700989
Cntnap4,npcBYnsc_FC20,npc,nsc,0.75534,0.00261038,289.3601698
Rai2,npcBYnsc_FC20,npc,nsc,4.31434,0.0149835,287.9394
Cldn14,npcBYnsc_FC20,npc,nsc,3.81991,0.0138617,275.5729817
Birc7,npcBYnsc_FC20,npc,nsc,4.01073,0.0151199,265.261675
Cldn3,npcBYnsc_FC20,npc,nsc,10.4833,0.040253,260.4352471
Eya2,npcBYnsc_FC20,npc,nsc,8.04929,0.0311508,258.3975371
7530428D23Rik,npcBYnsc_FC20,npc,nsc,8.02906,0.0312758,256.7179736
Sec14l5,npcBYnsc_FC20,npc,nsc,1.26597,0.00499502,253.4464326
Zmynd10,npcBYnsc_FC20,npc,nsc,1.77885,0.00833147,213.5097408
St6gal2,npcBYnsc_FC20,npc,nsc,0.527497,0.00250296,210.7492729
Jakmip3,npcBYnsc_FC20,npc,nsc,2.03397,0.00972654,209.1154717
Mir124a-1hg,npcBYnsc_FC20,npc,nsc,5.32928,0.0258671,206.0254145
Pnliprp2,npcBYnsc_FC20,npc,nsc,2.22186,0.0107911,205.8974525
Gm47302,npcBYnsc_FC20,npc,nsc,4.052,0.0198313,204.3234685
Tbata,npcBYnsc_FC20,npc,nsc,5.35671,0.0264938,202.1873042
Gm45714,npcBYnsc_FC20,npc,nsc,1.03566,0.00515956,200.7264185
March4,npcBYnsc_FC20,npc,nsc,0.55453,0.00279121,198.6701108
Cybrd1,npcBYnsc_FC20,npc,nsc,1.39264,0.0074192,187.7075695
Naalad2,npcBYnsc_FC20,npc,nsc,0.907973,0.00500262,181.4994943
Gm27217,npcBYnsc_FC20,npc,nsc,3.93549,0.0217639,180.8265063
Robo4,npcBYnsc_FC20,npc,nsc,0.680274,0.0038089,178.6011709
Gm20441,npcBYnsc_FC20,npc,nsc,0.223192,0.0012937,172.5222231
C030029H02Rik,npcBYnsc_FC20,npc,nsc,11.7241,0.068417,171.3623807
Galr1,npcBYnsc_FC20,npc,nsc,2.63662,0.0155671,169.3713023
Akr1c18,npcBYnsc_FC20,npc,nsc,3.22339,0.0194588,165.6520443
Gm17455,npcBYnsc_FC20,npc,nsc,4.44793,0.0269185,165.2369188
Mir1893,npcBYnsc_FC20,npc,nsc,145.94,0.89564,162.9449332
Slc5a11,npcBYnsc_FC20,npc,nsc,1.26995,0.0079583,159.5755375
Nacad,npcBYnsc_FC20,npc,nsc,9.95433,0.063881,155.8261455
Nell1,npcBYnsc_FC20,npc,nsc,1.07924,0.00704775,153.13256
Nhlh1,npcBYnsc_FC20,npc,nsc,12.3467,0.0807167,152.9633892
Slpi,npcBYnsc_FC20,npc,nsc,7.75657,0.0524258,147.9532978
Mcpt4,npcBYnsc_FC20,npc,nsc,5.98921,0.0413744,144.7564194
Enpep,npcBYnsc_FC20,npc,nsc,4.25504,0.0294388,144.5385002
2600014E21Rik,npcBYnsc_FC20,npc,nsc,1.17497,0.00830366,141.5002541
Clcnkb,npcBYnsc_FC20,npc,nsc,1.13902,0.00805315,141.4378225
Tbx3os1,npcBYnsc_FC20,npc,nsc,5.36159,0.0382025,140.3465742
Gm42993,npcBYnsc_FC20,npc,nsc,0.286366,0.00206018,139.0004757
Adamts2,npcBYnsc_FC20,npc,nsc,0.502747,0.00367523,136.7933435
Tmem52,npcBYnsc_FC20,npc,nsc,2.36048,0.0173279,136.2242395
Olfr1340,npcBYnsc_FC20,npc,nsc,0.627467,0.0046802,134.0684159
Il12a,npcBYnsc_FC20,npc,nsc,1.81356,0.0138324,131.1095688
Gimap4,npcBYnsc_FC20,npc,nsc,2.40435,0.0187503,128.2299483
Gm12784,npcBYnsc_FC20,npc,nsc,0.516812,0.00415262,124.4544408
Gm36346,npcBYnsc_FC20,npc,nsc,3.52567,0.0284382,123.9765527
Gm20208,npcBYnsc_FC20,npc,nsc,12.4051,0.100565,123.3540496
P4ha3,npcBYnsc_FC20,npc,nsc,1.07788,0.0087495,123.1933253
Slc38a8,npcBYnsc_FC20,npc,nsc,0.878408,0.00721015,121.8293655
Prdm6,npcBYnsc_FC20,npc,nsc,1.12076,0.00958132,116.9734442
Gm16246,npcBYnsc_FC20,npc,nsc,1.77833,0.0153109,116.147973
Hs3st3a1,npcBYnsc_FC20,npc,nsc,1.32137,0.0113937,115.9737399
Tmprss7,npcBYnsc_FC20,npc,nsc,1.47205,0.0127561,115.3996911
Ajap1,npcBYnsc_FC20,npc,nsc,0.578597,0.00516311,112.0636593
Tbxa2r,npcBYnsc_FC20,npc,nsc,1.05499,0.00941787,112.0200215
1110018N20Rik,npcBYnsc_FC20,npc,nsc,1.72307,0.0153932,111.9370891
Sfrp4,npcBYnsc_FC20,npc,nsc,4.03355,0.0363975,110.8194244
Nxph4,npcBYnsc_FC20,npc,nsc,3.70201,0.0337376,109.7295006
Gm12968,npcBYnsc_FC20,npc,nsc,1.14209,0.0104116,109.6939952
Casq1,npcBYnsc_FC20,npc,nsc,2.42056,0.0222731,108.6763854
Gm12002,npcBYnsc_FC20,npc,nsc,1.90583,0.0181475,105.0188731
Gm12532,npcBYnsc_FC20,npc,nsc,1.12907,0.0108207,104.3435268
Tmem240,npcBYnsc_FC20,npc,nsc,0.74742,0.0073388,101.8449883
Napsa,npcBYnsc_FC20,npc,nsc,1.02566,0.0101428,101.1219782
6330409D20Rik,npcBYnsc_FC20,npc,nsc,1.40531,0.0142416,98.67641276
Slc17a6,npcBYnsc_FC20,npc,nsc,5.6585,0.057808,97.88437586
Gm45250,npcBYnsc_FC20,npc,nsc,0.350725,0.0035841,97.85580759
Gm17590,npcBYnsc_FC20,npc,nsc,24.0056,0.245411,97.81794622
March10,npcBYnsc_FC20,npc,nsc,1.08334,0.0112217,96.53973997
Colgalt2,npcBYnsc_FC20,npc,nsc,0.365511,0.0038379,95.23723912
Gm15689,npcBYnsc_FC20,npc,nsc,1.27805,0.0136424,93.68219668
Gm13861,npcBYnsc_FC20,npc,nsc,23.5969,0.256517,91.98961472
Ccdc158,npcBYnsc_FC20,npc,nsc,0.352681,0.00385694,91.44062391
Nodal,npcBYnsc_FC20,npc,nsc,1.38853,0.0156557,88.69165863
Epha8,npcBYnsc_FC20,npc,nsc,0.253983,0.00287908,88.21672201
Gm29856,npcBYnsc_FC20,npc,nsc,1.45396,0.0166022,87.5763453
Cst6,npcBYnsc_FC20,npc,nsc,24.7085,0.286057,86.37614182
Adamtsl3,npcBYnsc_FC20,npc,nsc,0.819489,0.00950077,86.2550088
Col4a3,npcBYnsc_FC20,npc,nsc,0.150958,0.00175678,85.92880156
Nkx6-1,npcBYnsc_FC20,npc,nsc,0.506347,0.00594269,85.20501658
Zmat4,npcBYnsc_FC20,npc,nsc,1.12837,0.0132521,85.14650508
Cfap52,npcBYnsc_FC20,npc,nsc,1.48781,0.0176454,84.31715915
D730045B01Rik,npcBYnsc_FC20,npc,nsc,0.817072,0.00971727,84.08452168
Kcnt1,npcBYnsc_FC20,npc,nsc,0.515298,0.00613824,83.94881921
Cma1,npcBYnsc_FC20,npc,nsc,31.4577,0.384881,81.73357479
Gm37311,npcBYnsc_FC20,npc,nsc,2.51789,0.0309041,81.47430276
Calb2,npcBYnsc_FC20,npc,nsc,302.752,3.75476,80.63151839
Vwa3b,npcBYnsc_FC20,npc,nsc,4.43154,0.0569355,77.83439155
Gm42991,npcBYnsc_FC20,npc,nsc,0.312395,0.00404051,77.31573489
Ubd,npcBYnsc_FC20,npc,nsc,1.5099,0.0202882,74.42257076
Odf3b,npcBYnsc_FC20,npc,nsc,2.99524,0.0407097,73.57558518
Ldb3,npcBYnsc_FC20,npc,nsc,2.68204,0.0370497,72.39032975
Masp2,npcBYnsc_FC20,npc,nsc,0.329404,0.00455116,72.3780311
Gm42528,npcBYnsc_FC20,npc,nsc,0.659551,0.0092025,71.67085031
Myo1a,npcBYnsc_FC20,npc,nsc,1.49954,0.0209285,71.65061997
E130006D01Rik,npcBYnsc_FC20,npc,nsc,3.45039,0.0481607,71.6432693
Gm6517,npcBYnsc_FC20,npc,nsc,2.85855,0.0400673,71.3437142
Gm16168,npcBYnsc_FC20,npc,nsc,5.827,0.0818643,71.17876779
Prima1,npcBYnsc_FC20,npc,nsc,5.00584,0.0709602,70.5443333
Nhlh2,npcBYnsc_FC20,npc,nsc,4.91757,0.0700959,70.1548878
Gm10544,npcBYnsc_FC20,npc,nsc,1.09569,0.0164238,66.71354985
Dnajc5b,npcBYnsc_FC20,npc,nsc,1.6277,0.0245306,66.35386008
Gm19938,npcBYnsc_FC20,npc,nsc,0.318746,0.004806,66.32251352
Kcnip1,npcBYnsc_FC20,npc,nsc,5.2804,0.0800979,65.92432511
Gm3636,npcBYnsc_FC20,npc,nsc,0.614657,0.00953492,64.46378155
Ntsr1,npcBYnsc_FC20,npc,nsc,0.224341,0.00349702,64.15204946
Pcolce2,npcBYnsc_FC20,npc,nsc,0.389968,0.00613253,63.59006805
Slc47a1,npcBYnsc_FC20,npc,nsc,0.45494,0.00716239,63.51790394
1700001C02Rik,npcBYnsc_FC20,npc,nsc,6.19098,0.0975394,63.47158174
Serpinb1b,npcBYnsc_FC20,npc,nsc,1.25492,0.0198546,63.20550401
A930028N01Rik,npcBYnsc_FC20,npc,nsc,3.57152,0.0567864,62.89393235
Rxrg,npcBYnsc_FC20,npc,nsc,0.753785,0.0122449,61.55909807
Nov,npcBYnsc_FC20,npc,nsc,0.299394,0.00487445,61.4210834
Chrd,npcBYnsc_FC20,npc,nsc,0.3573,0.00587189,60.84923253
Il34,npcBYnsc_FC20,npc,nsc,15.4938,0.255396,60.6657896
Adamts18,npcBYnsc_FC20,npc,nsc,3.08753,0.0510214,60.5144116
3110083C13Rik,npcBYnsc_FC20,npc,nsc,1.60684,0.0267964,59.96477139
Ccdc170,npcBYnsc_FC20,npc,nsc,0.227282,0.00386001,58.88119461
Rgs6,npcBYnsc_FC20,npc,nsc,0.462885,0.00790128,58.58354596
Gcnt4,npcBYnsc_FC20,npc,nsc,0.209016,0.00356862,58.57053987
Nat1,npcBYnsc_FC20,npc,nsc,4.76656,0.0822887,57.92484266
Stmn2,npcBYnsc_FC20,npc,nsc,180.605,3.15622,57.22193003
Cmya5,npcBYnsc_FC20,npc,nsc,0.236394,0.00416671,56.73396997
Gm46440,npcBYnsc_FC20,npc,nsc,2.47508,0.0436934,56.64654158
Fam78b,npcBYnsc_FC20,npc,nsc,0.846813,0.0149629,56.59417626
Tac2,npcBYnsc_FC20,npc,nsc,151.739,2.72442,55.69589124
Gm42974,npcBYnsc_FC20,npc,nsc,0.667369,0.0119902,55.65953862
9630028B13Rik,npcBYnsc_FC20,npc,nsc,1.0496,0.0189621,55.35251897
Ctnna3,npcBYnsc_FC20,npc,nsc,1.05803,0.0191295,55.30881623
Mpig6b,npcBYnsc_FC20,npc,nsc,0.321091,0.00593388,54.11147512
4833427G06Rik,npcBYnsc_FC20,npc,nsc,2.08395,0.0386275,53.94990615
5031434C07Rik,npcBYnsc_FC20,npc,nsc,0.675223,0.0125394,53.84811075
CT009510.2,npcBYnsc_FC20,npc,nsc,13.3058,0.247768,53.70265732
Gm44286,npcBYnsc_FC20,npc,nsc,0.5046,0.00948403,53.20523027
Lancl3,npcBYnsc_FC20,npc,nsc,0.244628,0.0046026,53.14995872
Gprc5d,npcBYnsc_FC20,npc,nsc,1.77968,0.0335678,53.01747508
Gm45605,npcBYnsc_FC20,npc,nsc,0.225377,0.0042875,52.56606414
Tctex1d4,npcBYnsc_FC20,npc,nsc,5.10067,0.0972097,52.47079252
Gm8378,npcBYnsc_FC20,npc,nsc,0.261539,0.0050201,52.09836457
Ebf4,npcBYnsc_FC20,npc,nsc,0.567906,0.0110538,51.37654019
Gm36855,npcBYnsc_FC20,npc,nsc,1.06912,0.0209539,51.02248269
Neu2,npcBYnsc_FC20,npc,nsc,0.994293,0.0196648,50.5620703
Accsl,npcBYnsc_FC20,npc,nsc,0.303789,0.00601631,50.49423982
Zpld1,npcBYnsc_FC20,npc,nsc,0.273689,0.00544678,50.24785286
Fap,npcBYnsc_FC20,npc,nsc,0.307046,0.00612412,50.13716256
Spag6,npcBYnsc_FC20,npc,nsc,3.86683,0.0803899,48.10094303
Sgca,npcBYnsc_FC20,npc,nsc,0.495141,0.01032,47.97877907
Tnni1,npcBYnsc_FC20,npc,nsc,9.36721,0.198524,47.18426991
Cfap44,npcBYnsc_FC20,npc,nsc,1.04009,0.0221304,46.99824676
Gm36823,npcBYnsc_FC20,npc,nsc,5.92804,0.126234,46.96072374
Frmd3,npcBYnsc_FC20,npc,nsc,2.47145,0.0537417,45.98756645
Cdkl4,npcBYnsc_FC20,npc,nsc,0.447466,0.00983903,45.47867015
Gm42940,npcBYnsc_FC20,npc,nsc,0.306456,0.00680868,45.00960539
Prox2,npcBYnsc_FC20,npc,nsc,1.26596,0.028422,44.54155232
Gm42446,npcBYnsc_FC20,npc,nsc,0.211964,0.00476695,44.46532898
Lrrc34,npcBYnsc_FC20,npc,nsc,0.45978,0.0103467,44.43735684
Gm14168,npcBYnsc_FC20,npc,nsc,0.541805,0.012196,44.42481141
Sntg1,npcBYnsc_FC20,npc,nsc,0.364467,0.00824219,44.21967948
Tspan2os,npcBYnsc_FC20,npc,nsc,1.69099,0.0384326,43.99884473
Dusp15,npcBYnsc_FC20,npc,nsc,4.82378,0.110486,43.65964919
Pstpip1,npcBYnsc_FC20,npc,nsc,3.20465,0.0740341,43.28613436
Kiss1r,npcBYnsc_FC20,npc,nsc,1.77485,0.0412471,43.02969178
Neurod6,npcBYnsc_FC20,npc,nsc,23.6844,0.550732,43.0053093
Gm45645,npcBYnsc_FC20,npc,nsc,0.358091,0.00835594,42.85466387
Gm30238,npcBYnsc_FC20,npc,nsc,0.691103,0.0162477,42.53543578
Clcn1,npcBYnsc_FC20,npc,nsc,1.40758,0.0331255,42.49233974
Hhipl1,npcBYnsc_FC20,npc,nsc,0.403769,0.00951546,42.43294596
Amer3,npcBYnsc_FC20,npc,nsc,1.61409,0.0380949,42.37023854
Teddm3,npcBYnsc_FC20,npc,nsc,2.71214,0.064625,41.9673501
Spire2,npcBYnsc_FC20,npc,nsc,0.652286,0.0156264,41.74256387
A330076H08Rik,npcBYnsc_FC20,npc,nsc,3.59498,0.0862395,41.68600235
Tmem212,npcBYnsc_FC20,npc,nsc,22.6935,0.55123,41.16884059
Ydjc,npcBYnsc_FC20,npc,nsc,0.644395,0.0156613,41.14569033
Gm33594,npcBYnsc_FC20,npc,nsc,0.917581,0.0223144,41.12057685
Neurod1,npcBYnsc_FC20,npc,nsc,326.368,8.05617,40.51155822
Gm26755,npcBYnsc_FC20,npc,nsc,13.1502,0.329274,39.9369522
1700021N21Rik,npcBYnsc_FC20,npc,nsc,0.739613,0.0186431,39.67221117
Gm20743,npcBYnsc_FC20,npc,nsc,6.54111,0.165487,39.52642806
Trpc2,npcBYnsc_FC20,npc,nsc,0.0115543,0.000295806,39.06039769
Pdlim3,npcBYnsc_FC20,npc,nsc,15.5383,0.400771,38.77101886
Gm32391,npcBYnsc_FC20,npc,nsc,3.01796,0.0782078,38.58898985
Gm39302,npcBYnsc_FC20,npc,nsc,2.3966,0.0626391,38.26044755
B230344G16Rik,npcBYnsc_FC20,npc,nsc,0.255404,0.00667912,38.23916923
Gm48562,npcBYnsc_FC20,npc,nsc,4.69,0.123297,38.03823288
Prokr2,npcBYnsc_FC20,npc,nsc,0.175132,0.00467535,37.45858599
Sec14l3,npcBYnsc_FC20,npc,nsc,0.183036,0.00489447,37.39649032
Gm17396,npcBYnsc_FC20,npc,nsc,0.447419,0.0120372,37.16969063
Gm35657,npcBYnsc_FC20,npc,nsc,1.15271,0.0310682,37.1025679
Ccdc69,npcBYnsc_FC20,npc,nsc,1.61048,0.0434605,37.05617745
Zcwpw2,npcBYnsc_FC20,npc,nsc,1.00868,0.0272371,37.03331118
Gm26548,npcBYnsc_FC20,npc,nsc,0.263767,0.00712338,37.0283489
Ppp1r14a,npcBYnsc_FC20,npc,nsc,19.1357,0.518541,36.90296428
A830019P07Rik,npcBYnsc_FC20,npc,nsc,0.285166,0.0077307,36.88747461
Gm44436,npcBYnsc_FC20,npc,nsc,0.34789,0.00943238,36.88252594
Gpr12,npcBYnsc_FC20,npc,nsc,0.964161,0.0261809,36.82688525
Mpo,npcBYnsc_FC20,npc,nsc,1.44139,0.0398586,36.16258474
Tmem196,npcBYnsc_FC20,npc,nsc,1.52984,0.0424749,36.01750681
Rab26,npcBYnsc_FC20,npc,nsc,1.95421,0.0542942,35.99297899
Car15,npcBYnsc_FC20,npc,nsc,0.583017,0.0162005,35.98759298
Prnd,npcBYnsc_FC20,npc,nsc,1.18223,0.032924,35.90784838
Gm9911,npcBYnsc_FC20,npc,nsc,0.17845,0.00500037,35.68735914
Prss57,npcBYnsc_FC20,npc,nsc,0.249229,0.00700632,35.5720264
Gm42876,npcBYnsc_FC20,npc,nsc,0.152971,0.00431433,35.45649035
AC139197.1,npcBYnsc_FC20,npc,nsc,1.71925,0.0488488,35.19533745
Gm1110,npcBYnsc_FC20,npc,nsc,0.194819,0.0055484,35.11264509
Tbx6,npcBYnsc_FC20,npc,nsc,2.08043,0.0595671,34.92582315
Ccdc187,npcBYnsc_FC20,npc,nsc,0.045521,0.0013168,34.56941069
Frzb,npcBYnsc_FC20,npc,nsc,48.9077,1.42903,34.22440397
Foxd1,npcBYnsc_FC20,npc,nsc,0.26146,0.00766589,34.10693344
Gm44837,npcBYnsc_FC20,npc,nsc,0.807202,0.0238407,33.85815014
Btbd16,npcBYnsc_FC20,npc,nsc,2.88237,0.0851876,33.83555823
Sgpp2,npcBYnsc_FC20,npc,nsc,0.258506,0.00772947,33.44420769
Gm16567,npcBYnsc_FC20,npc,nsc,1.10179,0.0329837,33.40407535
Gm44702,npcBYnsc_FC20,npc,nsc,1.05299,0.0316163,33.30528873
Adamts3,npcBYnsc_FC20,npc,nsc,0.154853,0.00467114,33.15100811
Itga2b,npcBYnsc_FC20,npc,nsc,2.65825,0.080694,32.94235011
Gm44633,npcBYnsc_FC20,npc,nsc,1.7315,0.0525742,32.93440509
Gm7972,npcBYnsc_FC20,npc,nsc,0.201564,0.00613812,32.83806768
Prr16,npcBYnsc_FC20,npc,nsc,0.238719,0.00727378,32.81911193
Gm11739,npcBYnsc_FC20,npc,nsc,2.20397,0.0676601,32.57414636
Prdm8,npcBYnsc_FC20,npc,nsc,7.65531,0.23547,32.5107657
Csrnp3,npcBYnsc_FC20,npc,nsc,0.828255,0.0255444,32.4241321
Gm13589,npcBYnsc_FC20,npc,nsc,2.60489,0.0804096,32.39526126
Zfp366,npcBYnsc_FC20,npc,nsc,0.0676977,0.00210074,32.2256443
Tmem200b,npcBYnsc_FC20,npc,nsc,0.964455,0.0299744,32.17595682
Gm13387,npcBYnsc_FC20,npc,nsc,0.703677,0.0219787,32.0163158
Hecw1,npcBYnsc_FC20,npc,nsc,17.39,0.544586,31.93251387
9030612E09Rik,npcBYnsc_FC20,npc,nsc,0.702236,0.02204,31.86188748
AC137513.1,npcBYnsc_FC20,npc,nsc,0.185268,0.00583266,31.76389503
Arg2,npcBYnsc_FC20,npc,nsc,1.7055,0.0538712,31.65884554
Gm20554,npcBYnsc_FC20,npc,nsc,0.255966,0.00812165,31.51650219
Gm38116,npcBYnsc_FC20,npc,nsc,0.306974,0.00979064,31.35382365
Sgk2,npcBYnsc_FC20,npc,nsc,4.29997,0.137246,31.33038486
Gm11646,npcBYnsc_FC20,npc,nsc,2.42685,0.077675,31.24364339
Tnxb,npcBYnsc_FC20,npc,nsc,0.131469,0.00424168,30.99455876
Meioc,npcBYnsc_FC20,npc,nsc,0.0857984,0.00277842,30.88028448
Gm13293,npcBYnsc_FC20,npc,nsc,3.90913,0.126675,30.8595224
Phf24,npcBYnsc_FC20,npc,nsc,0.358336,0.0116121,30.85884551
Tspan32,npcBYnsc_FC20,npc,nsc,0.194664,0.00634557,30.67714957
Tgfbr3l,npcBYnsc_FC20,npc,nsc,2.31365,0.076105,30.4007621
Tbr1,npcBYnsc_FC20,npc,nsc,4.62045,0.153032,30.19270479
Gm27252,npcBYnsc_FC20,npc,nsc,1.82933,0.0610039,29.98709919
Sned1,npcBYnsc_FC20,npc,nsc,3.11174,0.104147,29.87834503
Gm38562,npcBYnsc_FC20,npc,nsc,3.54801,0.118833,29.8571104
Neurod2,npcBYnsc_FC20,npc,nsc,4.79369,0.161007,29.77317756
Gm37928,npcBYnsc_FC20,npc,nsc,0.0983219,0.00330624,29.73828276
Hdc,npcBYnsc_FC20,npc,nsc,2.7919,0.0940964,29.67063565
Gm37786,npcBYnsc_FC20,npc,nsc,0.143842,0.00486017,29.59608409
Nipal4,npcBYnsc_FC20,npc,nsc,3.21806,0.108753,29.59054003
Kcnq1,npcBYnsc_FC20,npc,nsc,0.136026,0.00459795,29.58405376
A230009B12Rik,npcBYnsc_FC20,npc,nsc,6.59219,0.224167,29.4074953
Lipc,npcBYnsc_FC20,npc,nsc,0.234731,0.00798994,29.37831824
Rhd,npcBYnsc_FC20,npc,nsc,0.783036,0.0266686,29.36172128
Slc23a4,npcBYnsc_FC20,npc,nsc,0.210225,0.00722596,29.09302017
Tspear,npcBYnsc_FC20,npc,nsc,1.23714,0.0428195,28.89197679
Opn1sw,npcBYnsc_FC20,npc,nsc,12.9565,0.450192,28.77994278
Cdh7,npcBYnsc_FC20,npc,nsc,0.202349,0.00704102,28.73859185
Adamts15,npcBYnsc_FC20,npc,nsc,0.174525,0.0060878,28.66799172
Cdhr4,npcBYnsc_FC20,npc,nsc,4.12572,0.144238,28.60355801
Il23a,npcBYnsc_FC20,npc,nsc,4.11268,0.144341,28.49280523
Cilp,npcBYnsc_FC20,npc,nsc,0.534492,0.0187676,28.47950724
Rtl4,npcBYnsc_FC20,npc,nsc,0.100747,0.00353897,28.46788755
Tmem151a,npcBYnsc_FC20,npc,nsc,4.75124,0.168408,28.21267398
Chdh,npcBYnsc_FC20,npc,nsc,0.576873,0.0205136,28.12149013
Shbg,npcBYnsc_FC20,npc,nsc,0.619806,0.022127,28.01129841
AF529169,npcBYnsc_FC20,npc,nsc,0.0519107,0.00185443,27.99280641
Grb14,npcBYnsc_FC20,npc,nsc,201.737,7.2114,27.97473445
Ccdc102a,npcBYnsc_FC20,npc,nsc,0.617413,0.0222999,27.68680577
Gm38260,npcBYnsc_FC20,npc,nsc,0.445659,0.0162134,27.48707859
Angpt4,npcBYnsc_FC20,npc,nsc,1.49917,0.0545551,27.47992397
Astn2,npcBYnsc_FC20,npc,nsc,0.186439,0.00680578,27.39421492
Ly6g6e,npcBYnsc_FC20,npc,nsc,12.1557,0.443775,27.39158357
9330154J02Rik,npcBYnsc_FC20,npc,nsc,0.505891,0.0185224,27.31238932
Foxj1,npcBYnsc_FC20,npc,nsc,0.39311,0.0144203,27.26087529
Pax4,npcBYnsc_FC20,npc,nsc,1.03077,0.0379179,27.18425862
Snord14d,npcBYnsc_FC20,npc,nsc,678.006,24.979,27.14304015
Hist1h4f,npcBYnsc_FC20,npc,nsc,1.92114,0.0709506,27.07714945
Alx3,npcBYnsc_FC20,npc,nsc,0.196857,0.0072805,27.03893963
Slc5a5,npcBYnsc_FC20,npc,nsc,1.1599,0.0431274,26.89473513
Adamts5,npcBYnsc_FC20,npc,nsc,0.0592212,0.00220865,26.81330224
Gm29398,npcBYnsc_FC20,npc,nsc,0.251794,0.00945444,26.63235475
Doc2g,npcBYnsc_FC20,npc,nsc,0.373904,0.0140662,26.58173494
Opalin,npcBYnsc_FC20,npc,nsc,148.779,5.60438,26.54691509
Cacna2d4,npcBYnsc_FC20,npc,nsc,0.774347,0.0293883,26.34881909
Gm5087,npcBYnsc_FC20,npc,nsc,1.46215,0.0555027,26.34376346
Drc7,npcBYnsc_FC20,npc,nsc,0.546249,0.0208406,26.21080967
A830036E02Rik,npcBYnsc_FC20,npc,nsc,0.149505,0.0057279,26.10118892
Gm37593,npcBYnsc_FC20,npc,nsc,0.110239,0.00425828,25.88815202
Gm48699,npcBYnsc_FC20,npc,nsc,0.287986,0.0111353,25.86243747
Gm16027,npcBYnsc_FC20,npc,nsc,0.609437,0.0236183,25.80359298
Cd24a,npcBYnsc_FC20,npc,nsc,146.755,5.68873,25.79749786
Mgst2,npcBYnsc_FC20,npc,nsc,3.23038,0.125266,25.78816279
Il7r,npcBYnsc_FC20,npc,nsc,0.607731,0.0237671,25.57026309
Nlrp4f,npcBYnsc_FC20,npc,nsc,0.246938,0.00966922,25.53856464
Gm37018,npcBYnsc_FC20,npc,nsc,0.499597,0.0195658,25.53419743
Il17d,npcBYnsc_FC20,npc,nsc,0.621267,0.0243403,25.52421293
Gm48717,npcBYnsc_FC20,npc,nsc,0.382638,0.0150166,25.48100103
Gm9989,npcBYnsc_FC20,npc,nsc,0.456774,0.0179326,25.47171074
Gm48405,npcBYnsc_FC20,npc,nsc,0.153169,0.0060193,25.44631436
H2-M5,npcBYnsc_FC20,npc,nsc,0.29301,0.0115249,25.42408177
Gm30122,npcBYnsc_FC20,npc,nsc,0.301238,0.0118739,25.36976057
Gm27011,npcBYnsc_FC20,npc,nsc,0.429554,0.0170105,25.25228535
Gm47018,npcBYnsc_FC20,npc,nsc,0.43784,0.0175579,24.93692298
Gm40117,npcBYnsc_FC20,npc,nsc,6.01173,0.241598,24.8831944
Gm43189,npcBYnsc_FC20,npc,nsc,0.112686,0.00453366,24.85541483
