Gene,Category,QNP_avg,TAP_avg,FC5
RP11-350N15.4,TAPbyQNP_FC5_,-0.113672857,-1.5553625,13.68279587
U47924.32,TAPbyQNP_FC5_,-0.032421429,-0.44046125,13.58549791
GLIPR1,TAPbyQNP_FC5_,0.216282,2.914775,13.47673408
RP11-506H21.5,TAPbyQNP_FC5_,-0.129018857,-1.738035,13.47117033
FSCN2,TAPbyQNP_FC5_,-0.099547286,-1.33379875,13.39864508
CTC-498M16.2,TAPbyQNP_FC5_,-0.220079429,-2.87777625,13.07608016
RP11-718B12.1,TAPbyQNP_FC5_,0.022069429,0.2882475,13.0609408
RP11-497H16.5,TAPbyQNP_FC5_,-0.08132,-1.05981675,13.03267031
LINC00638,TAPbyQNP_FC5_,-0.055792857,-0.71029325,12.73089937
MAPK13,TAPbyQNP_FC5_,-0.139226143,-1.766042125,12.68470194
TM4SF19,TAPbyQNP_FC5_,-0.075044,-0.94991375,12.65809059
RP11-613E4.4,TAPbyQNP_FC5_,-0.17855,-2.242755,12.56093531
RP11-561I11.3,TAPbyQNP_FC5_,-0.171382857,-2.1510975,12.55141579
RP11-261C10.5,TAPbyQNP_FC5_,-0.013840429,-0.173379138,12.52700641
SH3GL1P1,TAPbyQNP_FC5_,-0.06827,-0.8551525,12.52603633
RP11-561C5.1,TAPbyQNP_FC5_,-0.066374571,-0.831365,12.52535394
RP4-724E13.2,TAPbyQNP_FC5_,-0.275355714,-3.4266375,12.44440308
CYP2W1,TAPbyQNP_FC5_,-0.203795143,-2.529225,12.41062453
CMP21-97G8.2,TAPbyQNP_FC5_,-0.066403429,-0.82042375,12.35514141
SMCO4,TAPbyQNP_FC5_,0.095268571,1.17043375,12.28562298
NOC2LP2,TAPbyQNP_FC5_,0.044587143,0.54340375,12.18745394
FAM86JP,TAPbyQNP_FC5_,0.021072857,0.255669838,12.13266126
SNX18P25,TAPbyQNP_FC5_,-0.090270714,-1.08826,12.05551555
CTC-338M12.9,TAPbyQNP_FC5_,-0.291690429,-3.4946875,11.98080965
AC093627.12,TAPbyQNP_FC5_,-0.197088571,-2.3050445,11.6954752
RP11-572O6.1,TAPbyQNP_FC5_,-0.094735286,-1.101603875,11.62823194
TCAF2,TAPbyQNP_FC5_,-0.137457143,-1.59612,11.61176471
RP4-669P10.16,TAPbyQNP_FC5_,-0.124538857,-1.4406425,11.56781532
LTBP2,TAPbyQNP_FC5_,0.105822857,1.212805,11.46070927
RP11-626G11.6,TAPbyQNP_FC5_,-0.128477843,-1.465007,11.40279886
LINC01410,TAPbyQNP_FC5_,-0.124107143,-1.410331375,11.36382115
RP11-115C21.2,TAPbyQNP_FC5_,-0.093433714,-1.05526375,11.29425024
S100A5,TAPbyQNP_FC5_,-0.12701,-1.434089,11.2911503
SNORA15,TAPbyQNP_FC5_,-0.124794286,-1.405735,11.26441801
RP11-242D8.2,TAPbyQNP_FC5_,-0.051771429,-0.582905375,11.25920978
RP11-989F5.1,TAPbyQNP_FC5_,-0.134435714,-1.509165,11.22592317
RP11-279O9.4,TAPbyQNP_FC5_,-0.173401143,-1.923775,11.09436171
RP11-54A4.2,TAPbyQNP_FC5_,-0.121522857,-1.34386875,11.05856776
AE000658.30,TAPbyQNP_FC5_,0.075352857,0.832621138,11.04962929
RP11-390K5.6,TAPbyQNP_FC5_,-0.040255529,-0.44338525,11.01426973
SH3TC1,TAPbyQNP_FC5_,-0.082915714,-0.9090275,10.96327165
FGGY,TAPbyQNP_FC5_,-0.022919571,-0.249409625,10.88194977
RP11-1376P16.2,TAPbyQNP_FC5_,0.049871386,0.54037625,10.83539674
RP11-124B13.1,TAPbyQNP_FC5_,-0.148121429,-1.5991325,10.79609153
FAM132A,TAPbyQNP_FC5_,-0.173447714,-1.86756625,10.76731543
RP11-154P18.2,TAPbyQNP_FC5_,-0.222091429,-2.38992625,10.76100174
AC083884.8,TAPbyQNP_FC5_,-0.162025857,-1.742925625,10.75708319
RP11-455I9.1,TAPbyQNP_FC5_,-0.252282857,-2.7130875,10.75414925
NBL1,TAPbyQNP_FC5_,0.071766286,0.769675,10.72474341
PNCK,TAPbyQNP_FC5_,-0.297932,-3.182672125,10.68254543
BCO1,TAPbyQNP_FC5_,-0.231661429,-2.47334875,10.67656694
CYB561D2,TAPbyQNP_FC5_,-0.197357543,-2.103465,10.65814344
AC097523.3,TAPbyQNP_FC5_,0.117142857,1.24595125,10.63616921
RNU2-6P,TAPbyQNP_FC5_,-0.200839,-2.13467725,10.62879844
RP11-102G14.1,TAPbyQNP_FC5_,-0.062682857,-0.6653425,10.61442522
PGM5P4,TAPbyQNP_FC5_,-0.232233714,-2.458076625,10.58449516
CH17-80A12.1,TAPbyQNP_FC5_,-0.242543857,-2.55816875,10.54724197
KB-1208A12.3,TAPbyQNP_FC5_,-0.061772429,-0.650568375,10.53169497
RP11-483E23.4,TAPbyQNP_FC5_,-0.023415157,-0.245780488,10.49664053
RP13-942N8.1,TAPbyQNP_FC5_,-0.048613,-0.509146738,10.47346877
FTCD,TAPbyQNP_FC5_,-0.315986429,-3.3001,10.44380297
ZGLP1,TAPbyQNP_FC5_,-0.103590857,-1.07586375,10.38570179
RP11-134L10.1,TAPbyQNP_FC5_,-0.158175143,-1.6407875,10.37323229
ERBB3,TAPbyQNP_FC5_,-0.191755714,-1.98837875,10.36933245
CSPG5,TAPbyQNP_FC5_,0.063721429,0.658422875,10.33283292
RP11-272P10.3,TAPbyQNP_FC5_,-0.345872714,-3.57087875,10.32425688
RP4-593H12.1,TAPbyQNP_FC5_,-0.210848571,-2.1574125,10.23204703
AC010987.5,TAPbyQNP_FC5_,-0.206621286,-2.10854,10.20485374
SNORA81,TAPbyQNP_FC5_,-0.10076,-1.0282075,10.20452064
AC005062.2,TAPbyQNP_FC5_,-0.132805429,-1.35389825,10.19460021
ZNF530,TAPbyQNP_FC5_,0.053362857,0.54327625,10.18079389
RPLP1P6,TAPbyQNP_FC5_,-0.163122857,-1.65674375,10.15641694
RP11-153M7.3,TAPbyQNP_FC5_,-0.139034429,-1.410476875,10.14480291
NKPD1,TAPbyQNP_FC5_,-0.295806143,-2.98825,10.10205526
PLA2G7,TAPbyQNP_FC5_,-0.395732857,-3.98296125,10.06477268
RP11-138E2.1,TAPbyQNP_FC5_,-0.110781143,-1.111718375,10.03526725
WWP1P1,TAPbyQNP_FC5_,-0.058564571,-0.587458625,10.03095576
PLAC9,TAPbyQNP_FC5_,-0.186678571,-1.87003125,10.01738569
RN7SL750P,TAPbyQNP_FC5_,-0.099116857,-0.9863215,9.951097406
CTD-2270P14.2,TAPbyQNP_FC5_,-0.125845714,-1.25207875,9.949315772
RP13-216E22.5,TAPbyQNP_FC5_,-0.081618514,-0.8115025,9.942627688
RP11-930P14.2,TAPbyQNP_FC5_,-0.143263,-1.422635,9.930233207
NADK2-AS1,TAPbyQNP_FC5_,-0.111117143,-1.0976615,9.878417243
ADAT3,TAPbyQNP_FC5_,0.045456571,0.44750625,9.844698708
ZNF962P,TAPbyQNP_FC5_,-0.374882857,-3.68418125,9.827553274
ITPR1-AS1,TAPbyQNP_FC5_,-0.183138571,-1.798225,9.81893102
RP4-724E16.2,TAPbyQNP_FC5_,-0.094368571,-0.9258325,9.810813982
C2orf27AP3,TAPbyQNP_FC5_,-0.271227143,-2.6469,9.758979032
TMEM88,TAPbyQNP_FC5_,-0.075581429,-0.737467,9.757251403
PTGFRN,TAPbyQNP_FC5_,0.326285714,3.1503125,9.655073336
STEAP3-AS1,TAPbyQNP_FC5_,-0.189818571,-1.8310275,9.646197873
RP11-445N20.2,TAPbyQNP_FC5_,-0.164744286,-1.581706875,9.600981716
COL11A2,TAPbyQNP_FC5_,-0.233105429,-2.23224875,9.576133699
ZDHHC11,TAPbyQNP_FC5_,-0.250005943,-2.392804849,9.570991879
CTD-2008E3.1,TAPbyQNP_FC5_,-0.273964286,-2.6221075,9.570982923
SMG1P6,TAPbyQNP_FC5_,-0.038892914,-0.372045625,9.565897332
CNTD2,TAPbyQNP_FC5_,-0.293537143,-2.80575,9.558415581
CPED1,TAPbyQNP_FC5_,-0.183338571,-1.7427075,9.50540569
MAB21L1,TAPbyQNP_FC5_,-0.083571714,-0.79436,9.505129897
FRK,TAPbyQNP_FC5_,-0.145233029,-1.376205375,9.475842985
KLHL33,TAPbyQNP_FC5_,-0.301391429,-2.84757375,9.448091352
ASIC4,TAPbyQNP_FC5_,-0.258062857,-2.425825,9.400132304
ZBTB45P2,TAPbyQNP_FC5_,-0.349831429,-3.27415,9.359221993
Y_RNA,TAPbyQNP_FC5_,-0.157101143,-1.46268625,9.310474917
ESRG,TAPbyQNP_FC5_,0.052775714,0.4905475,9.294947622
ERCC6L,TAPbyQNP_FC5_,0.082635714,0.76435,9.249632639
SH3TC2,TAPbyQNP_FC5_,-0.224452429,-2.05714875,9.165188201
MST1L,TAPbyQNP_FC5_,-0.132595571,-1.21341625,9.151257745
ANXA2R,TAPbyQNP_FC5_,-0.104473714,-0.952011445,9.112449495
RP11-295D4.5,TAPbyQNP_FC5_,-0.134494,-1.220469375,9.074526559
XXbac-BPGBPG55C20.1,TAPbyQNP_FC5_,-0.131749571,-1.19540375,9.073302759
MEMO1,TAPbyQNP_FC5_,0.045175714,0.40935875,9.061478196
RP5-1173I20.1,TAPbyQNP_FC5_,-0.213391429,-1.92853,9.037523264
SLC9A9,TAPbyQNP_FC5_,-0.079134286,-0.710994875,8.984662824
RIMBP2,TAPbyQNP_FC5_,-0.7185,-6.455175,8.984237996
Metazoa_SRP,TAPbyQNP_FC5_,-0.106915857,-0.957722375,8.957720591
OPRL1,TAPbyQNP_FC5_,-0.089261,-0.79856625,8.946418369
RP11-59H7.3,TAPbyQNP_FC5_,-0.152774329,-1.3466425,8.814586276
RPL7P6,TAPbyQNP_FC5_,0.078696286,0.69272625,8.802527892
PZP,TAPbyQNP_FC5_,-0.22143,-1.946025,8.7884433
RP11-473I1.6,TAPbyQNP_FC5_,-0.088268429,-0.772475,8.751430296
SCARF1,TAPbyQNP_FC5_,-0.128637143,-1.116055,8.675993381
RP11-73K9.2,TAPbyQNP_FC5_,-0.144381429,-1.251424875,8.667491986
GTF2IP9,TAPbyQNP_FC5_,-0.184434286,-1.588195,8.611170064
CTD-2012K14.8,TAPbyQNP_FC5_,-0.155005286,-1.3306275,8.584400808
ZFAT,TAPbyQNP_FC5_,-0.094164571,-0.807955875,8.580253303
RP11-69M1.4,TAPbyQNP_FC5_,0.106289571,0.91176625,8.578134597
PHOSPHO2,TAPbyQNP_FC5_,0.11254,0.96481625,8.573096232
RP11-357N13.3,TAPbyQNP_FC5_,-0.038534143,-0.32974,8.557086665
ZNF624,TAPbyQNP_FC5_,0.064535286,0.551547163,8.546443336
CTD-2538A21.1,TAPbyQNP_FC5_,-0.101104286,-0.86398525,8.54548592
STPG3,TAPbyQNP_FC5_,-0.349088571,-2.9729125,8.516212627
RP11-445O16.3,TAPbyQNP_FC5_,-0.134521871,-1.13925875,8.468948119
KCNN2,TAPbyQNP_FC5_,-0.282604286,-2.3803825,8.423023359
RP5-826L7.1,TAPbyQNP_FC5_,-0.103842471,-0.871477125,8.392299538
RP13-766D20.2,TAPbyQNP_FC5_,-0.225318429,-1.88365125,8.359952011
AC009120.10,TAPbyQNP_FC5_,-0.080638814,-0.670013875,8.308825978
IPO5P1,TAPbyQNP_FC5_,-0.071543143,-0.59345875,8.295117132
AKNAD1,TAPbyQNP_FC5_,-0.100877143,-0.83339475,8.261482496
CTD-2527I21.14,TAPbyQNP_FC5_,-0.140590026,-1.16124,8.259760911
Metazoa_SRP,TAPbyQNP_FC5_,-0.161627143,-1.33471375,8.257980228
uc_338,TAPbyQNP_FC5_,-0.128075714,-1.053485,8.225486041
CTC-260F20.3,TAPbyQNP_FC5_,-0.109801143,-0.9024225,8.218698608
KCNJ4,TAPbyQNP_FC5_,-0.324715714,-2.659770375,8.191073785
MNS1,TAPbyQNP_FC5_,0.230546871,1.8843375,8.173337978
RP11-599J14.2,TAPbyQNP_FC5_,-0.107212857,-0.8761625,8.172177511
DHRS3,TAPbyQNP_FC5_,0.17645,1.4418375,8.171365826
RP11-33E12.2,TAPbyQNP_FC5_,-0.153,-1.248077375,8.157368464
RP11-16N2.1,TAPbyQNP_FC5_,-0.169327,-1.37867625,8.142093405
ATP8B5P,TAPbyQNP_FC5_,-0.118740857,-0.963806375,8.11688915
TMEM229B,TAPbyQNP_FC5_,-0.15885,-1.2880675,8.108703179
BMS1P12,TAPbyQNP_FC5_,-0.29036,-2.35180875,8.099630631
RP11-496D24.2,TAPbyQNP_FC5_,-0.302495071,-2.4458,8.08542099
ILF2P1,TAPbyQNP_FC5_,0.080050857,0.64629875,8.073601871
FOXD4L4,TAPbyQNP_FC5_,-0.377268,-3.0341875,8.042525473
DIS3L2,TAPbyQNP_FC5_,0.109903571,0.8818725,8.024056803
BTBD7P1,TAPbyQNP_FC5_,-0.069473,-0.556463125,8.00977538
BUD13P1,TAPbyQNP_FC5_,-0.238399286,-1.90724125,8.000196998
RP4-704D21.2,TAPbyQNP_FC5_,-0.068862,-0.54983375,7.984574221
BCAR1P1,TAPbyQNP_FC5_,-0.0524666,-0.417927875,7.96559859
PLK5,TAPbyQNP_FC5_,-0.671602857,-5.3381875,7.948428812
RP11-1012A1.7,TAPbyQNP_FC5_,0.132863857,1.054015,7.933045319
IAPP,TAPbyQNP_FC5_,-0.157141429,-1.24321,7.911408286
VN1R1,TAPbyQNP_FC5_,-0.141361,-1.117665,7.906459349
ID1,TAPbyQNP_FC5_,0.185617286,1.46482625,7.89164783
RP11-387H17.6,TAPbyQNP_FC5_,-0.080076714,-0.63159375,7.887358462
AC016577.1,TAPbyQNP_FC5_,-0.159245286,-1.25372875,7.872941069
RP11-333E13.4,TAPbyQNP_FC5_,-0.102097143,-0.80115525,7.846989912
EIF4E3,TAPbyQNP_FC5_,-0.061105743,-0.47942825,7.84587876
RN7SKP203,TAPbyQNP_FC5_,-0.140562857,-1.100789125,7.831294464
ARRDC3-AS1,TAPbyQNP_FC5_,-0.141087571,-1.1018477,7.809672311
SLC22A20,TAPbyQNP_FC5_,-0.115877286,-0.90430375,7.803977668
RP11-640N20.8,TAPbyQNP_FC5_,-0.119817571,-0.93447425,7.799141969
RAD54B,TAPbyQNP_FC5_,-0.062795714,-0.48633125,7.74465671
RP11-972P1.11,TAPbyQNP_FC5_,-0.196062857,-1.5182825,7.743855833
RP11-155D18.13,TAPbyQNP_FC5_,-0.085843,-0.6598765,7.687015831
AP000318.2,TAPbyQNP_FC5_,-0.151058571,-1.160779,7.684297482
SLC35G2,TAPbyQNP_FC5_,0.164777143,1.26346375,7.667712451
OXCT1-AS1,TAPbyQNP_FC5_,-0.250525286,-1.9195025,7.66191123
KCNIP2-AS1,TAPbyQNP_FC5_,-0.269576857,-2.0571375,7.630987028
RP11-241F15.10,TAPbyQNP_FC5_,-0.26601,-2.029337646,7.628802099
RAB11B-AS1,TAPbyQNP_FC5_,0.098354857,0.748285,7.608012677
TXLNB,TAPbyQNP_FC5_,-0.290622857,-2.20275625,7.579432229
AMDHD1,TAPbyQNP_FC5_,0.01184,0.08969875,7.575907939
AC009784.3,TAPbyQNP_FC5_,-0.237569143,-1.79823,7.569291106
STK17B,TAPbyQNP_FC5_,0.252867286,1.91031625,7.554619984
MIR99AHG,TAPbyQNP_FC5_,0.122569571,0.92405375,7.539014286
IL15,TAPbyQNP_FC5_,-0.190954,-1.432216375,7.500321412
LHX6,TAPbyQNP_FC5_,-0.460795286,-3.41809875,7.417824913
AZGP1P1,TAPbyQNP_FC5_,-0.339652857,-2.51579625,7.406963307
XXbac-BPG170G13.32,TAPbyQNP_FC5_,-0.23213,-1.7190225,7.405430147
IL23A,TAPbyQNP_FC5_,-0.1402315,-1.03070125,7.349998039
TMEM246-AS1,TAPbyQNP_FC5_,-0.475424286,-3.48982425,7.340441696
SNORA59A,TAPbyQNP_FC5_,-0.19015,-1.386635,7.292321851
CCDC17,TAPbyQNP_FC5_,-0.237503529,-1.72483,7.262334208
SLC15A2,TAPbyQNP_FC5_,0.186417143,1.34348,7.206847929
WDR49,TAPbyQNP_FC5_,-0.164861429,-1.181861125,7.16881526
RP11-26J3.1,TAPbyQNP_FC5_,-0.305662857,-2.18367375,7.144059865
STBD1,TAPbyQNP_FC5_,-0.268106571,-1.908238875,7.117464018
RP11-740N7.3,TAPbyQNP_FC5_,-0.222532857,-1.580955,7.10436661
SNX18P5,TAPbyQNP_FC5_,-0.374462857,-2.65087375,7.079136687
MCM9,TAPbyQNP_FC5_,-0.087980571,-0.622110125,7.070994367
CKS1BP6,TAPbyQNP_FC5_,-0.092132143,-0.6505545,7.061102454
VWA5B2,TAPbyQNP_FC5_,-0.398294286,-2.80795,7.04993795
FAM47E,TAPbyQNP_FC5_,-0.319716286,-2.25185625,7.043295417
TUBB4A,TAPbyQNP_FC5_,0.172205714,1.2091125,7.021326238
DUSP5P1,TAPbyQNP_FC5_,-0.365914286,-2.5590265,6.993513508
FAM222A,TAPbyQNP_FC5_,-0.088282857,-0.612670875,6.939862334
RP13-923O23.7,TAPbyQNP_FC5_,-0.244375714,-1.6946125,6.934455435
ATF4P2,TAPbyQNP_FC5_,-0.174914286,-1.21221625,6.930344454
RP13-516M14.8,TAPbyQNP_FC5_,-0.116961,-0.8105525,6.930109182
CASC9,TAPbyQNP_FC5_,-0.354098143,-2.45086375,6.921425033
RP5-1142J19.2,TAPbyQNP_FC5_,-0.189525571,-1.31111625,6.917885751
FAM129C,TAPbyQNP_FC5_,-0.042111129,-0.291140125,6.913614878
RP11-661A12.9,TAPbyQNP_FC5_,-0.365808571,-2.4875025,6.80001152
STPG3-AS1,TAPbyQNP_FC5_,-0.367512857,-2.49189875,6.780439654
RP11-20B24.7,TAPbyQNP_FC5_,-0.061246571,-0.41355655,6.752321646
ATP9B,TAPbyQNP_FC5_,0.093338714,0.62875,6.736218779
MKRN9P,TAPbyQNP_FC5_,-0.098456714,-0.6631575,6.73552337
AC009404.2,TAPbyQNP_FC5_,-0.237132571,-1.58795625,6.696491504
FSIP2,TAPbyQNP_FC5_,-0.158819571,-1.0614525,6.683385999
RP11-642A1.1,TAPbyQNP_FC5_,-0.232792714,-1.5553275,6.681169146
PWWP2B,TAPbyQNP_FC5_,0.114450143,0.763096125,6.667498231
RP11-71B7.1,TAPbyQNP_FC5_,-0.112215143,-0.74727025,6.659263901
GS1-124K5.10,TAPbyQNP_FC5_,-0.417206343,-2.7723625,6.645063162
RP11-43N16.4,TAPbyQNP_FC5_,-0.115845714,-0.76889375,6.637222229
ADAMTS3,TAPbyQNP_FC5_,-0.233985714,-1.530535,6.541147201
RP11-308B5.2,TAPbyQNP_FC5_,-0.216781571,-1.41152125,6.511260347
MTCO3P39,TAPbyQNP_FC5_,-0.309621286,-2.01084625,6.494534913
PLXNA2,TAPbyQNP_FC5_,0.333695714,2.16671375,6.493082342
RP4-728D4.2,TAPbyQNP_FC5_,-0.334052857,-2.1682625,6.490776695
RP11-480I12.5,TAPbyQNP_FC5_,-0.050854286,-0.32997,6.488538682
ANKRD20A8P,TAPbyQNP_FC5_,-0.336456143,-2.1816215,6.484118499
BMS1P13,TAPbyQNP_FC5_,-0.332517857,-2.1557,6.482960099
AC104534.2,TAPbyQNP_FC5_,-0.173611429,-1.12382625,6.473227363
SCN2A,TAPbyQNP_FC5_,-0.154745714,-0.99886155,6.4548576
MCM10,TAPbyQNP_FC5_,0.308352857,1.98781125,6.446547207
CTC-338M12.1,TAPbyQNP_FC5_,-0.441784286,-2.84569,6.441356318
CDC25A,TAPbyQNP_FC5_,0.265881429,1.70202125,6.401429611
RP11-766F14.2,TAPbyQNP_FC5_,-0.4578033,-2.92885,6.397616618
AC004540.5,TAPbyQNP_FC5_,-0.509867714,-3.251084,6.376328426
GATA2,TAPbyQNP_FC5_,-0.520896714,-3.31317625,6.360524379
RP4-751H13.7,TAPbyQNP_FC5_,-0.469354286,-2.9839025,6.357462989
IGHD4-17,TAPbyQNP_FC5_,-0.071557,-0.453464375,6.337107131
IGHD4-11,TAPbyQNP_FC5_,-0.071557,-0.453464375,6.337107131
IGHD4-4,TAPbyQNP_FC5_,-0.071557,-0.453464375,6.337107131
CYB5A,TAPbyQNP_FC5_,0.172679429,1.093116125,6.330320491
KRT18P11,TAPbyQNP_FC5_,-0.201309143,-1.27398375,6.328494235
DNAJC8P1,TAPbyQNP_FC5_,0.26231,1.656495,6.31502802
CTC-444N24.6,TAPbyQNP_FC5_,-0.109204286,-0.68949875,6.313843321
PRELID1P4,TAPbyQNP_FC5_,0.155524286,0.98079,6.306346276
HOXA-AS3,TAPbyQNP_FC5_,-0.733706286,-4.62077025,6.297847436
RP11-57A19.5,TAPbyQNP_FC5_,-0.136728571,-0.859356,6.285123812
NAT8L,TAPbyQNP_FC5_,-0.36466,-2.29041625,6.280963774
STAG3L5P-PVRIG2P-PILRB,TAPbyQNP_FC5_,-0.326508571,-2.05029625,6.279456129
KRT10,TAPbyQNP_FC5_,0.408601429,2.562652375,6.271765578
RP11-568J23.5,TAPbyQNP_FC5_,-0.132312857,-0.82961875,6.270129509
CNN2P4,TAPbyQNP_FC5_,-0.607432857,-3.8077625,6.268614638
TCEA1P4,TAPbyQNP_FC5_,-0.144835429,-0.907568625,6.266205955
CCDC183-AS1,TAPbyQNP_FC5_,-0.267884286,-1.6698275,6.233391016
RN7SL585P,TAPbyQNP_FC5_,-0.148526571,-0.92247,6.210807879
AC005592.1,TAPbyQNP_FC5_,-0.460088857,-2.8553125,6.206002288
RP11-799B12.2,TAPbyQNP_FC5_,-0.273861857,-1.699247,6.204759647
LLNLF-187D8.1,TAPbyQNP_FC5_,-0.168416986,-1.04429975,6.200679495
TICRR,TAPbyQNP_FC5_,0.181744714,1.12685375,6.200200949
TTC28-AS1,TAPbyQNP_FC5_,-0.070471571,-0.436745,6.197463618
SEC1P,TAPbyQNP_FC5_,-0.324321143,-2.00623625,6.185955785
RP11-334J6.6,TAPbyQNP_FC5_,-0.320442857,-1.97603,6.166559672
VN1R42P,TAPbyQNP_FC5_,-0.224985714,-1.38311,6.147545876
GEN1,TAPbyQNP_FC5_,0.26945,1.65627125,6.146859343
ALDH2,TAPbyQNP_FC5_,0.105391429,0.64779875,6.146598056
CYP2F2P,TAPbyQNP_FC5_,-0.317618571,-1.9316225,6.081579208
NR6A1,TAPbyQNP_FC5_,-0.247185714,-1.503268525,6.081534806
RP11-307C18.1,TAPbyQNP_FC5_,-0.748114,-4.5303125,6.055644594
PKMP5,TAPbyQNP_FC5_,-0.096346857,-0.58320075,6.053137251
CTD-2007A10.1,TAPbyQNP_FC5_,-0.67547,-4.06985,6.025212075
CYP2D8P,TAPbyQNP_FC5_,-0.256429571,-1.54321,6.018065668
CDKL3,TAPbyQNP_FC5_,-0.270048571,-1.62457375,6.015857597
AR,TAPbyQNP_FC5_,-0.249404286,-1.496915,6.001961818
CLEC4A,TAPbyQNP_FC5_,-0.226149143,-1.35393,5.986889815
RP11-460N20.4,TAPbyQNP_FC5_,-0.166532857,-0.9945925,5.972349944
RP13-631K18.3,TAPbyQNP_FC5_,-0.138456,-0.826623625,5.970298326
VTRNA1-3,TAPbyQNP_FC5_,-0.309354286,-1.84647025,5.968788329
HRAT17,TAPbyQNP_FC5_,-0.219557714,-1.30409,5.939622774
CTD-2339M3.1,TAPbyQNP_FC5_,-0.515247429,-3.05633125,5.931773902
RGPD2,TAPbyQNP_FC5_,-0.180490571,-1.0703425,5.930185115
PPIAP9,TAPbyQNP_FC5_,0.097433857,0.57774375,5.929599494
RP4-785G19.5,TAPbyQNP_FC5_,-0.3843,-2.2693125,5.905054645
CARMIL3,TAPbyQNP_FC5_,-0.498321429,-2.94114375,5.902101699
CSRNP3,TAPbyQNP_FC5_,-0.415212714,-2.4504245,5.901612392
TPTE2P1,TAPbyQNP_FC5_,-0.359624286,-2.1210675,5.898009629
CH507-338C24.2,TAPbyQNP_FC5_,-0.231372857,-1.364195,5.896089182
SCARNA8,TAPbyQNP_FC5_,-0.308914286,-1.8189425,5.888178644
RP11-159H10.3,TAPbyQNP_FC5_,-0.381685714,-2.24542625,5.882919287
AQP3,TAPbyQNP_FC5_,-0.288735714,-1.6979925,5.880784454
RP11-403A3.1,TAPbyQNP_FC5_,-0.625022,-3.6677375,5.86817344
RP11-77P6.2,TAPbyQNP_FC5_,-0.14125,-0.8281375,5.862920354
UNC5B,TAPbyQNP_FC5_,0.233512857,1.36656375,5.852199175
TNFAIP2,TAPbyQNP_FC5_,0.440717143,2.5788525,5.851491238
ZSWIM5,TAPbyQNP_FC5_,-0.026885571,-0.15690725,5.836113635
RP11-565F19.2,TAPbyQNP_FC5_,0.027052,0.157675125,5.828594004
BAK1P1,TAPbyQNP_FC5_,0.057910143,0.3353755,5.791308456
KDM4D,TAPbyQNP_FC5_,-0.06834,-0.394615,5.774290313
LRP3,TAPbyQNP_FC5_,-0.086292857,-0.496065,5.748621803
DAPL1,TAPbyQNP_FC5_,-0.134490143,-0.773075,5.748190786
Metazoa_SRP,TAPbyQNP_FC5_,-0.147229043,-0.844813375,5.738089161
CTB-179K24.3,TAPbyQNP_FC5_,-0.201113143,-1.152905,5.732618881
RP11-504P24.3,TAPbyQNP_FC5_,0.101376,0.5806225,5.727415759
FGL2,TAPbyQNP_FC5_,-0.442593571,-2.533625,5.724495708
Metazoa_SRP,TAPbyQNP_FC5_,-0.177098571,-1.01354625,5.723062822
MRPL23-AS1,TAPbyQNP_FC5_,-0.300162571,-1.71715125,5.720737405
ZC3H12A,TAPbyQNP_FC5_,0.186273286,1.065505,5.720117063
HCG4P7,TAPbyQNP_FC5_,-0.191381857,-1.09169125,5.704256748
CYP39A1,TAPbyQNP_FC5_,-0.578956857,-3.295854256,5.692745868
AC005197.2,TAPbyQNP_FC5_,-0.315895714,-1.797535,5.690279794
ATP1B3-AS1,TAPbyQNP_FC5_,-0.110507143,-0.627164875,5.675333366
ARHGAP4,TAPbyQNP_FC5_,-0.401610143,-2.2791275,5.674974949
ABALON,TAPbyQNP_FC5_,-0.178663286,-1.0084825,5.644598419
RP11-861E21.1,TAPbyQNP_FC5_,-0.204732286,-1.15431625,5.638173999
AOC3,TAPbyQNP_FC5_,-0.416958714,-2.340275,5.61272596
ACAP2-IT1,TAPbyQNP_FC5_,0.072951429,0.40848375,5.599393432
RP11-335E6.2,TAPbyQNP_FC5_,-0.162681857,-0.91029625,5.595560968
U52111.14,TAPbyQNP_FC5_,-0.205952571,-1.152331,5.595128005
RP11-861E21.2,TAPbyQNP_FC5_,-0.32237,-1.79455,5.566740081
CTC-429P9.1,TAPbyQNP_FC5_,-0.120102,-0.66769025,5.559359961
RP11-420A23.1,TAPbyQNP_FC5_,-0.350879986,-1.9472485,5.549614054
CCR10,TAPbyQNP_FC5_,-0.133613586,-0.74132125,5.548247553
AC074212.6,TAPbyQNP_FC5_,-0.116232857,-0.644035875,5.540910641
GS1-600G8.5,TAPbyQNP_FC5_,-0.666512429,-3.67815285,5.518506021
PNPLA7,TAPbyQNP_FC5_,-0.405918571,-2.238315,5.514197077
RP4-800G7.3,TAPbyQNP_FC5_,-0.402528571,-2.21281875,5.49729611
KCNE2,TAPbyQNP_FC5_,-0.263526714,-1.44737625,5.492332168
SNORA15,TAPbyQNP_FC5_,-0.149961429,-0.823473625,5.491236199
MEIS1-AS3,TAPbyQNP_FC5_,-0.685482714,-3.7627125,5.489142792
RP1-178F15.4,TAPbyQNP_FC5_,-0.138415143,-0.756368,5.464488815
TAAR3,TAPbyQNP_FC5_,-0.44216,-2.39980375,5.427455559
AC007365.4,TAPbyQNP_FC5_,-0.065829286,-0.356568863,5.416568912
AC015691.13,TAPbyQNP_FC5_,-0.114992143,-0.620815,5.398760164
