Gene,Category,sample_1,sample_2,value_1_npc,value_2_nsc,FC5
Gm37931,npcBYnsc_FC5_,npc,nsc,0.343226,0.0394427,8.701889069
Chil1,npcBYnsc_FC5_,npc,nsc,66.5226,7.6474,8.698721134
1700015C15Rik,npcBYnsc_FC5_,npc,nsc,0.679712,0.0781432,8.698287247
Socs2,npcBYnsc_FC5_,npc,nsc,11.0322,1.26968,8.688960998
Fam180a,npcBYnsc_FC5_,npc,nsc,8.27485,0.954941,8.665299741
Rab3a,npcBYnsc_FC5_,npc,nsc,41.5984,4.80086,8.664780893
Atp10b,npcBYnsc_FC5_,npc,nsc,0.215974,0.0249477,8.657070592
Pcdha9,npcBYnsc_FC5_,npc,nsc,0.660449,0.0766421,8.617313461
Prr5l,npcBYnsc_FC5_,npc,nsc,11.1845,1.29924,8.608494197
Gm20083,npcBYnsc_FC5_,npc,nsc,13.879,1.61267,8.60622446
2410004P03Rik,npcBYnsc_FC5_,npc,nsc,1.25242,0.145542,8.605213615
Chrna5,npcBYnsc_FC5_,npc,nsc,0.093241,0.0108389,8.602441207
Gm16401,npcBYnsc_FC5_,npc,nsc,0.175421,0.0204195,8.590856779
Gm47210,npcBYnsc_FC5_,npc,nsc,0.10049,0.011698,8.590357326
Gm47155,npcBYnsc_FC5_,npc,nsc,0.158736,0.0184986,8.580973695
Kcnk7,npcBYnsc_FC5_,npc,nsc,1.26098,0.147055,8.574886947
Olfml1,npcBYnsc_FC5_,npc,nsc,38.4317,4.48233,8.574045195
Fam131c,npcBYnsc_FC5_,npc,nsc,0.102534,0.0119719,8.564555334
Ano4,npcBYnsc_FC5_,npc,nsc,4.64444,0.542378,8.563105436
Vstm5,npcBYnsc_FC5_,npc,nsc,0.422421,0.049347,8.560216427
Krt83,npcBYnsc_FC5_,npc,nsc,0.0961845,0.011242,8.55581747
Il33,npcBYnsc_FC5_,npc,nsc,12.3358,1.44427,8.541200745
Gm17322,npcBYnsc_FC5_,npc,nsc,0.681561,0.0798103,8.539762412
Ren1,npcBYnsc_FC5_,npc,nsc,0.239659,0.0281195,8.522875585
Kcnrg,npcBYnsc_FC5_,npc,nsc,0.478733,0.0561831,8.520943131
Efcab10,npcBYnsc_FC5_,npc,nsc,4.35165,0.510764,8.519883939
Tppp3,npcBYnsc_FC5_,npc,nsc,65.7203,7.72489,8.507603345
Ppp1r1b,npcBYnsc_FC5_,npc,nsc,4.01915,0.47273,8.501999027
Ptx4,npcBYnsc_FC5_,npc,nsc,0.0906362,0.0106733,8.491862873
Efhd1os,npcBYnsc_FC5_,npc,nsc,0.994107,0.117123,8.48771804
Lhx6,npcBYnsc_FC5_,npc,nsc,0.0368495,0.00435165,8.467937449
Gm15760,npcBYnsc_FC5_,npc,nsc,3.80933,0.450038,8.464463001
Tmem252,npcBYnsc_FC5_,npc,nsc,1.5881,0.18766,8.462645209
Ass1,npcBYnsc_FC5_,npc,nsc,89.4961,10.5926,8.448926609
Gm2367,npcBYnsc_FC5_,npc,nsc,0.415448,0.0491891,8.445936193
Rps19-ps12,npcBYnsc_FC5_,npc,nsc,0.492893,0.0585085,8.424297324
Upp2,npcBYnsc_FC5_,npc,nsc,1.23261,0.146585,8.408841287
Oaf,npcBYnsc_FC5_,npc,nsc,11.7694,1.40108,8.400234105
Stx19,npcBYnsc_FC5_,npc,nsc,0.313554,0.0373603,8.392705626
Sod3,npcBYnsc_FC5_,npc,nsc,3.25729,0.388187,8.391033188
St18,npcBYnsc_FC5_,npc,nsc,5.38105,0.641349,8.390205645
Folh1,npcBYnsc_FC5_,npc,nsc,8.20967,0.980014,8.377094613
Fgfr2,npcBYnsc_FC5_,npc,nsc,29.4994,3.52325,8.372780813
Efnb3,npcBYnsc_FC5_,npc,nsc,14.9863,1.79048,8.36999017
Ceacam15,npcBYnsc_FC5_,npc,nsc,0.312647,0.037372,8.365808627
Rgs5,npcBYnsc_FC5_,npc,nsc,119.465,14.2888,8.360744079
Gm15888,npcBYnsc_FC5_,npc,nsc,1.25711,0.150381,8.359500203
Gjb4,npcBYnsc_FC5_,npc,nsc,2.71097,0.324758,8.347661951
Sycp2,npcBYnsc_FC5_,npc,nsc,0.0601207,0.00722511,8.321077465
Cthrc1,npcBYnsc_FC5_,npc,nsc,91.4086,10.9859,8.320538144
Prlr,npcBYnsc_FC5_,npc,nsc,0.109803,0.0131992,8.318913267
Ccr9,npcBYnsc_FC5_,npc,nsc,0.201105,0.0241978,8.310879501
Iqca,npcBYnsc_FC5_,npc,nsc,3.93639,0.473794,8.308231003
Gm16677,npcBYnsc_FC5_,npc,nsc,0.255983,0.0308308,8.30283353
Epb41l3,npcBYnsc_FC5_,npc,nsc,52.1673,6.29008,8.293582912
1600014C23Rik,npcBYnsc_FC5_,npc,nsc,0.972355,0.117485,8.276418266
Filip1,npcBYnsc_FC5_,npc,nsc,0.669865,0.0810329,8.266580611
Gm16751,npcBYnsc_FC5_,npc,nsc,0.135692,0.0164247,8.261459874
Lamc3,npcBYnsc_FC5_,npc,nsc,1.1996,0.145453,8.247337628
Trim43b,npcBYnsc_FC5_,npc,nsc,0.0699011,0.00847757,8.245417024
Magee2,npcBYnsc_FC5_,npc,nsc,4.42804,0.538796,8.218398058
Gng11,npcBYnsc_FC5_,npc,nsc,124.479,15.148,8.217520465
Rgs4,npcBYnsc_FC5_,npc,nsc,21.3054,2.59769,8.201671485
Ptpru,npcBYnsc_FC5_,npc,nsc,3.64378,0.444661,8.194512224
Gm36908,npcBYnsc_FC5_,npc,nsc,0.742127,0.0907731,8.17562692
2510016D11Rik,npcBYnsc_FC5_,npc,nsc,2.15116,0.263281,8.1705858
4933439C10Rik,npcBYnsc_FC5_,npc,nsc,6.82646,0.835677,8.168778128
Smad7,npcBYnsc_FC5_,npc,nsc,1.83089,0.22417,8.167417585
1700022I11Rik,npcBYnsc_FC5_,npc,nsc,0.122302,0.0149777,8.165606201
Zfp7,npcBYnsc_FC5_,npc,nsc,3.3034,0.404577,8.165071173
Lrrk2,npcBYnsc_FC5_,npc,nsc,5.47406,0.670516,8.163951345
Myzap,npcBYnsc_FC5_,npc,nsc,0.769681,0.0942896,8.162946921
Gm45457,npcBYnsc_FC5_,npc,nsc,0.110166,0.0135066,8.156456843
Gm13052,npcBYnsc_FC5_,npc,nsc,0.25323,0.0310527,8.154846438
Nyap1,npcBYnsc_FC5_,npc,nsc,0.324515,0.0398263,8.148258814
Rab33a,npcBYnsc_FC5_,npc,nsc,37.9092,4.65768,8.13907353
Gm13133,npcBYnsc_FC5_,npc,nsc,2.07001,0.254402,8.136767793
Rps6kl1,npcBYnsc_FC5_,npc,nsc,2.0592,0.253664,8.117825155
Gm26884,npcBYnsc_FC5_,npc,nsc,0.215518,0.0265666,8.112366656
Bace2,npcBYnsc_FC5_,npc,nsc,0.0614188,0.0075938,8.088019174
Gm33016,npcBYnsc_FC5_,npc,nsc,0.223718,0.027673,8.084342139
4930480K23Rik,npcBYnsc_FC5_,npc,nsc,1.39304,0.172386,8.080934647
Gm11205,npcBYnsc_FC5_,npc,nsc,1.06407,0.131692,8.079989673
Fbln5,npcBYnsc_FC5_,npc,nsc,4.09373,0.507386,8.068275435
AC151831.1,npcBYnsc_FC5_,npc,nsc,0.181829,0.0225583,8.060403488
AC154738.2,npcBYnsc_FC5_,npc,nsc,0.311262,0.0386177,8.060086437
Palmd,npcBYnsc_FC5_,npc,nsc,16.438,2.04046,8.056026582
A430108G06Rik,npcBYnsc_FC5_,npc,nsc,0.449036,0.0559274,8.028908907
Duxbl3,npcBYnsc_FC5_,npc,nsc,0.71024,0.0885006,8.025256326
Igsf5,npcBYnsc_FC5_,npc,nsc,2.32443,0.290034,8.01433625
Gm47246,npcBYnsc_FC5_,npc,nsc,0.0547502,0.00683308,8.01252144
4930556H04Rik,npcBYnsc_FC5_,npc,nsc,0.0708164,0.00884272,8.008440842
Cobl,npcBYnsc_FC5_,npc,nsc,0.989373,0.12364,8.002046263
Igfbp3,npcBYnsc_FC5_,npc,nsc,0.0997904,0.0124876,7.99115923
Mbp,npcBYnsc_FC5_,npc,nsc,481.979,60.4928,7.967543245
AC123857.1,npcBYnsc_FC5_,npc,nsc,0.232575,0.0292048,7.963588177
Gm36952,npcBYnsc_FC5_,npc,nsc,0.0604527,0.00759178,7.962915153
Gm12494,npcBYnsc_FC5_,npc,nsc,1.56448,0.196624,7.956709252
Pick1,npcBYnsc_FC5_,npc,nsc,0.123999,0.015596,7.950692485
Slc6a20a,npcBYnsc_FC5_,npc,nsc,30.3047,3.8146,7.94439784
Nkain4,npcBYnsc_FC5_,npc,nsc,458.514,57.7619,7.938000654
Gm26703,npcBYnsc_FC5_,npc,nsc,3.90198,0.491753,7.934837205
Gm5868,npcBYnsc_FC5_,npc,nsc,0.235383,0.0296679,7.933928589
Gm14569,npcBYnsc_FC5_,npc,nsc,0.020689,0.00260811,7.932564194
AC154575.1,npcBYnsc_FC5_,npc,nsc,1.6448,0.207575,7.923882934
Ablim3,npcBYnsc_FC5_,npc,nsc,0.999107,0.126166,7.918987683
Gm12924,npcBYnsc_FC5_,npc,nsc,0.857558,0.108301,7.918283303
Gm14308,npcBYnsc_FC5_,npc,nsc,0.846307,0.107067,7.904461692
Gm38104,npcBYnsc_FC5_,npc,nsc,1.86632,0.236136,7.903580987
Pthlh,npcBYnsc_FC5_,npc,nsc,0.0893104,0.0113051,7.90000973
Htr4,npcBYnsc_FC5_,npc,nsc,0.0754537,0.00955483,7.896917057
Atp8b1,npcBYnsc_FC5_,npc,nsc,0.186044,0.0236081,7.880515586
6530409C15Rik,npcBYnsc_FC5_,npc,nsc,0.24172,0.0306848,7.877515904
A2m,npcBYnsc_FC5_,npc,nsc,1.4475,0.183851,7.873223425
Dlec1,npcBYnsc_FC5_,npc,nsc,0.509283,0.0646906,7.872596637
Fndc1,npcBYnsc_FC5_,npc,nsc,0.057832,0.00735361,7.864436651
Srsf12,npcBYnsc_FC5_,npc,nsc,4.96337,0.632484,7.847423808
Slc22a21,npcBYnsc_FC5_,npc,nsc,2.73798,0.349045,7.844203469
Atp8b5,npcBYnsc_FC5_,npc,nsc,3.28851,0.419791,7.833683905
Togaram2,npcBYnsc_FC5_,npc,nsc,0.112774,0.014398,7.832615641
Gucy2g,npcBYnsc_FC5_,npc,nsc,0.0329836,0.00421106,7.832612216
Gm48621,npcBYnsc_FC5_,npc,nsc,0.288181,0.0369263,7.80422084
Vstm4,npcBYnsc_FC5_,npc,nsc,5.13133,0.657799,7.800756766
Gm44136,npcBYnsc_FC5_,npc,nsc,0.44327,0.0568666,7.79490949
A3galt2,npcBYnsc_FC5_,npc,nsc,0.0296067,0.00381148,7.76777
Cubn,npcBYnsc_FC5_,npc,nsc,0.0474446,0.00611583,7.757671485
Gm14300,npcBYnsc_FC5_,npc,nsc,0.182905,0.0236018,7.749620792
Id2,npcBYnsc_FC5_,npc,nsc,777.137,100.577,7.726786442
Gm2366,npcBYnsc_FC5_,npc,nsc,0.0903862,0.0117124,7.717137393
Slitrk4,npcBYnsc_FC5_,npc,nsc,0.465508,0.0603272,7.716386638
Nap1l3,npcBYnsc_FC5_,npc,nsc,1.98574,0.257412,7.714247976
Gm45867,npcBYnsc_FC5_,npc,nsc,0.314389,0.0408323,7.699517294
Tekt2,npcBYnsc_FC5_,npc,nsc,9.4224,1.22431,7.696090043
Gm44618,npcBYnsc_FC5_,npc,nsc,0.308269,0.0400571,7.695739332
Unc5c,npcBYnsc_FC5_,npc,nsc,0.558263,0.0725465,7.69524374
Gm27395,npcBYnsc_FC5_,npc,nsc,0.395945,0.0515345,7.683105492
Gstm2-ps1,npcBYnsc_FC5_,npc,nsc,0.458689,0.0597072,7.682306322
Scrg1,npcBYnsc_FC5_,npc,nsc,514.523,67.0261,7.67645738
Gm42588,npcBYnsc_FC5_,npc,nsc,0.456552,0.0595657,7.664679505
Gm13703,npcBYnsc_FC5_,npc,nsc,1.43432,0.187155,7.663808074
Fam159b,npcBYnsc_FC5_,npc,nsc,24.0812,3.15049,7.643636387
Hspa12b,npcBYnsc_FC5_,npc,nsc,0.513866,0.0672299,7.643414612
Rbfox2,npcBYnsc_FC5_,npc,nsc,10.5619,1.38397,7.631596061
Smim18,npcBYnsc_FC5_,npc,nsc,62.5537,8.20837,7.620721288
Gm47325,npcBYnsc_FC5_,npc,nsc,1.71965,0.225827,7.614899901
Kcne4,npcBYnsc_FC5_,npc,nsc,2.17481,0.28561,7.614614334
Wisp1,npcBYnsc_FC5_,npc,nsc,0.461867,0.0607318,7.60502735
Ypel4,npcBYnsc_FC5_,npc,nsc,11.4533,1.50621,7.604052556
Cnn1,npcBYnsc_FC5_,npc,nsc,0.312599,0.041141,7.598235337
Slc26a8,npcBYnsc_FC5_,npc,nsc,0.0927137,0.012214,7.590772884
D830050J10Rik,npcBYnsc_FC5_,npc,nsc,0.384798,0.0508408,7.568684993
Coch,npcBYnsc_FC5_,npc,nsc,3.54632,0.46914,7.559193418
Scube1,npcBYnsc_FC5_,npc,nsc,0.175842,0.0232633,7.558772831
Tmem45a,npcBYnsc_FC5_,npc,nsc,27.7639,3.67321,7.558484269
Col6a6,npcBYnsc_FC5_,npc,nsc,0.209857,0.0277968,7.549681978
2900064F13Rik,npcBYnsc_FC5_,npc,nsc,0.114452,0.015165,7.547115068
Serpind1,npcBYnsc_FC5_,npc,nsc,5.36174,0.710963,7.541517632
Slc9a3r2,npcBYnsc_FC5_,npc,nsc,6.19061,0.820957,7.540723814
Rgsl1,npcBYnsc_FC5_,npc,nsc,0.0897297,0.0119179,7.528985811
6330403K07Rik,npcBYnsc_FC5_,npc,nsc,76.6486,10.1812,7.528444584
Zfp711,npcBYnsc_FC5_,npc,nsc,1.47503,0.195956,7.527353079
Mgat5b,npcBYnsc_FC5_,npc,nsc,1.55919,0.20759,7.51091093
Neurod4,npcBYnsc_FC5_,npc,nsc,17.9748,2.39498,7.505198373
1700007G11Rik,npcBYnsc_FC5_,npc,nsc,3.99927,0.533509,7.496162202
Scnn1b,npcBYnsc_FC5_,npc,nsc,0.205818,0.0274863,7.488021305
Ston1,npcBYnsc_FC5_,npc,nsc,2.08426,0.278456,7.485060476
Ell2,npcBYnsc_FC5_,npc,nsc,2.28639,0.305494,7.484238643
4931413K12Rik,npcBYnsc_FC5_,npc,nsc,0.0903946,0.0120838,7.480643506
Snx32,npcBYnsc_FC5_,npc,nsc,31.5043,4.21497,7.474382973
Gjb1,npcBYnsc_FC5_,npc,nsc,38.3253,5.12871,7.472697813
C530043A13Rik,npcBYnsc_FC5_,npc,nsc,0.112443,0.0150893,7.451836732
Gm4759,npcBYnsc_FC5_,npc,nsc,0.0202224,0.00271453,7.449687423
C230021G24Rik,npcBYnsc_FC5_,npc,nsc,0.027836,0.00373683,7.449094553
Gjb3,npcBYnsc_FC5_,npc,nsc,0.761754,0.102311,7.445475071
Podnl1,npcBYnsc_FC5_,npc,nsc,0.0971247,0.0130623,7.435497577
Gm26826,npcBYnsc_FC5_,npc,nsc,0.545346,0.0733573,7.434106762
Gm32926,npcBYnsc_FC5_,npc,nsc,0.093162,0.0125321,7.433869822
Acrbp,npcBYnsc_FC5_,npc,nsc,6.58574,0.886339,7.430272164
S100a7a,npcBYnsc_FC5_,npc,nsc,0.269758,0.0363129,7.428709907
Gm12267,npcBYnsc_FC5_,npc,nsc,0.196843,0.0265289,7.419945795
Gm2564,npcBYnsc_FC5_,npc,nsc,2.25148,0.303627,7.415282567
Bves,npcBYnsc_FC5_,npc,nsc,0.0231112,0.00311787,7.412496352
Gm8113,npcBYnsc_FC5_,npc,nsc,0.506994,0.0686462,7.385609109
Col4a6,npcBYnsc_FC5_,npc,nsc,0.562527,0.0761944,7.382786661
Gja4,npcBYnsc_FC5_,npc,nsc,15.0003,2.03245,7.380402962
Gm43412,npcBYnsc_FC5_,npc,nsc,0.618943,0.0838752,7.379332628
Omp,npcBYnsc_FC5_,npc,nsc,0.0662615,0.00899437,7.366997355
2610307P16Rik,npcBYnsc_FC5_,npc,nsc,13.2244,1.79611,7.362800719
Slc5a10,npcBYnsc_FC5_,npc,nsc,0.0627225,0.00852205,7.360024877
Tmem150c,npcBYnsc_FC5_,npc,nsc,2.36416,0.321567,7.351998184
Sv2a,npcBYnsc_FC5_,npc,nsc,23.4525,3.19556,7.339089236
Olfr906,npcBYnsc_FC5_,npc,nsc,0.0266867,0.00363625,7.339071846
Apol8,npcBYnsc_FC5_,npc,nsc,0.240001,0.0327114,7.336922296
Islr,npcBYnsc_FC5_,npc,nsc,26.343,3.59124,7.33534935
C79130,npcBYnsc_FC5_,npc,nsc,0.0465461,0.00634558,7.33520025
Gm26515,npcBYnsc_FC5_,npc,nsc,0.120697,0.0164655,7.330296681
Prkcq,npcBYnsc_FC5_,npc,nsc,2.40404,0.328016,7.32903273
Cyp4f41-ps,npcBYnsc_FC5_,npc,nsc,0.204624,0.0279208,7.328729836
Thbs3,npcBYnsc_FC5_,npc,nsc,63.812,8.72191,7.316287373
Gm26536,npcBYnsc_FC5_,npc,nsc,0.096021,0.0131313,7.312375774
Gm10115,npcBYnsc_FC5_,npc,nsc,0.0930799,0.0127304,7.311624144
Cnmd,npcBYnsc_FC5_,npc,nsc,21.8285,2.98791,7.305608268
Zbtb8b,npcBYnsc_FC5_,npc,nsc,1.8601,0.254869,7.298259106
Cemip,npcBYnsc_FC5_,npc,nsc,0.31749,0.043507,7.297446388
Dnali1,npcBYnsc_FC5_,npc,nsc,1.18199,0.162611,7.268819453
Cnr1,npcBYnsc_FC5_,npc,nsc,21.0635,2.89792,7.268489123
Crybg2,npcBYnsc_FC5_,npc,nsc,2.95097,0.406047,7.267557697
Ntng2,npcBYnsc_FC5_,npc,nsc,1.78417,0.245727,7.260781274
Gm12739,npcBYnsc_FC5_,npc,nsc,1.08317,0.149182,7.260728506
Gm26836,npcBYnsc_FC5_,npc,nsc,0.357223,0.0492029,7.260202143
Gm38214,npcBYnsc_FC5_,npc,nsc,0.828921,0.11428,7.253421421
Gm14866,npcBYnsc_FC5_,npc,nsc,5.44081,0.751018,7.244580023
Nkx6-2,npcBYnsc_FC5_,npc,nsc,3.09633,0.427602,7.24114948
A330049N07Rik,npcBYnsc_FC5_,npc,nsc,0.753085,0.104019,7.239879253
Gm47553,npcBYnsc_FC5_,npc,nsc,0.323169,0.0446395,7.239530013
1700124L16Rik,npcBYnsc_FC5_,npc,nsc,0.889933,0.123035,7.233169423
Gm11802,npcBYnsc_FC5_,npc,nsc,1.26441,0.175,7.2252
Trpc1,npcBYnsc_FC5_,npc,nsc,1.3424,0.185837,7.223534603
Gm43484,npcBYnsc_FC5_,npc,nsc,0.0703718,0.00974566,7.22083471
Gm38024,npcBYnsc_FC5_,npc,nsc,0.0540751,0.00749251,7.217220931
Eno4,npcBYnsc_FC5_,npc,nsc,0.555271,0.0769638,7.214703536
Gm42738,npcBYnsc_FC5_,npc,nsc,5.02597,0.698073,7.199777101
Zfyve28,npcBYnsc_FC5_,npc,nsc,0.57859,0.0803998,7.196410936
Gm11401,npcBYnsc_FC5_,npc,nsc,0.682498,0.0948942,7.192199312
Cyp2j12,npcBYnsc_FC5_,npc,nsc,1.27349,0.177127,7.189700046
Nkain1,npcBYnsc_FC5_,npc,nsc,7.04157,0.980168,7.18404396
Khdrbs2,npcBYnsc_FC5_,npc,nsc,6.27635,0.874163,7.179839458
Gm43880,npcBYnsc_FC5_,npc,nsc,0.0476476,0.00663846,7.177508037
Gm10176,npcBYnsc_FC5_,npc,nsc,1.1558,0.161099,7.174470357
Trpv3,npcBYnsc_FC5_,npc,nsc,0.067174,0.0093709,7.16836163
Galnt12,npcBYnsc_FC5_,npc,nsc,0.0994088,0.0138803,7.161862496
C1qtnf3,npcBYnsc_FC5_,npc,nsc,0.0662923,0.00926196,7.157480706
Atp13a4,npcBYnsc_FC5_,npc,nsc,3.28319,0.459925,7.138533457
Slc25a27,npcBYnsc_FC5_,npc,nsc,7.74723,1.08532,7.138198872
Gm27544,npcBYnsc_FC5_,npc,nsc,56.3035,7.88843,7.13747856
Ankrd9,npcBYnsc_FC5_,npc,nsc,0.23263,0.0326035,7.13512353
Cers1,npcBYnsc_FC5_,npc,nsc,0.458772,0.0644727,7.115755971
Gm45768,npcBYnsc_FC5_,npc,nsc,11.3116,1.5908,7.110636158
Gm45887,npcBYnsc_FC5_,npc,nsc,0.291522,0.0410175,7.107259097
Gjd2,npcBYnsc_FC5_,npc,nsc,0.864994,0.122242,7.076078598
A330032B11Rik,npcBYnsc_FC5_,npc,nsc,0.21097,0.0298339,7.071485793
Gm16170,npcBYnsc_FC5_,npc,nsc,0.0533878,0.00755525,7.066318123
Klk11,npcBYnsc_FC5_,npc,nsc,1.32381,0.187696,7.052947319
Gm26887,npcBYnsc_FC5_,npc,nsc,0.252325,0.0358082,7.046570339
Tekt5,npcBYnsc_FC5_,npc,nsc,5.15922,0.732621,7.042140479
Adora2b,npcBYnsc_FC5_,npc,nsc,3.07095,0.436146,7.041105501
Tox,npcBYnsc_FC5_,npc,nsc,1.21543,0.172757,7.035489155
CT010505.1,npcBYnsc_FC5_,npc,nsc,0.485965,0.0690752,7.035303553
Aplp1,npcBYnsc_FC5_,npc,nsc,93.6908,13.3561,7.014832174
Wnt3,npcBYnsc_FC5_,npc,nsc,2.90123,0.414221,7.004063048
Tubb4a,npcBYnsc_FC5_,npc,nsc,505.369,72.1585,7.00359625
Gm38534,npcBYnsc_FC5_,npc,nsc,0.0534008,0.00762602,7.002446886
Gm20597,npcBYnsc_FC5_,npc,nsc,0.161602,0.0230918,6.9982418
Gm14393,npcBYnsc_FC5_,npc,nsc,0.34254,0.0489512,6.997581265
1700017M07Rik,npcBYnsc_FC5_,npc,nsc,1.11492,0.159532,6.988691924
B3galt5,npcBYnsc_FC5_,npc,nsc,5.98635,0.857999,6.977106034
Gm20501,npcBYnsc_FC5_,npc,nsc,16.3456,2.34354,6.974747604
Rpl9-ps3,npcBYnsc_FC5_,npc,nsc,2.94718,0.422555,6.97466602
AI661453,npcBYnsc_FC5_,npc,nsc,0.56417,0.0809023,6.973472942
Map6,npcBYnsc_FC5_,npc,nsc,3.94171,0.565249,6.973404641
Gm37072,npcBYnsc_FC5_,npc,nsc,0.287672,0.0412599,6.97219334
Gm10425,npcBYnsc_FC5_,npc,nsc,0.082035,0.0117956,6.954711926
Paqr6,npcBYnsc_FC5_,npc,nsc,38.6394,5.55863,6.951245181
Rai14,npcBYnsc_FC5_,npc,nsc,1.64571,0.236851,6.948292386
Naaa,npcBYnsc_FC5_,npc,nsc,119.653,17.261,6.931985401
Gm23094,npcBYnsc_FC5_,npc,nsc,1.55321,0.224093,6.931095572
Ccdc113,npcBYnsc_FC5_,npc,nsc,0.698628,0.101006,6.916698018
C86187,npcBYnsc_FC5_,npc,nsc,0.109131,0.0157796,6.915954777
Adamts9,npcBYnsc_FC5_,npc,nsc,0.276331,0.0399776,6.912145802
Gm6030,npcBYnsc_FC5_,npc,nsc,1.24175,0.179736,6.908743936
Mybph,npcBYnsc_FC5_,npc,nsc,0.125827,0.0182366,6.899696215
Phlda1,npcBYnsc_FC5_,npc,nsc,4.66475,0.676771,6.892656452
Slc2a4rg-ps,npcBYnsc_FC5_,npc,nsc,3.07115,0.445967,6.886496086
Gjc3,npcBYnsc_FC5_,npc,nsc,12.8102,1.86183,6.880434841
9130017K11Rik,npcBYnsc_FC5_,npc,nsc,0.138044,0.0200666,6.879291958
Gpt,npcBYnsc_FC5_,npc,nsc,13.6698,1.989,6.872699849
2010308F09Rik,npcBYnsc_FC5_,npc,nsc,0.763884,0.111214,6.86859568
6330562C20Rik,npcBYnsc_FC5_,npc,nsc,4.3482,0.633144,6.867632008
A4galt,npcBYnsc_FC5_,npc,nsc,2.37711,0.346359,6.863139113
Gm37530,npcBYnsc_FC5_,npc,nsc,0.0252036,0.00368571,6.838193998
Gm5860,npcBYnsc_FC5_,npc,nsc,0.066649,0.00975701,6.830883642
A730020M07Rik,npcBYnsc_FC5_,npc,nsc,0.819592,0.120167,6.820441552
Pcdhb9,npcBYnsc_FC5_,npc,nsc,7.54231,1.10712,6.812549678
Gm48062,npcBYnsc_FC5_,npc,nsc,1.34239,0.197093,6.810947116
Krt28,npcBYnsc_FC5_,npc,nsc,0.224437,0.0330114,6.798772545
Gm16984,npcBYnsc_FC5_,npc,nsc,0.341859,0.0502905,6.797685448
Frat1,npcBYnsc_FC5_,npc,nsc,13.9887,2.05829,6.796272634
E030025P04Rik,npcBYnsc_FC5_,npc,nsc,0.135891,0.0200194,6.787965673
Rpl31-ps9,npcBYnsc_FC5_,npc,nsc,0.517911,0.0763298,6.785174336
Smad9,npcBYnsc_FC5_,npc,nsc,0.481293,0.0710008,6.778698268
Sema5a,npcBYnsc_FC5_,npc,nsc,4.71455,0.695542,6.778239129
Sh3d21,npcBYnsc_FC5_,npc,nsc,2.56295,0.378166,6.777314724
Rbfox1,npcBYnsc_FC5_,npc,nsc,23.2239,3.43068,6.769474273
Gm21982,npcBYnsc_FC5_,npc,nsc,0.185469,0.0274078,6.767015229
Gm43844,npcBYnsc_FC5_,npc,nsc,0.0919123,0.0135839,6.76626742
Gm37069,npcBYnsc_FC5_,npc,nsc,0.125968,0.018636,6.759390427
Agt,npcBYnsc_FC5_,npc,nsc,65.5816,9.71209,6.752573339
1700024G13Rik,npcBYnsc_FC5_,npc,nsc,1.36017,0.201693,6.743764037
Itih5,npcBYnsc_FC5_,npc,nsc,9.11371,1.35143,6.743752914
4930447M23Rik,npcBYnsc_FC5_,npc,nsc,3.45945,0.51306,6.742778622
Gm29093,npcBYnsc_FC5_,npc,nsc,0.584858,0.0867484,6.742003311
1700060J05Rik,npcBYnsc_FC5_,npc,nsc,0.231744,0.0344303,6.73081559
6430550D23Rik,npcBYnsc_FC5_,npc,nsc,2.3623,0.351089,6.728493345
Gstm6,npcBYnsc_FC5_,npc,nsc,40.7325,6.06006,6.721468104
Acbd7,npcBYnsc_FC5_,npc,nsc,9.63358,1.43364,6.71966463
Gm26954,npcBYnsc_FC5_,npc,nsc,0.282813,0.0420879,6.719579737
Dkk3,npcBYnsc_FC5_,npc,nsc,57.3665,8.54759,6.711423922
Xkr4,npcBYnsc_FC5_,npc,nsc,0.112274,0.0167401,6.706889445
Gm22027,npcBYnsc_FC5_,npc,nsc,36.6739,5.485,6.686216955
Podxl2,npcBYnsc_FC5_,npc,nsc,4.44163,0.665191,6.677225038
Gm48617,npcBYnsc_FC5_,npc,nsc,0.10243,0.0153544,6.671051946
Jsrp1,npcBYnsc_FC5_,npc,nsc,0.115632,0.0173691,6.657339759
Ppil6,npcBYnsc_FC5_,npc,nsc,7.10097,1.06671,6.656888939
Gm15538,npcBYnsc_FC5_,npc,nsc,1.60695,0.241515,6.653623999
Gm43800,npcBYnsc_FC5_,npc,nsc,0.0341993,0.00514111,6.652123763
Tmem182,npcBYnsc_FC5_,npc,nsc,0.0344037,0.00517186,6.652094218
Gm45875,npcBYnsc_FC5_,npc,nsc,2.8172,0.423601,6.650598086
AC125351.1,npcBYnsc_FC5_,npc,nsc,0.196896,0.0296339,6.644282393
Vnn1,npcBYnsc_FC5_,npc,nsc,12.2249,1.84133,6.639168427
Gm21984,npcBYnsc_FC5_,npc,nsc,11.117,1.6757,6.634242406
Lime1,npcBYnsc_FC5_,npc,nsc,6.31174,0.951788,6.631455744
Gm20515,npcBYnsc_FC5_,npc,nsc,0.765524,0.115538,6.625733525
Slco5a1,npcBYnsc_FC5_,npc,nsc,1.51608,0.228932,6.622403159
Ccdc160,npcBYnsc_FC5_,npc,nsc,0.438162,0.0662585,6.612917588
Zfp811,npcBYnsc_FC5_,npc,nsc,8.87645,1.34336,6.607647987
Gm20711,npcBYnsc_FC5_,npc,nsc,0.226978,0.0344304,6.592371857
