GSM1294118	GSM1294119	GSM1294120	GSM1294121	GSM1294122	GSM1294123	GSM1294124	GSM1294125	GSM1294126	GSM1294127	GSM1294128	GSM1294129	GSM1294130
A_23_P27167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P27180	8.838623443	8.763704692	9.184753626	9.69006958	8.77504165	8.790146782	9.568728537	8.538855503	7.597981015	7.942611855	8.082407745	8.718935233	8.449731385
A_23_P27215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P27229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P2725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P27279	4.220964477	4.268125939	6.939605071	4.711175496	5.223588203	5.3846104	6.096335656	5.186104729	2.867307606	6.17063976	5.618605157	6.697331804	4.7278965
A_23_P27285	6.999122845	5.564123876	8.011564404	8.184993827	7.571198208	7.54821003	8.149356929	7.193151764	6.264729328	6.401255512	7.350932112	7.541516388	6.946617414
A_23_P27306	7.430334622	6.863852986	7.762082339	7.780084332	8.917043221	7.545471894	7.859685726	8.34475794	7.474211314	6.725568034	7.195206826	7.358784806	5.226782092
A_23_P27315	8.712255975	6.54402025	8.318841486	9.289715526	8.864682953	9.49998995	9.297305613	8.420353969	7.447956846	8.580675391	7.746794435	7.27607042	7.913984411
A_23_P2732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P27332	11.02024174	7.783442248	11.10448344	12.05125381	11.34295913	10.67963844	11.47251722	10.44161316	10.37073862	8.812854363	9.378743962	9.454496918	10.14214408
A_23_P27334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P27346	4.672629398	3.223584419	4.425514274	6.53443911	5.49786106	3.71663868	4.72288806	4.134993475	3.432571547	2.479777505	4.121099141	4.397295853	2.404357309
A_23_P27367	6.91867484	5.698703	7.561507149	8.322443766	7.582760711	6.807336888	7.787088284	7.023675633	5.659289816	5.788118491	6.396720363	6.921830228	5.630061183
A_23_P27381	7.023132239	3.895862914	7.658402163	7.888142305	7.763574904	6.984895765	7.799274497	6.260977852	6.705192774	4.993864988	5.810908588	6.252201614	6.545029787
A_23_P27392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P27424	5.711835442	5.337249384	6.725529862	7.336736837	6.685601014	6.14164573	5.889623207	6.858656168	5.929724257	5.180594257	5.809041889	6.308733283	4.917618406
A_23_P2745	4.399278437	6.232083179	5.07806411	7.517833134	6.125114826	5.801064474	7.091531651	6.061212616	6.216375511	4.89280046	6.543650229	5.417222991	6.094639343
A_23_P27460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P27472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P27473	7.77872439	5.990271006	8.347296698	8.478056487	NA	7.654713352	8.344159622	7.552282534	6.677122006	7.655807608	7.519741601	8.058004715	7.088514776
A_23_P27493	5.935735295	5.316643936	7.317081525	6.584691068	6.61019643	7.107806067	7.388376407	6.788963627	5.449379458	6.659211024	6.309425421	6.262696422	7.686327533
A_23_P27515	6.132206868	4.805790296	9.700535259	7.412773059	8.010190715	7.91979711	8.312717807	7.806494845	5.456939835	7.965896233	7.77999966	9.164930552	6.233593794
A_23_P27545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P27571	NA	1.853469157	5.598264551	4.789017638	4.146136273	4.403729229	4.990835538	4.88405571	2.99453447	4.169968282	4.474400349	5.409725263	3.919868243
A_23_P27573	9.303837359	8.350387626	11.3831459	10.23425102	10.30142303	10.46690339	10.79886381	10.18647827	8.74435555	10.12424799	9.807862352	10.55547108	9.961568925
A_23_P27584	8.595539465	8.203367092	9.616640365	9.628598277	9.333716438	9.336745762	9.358191179	9.212532376	7.677977507	9.445835107	9.072122955	9.258584406	8.003623036
A_23_P27606	4.456318599	4.453961974	4.773507434	5.442472138	4.616671752	3.847133035	4.725386709	4.155265123	4.152962978	3.086168078	3.617805077	3.737900879	4.702205938
A_23_P27613	9.267374272	7.650771738	9.842947728	9.593128519	9.684084793	9.568148422	9.985255634	9.505513459	8.938765963	9.169763441	9.395792662	9.272584532	10.35855231
A_23_P27627	6.085101042	3.424889849	7.640862379	7.027010253	6.808991195	6.768912107	7.364323791	6.83755351	5.234062866	6.505846321	6.228934101	7.46698677	5.649051491
A_23_P27638	5.90611157	4.986196108	6.722733773	7.73202493	6.933941998	5.849685574	6.17509021	6.34232984	4.691276757	4.788941448	5.119703942	5.755185094	4.946484309
A_23_P27649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P27656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P27668	3.224432392	NA	4.648638579	4.790677175	4.168747923	3.367928744	3.618824778	4.194315608	3.814544271	3.468611988	2.991782494	3.846900443	2.354261726
A_23_P27677	6.787976977	3.327325208	7.340033445	7.468592277	6.511543468	6.808327125	7.336432471	7.061622849	5.916076026	5.508719571	6.605328536	6.363117098	5.952979047
A_23_P27724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P27734	4.880555745	3.15655777	6.135601356	6.044302309	5.956534605	5.384244986	6.044679788	6.550316452	3.822625128	4.317165118	6.098935748	6.726812148	5.880795951
A_23_P27744	7.589090062	6.522906949	7.985880067	8.565615453	7.850341884	7.794681636	8.082266156	7.923467142	7.40414187	5.705635428	7.021992664	6.871106838	6.600763038
A_23_P27767	10.15024233	9.197998044	11.11320822	11.4651368	NA	10.7723319	NA	10.79311149	10.1849212	9.925177287	9.974246791	10.69807085	10.93370319
A_23_P27781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P27795	10.27556816	9.754861954	12.72067435	10.91401806	11.37060459	11.66118665	11.79678997	11.09664928	9.067860249	11.76323353	11.57462333	12.12753172	10.46077839
A_23_P27810	6.305206668	5.269591634	8.343573492	7.847513423	7.288647405	7.159438463	7.625125073	7.391535751	6.243480202	6.538289985	6.922740185	7.829219765	5.733460912
A_23_P27822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P27827	8.533234328	5.446792178	9.645841054	8.288117662	8.054150072	9.02824452	9.365572036	8.89847593	7.851273061	7.201472137	7.361090182	7.265417204	7.916303463
A_23_P27840	8.300596002	6.94335759	9.465503757	8.940119463	8.608689136	9.046158429	9.551600416	8.793371159	7.811332945	7.967985312	8.203757137	8.532441647	8.757685019
A_23_P27846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P27873	9.599988693	8.646335134	11.3156251	10.46914422	10.52676526	10.77219826	10.9357124	10.71478471	9.769158311	9.718444856	10.2469555	11.0004226	10.3911598
A_23_P27894	7.856097422	7.144794859	8.840185935	9.390390826	9.181420889	8.824115782	9.502428867	8.882905278	8.083017059	8.04430996	8.210867099	8.156947676	8.922744346
A_23_P2793	6.29632598	4.409784653	8.346489356	NA	7.394800499	7.097006036	7.249116298	NA	5.570219729	9.167596025	7.888784033	8.07674827	6.631126842
A_23_P27936	2.573479961	3.237719574	NA	3.863724408	4.172068215	3.796340255	4.239681389	3.966493224	2.684885149	3.53767502	3.632706775	4.288190213	3.88775238
A_23_P27947	6.394560614	5.093951388	7.490353517	7.436690724	6.865760485	6.574798007	7.17413373	6.932773411	4.604148439	6.375293184	6.715108129	6.953303658	5.771258092
A_23_P27983	8.003698361	3.905883243	8.111170107	8.061091403	7.636958794	7.798811981	8.547210738	8.247058787	6.480387604	6.263193507	6.839226468	7.546913747	5.915596906
A_23_P27994	9.506254812	6.760177026	10.10614414	10.80261249	10.97974885	9.943770013	10.58237912	10.0989177	8.97310668	10.75735	10.34241029	9.554527843	10.17062739
A_23_P2801	5.43373932	5.190036797	5.011740272	5.628391878	4.681804554	4.027988244	5.519043958	5.058170573	3.384750256	4.352635659	4.356224114	3.893783502	2.944843457
A_23_P28015	6.112686581	6.077283168	7.114614811	7.374509187	6.644164893	6.592769014	7.288757205	6.912251057	5.475072233	6.145573529	6.22160684	6.513787276	6.297369541
A_23_P28057	10.66221529	9.152764731	12.14891536	11.65662418	11.93251153	11.80109033	NA	11.38264186	10.46720509	10.67327904	10.86618085	11.52915038	11.68101479
A_23_P28068	6.669794978	5.046743361	7.991409601	7.095683951	7.206510387	7.78856696	7.84915423	6.876785815	6.536367056	6.535669322	6.239679098	6.864647981	7.26543127
A_23_P28075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P28084	8.801078123	7.044055265	9.267349457	9.567132421	9.202216653	8.951872166	9.395554271	8.903932445	8.595600629	7.975598663	8.51025701	8.230874028	9.004923802
A_23_P28090	5.911236654	3.172929089	6.43064055	6.344018884	5.643533567	5.800566036	6.996932141	6.27328369	4.763707945	4.757006173	5.384757853	5.795379681	5.722445531
A_23_P28105	7.008427502	6.15618726	8.656966085	7.97511311	8.065572312	NA	8.227440258	7.795068181	6.299867019	7.668590744	7.857179828	8.473421647	7.318877178
A_23_P2814	NA	2.86144527	NA	7.076555889	6.153799257	6.359611301	7.109990452	5.511542993	5.454229862	4.507974094	4.825149603	4.951662389	5.726719251
A_23_P28153	5.197487216	2.446095539	6.548209413	6.813159095	7.430398188	6.607185297	6.440107223	6.184483035	4.983911133	6.36686981	5.386292255	6.609440136	5.61986987
A_23_P28169	6.010011301	6.102745043	5.941865029	7.325029259	5.903191597	5.376631427	7.007498274	5.953703848	4.827792101	4.526152716	5.493469612	5.554269275	5.243566267
A_23_P28213	8.224321058	7.560028594	9.145579387	8.965416351	8.481742933	8.84588078	9.430273145	8.702527687	7.731147255	8.715339147	9.191604349	9.825429329	8.106606908
A_23_P28224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P28233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P2825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P28263	10.87379782	9.024259555	10.61484877	11.50094493	11.12240418	10.86300225	11.35329407	10.63117069	10.96200308	9.235620089	10.02654281	10.06760645	10.98867759
A_23_P28279	6.971077908	5.53648036	8.567000045	8.027586468	7.563865116	8.077329532	8.176060921	8.224863656	6.858505742	7.259122748	7.442020373	8.204242466	7.097884647
A_23_P28295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P28307	7.814390841	6.025891008	9.032439211	8.538938124	8.588221412	7.753623254	8.592001732	7.984356933	7.09270218	7.193889992	7.933883591	8.307376154	7.411299123
A_23_P2831	6.603113559	5.736366751	6.911495055	7.272459031	6.917244365	7.573037416	9.167821793	6.48588114	7.368296044	6.483522856	7.15235482	6.886546489	6.1776075
A_23_P28318	6.214890645	5.643865423	7.709889566	7.064429136	6.674310928	7.217760964	7.260000243	6.695403701	5.600057699	7.158740951	6.948048285	7.937042426	6.00317809
A_23_P28334	2.995318622	2.615524589	2.979161802	3.975346792	4.887304463	3.541384738	4.057420811	3.10989491	4.483197301	4.831507909	2.601761401	2.688119023	3.526647277
A_23_P28375	5.446568559	NA	6.1679305	6.856374481	5.776397762	5.708421227	6.426431662	6.033722082	4.622894634	4.864576424	5.686703331	6.307363129	4.459011864
A_23_P284	5.036516961	3.863200069	6.146204717	5.795639429	4.660531641	4.909450549	6.024452222	5.211665231	3.478454153	5.169261209	3.96528745	4.685891385	4.52774347
A_23_P28420	7.835877979	7.406702474	9.360088565	7.932788762	7.523413759	8.603211279	9.140444319	7.550872198	6.37767316	8.178575224	8.112450454	8.544750813	7.596762992
A_23_P2843	4.589323062	2.023105219	4.583279578	5.268993861	4.856457401	4.598751675	5.173095844	4.291157804	3.089312548	3.199578753	4.397056099	5.007769146	3.578376013
A_23_P28434	8.9065888	6.822324811	9.220543509	10.1041571	9.899610241	8.990840869	9.276261687	9.155853946	8.381280776	10.60255876	9.035790492	8.243205408	9.331957528
A_23_P28485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P28507	4.66771277	4.670682872	6.009358147	5.714998545	5.589863238	5.431399318	5.548222362	4.999373193	3.150907149	6.918549626	5.468903229	5.85152144	5.269902019
A_23_P28530	6.148832649	3.699086279	7.865326847	6.260101516	6.073019204	6.455924726	6.4660355	6.244128608	4.193842694	6.202482175	5.636597071	6.891165186	3.425586864
A_23_P28538	7.289245208	5.633969069	8.247529294	8.271385522	7.219266311	7.17033571	7.840139661	7.428191814	5.736252276	6.680210411	6.695155894	7.094852547	5.504831061
A_23_P28559	6.91990494	5.900957109	7.48660739	7.326006055	6.524235475	6.772969041	7.59832426	7.255145681	4.737116709	6.018047916	7.029347971	6.569017235	4.96292006
A_23_P28582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P28590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P28595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P28625	6.185881805	5.280169073	7.69551367	7.614324829	6.941777722	NA	NA	6.964888381	5.297997662	6.851800253	6.793426436	7.512071197	5.465367883
A_23_P28638	7.039002367	NA	9.176511526	7.403238745	7.954460392	7.956640421	7.781853424	7.257368041	5.65303278	5.564741236	6.899643319	7.808328413	5.008071798
A_23_P28652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P28664	9.26515392	5.293183955	7.881923356	8.307024077	7.448625961	8.202912804	9.009422199	6.658874113	7.545244061	5.730150008	6.113064722	6.094824473	7.45933079
A_23_P28688	5.671084993	4.888954098	6.657271282	6.631842325	5.912742545	5.690445033	6.33748097	5.575368912	4.004480718	4.514162036	5.491227793	5.525311261	5.09749745
A_23_P28697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P28707	10.80802539	9.515844495	12.20060532	11.60175872	10.93728406	10.59159434	11.11829094	11.14095691	10.14784598	9.426504205	10.39130804	11.39335345	10.34064238
A_23_P2873	NA	8.530105866	11.36788047	9.558652406	9.47832633	10.24304542	10.16924106	9.718015639	7.524423395	9.937018436	10.57839534	11.48481786	8.440284498
A_23_P28730	7.978669851	7.006913978	9.297856061	8.953845483	9.227946799	9.125514985	9.250884853	8.652646746	7.901519797	7.665331653	8.424067586	8.440068509	8.436607448
A_23_P28743	6.914745088	5.735217793	7.441504229	8.56534127	7.483561067	6.700975081	7.120931449	6.907492795	5.658094063	5.850884664	6.739749562	6.896268215	4.589098903
A_23_P28772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P28797	8.730150824	8.437621839	9.715608049	9.444036918	8.901924899	8.828017762	9.493928282	9.106300942	7.031714985	9.45455655	9.084427604	9.356013483	8.309358114
A_23_P28834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P2884	6.149285383	5.290462373	8.023571961	8.062522189	7.227903732	6.926099075	7.758676276	7.158837876	5.246083102	7.252199911	7.005871526	8.804280447	6.03470852
A_23_P28869	9.791086192	9.377272142	10.78387159	10.13707695	10.10521187	NA	10.91071617	10.17778079	9.485200181	9.780124697	10.1277545	10.31665828	9.246344901
A_23_P28878	3.819448493	NA	6.465970548	5.032495855	5.401070645	5.497853114	5.880562602	5.563210918	3.497921436	4.088935336	5.331584844	6.288574507	4.176772747
A_23_P28886	6.947532005	5.952747676	7.169906266	8.204271864	7.255927908	6.611610036	7.770325468	7.178385695	5.153720717	6.276305336	6.709194459	7.030099105	5.430249473
A_23_P28898	6.869997217	4.876878373	8.087496787	7.203058211	6.166021443	7.529765517	7.416114328	6.824019331	5.372758171	5.55086035	6.218059058	6.43076899	4.195413747
A_23_P28927	6.000568175	5.02238912	8.594043876	7.356638595	8.07154978	8.163478605	7.914554957	7.60248212	6.366295633	6.1044241	6.829599704	6.805324704	6.435825418
A_23_P28953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P28969	6.455751828	5.608589865	8.808263405	7.159175043	6.079614274	7.027340969	7.460806442	6.741028718	5.384027005	7.100010483	6.966594275	7.56728152	6.466619127
A_23_P28999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P29023	6.933462874	5.764000272	8.204855743	8.502225168	6.956600349	7.838152569	8.008772587	8.078577281	6.078905883	6.494445853	6.890815102	7.403069986	6.960571945
A_23_P29029	5.428942661	NA	7.009515136	7.392914987	6.245268988	6.458862462	7.197557787	6.668689303	4.699038514	5.608878124	5.979163357	6.595918787	6.265143744
A_23_P29036	5.691688811	3.98245791	6.997642424	7.645508572	6.908397425	5.90621237	7.078512704	6.433181138	4.977959891	6.322054866	6.174750352	6.182940339	5.691955634
A_23_P29046	9.601542947	8.811724045	10.21951463	11.23839578	10.38105188	10.06787934	10.12619079	10.11044807	9.080654999	7.554000143	9.26459906	9.945046382	8.27438654
A_23_P29057	5.326484497	6.749404205	10.84542654	6.982271476	9.304571959	9.624642133	9.114376916	8.378628664	4.914662581	9.043808725	9.391779532	10.60182185	6.849000933
A_23_P29067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P29079	6.263240839	3.155764288	6.950687695	6.998416675	6.014915835	6.55579898	7.966914338	6.876935574	5.83513558	4.991736789	5.551731022	6.389481631	7.162582668
A_23_P29081	4.183742953	2.407677423	5.392978163	5.730420682	4.962285723	4.744686399	5.590598427	5.719919936	4.459645384	4.213038489	4.46929211	5.330522547	4.376397359
A_23_P29083	5.791346812	3.843545745	6.797275026	6.29640638	7.163257189	6.615745269	6.781039662	5.669338352	6.703834378	4.659439393	5.781294135	6.250179397	6.211483213
A_23_P29096	6.098834714	6.069828672	7.763261507	7.536139957	7.203174722	7.310097409	8.166385057	7.190450908	5.741067561	7.02450918	6.940274831	6.996824834	6.868459598
A_23_P29118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P29124	9.589672305	8.967387094	11.3646742	10.34627881	11.33251886	10.91290056	10.91184136	10.57658638	9.984476849	9.899154478	10.21276143	10.63744723	10.8791421
A_23_P29141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P29153	4.842508245	3.49006818	6.448867096	6.302836661	6.371199538	5.633307105	6.496610945	6.233005274	4.923630791	5.256378169	5.333296705	5.371593361	5.652352258
A_23_P29179	4.758850001	4.089722707	5.873660162	5.824426993	5.248848646	4.301775653	5.715462364	6.108127138	4.647297239	5.050169064	4.35917676	5.286882626	4.644385273
A_23_P29185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P2920	7.461255966	7.140118087	9.197238813	10.97965955	9.114192352	9.069962575	10.73062977	9.95311854	8.504941706	12.61729274	8.538362394	8.603597417	9.411811783
A_23_P2922	6.309750997	6.221947436	6.995232364	7.251375418	6.687435875	6.534202484	7.094685786	6.723845215	5.136445296	5.998541239	6.692609923	6.918648606	5.019760617
A_23_P29225	10.39117699	7.881005028	10.68293754	10.93281563	10.38590984	10.15077036	10.92699197	10.12660511	9.232616152	9.338466089	9.343242134	9.853532571	9.663400662
A_23_P29237	7.9362086	6.374097722	7.443483991	8.19876375	8.434084404	7.266611346	7.944027955	7.583715383	6.549952815	6.699843096	7.208277285	6.823029616	7.581855861
A_23_P29248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P29257	8.12675867	6.447626801	9.048152522	8.338827286	9.208408008	8.203602012	7.972923513	8.105629369	5.8538607	6.870384449	7.521237659	8.46849616	8.087471328
A_23_P29282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P29303	1.770443853	NA	4.065599022	2.654663064	3.745724603	3.861976201	3.886901268	4.231447769	1.74797553	3.414456247	2.523629949	3.666244174	2.588758763
A_23_P29318	8.49407994	7.187978507	10.1946079	9.421714355	9.215332052	8.991745461	9.570101984	8.79931109	7.502503258	8.97199842	9.033516058	10.01783146	8.277360405
A_23_P29365	6.722654546	4.464340226	6.575955923	7.70896591	6.359250745	5.485491876	6.424034907	5.79676282	4.538924858	4.51448715	5.169579114	5.417146012	2.719978511
A_23_P29378	10.01881358	8.164433826	10.43281538	10.02313058	9.5672374	10.23998868	10.63777324	9.633611027	8.235010416	8.773573763	9.582197693	9.503648669	8.334133814
A_23_P29384	6.638396524	5.454171944	6.769643488	7.769521837	6.703063314	6.5114051	7.272014788	6.97985501	5.904825584	4.792843902	5.59219389	5.175056667	5.944544344
A_23_P2942	8.026417761	4.710632336	7.451869655	8.403554051	7.433202341	NA	8.066984675	6.729556849	7.565123409	4.400069934	5.729800993	5.685867283	5.287515144
A_23_P29422	3.733980096	1.784832687	5.634627245	6.053861821	5.287359626	NA	5.436121186	3.906315327	3.206802924	5.849263217	5.413862126	6.769300988	5.140437161
A_23_P29495	10.48889116	11.48163813	10.60168754	9.83181327	9.9901494	10.45828746	11.06577195	11.29971434	9.953663673	11.29319623	11.17319734	11.16359158	10.68518794
A_23_P29499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P29504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P29517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P29551	3.560622032	2.475052188	5.176597641	5.835200272	5.462384807	3.578930262	3.83204845	3.946433309	3.976665159	2.761911582	3.283859708	5.003997934	2.708083252
A_23_P29555	10.99975202	9.465598238	11.82662674	11.95320703	11.43692023	11.61088458	11.69974551	11.78582025	10.41796324	11.42740713	11.05947426	11.54275283	10.64329433
A_23_P29566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P29575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_23_P29594	5.287933591	NA	6.267713315	5.430483663	5.303723039	5.380387294	5.95743571	5.752113794	4.164642291	5.791768758	5.078136714	5.500411376	4.712694268
