GSM509547	GSM509548	GSM509549	GSM509550	GSM509551	GSM509552	GSM509553	GSM509554	GSM509555	GSM509556	GSM509557	GSM509558
203241_at	113.6	100.9	74.2	110.6	146.1	138.3	66.4	98.9	97.9	263.9	158.9	99
203243_s_at	271.5	494.8	80.7	194.6	112	94.7	167.7	191.4	191.3	9.4	134.5	184.3
203244_at	369.4	440.7	268.5	368.7	396.9	292.8	331.8	254.9	318.7	218.1	368.2	407.6
203245_s_at	108.9	105	169.4	135.6	113.1	125.9	107.6	147.2	119.3	86.7	122.7	187.7
203247_s_at	243.9	323.5	197	408.6	251.9	420	296.5	332.4	249.2	222	363.4	347.5
203252_at	352.8	138.8	44	142	117.7	159	272.4	141.5	136.1	12.4	145.2	118.4
203254_s_at	41.3	32.6	3.3	41.2	36.7	6.9	47.3	4.9	13.1	62.2	17.2	51.9
203256_at	12.7	4	12.7	11.7	8.1	11	5.1	11.1	3.4	13.4	26.7	12.1
203258_at	96.8	82.5	33.4	36.7	59.8	33.2	37.2	51.8	40.2	70	121	58.4
203261_at	369.7	471.9	605.6	407.2	367.4	362.6	310.1	335.1	459	218.4	272.2	373.4
203262_s_at	243.6	222.4	141.2	200.5	258.5	198.3	307.8	213.2	214.1	524.6	287.5	271.5
203266_s_at	174.7	276.4	365.7	274.4	143.7	108.2	154.8	264.2	226.2	131	47.6	161.9
203267_s_at	19.9	52.4	9.5	10.5	38.2	42.5	20.5	16.3	14.7	36.6	9.8	9.7
203269_at	108.2	98.8	106	173.8	70	86.5	134.6	95.8	120.3	31.3	112.9	133.2
203270_at	69.7	20.2	27.8	42.9	38.3	50.1	47.8	52.4	29.7	20.3	18.6	6.7
203271_s_at	91.1	114.3	90.4	46.4	14.6	14.7	53.7	82.8	97.1	19	28.7	38.6
203273_s_at	88	155.3	114	79.9	122.8	134.9	98.4	114	115.4	252.7	185.9	144.1
203274_at	191.1	232.8	225	203.7	154.3	133.4	174	219.8	179.2	146.8	203	157.5
203275_at	224.9	150.3	58.6	160.3	69	81.2	191.2	92.9	115.1	154.7	153.9	176.9
203276_at	4.6	6	8.6	3.8	12.9	27.8	35.6	2.6	1.8	5.5	19.4	3.2
203277_at	137.6	159.1	86.9	109.4	170.7	74.5	152	141.3	107.4	123.4	194.4	197.5
203282_at	465.9	860.9	1561.5	634.7	300.2	279.5	235.1	392.9	410.9	198.5	208.1	167.1
203284_s_at	64.4	63.8	81.8	66.9	126.7	96.7	69.7	84.7	80.5	89.3	74.4	84.5
203287_at	40.6	41.7	22.4	20.1	33.8	55.4	38.2	43.6	14.1	146.4	247.9	21.2
203289_s_at	31.3	12.9	22.1	14.4	13.8	62.2	16.5	22.7	34.9	54.8	22.3	45.5
203291_at	138	124.2	116	99.2	93.2	135.2	144.3	134.6	111.2	142.3	98.3	110.6
203292_s_at	219.5	233.8	174.4	207.4	194.6	207.5	209.9	198.6	158.3	285	196.9	305.3
203293_s_at	6.8	7.4	2.7	12.6	26.7	3.2	6.9	4.4	4.6	104.5	9.8	8.2
203296_s_at	2161	2394.5	2359	2166.5	3569.4	2472.6	1647.9	3033.3	2974.7	818.4	1527.6	2455
203297_s_at	220.5	189.3	203.4	286.3	359.9	254.7	212.1	259.8	210.7	469.6	227.4	267.4
203299_s_at	58.1	83.1	100.3	44.9	66	74.3	95	134.1	130.4	238.3	41.7	93.5
203301_s_at	153.4	198.9	198.6	249.3	257.6	153.8	223.8	173.7	207.5	176	135.3	199.9
203302_at	64.7	70.8	84.2	67.2	68.4	46.7	85.1	63.2	37.6	39.9	68.4	64.2
203303_at	903.4	1177.2	1618.9	774.6	802.4	687	702.6	1020.1	971.7	608.7	412.6	744.2
203304_at	209.2	235.4	104	289.6	229.8	226.4	159.6	170.4	224	121.3	189.9	164
203305_at	216.8	56.5	82.4	132.1	113.1	84.3	232.4	96.2	44.2	207.2	124.4	131.2
203306_s_at	107.8	144.5	106.1	151.5	108	101.7	127	138.4	136.5	58.7	107.4	83
203307_at	35	23.2	22	70	50	71.2	53.8	61.9	69.2	17.2	36.1	24.3
203309_s_at	50.9	42.3	57.1	55.9	60.3	56	45.3	47.9	60.5	165.9	173.2	95
203310_at	177	146.4	179.7	156.1	186.6	168	111.5	117.1	177.6	164.7	130.9	166.5
203313_s_at	70.6	27.3	23.6	38.9	5.6	66.9	47.7	17.9	30.5	57.5	114.2	35.4
203314_at	208.4	190.8	99.1	165.5	170.5	209.1	164.5	182.1	160.5	277.3	148.3	239.3
203315_at	249.1	279.4	149.4	206.7	213.3	326.3	285.8	258.7	257.2	171.4	239.6	347.2
203316_s_at	322.1	400	505.7	317.4	360	423.2	338.2	299.4	390.1	103	331.6	362.5
203317_at	23.9	2.2	10.2	12.4	38.6	47.6	38.6	13.6	46.2	64	60	27
203319_s_at	93.1	103.2	79.9	89.6	76.9	55.9	101.2	111.3	95.6	16.8	30.2	86.1
203320_at	66.9	53.8	60.2	58.6	63.6	57.8	99.9	65.9	60.4	103.8	145.6	92.8
203323_at	96.9	113.2	80.6	137.5	123	90.5	67.9	69.6	107.8	165.7	184.6	127.3
203325_s_at	15.7	8.6	3.8	4.6	24.9	4.2	12.4	3.6	26.3	11.8	8.8	4.7
203327_at	63	45.1	67.4	97.4	93.7	100.4	100.6	95.5	97	88.8	101.5	86.2
203329_at	155.8	164.2	254.4	359.9	211.1	237.5	185.9	120.5	115.5	75.7	260.7	259.7
203330_s_at	19.7	36	23.5	8.5	13.7	24	45.3	49.3	22.5	11.6	81.8	25.2
203332_s_at	221.5	170.5	112.8	130	171.4	182.3	276.6	199.6	186.7	327.1	290.4	225.8
203333_at	195	427.5	820.7	247.7	160.8	190.3	136.8	315	247.4	27.3	92.3	151.1
203334_at	9.5	7.3	21.9	10.2	29.3	11	8.2	27.2	29.9	18.2	7.8	23.6
203335_at	194.6	190	284.1	211.3	221.1	195.4	243.3	273	281	204.6	168.1	169
203336_s_at	279.5	126.1	473.1	302.1	251.3	218.6	132.9	191.7	281.5	185.8	155.3	231.5
203338_at	134	164.1	193.7	91.6	98.6	125.2	150.1	128.1	110.8	106.6	95.4	82.9
203340_s_at	118	159.8	141.9	131.5	137.9	102.1	71	149.7	139.3	213.1	36.8	81.3
203341_at	121.2	122.6	82.2	112.2	164	150.6	96.3	115.6	144	104.3	76.2	110.3
203342_at	160.1	145.1	102.8	164.3	124.1	157.7	155.5	122.2	137.3	155.1	105.2	176.1
203343_at	137.9	74.5	60.5	83.4	51.8	58	83.8	55.8	81.5	121.6	127.2	112.7
203344_s_at	88.4	127.7	145.8	145	139.2	159.7	160	94.5	113.6	254.3	261.2	138.3
203345_s_at	122.5	146.6	123.9	110	151.4	155.4	99.5	92	105	176.7	59	109.4
203349_s_at	175.7	138.1	130.8	147.6	139.8	136.7	99.4	149.3	172.2	189.1	116.4	256.4
203350_at	160.9	51.8	62	55.6	95	67.4	75.9	61.7	13.7	24.5	20.4	55
203351_s_at	118.2	201.5	390.4	113.8	117	149.5	118.4	223	209.3	110.9	124.2	136.4
203353_s_at	152.5	121.9	137.9	160.2	122.1	148	120.2	123.3	134	92.9	133.7	181.8
203356_at	61.8	72	49.2	65	65.6	56.2	52.4	65.5	49.3	97.3	121.6	28.3
203358_s_at	1.6	23	14.5	15.6	5	4.2	2.5	1.4	1.8	10.3	54	1.9
203359_s_at	41.5	25.3	25.8	42.9	20.1	36	48.8	23.1	23.6	91.2	102.6	32
203362_s_at	26.1	30.8	20.2	21.7	26.8	18	11.7	7.2	36.7	98.2	35.1	27.6
203365_s_at	4.2	4.1	1.9	1.8	5.8	3.8	3.7	7.4	25.4	9.1	9	36.1
203366_at	73.6	66.5	47.3	65.7	45.5	66.3	76.3	74.6	46.9	110.9	62.2	103.2
203367_at	138.7	105	84.1	100.4	83.3	89.4	122.9	66.4	77	49.4	60.6	151.8
203370_s_at	24.9	17.6	13.6	32.8	4.1	37.4	30.7	5.2	19.5	4.5	74.7	44.5
203371_s_at	594.6	576.6	1126.8	433.9	493.8	500.8	661.3	631.2	607.5	245.4	243.8	481.1
203373_at	62.9	41.3	78	49.3	75	66.7	67.6	94.5	59.6	133.8	73.7	48
203375_s_at	91.2	70.8	74.6	72.4	83.6	67.9	76.8	56.6	68.1	129.6	89.8	77.4
203376_at	59.1	89.7	115.3	99.7	112.5	96.4	119	83.7	127.7	72.1	85.3	102.5
203378_at	83.8	90.4	82.8	89.8	112.8	47.6	65.8	91.7	65.2	134.5	111.6	90
203379_at	90	65.5	62.6	91.8	123.3	97.4	127.6	97.2	106.4	242	207	131.5
203382_s_at	1638.7	1157.8	581.1	432.6	1400.4	1653	1353.9	1193.9	1334	1353	660.3	1002.8
203383_s_at	110	63.4	62.7	106.5	83.6	91.2	80	92.6	100.7	282.1	115.9	101.6
203385_at	91.3	72.6	46.6	130.5	88.5	82.3	72.6	75	61.5	100.8	84.9	137.7
203388_at	6.8	76.9	20.9	21.1	9.1	61.5	22.8	8.4	74.1	31.9	135.9	55.7
203389_at	174.3	352.2	416.2	224.4	144.6	136.7	134.2	355.7	230.9	189.4	92.4	216.6
203391_at	156.9	248	198.3	228.4	271.9	165.9	255.4	303.8	292.9	581.5	89	255.7
203392_s_at	225.4	251.6	211.3	208.5	112.4	208.7	190	327.9	294.6	107.3	88.2	120.1
203395_s_at	99.6	66.6	107.5	102.1	180.3	105.4	70.5	54.7	83	182	199.2	121.1
203396_at	344.8	350.5	496.5	326.3	418.6	410.4	412.6	246.3	297.6	539.3	253.5	222.6
203397_s_at	2.9	18.5	15.8	16.7	32.1	2.2	12.6	8.7	5	157	12.7	3.8
203399_x_at	6.5	17.8	20.4	17	20.6	16.4	25.9	14.9	18.6	107.4	86.1	9.4
203400_s_at	5057.7	5395.8	3867.7	4955.2	5602.4	4389.5	2337.1	5483.1	6034.6	2638.1	2271.6	5680.8
203401_at	28.9	21.7	27.7	40.9	38.5	34.2	60.1	31.1	27.6	123.3	38.8	24.7
203402_at	213.9	264.5	259.3	220.6	171.9	180.4	121.6	235.3	222.5	333.9	79.4	205
203403_s_at	150.2	198.3	258.6	107.5	105.7	116.2	147	129.4	142.7	50.2	61.2	100.8
203405_at	89.7	107.9	177.2	87.8	83.2	113.2	79.5	94.3	50.2	140.2	75.9	123.2
203406_at	283.6	298.4	266.5	248.5	287.8	245.9	283.2	252.9	258.9	277.7	335.2	307
203407_at	4.4	4.4	4.4	5.6	6	4.7	13.5	2.6	5.3	12.9	9.6	3.3
203408_s_at	413.8	548.1	625.6	519.3	346	285	429.6	461	425	249.2	344.8	466.2
203409_at	40	54.7	24.8	42.8	40.2	93.7	52	52.9	68.8	95.2	70.5	82.9
203410_at	285.6	378.8	582	332.8	338.7	285.2	153.8	345.5	344	359.5	337	278.2
203411_s_at	215.6	114.8	110.7	155.7	220.5	210.6	184.5	135.2	138.9	320.1	149	185.2
203412_at	178	195.3	195.1	220.3	203.5	238.2	215.3	159	236.7	360.7	224.1	241.6
203413_at	236.7	252.1	519.6	236.1	181.1	179.6	170.5	294.3	270	170.2	199.7	121.3
203414_at	317.7	366.1	492.2	348.7	319.2	458.1	419.6	295.7	323.4	215.5	253.2	195.7
203415_at	132.4	229	227	248.9	157.9	185.2	178.5	205.6	196.1	53.6	125.7	173.8
203416_at	413.5	314.5	256.7	306.1	203.2	297.2	464.6	268.6	307.4	213.4	497	427.5
203417_at	11.3	28.9	4.1	6.4	4	4.4	6	23.9	4.5	75.6	16.5	6.6
203418_at	30.3	24.7	4.1	6.6	24.2	38.8	28.1	17.3	5	74.8	40.2	11.8
203420_at	333.1	282.8	556.4	315.6	349.3	324.2	278.3	429	338.6	261.1	177.6	227.7
203421_at	9.8	23.2	9.5	10.2	11.5	38.9	10.8	13.3	11.9	22	27.4	63.4
203422_at	10.5	8.2	30.1	4.2	56.6	52.9	44.3	70.4	44.9	147.4	10.8	7.5
203423_at	185.3	202	102.5	220.6	231.2	178	120.8	120.7	188.1	186.8	35.1	230.1
203426_s_at	25.6	30.3	5.9	32	28.8	27.7	15.8	46.4	32.8	87.3	78.9	9.6
203429_s_at	49.4	96.1	105.8	114	145.5	54.8	68.8	80.3	93	162.3	137.8	83.6
203430_at	245.9	165.4	185.5	238	164.7	245.7	275.9	224.7	178.9	96.9	317.6	175.9
203433_at	101.4	68.5	76.4	101.5	162.4	87.9	130.5	93.6	108.8	44.5	99	83.9
203434_s_at	8.7	1.8	2.2	18.4	2.9	7.8	4.1	2.3	2.1	10.1	4.5	1.5
203436_at	116.7	91.7	112.8	137.9	104.5	94.9	82.4	76.8	93.6	88.3	98.1	134.8
203437_at	125.5	90.4	98.1	125.2	143.5	134.5	120.7	126.5	117.3	165.6	145.8	159.3
203439_s_at	57.6	34.3	22	39.6	40.8	51.1	19.3	55.8	36.9	105.7	95.8	30.5
203440_at	195.9	185.8	195.5	140.9	237.6	262.9	289.7	299	295.9	255.1	264.5	185.3
203443_at	45.9	43.6	36	25.4	50.5	6.3	8.1	8.3	28	120.7	19.8	61.5
203445_s_at	630.4	569	381.7	589.4	566.6	769.3	769	750.6	505.3	630.4	741.5	753.7
203446_s_at	138.1	208.8	231.9	141.7	123.9	97	110.4	185.6	127.9	107.3	126.6	184.9
203447_at	155.2	106.1	223.7	100.2	85.6	81.3	76.4	101.6	113	54.2	142.5	93.3
203449_s_at	115.9	125.4	132.8	128.9	107	113.5	111.9	124.3	101.8	77.2	145.9	163.9
203453_at	6.6	5.6	5.9	13.1	7	3.1	5.8	3.1	3.5	6.6	20.7	5.6
203454_s_at	346.4	281.3	560.6	359.1	417.6	585	448.9	410.6	485.5	571.9	327.9	419.1
203455_s_at	432.6	459.2	703.8	460.9	709.6	627.1	723.8	369.9	524.7	533.7	751.4	469
203457_at	72.1	55	46.7	85.8	37	53.8	83.6	27.7	73.7	14.5	101.8	105.8
203458_at	105.9	104.9	78.3	57.3	39.1	102.1	230.8	110.1	63.3	20.6	143.5	120.5
203459_s_at	83.8	81.6	111.7	107	124.9	104.8	93.6	107.9	113.1	244.3	127.6	103.4
203460_s_at	381.7	291.3	208.3	354.9	368.7	252.3	195.5	267.6	275.7	301.7	233.7	305.8
203461_at	46	46.3	19.6	39.5	53.9	25.2	47.7	38.8	39.5	128.3	145.9	71.8
203466_at	101.1	90.7	51.7	99.1	49	49.7	65.2	49.4	84.4	35.1	8.4	82.5
203467_at	114.5	109	87.8	107.2	134.6	108.2	125.8	131.6	122.3	250.1	29.5	172.6
203469_s_at	3.9	17.4	3.5	5.8	7.8	3.8	17.4	31.7	42.9	41.1	11	7
203471_s_at	65.6	37.7	48.5	73.2	68.9	33.9	85.4	45.1	34.1	9.4	29.2	75.8
203473_at	451.5	271.1	187.3	394.6	170.9	380.4	375.6	216.7	313.9	156.1	707	521.8
203474_at	10.7	26.2	3.8	51.5	19	41.2	15.3	41.9	25.4	128.2	63	32.9
203475_at	29	7.7	26.8	30.2	32.7	47.5	22.2	50.1	4	121.3	168.9	15.9
203476_at	155.4	280.6	432.5	370.3	95.2	127.4	97.3	113.9	182.6	162.3	131.7	108.3
203477_at	26.6	24.1	22.9	35.5	27.9	7.7	24.8	26.2	27.2	53.9	78.4	35.6
203478_at	742.9	966.2	1495.8	929.1	818	1209.7	1007.5	1153.8	1115.6	231.8	401.3	845.8
203484_at	189.3	225.7	383.5	206.1	231.5	270	294.8	273.3	277.9	255.1	186.4	167.4
203485_at	1262.1	1654.1	2240.9	873.1	1560.6	961.7	1250.8	1564	1477.8	1389.7	497.5	814
203497_at	87	58.6	68.5	86.1	83.4	76.9	66.4	73.5	81.5	181.3	39.6	117.5
203498_at	822.1	1794.7	2455.4	1270.9	753.4	575.3	377.3	1025.2	1083.5	750.1	263.7	642.1
203499_at	35.3	18	29	43.7	27.7	42.6	44.3	20.8	35.9	50.9	93.6	32.1
203501_at	111.6	94.9	102	123.2	105.2	77.4	117.8	110.2	69.4	36.6	41.6	96.8
203502_at	31	35.1	36.7	60.7	58.5	42.5	37.8	35.6	36.3	20.7	83.3	39.7
203504_s_at	196.1	161.4	196.6	193	100.6	212.4	193.4	168.2	138.3	145.8	167.2	114.3
203506_s_at	97.3	89.4	58.6	116.1	117.1	90.4	81.4	138.3	116	69.4	120	112.1
203507_at	53.4	18.6	5.6	4	14.1	45.1	39.9	7	25	15.1	14.2	43.4
203508_at	127.9	67.4	50.4	61	88.1	91.2	144.6	90.3	63.4	143.1	234.2	61.6
203509_at	1282.7	1176.7	1162	1640.2	1754.2	1283.5	1503.7	1432.2	1783.3	608.6	793.3	1890.8
203511_s_at	73.1	96	83.4	85	89.3	84.6	95.5	154	69.5	63.9	68.6	71
203514_at	48.2	72	49.7	73.6	89.3	84.4	61.3	55	55.3	245.9	96.3	104.4
203515_s_at	185.9	197.8	79.1	133.7	205.4	229.3	212.6	206.4	198.6	346.3	317.8	257.2
203516_at	118.5	241.3	151.5	198.5	228.2	235.7	168.6	277.1	235.3	287.5	400.3	375.4
203517_at	164.6	208.5	238.2	181.9	169.3	89.4	89.1	138.4	194.7	21.6	99.6	115.6
203521_s_at	49.2	68.3	42.7	60.1	51.9	35	73.8	59.8	59.5	10.2	74.7	48.7
203522_at	97.7	95.8	39.7	74	72.4	101.7	114.1	82.9	104.5	203.4	37.5	116.8
203523_at	8.8	4.3	1.5	7.5	15.8	9.2	9.4	39.1	6.9	29.5	16.2	3.1
203524_s_at	246	214.7	101.3	182.2	235	223.3	258.4	264.2	209.7	409.5	172.8	270.9
203525_s_at	269.3	294.3	221.2	178.4	188.6	199.8	288.4	241.7	187.5	114	71.3	120.9
203528_at	146	115.7	160.6	117.2	153.5	155.5	75.1	196.4	242.3	245.8	171.3	177.2
203529_at	165.2	149.2	213.5	217.1	179.5	185.6	274.4	166.5	220.5	284.6	104.2	171
203530_s_at	173	165	105.3	168.4	240.3	173.2	151.4	154.4	183.8	326.3	163.9	207.6
203531_at	232.6	233.9	338.7	249.3	292.2	222.4	225.4	237.2	298.3	183.5	153.2	158
203534_at	509.9	348.5	441	504.5	441.3	445.2	477.3	407.2	380	399.5	202.2	547.8
203535_at	236.4	15.9	53.1	47.4	10.5	121.7	86.4	264.8	22.7	16.6	300.7	68
203536_s_at	13.4	55.3	71.4	45.5	11.5	29.2	34.8	3.6	39.5	6.6	37.1	48
203537_at	174.3	125.2	152.8	121.5	165.3	150.5	106.7	171.9	148	184.3	175.4	159.8
203538_at	596.9	681.5	996.9	800.6	644.3	880.9	699.8	837.1	659.9	1168.8	269.3	626.3
203540_at	6179.9	6846.5	2984.6	5829.7	9048.9	8505.9	10056.6	6835.9	9591.5	4509.2	9595.5	9859.1
203543_s_at	47.8	39.9	88.2	116.4	53.3	59.9	39.3	75.1	32	42.4	18.2	44.1
203544_s_at	159.6	203.5	364.9	150.5	203.8	158	158.8	121	201.7	104.1	118.3	140
203547_at	100.6	29.9	17.2	18.6	7.6	13.3	123.5	11	23.3	64.6	32.6	81.4
203549_s_at	186.9	97.9	233.5	251.2	335.1	331.9	269.7	283.3	114.3	146.5	365.1	199.8
203550_s_at	120.1	120.8	164.1	99.9	191	271.8	160.3	234.7	167.6	86.1	50.5	122.7
203551_s_at	120.5	113	175.5	80.8	122.1	115.5	132	173.9	165.4	271.6	90.8	135.1
203552_at	66.3	80	92.6	117.3	72.7	92.5	51.2	79.3	81.2	113.1	64.8	83.9
203554_x_at	17.3	102.3	55.4	127.5	27.1	19.2	114.8	126.8	66.7	123.3	175.1	142.6
203555_at	37.5	39.7	17.3	108.1	34.7	62.5	84.8	22.2	94.5	157.6	156.9	87.3
203557_s_at	134.1	140.5	74.7	70.8	91.3	93.5	213	111.7	79.4	64.3	122.6	48.2
203559_s_at	11.9	3	26.5	12.2	11.1	2.4	29	3.4	3.4	12	12.1	46.4
203560_at	61.6	68.7	93.4	51.6	68.5	49.8	74.1	79.3	76.2	100.1	64.7	43.2
203561_at	148.3	51.1	47.9	70.2	44.7	96.7	155.1	26.5	56.3	99.6	170.7	61.6
203562_at	3868.6	4108.3	3270.7	4695.8	4569.6	4337.2	2777.1	3633.4	4612.3	2635.4	4394	4612.3
203563_at	9.9	12.5	9.6	5.2	14	22.8	2.8	7.4	2.5	81.8	32.4	7.6
203564_at	50.1	32.3	27.2	73.3	20.2	56.6	76.3	4.2	36.8	125.8	16.7	5.9
203565_s_at	59	9.5	55.3	79.2	44.4	48.9	45.1	74.4	47.9	23.5	14.1	34.3
203566_s_at	71.6	152.5	143.8	197.8	165.5	126.3	50.9	136.2	129	116.5	93.1	77.5
203569_s_at	194.4	284.8	244.7	520.4	363.6	489.9	213.2	385	473.6	451.4	382.2	507.2
203570_at	5.5	9.6	4.9	2.6	49.9	7.5	12.5	3	26.9	11.7	10.3	5.8
203571_s_at	173.8	130.8	54.8	218	293.1	366.9	273.4	180.1	112.7	229.5	252.7	279.2
203572_s_at	168.5	137.8	182.4	193.3	249.9	240.1	218	212.5	231.2	494.6	265.6	180.2
203573_s_at	86.6	99.2	62.1	95.6	60.9	71.4	52.2	86.8	60.9	216.2	99.4	84.9
203574_at	140.2	67.5	155.2	80.6	89.8	233.7	158.6	128.9	80.9	81.7	149.5	61.1
203575_at	123.5	86.7	83.3	119.1	96	132.3	121.7	118	82.8	54.4	77.8	72.1
203576_at	70.6	66.9	73.9	59.4	107.1	71.9	116.2	115.6	81.8	51.9	54.4	106.5
203577_at	32.8	26.2	20.6	27.8	56.1	34	15.5	9.3	39.9	67.1	13.6	41.3
203579_s_at	66.6	34.4	36.8	40.9	40	26	40.4	32.6	41.6	134.9	95	78.2
203581_at	149.4	207.3	236.1	191.2	199.5	128.9	210.5	270.3	218.1	250.8	125.1	113.2
203585_at	60.4	85.4	93	85.9	86	122.6	112.9	82.2	82.4	132.1	191.5	141.4
203586_s_at	69.8	85.1	44.2	66.6	97.1	64.8	70.9	53.1	52.9	30.7	154.2	111.3
203588_s_at	42	8.7	76.1	29.9	40.5	12	39.3	55.4	5.8	15.5	38.9	9
203590_at	1343.9	1280.3	1112.5	1789.8	1482.1	1264.6	1371.7	1227	1642	1569.5	2225.8	2091.9
203591_s_at	18	23.9	31	37	53.5	47.3	6.7	39.1	57.9	95.8	132.5	46
203592_s_at	59.6	46.1	25.7	45.9	53.1	121.5	62.6	54.3	91.1	44.9	144.2	37.2
203593_at	45.1	25.9	15.6	42	32.3	21.5	33.6	21.2	46.4	7.6	9.6	52.7
203594_at	121.5	93.8	221.8	121	60.7	84.7	110.1	87.6	107.2	48.9	120.7	76.7
203595_s_at	185.8	112.7	235.9	125.7	153.8	91.2	177.5	108	98.1	11.6	79.7	131
203599_s_at	154.2	180.5	216.9	180.4	113.8	132.5	53.3	162.9	163.5	90.8	184.3	150.6
203600_s_at	178.8	160.3	145.4	218.8	198.4	181.4	223.9	254	153.2	162	109.2	216.6
203602_s_at	102.7	111.3	80	97	131.8	109.5	113.9	114.1	114.4	227.4	132.1	150.8
203603_s_at	121.5	161.5	75.5	212.9	277.6	85.4	149.8	36.1	137	88.3	343.9	133.5
203605_at	141.9	127.7	154.2	142.1	126.8	147	119	117.9	184.2	88.2	111.5	120.8
203606_at	386.1	343.2	463.6	401	529.7	502.9	563.6	410.4	462.7	1466	483.2	452.8
203608_at	202.1	328	236.1	154.9	266.9	221	214.9	226.2	276.6	10.3	137.4	182.2
203610_s_at	38.8	38	20	40.7	37.8	18.1	63.1	32.8	28.4	97.8	120.2	57.1
203611_at	271.2	334.6	345.8	285.6	209.1	236.8	231.7	310.5	242.2	14.3	230.9	300.9
203612_at	118.9	58	42.8	90	64	66.3	40.7	34.3	65.3	52.6	28.2	17.6
203613_s_at	323.9	440.7	684.3	418.1	398.1	420.1	392.7	493.4	504.2	139.7	175.2	249.5
203615_x_at	296.2	179.1	169.4	240.9	318.3	193.1	213.8	289.7	289.4	277.6	228.4	407.9
203616_at	138.8	196.2	265.3	197.2	175.9	181.5	163.7	254.1	188.7	30.1	159.6	154.7
203618_at	188.1	229.4	123.7	201.9	177.7	168.6	155.4	180.9	177.1	250.9	176.4	189.1
203621_at	573.5	784.3	1297	684.6	695.6	605	622.3	747.9	687.1	163.1	299.9	470.4
203622_s_at	125.3	80.9	77.7	79.7	71.7	107.7	93.7	128	68.8	136	54.1	101.2
203623_at	7.6	59.2	62.7	77.9	64.9	51.2	39.4	34.5	76.5	92.3	60.1	115
203624_at	105.5	94.2	116.4	124.1	164.4	174.1	77.6	92.9	97.5	183.2	63	152.5
203627_at	57.6	54.6	46.4	47	50.4	73.3	76	34.1	25.8	102.4	82.3	52.4
203629_s_at	59.5	60.1	45.3	50.3	55.5	55.1	57.7	22.8	53.7	66.7	41.5	43
203632_s_at	3548.2	3195.3	2604.5	3248.1	3232.5	2698.1	2680.5	3432.4	2729.4	814.9	1952.3	2689.9
203635_at	80.6	51	62	60.5	31.3	33.7	54.2	64.2	49.4	11.2	25.5	36.2
203637_s_at	113	114	89.5	80.9	79.5	114.7	135.3	112.8	90.9	143.3	118.2	111.1
203643_at	6.4	9.2	10.3	45.6	14	45.4	7.3	68.3	16.4	35.9	97.8	40.8
203645_s_at	446.5	82.7	110.1	75.4	18.5	589.9	323.8	110	33.8	12.4	166.3	69.7
203646_at	45.8	31.8	66.1	33.5	29.6	36.9	43.7	27.3	38.3	9	37	21.9
203649_s_at	47.3	37.2	11	6.5	12.6	70	47.4	27	8.7	24.5	282.6	17
203650_at	28.5	16.7	12.4	33.9	38.2	27.2	49.5	22.8	37.5	8.7	37	45.4
203652_at	257.2	160.8	146.9	269.7	309.1	196.9	194.7	203.2	243.7	863.2	333.6	312.5
203654_s_at	65.3	60.5	64.5	69.6	76.4	42.9	54.9	65.1	74.3	125.6	7.6	52.6
203655_at	42.7	47.6	31.1	44.3	36.1	66	24.3	50.1	47.4	40.9	11.1	43.7
203657_s_at	194.9	241.1	123.7	197	282.9	236.5	151.6	349	263.9	417.9	223.6	235.7
203658_at	144	156.4	97.4	160.1	171.6	169.1	139.9	134.3	131.2	215.6	290.2	218.9
203659_s_at	87.8	105.8	166.7	125.9	134.5	153.9	105.2	145.9	122.3	98.7	115.5	129.9
203660_s_at	82.2	97.5	102.3	116.4	112.6	128.8	83.9	162.6	124.2	19.4	131.5	134.3
203663_s_at	767.4	1084.1	1662.6	907.9	841.1	909.2	892.2	1032.2	1020.4	613.3	401.7	607.1
203664_s_at	29.1	58.4	43.6	53.5	32.3	40.8	47.9	26.8	37.4	27.9	19.3	55.9
203665_at	282.5	65.5	91.1	87.7	92.3	253.3	326.9	79.1	89.4	211.8	199.8	89.4
203666_at	73.8	52.5	48.9	184.6	79.9	98.3	139.2	84.1	79.7	130.4	225.1	74.2
203667_at	586	747.6	1213.5	726.2	753.5	827.5	861.9	698.1	845.2	433.3	576.8	581.7
203668_at	108.1	81.2	50.7	85.9	88.4	84.3	72.7	83.5	111.2	167	93.4	87
203669_s_at	5.7	8.2	11.9	47.9	13	22.4	9.7	48.2	41.1	33.6	5.7	23.8
203671_at	51.8	45.3	57.4	29.5	23.1	60.9	9.3	39.8	29.8	22.9	154	74
203673_at	61.1	49.2	40.3	10.5	18.2	45.4	16.8	9.2	54.4	151.4	150.9	56.8
203675_at	92.7	102.6	90	89.6	74.6	75.4	148.6	80.5	65.9	25	96.8	47.9
203676_at	16.9	5.4	18.2	4.3	2.4	17.4	12.5	15.6	3.4	15.1	28	32.5
203677_s_at	90.6	75.7	66.3	86.6	68	99.3	68.3	88.5	39.6	204.2	203	67.3
203679_at	83.3	120.6	84.8	104.7	64.3	46.9	113.6	69.7	126.3	118.9	177.8	127.2
203680_at	177.4	334.4	440.5	381.8	91.8	171	98.3	223.7	187.5	93.2	33.7	115.2
203683_s_at	112.2	101.7	47.4	64.5	64.2	31.7	82.1	84.8	82.9	13	50.4	107.2
203685_at	291.1	217.8	192.4	197.9	274.8	513.8	267.6	432.1	274.3	167.2	170.4	367
