GSM506013	GSM506014	GSM506015	GSM506016	GSM506017	GSM506018	GSM506019	GSM506020	GSM506021	GSM506022	GSM506023
200838_at	186.198148	449.2515776	643.3437896	397.2035047	425.5946316	250.4819721	535.7568208	522.5832862	402.3041181	458.1891122	398.764591
200839_s_at	620.8389081	1051.68156	950.7307465	912.7410963	652.6111155	507.4322237	1040.03309	1607.725678	585.1540668	912.6472785	881.5208278
200840_at	464.249828	608.653044	528.6207975	494.9106778	492.0270067	380.7955861	576.1745019	269.5813365	498.9030511	404.8414776	519.9292713
200841_s_at	15.91100138	2.758964823	43.53426666	40.90181824	8.691655107	7.293461649	8.690847522	16.57091845	19.86823172	28.86453227	14.36570872
200842_s_at	90.7021876	104.8673952	91.39091842	142.8946708	84.0096764	94.21497656	36.81061683	21.29336992	69.96277847	128.6942234	52.85633055
200843_s_at	220.6540494	172.2121517	264.3944107	211.7022234	160.8140698	209.9063701	204.43662	157.8270253	103.5015414	173.0478075	235.2172128
200844_s_at	439.8801812	522.5320872	495.5325891	540.9092653	580.9183905	490.8000063	443.0012861	523.0051761	436.4319431	625.827994	443.3309521
200845_s_at	461.7917109	339.0868979	328.3413043	535.5346741	519.5387922	575.1999032	494.4556073	498.66396	356.3217635	501.7707352	378.5818776
200846_s_at	88.54330577	105.7032844	123.2698823	90.0432604	128.3871812	110.4169856	193.0439286	177.8212617	131.9676277	83.1352678	35.28761771
200847_s_at	956.7355518	798.8986227	898.1171727	863.3437971	704.206213	660.8993828	1242.077511	688.6123441	812.1599067	839.1216645	1017.519142
200848_at	419.0178078	1089.044295	845.2309649	625.4171915	379.9048042	539.7379684	325.1961309	430.9090541	301.5222925	720.9195169	405.3510478
200849_s_at	1067.122952	1928.672513	1672.134617	1295.593539	1431.401298	1335.812665	1365.284189	1555.91969	726.8285094	1295.351559	1139.96883
200850_s_at	365.0685602	1262.210021	664.7498004	1876.694611	409.2940872	1003.865653	187.3848111	446.7093266	179.0397445	697.1097228	353.2126153
200851_s_at	396.425585	491.0983281	376.4833651	392.0933703	325.8159205	551.8221917	391.1073104	386.2931881	627.0379293	406.4316215	448.6400267
200852_x_at	240.2919895	369.6706258	386.7596633	278.5863427	264.0452262	200.6134189	237.2065009	237.0601001	219.748972	310.4771953	157.7790362
200853_at	148.8974048	190.4907616	459.956748	265.9202323	135.1300391	121.3956788	257.7392529	162.4360077	276.9179683	173.5194277	151.5026037
200854_at	126.2939867	104.3786965	131.4694533	160.366656	184.18549	158.0992115	208.4616206	245.0808779	250.0930917	108.6273829	151.8213554
200855_at	47.1419649	45.13970328	42.06933773	39.12695903	60.47453542	38.62297927	57.54751974	97.1537315	53.10666642	81.53729648	38.02108867
200856_x_at	70.55154868	76.87811331	61.50508051	57.28795102	59.3818895	40.29393714	46.96656961	65.75797507	64.73200279	48.57249499	56.81481183
200857_s_at	156.7585636	151.4895293	167.7930518	200.1258416	151.3298654	174.8553974	140.8904872	92.07924393	138.7874604	183.2148606	172.5108083
200858_s_at	617.095794	895.0340176	807.473237	544.3219648	769.2977778	899.2765471	738.3355435	551.5206816	1043.688209	660.5185447	683.3546478
200859_x_at	161.4437617	373.4194256	312.6706099	225.046113	154.6692617	156.5063333	75.9200427	67.55881439	248.2087569	214.5662604	122.8463352
200860_s_at	183.786896	326.1577073	237.7875544	251.751209	208.8998877	241.1756389	173.5009685	222.0925413	211.9154744	284.6103394	214.6690287
200861_at	129.3351469	130.1622756	150.2111514	144.7465911	90.3504432	79.5411896	122.3171296	138.2636952	96.14705146	98.83707113	103.9427818
200862_at	912.5880187	769.3752335	698.8930989	1028.266421	946.0385823	542.4410534	1312.285511	570.1873642	1286.144319	756.0575511	670.5295663
200863_s_at	612.1877402	508.1957527	515.8655613	568.8265041	424.3137591	485.9982994	396.8816878	408.5958468	499.8111982	430.5819041	566.5135191
200864_s_at	85.78081394	65.42085348	69.63345838	66.82333918	53.22941982	65.7531016	53.16009491	56.70950986	60.83400298	48.90128886	105.3699092
200865_at	1.501778382	6.739609762	13.21167043	3.621023652	7.643287955	2.417516545	1.16705868	7.49102369	1.409259624	14.69707524	1.767151546
200866_s_at	875.3008252	1615.091646	1463.934061	1541.878	1412.791611	971.8912827	1408.945669	1532.950545	982.4802395	1362.417703	872.9083874
200867_at	131.5151951	182.8823966	139.9349322	164.3862425	131.5276028	131.8276414	139.8429404	112.7499055	180.8727929	133.2165582	160.6447203
200868_s_at	208.1603268	206.4749705	214.4239344	221.0175645	272.9648989	223.2287164	192.458257	237.4983498	163.6178009	216.4098435	157.4286265
200869_at	1081.706108	1905.377118	2516.528433	1242.19815	1918.7767	1466.554984	1605.787231	1980.035319	1709.03408	1640.860194	1280.032287
200870_at	810.6736403	825.0671745	641.7589652	601.3021984	697.7390116	485.7436492	665.4301324	556.1118496	637.7011697	592.8327567	840.2768698
200871_s_at	3277.551929	3418.687113	3819.10724	3815.543994	3047.863441	2767.982094	4749.729246	3764.876598	2763.828246	3291.552994	3499.614514
200872_at	252.2201249	532.9195083	448.0932529	277.4439726	422.9182557	377.6484484	302.537009	323.1159102	566.3883703	563.3800141	332.0580432
200873_s_at	341.210012	397.0501477	315.8470111	294.752929	263.9644028	239.9749391	315.4019207	294.913321	442.4301982	200.8357058	366.8351518
200874_s_at	102.3449082	86.49860433	140.3281536	166.860423	59.45588367	121.1658178	38.8967472	125.6597267	50.5453008	133.027375	118.5329048
200875_s_at	180.2085182	134.3474178	215.5771453	137.5545514	203.8686457	144.2936587	168.3362517	152.0635441	178.6624144	164.5598363	228.6309797
200876_s_at	419.9855119	488.4096839	447.590465	383.3388509	346.3048433	290.8687363	250.6854893	291.0669114	278.0709302	355.0267967	470.1733528
200877_at	691.8913783	863.4619807	832.4590065	1069.829571	1021.728654	697.2594523	974.2544555	708.2154214	1538.056397	626.8471034	838.5589225
200878_at	334.0647061	1066.361266	856.934153	571.9698546	709.0643835	850.3428653	368.9219877	709.6842153	1064.683798	421.3396653	529.3986081
200879_s_at	52.18221265	76.36204663	103.8409336	83.16008501	54.78355721	66.0417469	24.50499992	94.63496939	65.4162265	61.3183902	62.0800268
200880_at	685.4400013	603.1344376	594.4537042	831.055491	603.0164669	636.7109582	774.6244154	520.2376777	1301.87376	498.9926646	775.4253027
200881_s_at	371.0086099	496.8666094	426.6729575	694.6549767	509.9003451	561.5663156	402.9323932	326.4262025	1396.871792	337.7320678	353.384186
200882_s_at	620.4534371	446.4716707	510.1987626	409.3053723	485.792388	275.4600987	557.9834522	305.2287021	433.0759528	337.2442879	663.3726543
200883_at	204.4759762	282.9194008	259.9318804	202.8287853	194.5505073	155.8180726	140.3716527	128.6427104	142.18641	216.0104452	235.8695825
200884_at	1151.300146	1298.933452	850.4478904	911.5708384	1151.50085	1025.649234	1242.662849	1470.262438	728.5771438	950.7540444	1377.533445
200885_at	209.1231819	474.6371948	407.5895397	285.9849069	172.7213567	401.2808789	227.6032208	303.3650595	253.9767739	370.1858448	148.4360725
200886_s_at	1565.565763	1773.565104	1357.666364	1389.901418	1123.942045	1044.734301	1543.91106	1270.034349	870.1238297	1037.534164	1995.623351
200887_s_at	247.3729856	305.0751724	261.3437182	148.1617317	186.7210865	246.1621369	212.4321341	211.3630162	220.8521661	171.8841901	261.4152457
200888_s_at	1106.846658	1564.763953	1581.451014	1083.44916	1293.150868	1214.895488	1398.245104	935.6813676	1648.386441	1157.472353	1097.841784
200889_s_at	61.497982	52.62191484	43.56120916	83.87267492	101.1027518	99.51496243	71.40955386	81.37382378	185.8199392	100.2023493	41.31917392
200890_s_at	36.51153176	30.45079446	29.59906335	48.88302033	30.62110878	43.9259543	35.10963854	63.37448978	58.47222556	56.57516607	35.61768359
200891_s_at	171.1541112	130.7235638	191.4020942	195.1029656	173.5071301	256.2231063	217.7555743	137.7851319	182.8684632	189.3456205	140.0357814
200892_s_at	145.9137116	104.9143898	179.4563224	151.8250964	99.55208398	163.1562127	140.9422181	141.9996925	226.7882967	163.2498108	153.2628804
200893_at	514.7595627	390.7761063	541.0700321	457.6635201	474.1072069	557.7866427	509.7944222	242.4624772	729.5597579	453.4026872	469.8428805
200894_s_at	79.4376799	55.74200788	122.4733848	115.1844997	105.0853032	81.54683595	69.10303596	168.1806571	220.6838064	93.69150348	90.36477406
200895_s_at	242.0648297	299.1694238	238.3731691	339.3288124	319.1184825	359.6271893	279.2797643	320.3274859	502.3375992	253.8956524	316.9020472
200896_x_at	407.0306269	456.5414773	370.2425923	577.2330419	391.7034745	444.5122509	620.3365286	411.9958041	505.7389069	444.8803072	451.0110256
200897_s_at	179.8661397	374.4957155	440.9609187	242.8344877	310.8867796	336.538447	210.6369243	140.0435383	496.4061107	494.1666179	200.1917469
200898_s_at	126.3339849	159.787457	213.7201342	164.3004484	58.98898382	109.3212338	93.22569866	366.5831444	145.2026093	142.1088733	143.8989382
200899_s_at	323.2613644	328.9382426	404.5445737	267.9472283	302.5525471	327.856428	299.469191	279.371206	265.3817645	257.6355636	400.0069314
200900_s_at	83.03857631	73.64832208	82.00851627	92.36668199	59.77432051	89.12841849	55.07204172	60.34173794	77.12247094	68.34021924	80.92381685
200901_s_at	153.709769	144.7303956	216.3402167	179.4069865	197.3393596	138.4367399	220.323115	229.8567332	189.8695785	168.3359279	167.9546886
200902_at	288.3810768	227.6220798	292.7318509	224.5584879	143.467798	248.2586776	212.2745331	112.3698677	320.7135394	285.8687988	311.1508552
200903_s_at	164.7713797	162.2802948	189.7731593	203.5605043	123.2323507	123.446456	173.8880277	176.328067	176.0905735	118.6436581	185.0582746
200904_at	153.4982548	572.1516675	608.4785448	241.7090157	331.1519249	489.6327053	279.5888269	259.5706179	573.6725497	479.8206719	245.9544495
200905_x_at	345.3458106	810.1002065	965.8130816	530.3536061	536.6866977	578.8515322	387.0454699	605.1648522	663.9315527	627.1764867	367.5265086
200906_s_at	21.65475445	43.89053236	49.46306351	57.0449861	77.18161105	30.31229748	41.19598094	49.38552761	65.0967929	84.26430013	51.83514408
200907_s_at	89.13726834	168.2145081	195.8291121	115.161125	154.6595559	109.3568717	83.64252417	68.41211	239.8946361	226.473535	99.5363845
200908_s_at	21.12273912	39.64357355	15.38235386	32.38680661	88.44900079	37.62514028	62.02027616	21.82744123	56.77961905	44.17900958	73.1213239
200909_s_at	1075.529661	1402.749784	1851.028256	1474.956869	1459.655906	1297.580184	1660.256309	1579.507555	1605.258986	1408.99096	1267.168109
200910_at	488.3561717	478.0048858	590.3326228	554.1519639	465.3861771	490.5141702	648.7971956	328.7489623	635.9453069	472.8289873	513.7702626
200911_s_at	749.3447918	793.2686151	865.5304572	809.8114757	1118.367848	1064.045137	1150.564146	1202.092185	1353.729254	806.9768434	809.9175421
200912_s_at	2549.548012	2663.517266	2793.593774	2509.886799	2194.360147	2550.126581	2518.665074	1476.142152	2768.716689	2197.523736	2461.429524
200913_at	98.79653322	78.78908441	62.57727412	44.18870276	115.6344244	73.26327713	98.97091861	93.72311583	116.5940003	49.40838507	65.33799593
200914_x_at	10.35239386	7.556608185	24.40603404	79.56308562	17.48904555	21.64765842	12.00911277	3.049160717	11.27350602	11.42025921	6.436297012
200915_x_at	567.0241169	385.6869795	401.5906983	445.8652817	473.5563241	757.7689313	478.1956859	291.0301852	903.341027	409.9453722	399.4476432
200916_at	108.4514884	286.0386484	311.7854906	121.51614	127.3322227	249.8469008	136.55083	246.8256051	218.3477079	110.4878247	60.41534137
200917_s_at	7.62968436	24.33045171	8.233264174	6.54585695	15.91099149	5.005822553	3.499441342	17.71833237	2.405797663	19.18381085	3.640728189
200918_s_at	173.7288811	218.8538788	237.9612816	217.9979187	206.5045147	163.0542096	285.0583899	233.3475493	201.529348	146.3644407	245.5050811
200919_at	440.1898361	479.4428216	503.349313	450.9384033	495.6266831	492.0193301	621.1349172	864.6241799	535.487618	384.120298	395.1476562
200920_s_at	47.86145107	53.43385734	136.4816777	99.85384578	72.87525979	75.22685604	49.45475965	61.74131275	134.8086162	96.57383061	79.49315256
200921_s_at	112.178633	132.703452	217.8023203	159.8997287	173.61566	218.4974917	160.687952	101.6974518	339.2128124	197.6540402	144.2328622
200922_at	89.39021743	78.71975123	97.94982625	107.3651308	74.51354489	46.50609809	49.45765589	84.64180659	55.86236225	77.40380066	40.48432643
200923_at	662.5993681	610.0964851	598.6229092	575.5934498	536.4175258	584.6838934	355.701409	292.1516614	711.9491503	494.0013042	782.1227375
200924_s_at	138.3526873	257.807626	269.7482468	240.3595659	138.2888372	200.5383368	114.5503463	203.1892575	83.56024448	198.6427223	143.924602
200925_at	4005.387137	2884.982213	2729.887269	2780.664796	4448.579207	2539.661753	4649.878448	3263.069947	3933.416782	2744.206038	4161.580202
200926_at	2850.454729	3573.908454	3333.45336	2554.45913	4556.41324	3579.607516	4619.492271	4737.716825	5182.083439	3355.638721	3233.163523
200927_s_at	286.7023569	328.5326771	346.0728052	289.5888301	268.3442166	262.7996467	282.6379613	233.047347	466.3016499	235.3466375	377.5504781
200928_s_at	31.6446119	31.40870649	30.85261781	17.83297876	26.41665339	31.28908465	31.64240848	5.710886075	8.140286546	36.47602659	46.3917987
200929_at	328.3291409	403.2959962	440.2069766	415.5155032	305.8278517	431.3095549	366.0906903	302.1046736	484.7689667	428.6712633	363.1513148
200930_s_at	37.08160387	5.127143587	3.689276071	11.20950681	13.94155601	7.493827258	6.406578632	35.63876341	7.551408654	16.18913819	38.16456387
200931_s_at	225.8725818	345.1348053	199.5517917	192.3160783	257.4167607	279.2544365	223.1305675	240.5012336	304.7585396	196.9437735	216.1337543
200932_s_at	467.983323	618.6951485	408.7736921	271.8723175	331.5703385	253.7473145	454.5721465	349.4383237	345.208398	312.6214645	454.468218
200933_x_at	2455.050502	2938.901705	2721.76035	2235.302094	2572.415392	3213.197042	3296.205855	3436.581503	2958.759317	2799.132964	2260.348563
200934_at	147.2200809	124.7887605	239.4929198	208.0437467	139.9766993	267.3526469	233.4849067	138.892998	330.1020029	197.7179803	147.2004487
200935_at	34.62109395	12.46546668	38.72505069	24.67759543	10.8757029	17.47347616	51.45383846	74.4147382	55.66974581	20.24307363	29.20285113
200936_at	829.3901202	1609.746697	1573.094076	1131.981533	1347.873607	1224.476206	1568.173307	1261.545567	1529.830725	1089.892383	846.1496053
200937_s_at	1175.764479	1567.336996	1113.833827	1065.512089	952.8103088	1706.648752	1148.921124	882.4847113	1402.087747	1569.316263	1053.016724
200938_s_at	1.842175372	2.006586875	3.224252018	5.033486761	2.663059939	6.102368972	5.116931937	44.05384683	5.277900877	3.387485971	13.55008893
200939_s_at	1.483364736	1.823998235	7.533047813	4.855892889	4.548555678	1.664250522	1.756082604	16.47693228	8.249884695	7.603100972	4.983561779
200940_s_at	281.9001739	290.7491081	219.1645952	250.5265414	457.8213715	310.4380645	404.5599718	249.4144022	294.9705674	313.3336836	241.2446496
200941_at	619.4637827	521.2966467	387.8528701	510.9479669	599.4243671	468.3495907	801.4811724	770.7499031	743.6488051	453.1505105	732.6122523
200942_s_at	577.6899616	558.7043515	710.4862777	493.6793385	633.5398958	508.0833482	657.5390883	471.5450481	655.3654716	734.9008656	708.1536121
200943_at	194.2498698	248.7884664	215.7022275	247.4360509	229.505028	355.447602	236.2881259	181.0914671	197.9083664	309.1807996	157.7882381
200944_s_at	332.8512835	281.6568048	348.7463569	198.7228464	242.4706013	355.1171836	405.693263	213.5822997	224.097431	474.0872765	295.2304688
200945_s_at	319.6874571	298.424971	303.5441965	200.4714081	288.9352357	295.163271	327.8436137	225.3751108	417.195396	247.6821545	260.2059253
200946_x_at	511.778786	487.6046966	601.2841441	621.6789522	809.8214683	541.4705756	462.5689993	586.2963784	513.3482538	678.9785879	485.0870221
200947_s_at	600.7815009	749.0452219	759.1602448	511.5329864	906.9303142	678.9925626	704.7942991	1165.178919	606.9003989	729.0324117	644.824267
200948_at	361.7413264	307.1765345	375.0954478	393.137753	240.8201408	384.5497969	253.1886708	227.2131297	254.7828188	325.1637037	369.7198034
200949_x_at	1161.07707	1677.08834	1446.656351	1292.922712	1727.808716	1526.162913	1515.954036	1566.147892	1624.901217	1261.76705	1375.051576
200950_at	359.0826649	356.3373846	326.0763893	281.7976746	394.7460222	172.3702625	422.6536889	278.8752805	430.5177228	274.2389968	412.0745323
200951_s_at	3.893698504	2.640463332	6.420751648	6.224795181	6.855723228	4.971984543	12.25235484	22.83635532	3.393031438	3.547596491	3.057014921
200952_s_at	7.153690944	26.05149945	12.78620582	34.66918862	10.50567271	8.281555037	3.297770829	11.03770842	6.337360882	27.69369401	21.15198598
200953_s_at	115.3544789	218.0490822	126.1298551	186.2949487	236.6228849	197.4983053	257.1412793	251.2439751	209.7128171	178.0552748	108.7190639
200954_at	415.3775444	514.6756169	376.4453173	362.6130898	167.9959752	276.2142546	335.1402987	293.705026	255.0520505	392.6660483	581.3953318
200955_at	279.8159979	303.2784645	248.2448947	216.8967617	181.1477606	206.4044799	243.9126877	222.4635832	185.8466475	231.8980844	280.0221167
200956_s_at	52.13298467	66.56587904	52.51530869	90.78922901	63.04763974	42.93498786	72.55731556	20.56169453	59.65709883	44.05592768	50.96893822
200957_s_at	55.37633598	102.4209087	102.7972206	102.7102063	83.28801497	100.3524179	65.98770645	47.01772498	94.10292281	129.6374178	83.72487098
200958_s_at	553.1666508	519.6696458	567.9328062	584.170614	770.1600411	599.2275729	730.7112337	645.0445502	1059.384588	519.5933757	575.188722
200959_at	318.0779615	278.9087986	235.2779389	292.9542006	201.9823068	248.4397429	228.102538	132.5583511	153.6392646	268.2856267	247.0620876
200960_x_at	930.5832981	992.3599899	961.740921	875.025636	989.7146909	917.9597763	1013.337977	846.1789019	1265.238118	714.0153144	1140.218195
200961_at	107.3851901	123.8593145	101.5131577	67.92177246	101.0988765	74.2734746	152.8567254	113.8687339	69.76276548	123.4821978	72.29230924
200962_at	101.7982188	105.3479588	153.3112239	115.3989978	68.44068603	120.4704869	63.73813392	52.49491061	71.97137371	160.4468865	101.1198437
200963_x_at	2905.840385	3554.85761	3734.308282	2892.996534	4188.600529	3649.234431	3635.3557	3055.673034	4410.926994	3500.603289	3325.051278
200964_at	772.6795097	892.3889949	683.1672218	634.46917	702.1737941	540.2781119	966.7925761	655.5726113	537.8597574	527.4364816	915.9978278
200965_s_at	598.7094205	743.6604736	682.4704196	589.8037948	675.4496866	662.7185687	776.1857474	608.1261465	302.6604687	1103.320404	595.307347
200966_x_at	2483.184186	3143.889441	3003.353691	2282.65362	2166.420795	1478.196228	2493.174118	2374.40687	1267.909633	1527.631686	3086.102326
200967_at	257.3750683	280.4786535	360.2064153	208.8724035	305.1259899	370.3714583	400.8266414	309.5905858	455.2347607	255.8831638	230.9226829
200968_s_at	223.3029723	270.7132189	351.4434669	227.5592172	379.2936656	231.960172	387.7156492	311.1137005	373.4723307	303.2281969	213.2639685
200969_at	121.7527547	87.18569751	123.5438263	79.66995922	114.1340352	129.201287	189.6923451	108.7588114	186.1064453	85.82045276	119.4234864
200970_s_at	145.338566	182.0160536	213.6827023	193.9027882	132.9369934	296.9425561	139.467195	107.5099082	208.0342858	174.5429959	150.6128079
200971_s_at	235.6827228	275.6436503	366.3065023	322.866179	311.2207957	315.5997122	338.4460796	273.7971647	521.5701877	258.2588547	246.8057455
200972_at	1117.678897	1338.447621	973.652224	1059.495777	693.425473	1019.472863	862.9898688	635.7961814	611.0342397	1415.977121	1152.873196
200973_s_at	349.2131492	481.0227362	429.5354407	484.5465742	296.8748208	270.3204213	330.8710881	446.328485	228.9093354	446.696906	434.1143762
200974_at	214.5515873	464.2165025	826.6555345	364.9555782	592.0109915	319.1266533	181.2470505	113.8991763	1651.660189	266.9615828	270.8122327
200975_at	495.3871077	591.8716013	568.2781184	550.1989243	713.5477332	485.5373264	647.6068333	502.8383966	528.4765025	526.4571054	655.2413425
200976_s_at	333.1075253	412.8956797	372.6103783	407.2617453	418.6293992	335.9600374	464.1450904	325.5417842	445.2955763	302.8776576	352.2569967
200977_s_at	317.5619881	309.7513008	313.5349297	314.6348315	397.4450225	283.000816	372.2014318	286.1827165	390.3003476	235.7584049	338.3011418
200978_at	2073.868405	2317.712223	1551.377401	1447.655781	1260.659398	642.4886382	1475.132579	1017.188477	770.2732004	963.0926463	2605.296121
200979_at	148.3491758	140.5244839	137.8960543	162.6961883	122.3387621	152.2341651	98.80574261	72.49883282	110.2430015	115.4425097	116.3981003
200980_s_at	300.2041943	420.5045328	318.1042736	348.1343732	349.0816548	249.4736546	363.5426551	421.6303432	279.2444019	320.3109847	323.8206438
200981_x_at	5609.234577	5465.419144	5159.609456	4820.475859	5373.789075	2914.907475	4586.052431	5226.732045	3481.015164	3717.323989	5693.078945
200982_s_at	527.3026875	547.6777765	431.0476833	294.2901601	312.0075763	155.9143805	420.4250745	534.1520073	135.9405096	148.1475589	453.3205795
200983_x_at	542.2760122	1107.288224	933.6279522	1253.757465	723.6698836	977.5327845	706.1248792	942.4307289	1280.936861	788.7702583	630.6502922
200984_s_at	668.6045255	1205.300028	852.4483164	920.6946182	604.6480601	801.9894466	592.3468265	636.5437346	940.7253813	702.6774035	775.7591368
200985_s_at	782.3342624	1132.019811	966.1913858	1098.162457	727.6261985	946.9639683	936.4487006	717.7494669	1216.481043	820.2874843	873.7512786
200986_at	70.05970449	187.6575159	210.2480443	128.5640735	176.4119574	153.7008362	117.8997467	197.0370457	189.0965964	181.6012706	96.1582577
200987_x_at	142.0296171	144.9526105	114.3228293	149.4774938	111.9987077	91.88426889	102.8109738	66.22971741	97.96786832	127.2265042	113.4325941
200988_s_at	52.66454226	50.84200215	41.74476976	72.1188758	32.60419023	51.11056128	55.41643005	74.53236819	41.84761061	66.35795773	57.51883444
200989_at	361.4807554	646.2741093	601.7567092	576.8723547	392.4940262	658.3498199	495.4012381	606.3032481	500.5343935	270.1925348	361.8424181
200990_at	206.9779241	223.247704	227.0639743	187.0459627	168.5680371	226.0372673	214.2947231	117.1548485	227.8221809	211.4623215	222.824203
200991_s_at	119.633623	63.44477005	87.79200947	77.21612266	31.0302762	35.57591936	43.30016312	89.45651665	28.54485126	66.03562269	76.58481278
200992_at	178.6004881	223.4232179	169.6884812	171.7959755	173.6781641	216.6023546	187.0880662	105.9293024	294.1264869	159.3676333	177.7098477
200993_at	120.129276	132.9303843	143.5685543	243.6011607	118.1370587	165.9547624	97.45104751	61.89393182	97.37089075	96.87309152	122.6439693
200994_at	163.2530139	160.3468829	181.9216684	155.8804723	122.512377	190.0670461	112.5385881	187.8171913	134.9526415	141.6480136	145.7135237
200995_at	122.4836114	127.4616007	111.5674508	117.1080995	116.9189801	168.6452624	144.5049051	85.36138832	174.9441851	111.2801281	137.0309011
200996_at	253.4492454	297.1725432	249.5990175	255.0386657	140.7137492	214.8575912	154.7318498	125.2680916	246.5949635	158.6724979	236.2617097
200997_at	204.9580954	217.4571074	240.1652322	323.3147372	256.1063075	229.5500975	173.291561	188.155239	256.7333101	235.9985487	169.6628811
200998_s_at	76.38743269	130.0582868	106.893623	89.07826148	94.11853124	57.29446956	75.41674841	118.8876625	113.848014	127.0961234	72.56400663
200999_s_at	116.8768136	129.150516	106.44998	104.5431245	114.7268237	115.9713996	111.0707252	160.7357057	93.69183172	99.59764671	108.3643142
201000_at	707.1959372	1061.957736	960.757356	947.0035148	923.6454748	726.05113	1046.367482	816.7186076	752.4367846	729.2588019	797.9981885
201001_s_at	63.27431438	79.12574591	76.33418774	73.83910398	76.99111159	48.00593409	38.5908984	62.10313065	62.26595825	49.35122171	60.59457559
201002_s_at	342.0584115	372.9470485	264.6816818	303.8531292	327.4730456	226.2519702	300.9641011	347.9289263	171.4238137	245.8947851	369.3984946
201003_x_at	151.5794378	141.8138749	151.4752105	153.3820244	146.9194929	160.5284876	134.5953465	138.2898583	106.2251474	164.3113379	149.0189741
201004_at	393.4923824	511.8821097	480.0546414	424.7978025	464.1303005	475.34179	463.7524225	452.4511035	436.4951639	406.4231845	424.0751243
201005_at	713.3345963	992.740611	1269.794229	626.7630209	849.2180821	719.8040832	839.6518305	725.4574184	948.945995	876.3040101	972.6886889
201006_at	40.26222333	78.53693289	2.885077223	69.30158436	83.0460912	12.74241583	99.17433232	84.56109199	35.0691985	64.81373057	37.164242
201007_at	1243.236125	760.537082	1069.796832	1210.856182	1174.138125	1323.624167	1375.18939	1295.827583	1495.606196	1063.956277	1499.961993
201008_s_at	101.7958607	170.6887417	246.4450939	427.2828464	239.0799931	325.1385588	93.07050723	227.7972606	214.3737811	222.2477138	105.78248
201009_s_at	312.4466775	396.398548	493.7618821	766.1783735	637.961191	647.5847698	380.3210112	557.1049561	504.8028728	506.4556246	402.7360598
201010_s_at	538.472109	796.98582	977.3777265	1252.317986	1058.226178	1473.830673	1140.921429	1578.167512	1113.665479	1044.267432	841.106234
201011_at	209.9030301	221.4387265	214.445394	216.2150874	206.2292821	188.8900443	234.8228668	204.4129264	212.6390929	191.7468536	196.5715085
201012_at	101.5691401	299.3734388	412.8755845	108.6834741	124.7128408	131.473184	169.4754771	165.2303591	273.0615284	458.9075383	75.53271378
201013_s_at	230.1171335	265.508147	249.8035977	281.9417105	214.0129656	282.8246872	225.4983589	225.1491485	225.0408491	253.9282445	307.6307607
201014_s_at	39.26023086	93.10067646	12.73191086	100.4865702	85.42035771	42.83029858	55.98918742	94.28122078	49.76617313	28.72817338	69.30979939
201015_s_at	32.79160505	14.38460705	62.28199883	84.38301662	21.99200647	49.26400978	60.97201329	27.41591236	38.88037958	23.81607556	43.12789496
201016_at	30.07339504	24.1150837	38.88206902	26.77319832	35.89804028	58.879184	34.01756012	28.97535122	28.39156774	56.23352524	23.46762276
201017_at	66.08654286	74.79187926	96.25865447	81.06734496	63.26272631	78.59011596	88.13222384	58.81009083	98.33948207	96.14390848	55.04871614
201018_at	344.5440331	290.132589	291.7325751	211.4537541	361.1025708	327.9931916	385.299167	264.7998687	223.1693613	279.9322307	273.6495961
201019_s_at	52.59394355	39.83706999	51.55054769	82.88007311	46.03181334	72.99927544	33.74493045	33.91584329	49.308691	54.67592654	34.98121311
201020_at	686.3164627	647.6319957	521.9769995	612.4812849	387.1550911	330.0946678	438.3973801	507.6826652	434.8111899	351.5249325	720.6854412
201021_s_at	874.880607	697.3542699	682.6311521	958.2645666	544.7149623	628.2367057	337.8747069	270.5005237	1016.669659	455.9244819	755.8702833
201022_s_at	1838.849933	1909.751927	1332.858398	1313.33804	1673.914255	1180.079104	1613.261231	1337.463756	2830.159528	1048.232755	2200.257377
201023_at	275.5542473	292.4881741	277.5394058	273.3613393	278.2240474	275.903855	378.7915057	237.0176066	358.6438212	223.4864565	350.5833393
201024_x_at	3.89095927	37.13148425	29.94127089	144.2692328	15.93179811	47.5750402	5.035062927	28.50178764	12.9044049	4.677595825	5.0980974
201025_at	69.19870186	63.29270115	44.09000419	65.93796627	65.06414098	55.01133703	63.33149807	23.10521079	32.42589019	69.15204313	48.03787372
201026_at	30.65268627	24.14913096	4.180391234	50.52873795	34.47832313	45.00064363	33.8322134	7.150721125	28.10769283	43.59445153	34.55278738
201027_s_at	116.0164866	142.8532725	77.21076884	137.6036926	42.25962105	121.2625307	133.4354336	64.21745447	103.9511566	104.5605862	86.13476625
201028_s_at	230.6548628	401.9747441	529.4442181	454.04505	523.4800845	296.1448046	255.4559813	381.4151563	215.9667971	500.3665901	280.662793
201029_s_at	584.8736468	843.4455392	1179.869085	822.5264094	926.3981839	981.4906289	553.422202	482.336606	624.2046729	872.3133802	829.9827046
201030_x_at	2374.780746	2119.791889	1730.296919	2548.486037	2176.32504	1676.477906	2384.494075	2024.46172	1701.166132	1776.282983	2796.986042
201031_s_at	313.8371793	327.9319865	352.671569	310.1945071	206.363055	529.3687716	381.5280212	230.4562863	509.6447023	287.5838294	216.4553179
