"","PSID","Gene","Module"
"TRBJ2-2","TRBJ2-2","TRBJ2-2","blue"
"RNY4P37","RNY4P37","RNY4P37","cyan"
"CXCL8","CXCL8","CXCL8","tan"
"ISCA1P4","ISCA1P4","ISCA1P4","turquoise"
"AL355480.1","AL355480.1","AL355480.1","tan"
"IGKV3-11","IGKV3-11","IGKV3-11","green"
"RPL39P18","RPL39P18","RPL39P18","grey60"
"MIR4502","MIR4502","MIR4502","yellow"
"AL023803.1","AL023803.1","AL023803.1","purple"
"VN1R84P","VN1R84P","VN1R84P","lightcyan"
"MIR645","MIR645","MIR645","turquoise"
"MLLT10P1","MLLT10P1","MLLT10P1","pink"
"RNU4-65P","RNU4-65P","RNU4-65P","purple"
"MIR219A1","MIR219A1","MIR219A1","darkred"
"AC011904.1","AC011904.1","AC011904.1","yellow"
"MIR3671","MIR3671","MIR3671","grey60"
"RNU6-8","RNU6-8","RNU6-8","purple"
"MIR4787","MIR4787","MIR4787","turquoise"
"CXCL1","CXCL1","CXCL1","lightgreen"
"TRBJ2-6","TRBJ2-6","TRBJ2-6","pink"
"SMIM32","SMIM32","SMIM32","pink"
"KRT17","KRT17","KRT17","pink"
"RPS29P6","RPS29P6","RPS29P6","salmon"
"AC015813.4","AC015813.4","AC015813.4","pink"
"MIR4278","MIR4278","MIR4278","purple"
"RNU6-945P","RNU6-945P","RNU6-945P","turquoise"
"RNU6-1004P","RNU6-1004P","RNU6-1004P","magenta"
"RNY3P16","RNY3P16","RNY3P16","darkred"
"MIR4530","MIR4530","MIR4530","green"
"RNU6-29P","RNU6-29P","RNU6-29P","pink"
"RNU6-204P","RNU6-204P","RNU6-204P","pink"
"TRBD1","TRBD1","TRBD1","green"
"AQP1","AQP1","AQP1","pink"
"GJB2","GJB2","GJB2","tan"
"HLA-U","HLA-U","HLA-U","grey60"
"AL132822.1","AL132822.1","AL132822.1","yellow"
"S100A12","S100A12","S100A12","tan"
"IGHV4-39","IGHV4-39","IGHV4-39","green"
"CYP3A52P","CYP3A52P","CYP3A52P","purple"
"AC112204.1","AC112204.1","AC112204.1","yellow"
"RNU6-967P","RNU6-967P","RNU6-967P","tan"
"AC139426.1","AC139426.1","AC139426.1","turquoise"
"FOXC2","FOXC2","FOXC2","tan"
"MIR1208","MIR1208","MIR1208","greenyellow"
"AC092807.2","AC092807.2","AC092807.2","pink"
"DND1P1","DND1P1","DND1P1","green"
"AL133373.1","AL133373.1","AL133373.1","darkorange"
"MIR548A3","MIR548A3","MIR548A3","turquoise"
"AL357137.1","AL357137.1","AL357137.1","yellow"
"XIST","XIST","XIST","darkred"
"RNU1-23P","RNU1-23P","RNU1-23P","salmon"
"MIR4801","MIR4801","MIR4801","black"
"MIR3178","MIR3178","MIR3178","tan"
"AL627309.7","AL627309.7","AL627309.7","turquoise"
"MTRNR2L1","MTRNR2L1","MTRNR2L1","white"
"TAGLN","TAGLN","TAGLN","darkgrey"
"AC117490.1","AC117490.1","AC117490.1","tan"
"TRBJ2-5","TRBJ2-5","TRBJ2-5","blue"
"IGKV3-20","IGKV3-20","IGKV3-20","green"
"AL390729.2","AL390729.2","AL390729.2","magenta"
"RNY3P8","RNY3P8","RNY3P8","pink"
"AC100757.2","AC100757.2","AC100757.2","grey60"
"TTR","TTR","TTR","tan"
"RN7SL585P","RN7SL585P","RN7SL585P","black"
"ADM","ADM","ADM","tan"
"UQCRHP1","UQCRHP1","UQCRHP1","purple"
"AC109583.2","AC109583.2","AC109583.2","magenta"
"MT1XP1","MT1XP1","MT1XP1","turquoise"
"AL355480.3","AL355480.3","AL355480.3","purple"
"RPS29P5","RPS29P5","RPS29P5","grey60"
"AC233266.1","AC233266.1","AC233266.1","turquoise"
"AL161669.2","AL161669.2","AL161669.2","darkorange"
"MIR1179","MIR1179","MIR1179","turquoise"
"IGHV3-7","IGHV3-7","IGHV3-7","green"
"MIR331","MIR331","MIR331","blue"
"RNU6-1200P","RNU6-1200P","RNU6-1200P","darkred"
"RNU6-1017P","RNU6-1017P","RNU6-1017P","pink"
"AC007318.2","AC007318.2","AC007318.2","yellow"
"MFAP4","MFAP4","MFAP4","tan"
"VGF","VGF","VGF","brown"
"Z99497.1","Z99497.1","Z99497.1","purple"
"MT1G","MT1G","MT1G","black"
"CTGF","CTGF","CTGF","lightgreen"
"AL162574.1","AL162574.1","AL162574.1","pink"
"AL591926.8","AL591926.8","AL591926.8","yellow"
"EGR1","EGR1","EGR1","tan"
"AL033523.1","AL033523.1","AL033523.1","magenta"
"AC005000.1","AC005000.1","AC005000.1","pink"
"IGHJ5","IGHJ5","IGHJ5","green"
"NPY","NPY","NPY","cyan"
"HLA-DRB1","HLA-DRB1","HLA-DRB1","red"
"RNU1-59P","RNU1-59P","RNU1-59P","turquoise"
"AC092903.1","AC092903.1","AC092903.1","grey60"
"CRH","CRH","CRH","tan"
"RNU6-3P","RNU6-3P","RNU6-3P","grey60"
"LHB","LHB","LHB","green"
"IGHGP","IGHGP","IGHGP","green"
"IGLV3-1","IGLV3-1","IGLV3-1","green"
"AC009963.2","AC009963.2","AC009963.2","brown"
"AC005363.2","AC005363.2","AC005363.2","grey60"
"RNU6-781P","RNU6-781P","RNU6-781P","salmon"
"CRABP1","CRABP1","CRABP1","tan"
"EIF3FP3","EIF3FP3","EIF3FP3","blue"
"CXCL2","CXCL2","CXCL2","darkgrey"
"MIR3197","MIR3197","MIR3197","midnightblue"
"RNU6-1091P","RNU6-1091P","RNU6-1091P","yellow"
"AL732292.1","AL732292.1","AL732292.1","cyan"
"MIR892A","MIR892A","MIR892A","tan"
"PRSS3P4","PRSS3P4","PRSS3P4","blue"
"AP006289.1","AP006289.1","AP006289.1","yellow"
"DDX3Y","DDX3Y","DDX3Y","salmon"
"HAMP","HAMP","HAMP","red"
"EGR4","EGR4","EGR4","midnightblue"
"AC136628.3","AC136628.3","AC136628.3","tan"
"AL390728.3","AL390728.3","AL390728.3","greenyellow"
"RNU6-415P","RNU6-415P","RNU6-415P","magenta"
"AC006023.2","AC006023.2","AC006023.2","turquoise"
"SNORD3B-2","SNORD3B-2","SNORD3B-2","purple"
"GAPDHP35","GAPDHP35","GAPDHP35","royalblue"
"AL360181.4","AL360181.4","AL360181.4","turquoise"
"AC112204.3","AC112204.3","AC112204.3","yellow"
"APLNR","APLNR","APLNR","black"
"MIR4424","MIR4424","MIR4424","darkturquoise"
"SST","SST","SST","cyan"
"RNU6-158P","RNU6-158P","RNU6-158P","purple"
"LDHAP4","LDHAP4","LDHAP4","pink"
"HIST2H2AC","HIST2H2AC","HIST2H2AC","tan"
"IGLV2-11","IGLV2-11","IGLV2-11","green"
"RRAD","RRAD","RRAD","midnightblue"
"H19","H19","H19","tan"
"HIST2H2AA4","HIST2H2AA4","HIST2H2AA4","magenta"
"PTGES3P1","PTGES3P1","PTGES3P1","darkorange"
"MIR5695","MIR5695","MIR5695","green"
"MTCYBP2","MTCYBP2","MTCYBP2","salmon"
"RNU6-9","RNU6-9","RNU6-9","greenyellow"
"RPL7AP28","RPL7AP28","RPL7AP28","lightcyan"
"MIR3680-2","MIR3680-2","MIR3680-2","magenta"
"AC015722.2","AC015722.2","AC015722.2","yellow"
"WDR86-AS1","WDR86-AS1","WDR86-AS1","tan"
"CCL4","CCL4","CCL4","magenta"
"AP001059.3","AP001059.3","AP001059.3","turquoise"
"LSP1P2","LSP1P2","LSP1P2","turquoise"
"LINC02470","LINC02470","LINC02470","yellow"
"RNU7-113P","RNU7-113P","RNU7-113P","salmon"
"AC004947.2","AC004947.2","AC004947.2","darkturquoise"
"AF228730.6","AF228730.6","AF228730.6","greenyellow"
"RNVU1-6","RNVU1-6","RNVU1-6","blue"
"AL136380.1","AL136380.1","AL136380.1","darkorange"
"AP000350.6","AP000350.6","AP000350.6","turquoise"
"SERPINE1","SERPINE1","SERPINE1","darkgrey"
"AC139453.1","AC139453.1","AC139453.1","greenyellow"
"TMEM191B","TMEM191B","TMEM191B","pink"
"NAMPTP1","NAMPTP1","NAMPTP1","red"
"RNA5SP515","RNA5SP515","RNA5SP515","yellow"
"HNRNPKP5","HNRNPKP5","HNRNPKP5","midnightblue"
"RNASE2","RNASE2","RNASE2","red"
"AC022432.1","AC022432.1","AC022432.1","purple"
"RPL39P40","RPL39P40","RPL39P40","pink"
"AC135048.3","AC135048.3","AC135048.3","brown"
"AC067747.1","AC067747.1","AC067747.1","turquoise"
"IGHV3-23","IGHV3-23","IGHV3-23","green"
"ZNF603P","ZNF603P","ZNF603P","pink"
"RNU6-293P","RNU6-293P","RNU6-293P","pink"
"AC008759.3","AC008759.3","AC008759.3","red"
"AC103564.3","AC103564.3","AC103564.3","yellow"
"AC099513.1","AC099513.1","AC099513.1","turquoise"
"IGHG3","IGHG3","IGHG3","green"
"MIR892B","MIR892B","MIR892B","blue"
"AL353807.4","AL353807.4","AL353807.4","grey60"
"DYNLL1P4","DYNLL1P4","DYNLL1P4","cyan"
"DDX11L2","DDX11L2","DDX11L2","red"
"AC027020.2","AC027020.2","AC027020.2","turquoise"
"MIR138-1","MIR138-1","MIR138-1","turquoise"
"ZFP36","ZFP36","ZFP36","darkgrey"
"RNVU1-7","RNVU1-7","RNVU1-7","turquoise"
"KLF4","KLF4","KLF4","tan"
"RNU6-1148P","RNU6-1148P","RNU6-1148P","blue"
"RNU6-1086P","RNU6-1086P","RNU6-1086P","salmon"
"PSPHP1","PSPHP1","PSPHP1","yellow"
"RN7SL262P","RN7SL262P","RN7SL262P","pink"
"AC093424.1","AC093424.1","AC093424.1","orange"
"MIR4737","MIR4737","MIR4737","greenyellow"
"SIX3-AS1","SIX3-AS1","SIX3-AS1","yellow"
"GPR6","GPR6","GPR6","yellow"
"GAS1","GAS1","GAS1","tan"
"RNU6-242P","RNU6-242P","RNU6-242P","turquoise"
"Z99497.2","Z99497.2","Z99497.2","pink"
"IGKV1-9","IGKV1-9","IGKV1-9","green"
"AL512329.2","AL512329.2","AL512329.2","black"
"RF00086","RF00086","RF00086","orange"
"AC009220.1","AC009220.1","AC009220.1","blue"
"AC134684.3","AC134684.3","AC134684.3","lightcyan"
"RNU6-758P","RNU6-758P","RNU6-758P","turquoise"
"AC092013.1","AC092013.1","AC092013.1","pink"
"GJB6","GJB6","GJB6","black"
"AC012486.1","AC012486.1","AC012486.1","brown"
"KLF2","KLF2","KLF2","tan"
"HLA-Z","HLA-Z","HLA-Z","turquoise"
"HSPA1A","HSPA1A","HSPA1A","midnightblue"
"RPL31P12","RPL31P12","RPL31P12","yellow"
"AC024941.1","AC024941.1","AC024941.1","pink"
"AL450063.1","AL450063.1","AL450063.1","cyan"
"AC004890.1","AC004890.1","AC004890.1","greenyellow"
"AC141002.1","AC141002.1","AC141002.1","magenta"
"RNU6-1176P","RNU6-1176P","RNU6-1176P","lightcyan"
"ARC","ARC","ARC","midnightblue"
"AL592183.1","AL592183.1","AL592183.1","red"
"PTGS2","PTGS2","PTGS2","darkgrey"
"AC093899.1","AC093899.1","AC093899.1","salmon"
"AC061999.1","AC061999.1","AC061999.1","blue"
"PPIAP39","PPIAP39","PPIAP39","yellow"
"ADAMTS1","ADAMTS1","ADAMTS1","darkgrey"
"HSPA1B","HSPA1B","HSPA1B","midnightblue"
"PCK1","PCK1","PCK1","tan"
"RNU5D-1","RNU5D-1","RNU5D-1","yellow"
"AC009779.1","AC009779.1","AC009779.1","salmon"
"RNU5E-1","RNU5E-1","RNU5E-1","magenta"
"AC087741.2","AC087741.2","AC087741.2","greenyellow"
"AC073648.6","AC073648.6","AC073648.6","turquoise"
"ANGPTL4","ANGPTL4","ANGPTL4","midnightblue"
"MIR4514","MIR4514","MIR4514","grey60"
"BX842568.4","BX842568.4","BX842568.4","cyan"
"AC063943.1","AC063943.1","AC063943.1","turquoise"
"KRT19","KRT19","KRT19","tan"
"IGHA1","IGHA1","IGHA1","green"
"AL136126.1","AL136126.1","AL136126.1","darkred"
"AL021407.1","AL021407.1","AL021407.1","red"
"RNA5SP342","RNA5SP342","RNA5SP342","grey60"
"IGLV1-51","IGLV1-51","IGLV1-51","green"
"EDN1","EDN1","EDN1","lightgreen"
"TMEM88B","TMEM88B","TMEM88B","pink"
"RN7SKP276","RN7SKP276","RN7SKP276","magenta"
"TRAJ6","TRAJ6","TRAJ6","grey60"
"BX248123.2","BX248123.2","BX248123.2","cyan"
"AL512356.3","AL512356.3","AL512356.3","brown"
"AL359510.1","AL359510.1","AL359510.1","blue"
"AL008723.3","AL008723.3","AL008723.3","tan"
"MT1F","MT1F","MT1F","black"
"NDUFA5P6","NDUFA5P6","NDUFA5P6","lightgreen"
"AC107081.1","AC107081.1","AC107081.1","yellow"
"RNU1-70P","RNU1-70P","RNU1-70P","salmon"
"RNU1-36P","RNU1-36P","RNU1-36P","yellow"
"AC002519.2","AC002519.2","AC002519.2","brown"
"RNU6-600P","RNU6-600P","RNU6-600P","purple"
"RN7SL472P","RN7SL472P","RN7SL472P","midnightblue"
"AL157834.3","AL157834.3","AL157834.3","salmon"
"AP001372.4","AP001372.4","AP001372.4","tan"
"RNU12-2P","RNU12-2P","RNU12-2P","cyan"
"RNU6-529P","RNU6-529P","RNU6-529P","black"
"RNU6-871P","RNU6-871P","RNU6-871P","darkred"
"SFRP2","SFRP2","SFRP2","tan"
"MIR23A","MIR23A","MIR23A","brown"
"RNU1-132P","RNU1-132P","RNU1-132P","turquoise"
"AL365205.3","AL365205.3","AL365205.3","pink"
"Z82188.1","Z82188.1","Z82188.1","purple"
"MIR6129","MIR6129","MIR6129","green"
"RN7SL477P","RN7SL477P","RN7SL477P","darkred"
"AL596442.2","AL596442.2","AL596442.2","turquoise"
"AC108039.2","AC108039.2","AC108039.2","blue"
"SNRPCP13","SNRPCP13","SNRPCP13","greenyellow"
"IGKV3-15","IGKV3-15","IGKV3-15","green"
"AL354822.1","AL354822.1","AL354822.1","yellow"
"AL121890.5","AL121890.5","AL121890.5","cyan"
"AP000322.2","AP000322.2","AP000322.2","green"
"KRT18","KRT18","KRT18","tan"
"AZGP1","AZGP1","AZGP1","cyan"
"MT1A","MT1A","MT1A","midnightblue"
"AC092954.1","AC092954.1","AC092954.1","yellow"
"AC145207.9","AC145207.9","AC145207.9","lightcyan"
"RNA5SP242","RNA5SP242","RNA5SP242","yellow"
"MT1JP","MT1JP","MT1JP","black"
"AC080013.6","AC080013.6","AC080013.6","turquoise"
"RGR","RGR","RGR","black"
"AC025521.1","AC025521.1","AC025521.1","salmon"
"HIST1H4J","HIST1H4J","HIST1H4J","brown"
"AL645939.1","AL645939.1","AL645939.1","purple"
"AL645933.2","AL645933.2","AL645933.2","cyan"
"AC137630.3","AC137630.3","AC137630.3","pink"
"AC073869.9","AC073869.9","AC073869.9","purple"
"SLC14A1","SLC14A1","SLC14A1","black"
"MIR4478","MIR4478","MIR4478","blue"
"NKX6-2","NKX6-2","NKX6-2","pink"
"AL359091.2","AL359091.2","AL359091.2","pink"
"AC008494.2","AC008494.2","AC008494.2","greenyellow"
"MIR4717","MIR4717","MIR4717","grey60"
"TAF9P3","TAF9P3","TAF9P3","magenta"
"PLP1","PLP1","PLP1","pink"
"AL353803.5","AL353803.5","AL353803.5","turquoise"
"CX3CR1","CX3CR1","CX3CR1","red"
"AC069234.4","AC069234.4","AC069234.4","turquoise"
"AC004383.1","AC004383.1","AC004383.1","turquoise"
"RN7SKP160","RN7SKP160","RN7SKP160","tan"
"RN7SL336P","RN7SL336P","RN7SL336P","purple"
"AL359091.1","AL359091.1","AL359091.1","pink"
"AC011458.2","AC011458.2","AC011458.2","turquoise"
"CXCR4","CXCR4","CXCR4","tan"
"RPS15AP36","RPS15AP36","RPS15AP36","blue"
"C1QC","C1QC","C1QC","red"
"AL021997.2","AL021997.2","AL021997.2","pink"
"MOBP","MOBP","MOBP","pink"
"AC113361.1","AC113361.1","AC113361.1","salmon"
"PENK","PENK","PENK","yellow"
"MIR7-2","MIR7-2","MIR7-2","purple"
"AC138969.2","AC138969.2","AC138969.2","brown"
"AL591926.3","AL591926.3","AL591926.3","green"
"CYP21A1P","CYP21A1P","CYP21A1P","pink"
"TIMM8AP1","TIMM8AP1","TIMM8AP1","darkorange"
"AL135786.1","AL135786.1","AL135786.1","black"
"AC139495.3","AC139495.3","AC139495.3","brown"
"HSPB1P1","HSPB1P1","HSPB1P1","grey60"
"HIST1H2AE","HIST1H2AE","HIST1H2AE","tan"
"AC137800.2","AC137800.2","AC137800.2","royalblue"
"RNASE6","RNASE6","RNASE6","red"
"RNU6-247P","RNU6-247P","RNU6-247P","yellow"
"AC091812.2","AC091812.2","AC091812.2","yellow"
"AC126755.3","AC126755.3","AC126755.3","red"
"C2CD4B","C2CD4B","C2CD4B","darkgrey"
"MOG","MOG","MOG","pink"
"AC104458.1","AC104458.1","AC104458.1","pink"
"AC098479.1","AC098479.1","AC098479.1","orange"
"AC138466.3","AC138466.3","AC138466.3","grey60"
"IGHV4-4","IGHV4-4","IGHV4-4","green"
"IER3","IER3","IER3","darkgrey"
"HES5","HES5","HES5","black"
"CD24","CD24","CD24","yellow"
"LINC01736","LINC01736","LINC01736","red"
"AC009501.2","AC009501.2","AC009501.2","pink"
"MCFD2P1","MCFD2P1","MCFD2P1","turquoise"
"AL162713.1","AL162713.1","AL162713.1","tan"
"TMEM235","TMEM235","TMEM235","pink"
"RNU6-520P","RNU6-520P","RNU6-520P","salmon"
"MIR376A1","MIR376A1","MIR376A1","blue"
"AC017048.3","AC017048.3","AC017048.3","blue"
"AC010424.1","AC010424.1","AC010424.1","black"
"NPTX2","NPTX2","NPTX2","green"
"AC098614.4","AC098614.4","AC098614.4","blue"
"IGHJ3P","IGHJ3P","IGHJ3P","green"
"RNU6-7","RNU6-7","RNU6-7","greenyellow"
"C1QB","C1QB","C1QB","red"
"MIR563","MIR563","MIR563","salmon"
"TRAJ3","TRAJ3","TRAJ3","greenyellow"
"NR4A1","NR4A1","NR4A1","tan"
"C1QA","C1QA","C1QA","red"
"AC245014.3","AC245014.3","AC245014.3","turquoise"
"MUC20P1","MUC20P1","MUC20P1","green"
"AC254633.1","AC254633.1","AC254633.1","tan"
"DSP","DSP","DSP","tan"
"AL513210.1","AL513210.1","AL513210.1","skyblue"
"CR769776.2","CR769776.2","CR769776.2","brown"
"TRBJ1-1","TRBJ1-1","TRBJ1-1","salmon"
"IGLV1-40","IGLV1-40","IGLV1-40","green"
"AC147067.2","AC147067.2","AC147067.2","turquoise"
"AC113403.1","AC113403.1","AC113403.1","pink"
"RNU6-891P","RNU6-891P","RNU6-891P","yellow"
"ERMN","ERMN","ERMN","pink"
"MAG","MAG","MAG","pink"
"CNN1","CNN1","CNN1","darkgrey"
"THNSL2","THNSL2","THNSL2","tan"
"AP003355.3","AP003355.3","AP003355.3","blue"
"TMSB4Y","TMSB4Y","TMSB4Y","salmon"
"VTRNA1-3","VTRNA1-3","VTRNA1-3","orange"
"AC008737.2","AC008737.2","AC008737.2","blue"
"AP003392.6","AP003392.6","AP003392.6","blue"
"HIST1H4K","HIST1H4K","HIST1H4K","salmon"
"AL512598.1","AL512598.1","AL512598.1","turquoise"
"AC018635.2","AC018635.2","AC018635.2","turquoise"
"CARNS1","CARNS1","CARNS1","pink"
"SIX3","SIX3","SIX3","yellow"
"PTGDR","PTGDR","PTGDR","tan"
"MAPK15","MAPK15","MAPK15","yellow"
"AC245452.2","AC245452.2","AC245452.2","blue"
"AC072052.1","AC072052.1","AC072052.1","orange"
"MIR320A","MIR320A","MIR320A","turquoise"
"RNU6-1246P","RNU6-1246P","RNU6-1246P","brown"
"AC097359.1","AC097359.1","AC097359.1","brown"
"TUBB2BP1","TUBB2BP1","TUBB2BP1","turquoise"
"AP001324.1","AP001324.1","AP001324.1","brown"
"IFITM4P","IFITM4P","IFITM4P","darkturquoise"
"TYMP","TYMP","TYMP","brown"
"IGLC7","IGLC7","IGLC7","green"
"AC116614.1","AC116614.1","AC116614.1","cyan"
"DUSP5","DUSP5","DUSP5","darkgrey"
"IGF2","IGF2","IGF2","tan"
"COL1A1","COL1A1","COL1A1","tan"
"AL603650.1","AL603650.1","AL603650.1","lightcyan"
"STC1","STC1","STC1","midnightblue"
"MIR3168","MIR3168","MIR3168","yellow"
"AC026803.1","AC026803.1","AC026803.1","pink"
"MIR4689","MIR4689","MIR4689","green"
"MIR6087","MIR6087","MIR6087","grey60"
"AL021937.2","AL021937.2","AL021937.2","turquoise"
"AC145423.1","AC145423.1","AC145423.1","blue"
"AL445423.1","AL445423.1","AL445423.1","salmon"
"AC106028.5","AC106028.5","AC106028.5","grey60"
"RNU6-30P","RNU6-30P","RNU6-30P","red"
"AC073261.1","AC073261.1","AC073261.1","turquoise"
"RPL23AP97","RPL23AP97","RPL23AP97","turquoise"
"AC131212.1","AC131212.1","AC131212.1","brown"
"MTND5P10","MTND5P10","MTND5P10","royalblue"
"AC011468.4","AC011468.4","AC011468.4","lightcyan"
"AL121932.1","AL121932.1","AL121932.1","purple"
"AL132821.1","AL132821.1","AL132821.1","tan"
"SNRPCP16","SNRPCP16","SNRPCP16","pink"
"AC010733.1","AC010733.1","AC010733.1","tan"
"MIR3685","MIR3685","MIR3685","darkred"
"AC023310.4","AC023310.4","AC023310.4","green"
"RNU6-880P","RNU6-880P","RNU6-880P","greenyellow"
"SERPINH1","SERPINH1","SERPINH1","midnightblue"
"RSL24D1P6","RSL24D1P6","RSL24D1P6","purple"
"AC109347.2","AC109347.2","AC109347.2","pink"
"AL009176.1","AL009176.1","AL009176.1","tan"
"CH25H","CH25H","CH25H","turquoise"
"RPL26P19","RPL26P19","RPL26P19","turquoise"
