"GeneName","StudyGSE20164","StudyGSE20292","StudyGSE26927","StudyGSE33000","StudyGSE20333","GenderM","DiseaseCON","DiseaseAD","DiseaseHD","DiseasePD","DiseaseMS","Age","Tissuecortex_brain","Tissuesubstantia_nigra_brain","p.value.StudyGSE20164","p.value.StudyGSE20292","p.value.StudyGSE26927","p.value.StudyGSE33000","p.value.StudyGSE20333","p.value.GenderM","p.value.DiseaseCON","p.value.DiseaseAD","p.value.DiseaseHD","p.value.DiseasePD","p.value.DiseaseMS","p.value.Age","p.value.Tissuecortex_brain","p.value.Tissuesubstantia_nigra_brain"
"KCNA10","-0.0245095005929627","-0.038209585244861","0.00884981981389016","0.0117183548797","0.0254781930256766","0.00503533374977371","0.0321238493190975","-0.0364217852276984","-0.048239640933362","0.18621717861008","-0.373599078139174","-0.00451426189619275","0.0129364612633821","-0.0111786181778914","0.493171046910292","0.28527178069748","0.804595247509485","0.743212866797897","0.476237674587214","0.888055371980183","0.369044574600145","0.308430537626081","0.17722764628281","1.50649077887984e-07","2.24896053506994e-27","0.899574958158459","0.717607538746386","0.754651702020031"
"TRAIP","0.0433887640018136","-0.0108585724130783","0.0147712320981232","-0.0103199831756785","0.0266717660322849","0.0155241995629948","-0.091024860223062","0.0992727120437009","0.119562635175696","0.154235280898654","0.00612457505146187","0.0124690087550471","-0.00314631128012122","0.0201104630152511","0.224931651830742","0.761460185970758","0.679638034793457","0.77295931610057","0.455818122213541","0.664281042833795","0.0107746174387759","0.00540124244284384","0.000795223307870341","1.43995831904019e-05","0.864053857963482","0.727398085646754","0.92991135333061","0.573944761157156"
"NCR2","-0.00323439157385138","-0.0150761048865638","-0.0244608158359592","0.0329736047808264","-0.00537107852973723","-0.0467195332316265","-0.0592195635610273","0.0176505574565","0.0533692750020225","0.263592737589338","-0.0163322001372317","0.0271348894701149","0.0280826574258262","-0.032394051688486","0.927954495480697","0.67340362270361","0.494030501672628","0.356508469622849","0.88064522706357","0.191289710828604","0.0975282761192694","0.621683710965426","0.135432075884517","6.29049525225835e-14","0.647956849137036","0.4480294399161","0.432327720742663","0.36502903828827"
"DNMT1","-0.00117396434902754","-0.0401924549898579","-0.0124457320010426","0.0470691915573629","-0.0129915831103901","0.00371292286599476","-0.132773996689881","0.128877086190317","0.25384661743885","0.190343875088974","-0.155155901303701","-0.0056176172314351","0.0390874299032734","-0.0344934956296385","0.973819273082483","0.260992945807604","0.727886783407859","0.187984718067935","0.716456049736134","0.91733098627372","0.000192807550349205","0.000297004845276133","5.39861463517297e-13","7.86071754510944e-08","1.27771868398367e-05","0.875210525222459","0.274341319332357","0.334763288898483"
"OTOF","-0.0257074233980928","0.0105753053066501","-0.00583528265100786","0.0280932875337915","-0.00312165247882164","0.00427805572231055","0.0433044229689487","0.0861048358459946","0.137832564735309","-0.574126647626092","-0.163322001372317","0.0245252026547171","0.0307021444916015","-0.00305708503711692","0.472277622453623","0.767501694915208","0.870417175526104","0.43215343417245","0.930459268050998","0.904803994502992","0.225835095758254","0.0158840605770731","0.000108102354249965","6.11285949700143e-70","4.29405092686751e-06","0.492894021661457","0.390621512298522","0.931894101732372"
"RPS17","0.00251563789077329","-0.0220318860555211","0.0234703250538693","-0.0044468220187883","-0.00110175969840764","-0.014992974678058","-0.070337675905572","0.0505858128162477","0.0646123085771688","0.246054277554039","-0.0551211754631568","-0.00962971881798716","-0.00340972338729416","-0.00176795279254955","0.943934519447389","0.537905548644622","0.511688408723467","0.901067481144884","0.975428993303598","0.675101373766207","0.048981648885457","0.157054179887295","0.0705835175627493","2.82411492307632e-12","0.123048599228449","0.787769505166206","0.924060498151328","0.960581615558316"
"HEBP1","-0.00582190483293248","-0.00959960749561993","0.00232550009708062","0.0117043711626598","-0.0057842384166401","0.0282848994586054","-0.169438782904756","0.276681048806652","0.298256600060678","-0.118126686708333","-0.0653288005489266","0.0169999715509008","0.0102584381737906","-0.00535910690241581","0.870711641890725","0.788417358030071","0.948165881072509","0.743508528347078","0.871540833649529","0.429018821079498","1.83080525780272e-06","3.040653364472e-15","1.42826532513561e-17","0.000920113551694375","0.0675133726680395","0.634591643002995","0.774276556482202","0.880909274764742"
"SLC11A2","0.0076906644089355","-0.0353139659347067","0.00378970386190917","0.0247371954441399","0.00284621255421973","0.0275050161168896","0.116221750783676","-0.179867585509095","-0.249911555687548","0.322398162413574","-0.279688927350092","-0.040507789273328","0.0211900406214676","-0.00729280526926688","0.829768723840754","0.323387099401876","0.915627750631909","0.489162077559881","0.936581676913573","0.441859385856173","0.00111384542056168","3.9852968711996e-07","1.25382615428577e-12","2.02230962415831e-20","1.48048496377564e-15","0.257267426999272","0.553555332447071","0.838450831855217"
"AP1M2","0.0298282778477405","-0.0016051802697594","-0.036777353387164","0.0182207833033998","-0.019326701376234","-0.0417802720674265","-0.0296753661510854","0.00414025421819135","-0.0439532343828375","0.32136648829385","-0.118408450994929","0.0264392179159318","0.0242485478658645","0.000239410273991084","0.404255757034898","0.964208247898436","0.303728425148402","0.610464730633371","0.588966250563347","0.242608647061748","0.406670401083005","0.907856507012637","0.218951458274889","2.71033058494365e-20","0.000894261532019614","0.459757546802405","0.497787094575945","0.994659964492993"
"ACADM","0.00404897908133987","0.0129988127727575","-0.0192499730258341","-0.014585016872944","0.00174445285581209","-0.0133427867376159","0.0075640640726088","0.0315655471973386","0.0172510296418651","-0.360570104843341","0.396055853327868","0.00930291172775425","-0.0171803229900573","0.00138121311917933","0.909879140674294","0.716305070581052","0.590446498499547","0.68345680991382","0.961105154375612","0.709134648400962","0.832529208173863","0.377428074061229","0.629597095799832","1.7558876479125e-25","7.60755585723991e-31","0.794808588618815","0.631002036973184","0.969199512231222"
"VPS52","0.0129615247515081","0.0016051802697594","-0.00424188443634151","0.023828253836526","-0.00720734469374996","-0.00541962409206845","0.0133979499882295","-0.183136207260299","0.0544935783595371","0.517384571041303","-0.183737251543856","-0.0156790561737668","0.0222875910680215","-0.0014548778188689","0.717083885798997","0.964208247898436","0.905605109379142","0.505269750850857","0.840318359880379","0.879574636137","0.707987094450759","2.42554269939793e-07","0.127379227941639","6.86050996307349e-55","2.21171991689706e-07","0.661139800886372","0.533196310624756","0.967557700497847"
"ZNF384","0.0188073880405432","-0.0486904681827017","0.0148573617313484","0.0145990005899842","-0.00807957112165601","-0.00703590406113161","-0.285804194690637","0.240757339274375","0.371547125178662","0.461674168576237","0.208235551749704","-0.00293270787021174","0.0200046861391894","-0.0325782134377099","0.599018043840413","0.173208710016782","0.677874510487506","0.683169758988252","0.821301972946247","0.844067463698004","3.33452577876512e-16","8.42198095819725e-12","4.5271070826373e-27","1.21365520467022e-42","3.95816903969862e-09","0.934658660599472","0.57596145952548","0.362307841115137"
"MSRB2","-0.00328230848605658","-0.0741845077612333","-0.0254943714346617","0.0277436946077861","0.0180413150614251","-0.0477819830015002","0.00427859941349053","0.0387253853190229","-0.0256833048232248","-0.0985248784335881","-0.0102076250857698","0.00464651160051741","0.013726697584901","-0.0301288621730318","0.926890119285426","0.0378279546085146","0.475957591343264","0.437906471383625","0.613986032704535","0.181377968622008","0.904791953668009","0.278814213138522","0.472693427028884","0.00576220090056568","0.7753645921868","0.896649151983804","0.701161998321607","0.399534230415129"
"CHD1L","0.035769974961186","-0.0445358839550892","-0.00691190306632297","0.00976063449406991","0.00674827815274678","0.0113987297118895","-0.0604063283618495","-0.0307873039232425","-0.0168996848426418","0.559683209949964","-0.0734949006175424","-0.00933856771263809","0.0112389165727121","0.00233885421514367","0.317174361040281","0.212899100251668","0.84678135066574","0.784954529513072","0.850365219600878","0.749980149188789","0.0909854556786549","0.389307915574393","0.636591412967611","7.86125579453671e-66","0.0396519294136993","0.794039773815729","0.753371055399721","0.94786864701826"
"IFNGR2","-0.00999067619478536","-0.013722717600296","-0.00383276867852177","-0.00117463223137804","0.00174445285581209","0.0189262993580159","0.0604812819282172","-0.159415352265849","-0.310623936993338","0.236769210476528","0.481799904048334","-0.0132408120017189","0.00317557929202933","-0.00797420374139535","0.780014940858456","0.701244483943002","0.914672610930304","0.973804383894952","0.961105154375612","0.596709561195183","0.090584348202553","7.28383658281492e-06","5.34848946030844e-19","1.88502196794674e-11","8.27474660982922e-47","0.711257749302226","0.929261065722446","0.823593881584314"
"SCPEP1","0.00634899086718974","-0.0184123619178284","0.00945272724646661","0.0203463082935125","-0.00647283822814487","0.00820007774514215","-0.0609185110653622","0.0522979480192592","0.0508395924476146","-0.0624162842432679","0.277647402332938","-0.0210754643225938","0.010931602447677","-0.0330017854609249","0.859123607432204","0.606715717318769","0.791579611016334","0.569460292643915","0.856405105008679","0.818682627830506","0.0882727706090878","0.143465363694658","0.154980667449847","0.0807118404664042","2.41527936507303e-15","0.555702375286692","0.759904938330559","0.356097372887771"
"FADD","0.0468387816805884","0.00182549913031461","-0.0291118160301204","-0.00248910163315823","-0.0106503437512738","0.0187002462154896","-0.176659309798179","0.207635305528845","0.204798883467274","0.106778271391376","0.27356435229863","0.0131433340437427","-0.00917552173319073","0.0141804546902412","0.190157805415536","0.959299652648915","0.415643354245874","0.944524970169309","0.765899887726894","0.601101493200672","6.43212813466728e-07","4.39528372157281e-09","7.17988125635365e-09","0.00275721974355508","6.35031315758817e-15","0.71328931981197","0.797556993547807","0.691781094391142"
"EMD","0.00222813641754206","-0.00856096143871679","0.00185178711434198","0.0253804464279898","0.0192348880680333","-0.00208534023980527","0.167489990179195","-0.246983285467144","-0.124200386525444","0.132570124384462","-0.55733632968303","-0.0256088432068399","0.0379313434329033","-0.0141436223403964","0.95033320296211","0.810850604393981","0.958714068545567","0.47793179570187","0.590737719348745","0.953512514167424","2.4101516612412e-06","2.32539777284323e-12","0.000491096382618055","0.000197273410920603","3.50163791301916e-65","0.473978414677968","0.2887968193893","0.692540826036433"
"CHFR","0.00903233795068125","0.0146984154113262","-0.00111968523192771","-0.0124035570146705","-0.001009946390207","0.00977114708570005","0.0961841640413732","-0.187587758788129","-0.220749937352013","0.466832539174855","-0.353183827967634","-0.0356606053415381","-0.0148242480314549","-0.000957641095964337","0.800649136244953","0.681130339921125","0.97502935443163","0.728772532689786","0.977476009556046","0.784728606799351","0.00703653009494269","1.21572154999228e-07","4.1473934188899e-10","1.10291566748979e-43","1.90204899284202e-24","0.318657261111059","0.678552313446114","0.978642245113499"
