"Module","StudyGSE20164","StudyGSE20292","StudyGSE26927","StudyGSE33000","StudyGSE20333","GenderM","DiseaseCON","DiseaseAD","DiseaseHD","DiseasePD","DiseaseMS","Age","Tissuecortex_brain","Tissuesubstantia_nigra_brain","p.value.StudyGSE20164","p.value.StudyGSE20292","p.value.StudyGSE26927","p.value.StudyGSE33000","p.value.StudyGSE20333","p.value.GenderM","p.value.DiseaseCON","p.value.DiseaseAD","p.value.DiseaseHD","p.value.DiseasePD","p.value.DiseaseMS","p.value.Age","p.value.Tissuecortex_brain","p.value.Tissuesubstantia_nigra_brain"
"MEHuAgeMSNDsplit_04","0.00356980995928782","-0.0124322785599012","0.00301453716288229","0.0139697333231746","-0.00867635762496015","-0.00917210625800531","-0.390976540565605","0.428998822412745","0.482361274853698","0.123285057306951","0.669620205626498","0.0440349918827749","0.0118828128346904","-0.0109760402537451","0.920506670153757","0.728169290122321","0.93283973218062","0.696131750530517","0.80835017827915","0.797630716163695","4.89751825369572e-30","1.91800398322963e-36","6.27361565503373e-47","0.000540817623360123","4.04090009639698e-103","0.218094829569511","0.739738534031651","0.758959064266852"
"MEHuAgeMSNDsplit_13","-0.0307866160918446","-0.00767968599649594","0.0194006998839782","0.00461462662327087","-0.0027543992460191","0.0101328321137422","-0.406729281763887","0.350956586886386","0.552559965738518","0.538018053435772","0.477716854014026","-0.0295135284924409","0.00908771769746641","-0.0416205553246039","0.389318514716886","0.830008022485556","0.587540288392781","0.897354427635857","0.938623329864557","0.776966897849932","1.36567317639863e-32","3.85395126696424e-24","7.0600405330219e-64","4.93570097567185e-60","6.10370777022021e-46","0.40923532962787","0.799452803558033","0.244415691017905"
"MEHuAgeMSNDsplit_14","-0.00122188126123274","-0.00343067940007401","0.00792392625671916","-0.000545364964568376","0.00812547777575633","-0.0119412572539527","-0.28428013884116","0.225628290025947","0.217939178958226","0.575158321745815","0.465467703911102","0.00790221561741527","0.000921942375105288","0.0070349788203534","0.97275107859478","0.923595199359674","0.824688027822126","0.98783603841708","0.820303904713719","0.738505110627138","4.85146024125008e-16","1.65788888931441e-10","6.96696198277742e-10","3.05397946849176e-70","2.08860818669332e-43","0.825160603295695","0.979438235166571","0.844087706728719"
"MEHuAgeMSNDsplit_00","0.00999067619478536","-0.00176255088444169","0.0115629032604842","-0.0182067995863596","0.00541698518383755","0.0229048346664791","0.0291007221422662","-0.111351047657673","-0.151324205025485","0.191375549208697","0.383806703224944","-0.017662453024848","-0.0132876774062794","0.00346224088540953","0.780014940858456","0.960701959434767","0.746501738832411","0.61073878019763","0.879632827201338","0.521915119485601","0.415821156569806","0.00179279370048","2.09196232442145e-05","6.66585724537346e-08","6.4233851628505e-29","0.621448759270588","0.710281738832481","0.922894470256015"
"MEHuAgeMSNDsplit_17","-0.0131531924003289","-0.0943908946864399","0.00680424102479146","0.0345118136552501","0.0112930369086783","0.0423114969523634","0.0387197631594566","0.0482199532629955","-0.0210455534734769","-0.38429860959698","-0.0163322001372317","0.00976921678748905","0.0291948418783341","-0.0452669579592373","0.713083765968585","0.00817791321526657","0.84913911628175","0.33450652514738","0.752222197683032","0.236665874372865","0.278884060519826","0.177404720324781","0.556263541212142","5.39456355510826e-29","0.647956849137036","0.784770088858933","0.414314117976277","0.205476730964757"
"MEHuAgeMSNDsplit_21","-0.0184719696551068","0.00673546230840218","0.0072994864158364","-0.0359101853592715","-0.0188217281811305","0.0656966945467108","0.117246116190702","-0.16128313612368","-0.101784588334996","-0.123285057306951","0.00408305003430791","-0.0553164931929533","-0.0396435221295274","0.044217235988661","0.605551348064778","0.850646055796017","0.838304870160059","0.315279920170894","0.598739437629252","0.0659800836232821","0.0010054285582469","5.66647746367871e-06","0.00433313408620509","0.000540817623360123","0.909124068174213","0.121724520293924","0.267566798348708","0.216193993270394"
"MEHuAgeMSNDsplit_07","-0.0132011093125341","0.0978215740865139","-0.0196375563753475","-0.0289183268391641","0.00504973195103501","0.035032585763016","0.324680111113359","-0.292993027831707","-0.328331714874194","-0.546271446393559","-0.267439777247168","0.00196389378704767","-0.0362923347660494","0.0663166458955304","0.712084960187314","0.00612132523768904","0.582986783220061","0.418750836978121","0.88773738739903","0.327259895626454","1.05389977448899e-20","5.51317926252385e-17","3.67127038821095e-21","3.42372388367906e-62","2.62655471178928e-14","0.956217063716808","0.310154287976613","0.063461147952267"
"MEHuAgeMSNDsplit_15","0.00558232027190645","-0.002675300449599","0.00471559741908016","0.00230731331163544","0.00601377168714169","-0.00466234606460529","0.395748584291017","-0.555541178780773","-0.620299243028774","0.295574635300764","-0.36134992803625","0.00107855929406047","0.00845845544144217","-0.00839777576461034","0.875988257740356","0.940382573619149","0.895121297439361","0.948570691519578","0.866490088380673","0.896298933844685","8.52256030181648e-31","1.08905291530882e-64","1.49644897416132e-84","2.85244170219941e-17","1.36036999444133e-25","0.975946241339555","0.813073340914977","0.814389826638444"
"MEHuAgeMSNDsplit_01","0.00510315114985439","0.0104494088149043","0.00432801406956672","-0.0147388377603864","0.0052792652215366","-0.00475276732161581","0.484768436613742","-0.488456608553688","-0.60758056129689","-0.580316692344433","-0.424637203568023","0.00344310031607605","-0.00575116433994251","0.0190607410446748","0.886557781222443","0.770191367591534","0.903697685535829","0.680301770067881","0.882670609357522","0.894299433648752","1.90284162791394e-47","3.00273185464618e-48","2.75833137934439e-80","9.15768225544817e-72","1.14896223817768e-35","0.923319422694013","0.872269045479055","0.594104459268484"
"MEHuAgeMSNDsplit_12","-0.00122188126123274","-0.0019828697449969","0.0105939448867006","-0.00525787760712075","-0.00711553138554933","-0.0251653660917422","0.328939972135258","-0.334177661896873","-0.530495512347293","-0.195502245687591","-0.265398252230014","0.0290077440502116","0.00441946979812376","-0.00384898055877974","0.97275107859478","0.955794445012224","0.767103712519035","0.883142526105788","0.842325710815964","0.481671070167653","3.07555008299786e-21","6.58540694828111e-22","4.06995905683196e-58","3.41580792358082e-08","4.18249631326878e-14","0.4173130825852","0.901672917447832","0.914313077489731"
"MEHuAgeMSNDsplit_09","-0.00840941809201358","0.00686135880014801","0.00460793537754864","0.00959282988958733","0.00344299905752387","-0.0114326376832685","0.0288633691821018","-0.113810296403816","0.191588319016477","0.166615370335335","-0.430761778619485","0.014364978077702","0.00747797704252067","0.00677715237143993","0.814137197957393","0.847888085422901","0.897502444079394","0.788563200129462","0.92332167086029","0.74926130893522","0.419635952126895","0.00141300902284937","6.44227478379716e-08","2.72389828811256e-06","9.23342929949117e-37","0.687979649728099","0.834407491642452","0.849732562470687"
"MEHuAgeMSNDsplit_03","-0.00701982763806262","-0.00695578116895739","-0.0158693849217446","0.0289602779902848","-0.00564651845433914","0.00242441995359475","0.274398760341682","-0.203183754001015","-0.256727644792481","-0.668008992520925","-0.19598640164678","0.0126945892140764","0.0225363691692404","-0.0140883738156292","0.844419208945018","0.84582082498059","0.657287160618795","0.418075935396702","0.874573805770492","0.945964310625522","5.21881760767362e-15","9.46507328351218e-09","2.88640607371415e-13","1.8607653251409e-102","3.15510042560422e-08","0.722667760428299","0.528634698161427","0.693681002348999"
"MEHuAgeMSNDsplit_18","-0.0151177858007424","-0.0407904633256506","0.00921587075509729","0.0180949298500379","-0.0035348123657245","-0.0618198831523845","-0.0206059846205916","0.201969694493425","0.16481584531566","-0.72062437262682","0.289896552435862","0.0834940119828395","0.0248339081040266","-0.0413995612255352","0.672553006058218","0.253959220473799","0.79668620140055","0.612933134162388","0.921283463367875","0.0836571413208791","0.564542081203699","1.16328203633535e-08","3.49688519035978e-06","1.62158903868315e-126","1.20455375378187e-16","0.0193776035862769","0.487464596567081","0.246931551386549"
