"","newoligoBYo","AveExpr","F","P.Value","adj.P.Val"
"Cdk5",1.24335948987138,5.63433521824405,4.43673669572686,0.0439505566749566,0.617446448767583
"Cflar",-1.17683549921371,3.45906772391507,4.43510416388888,0.0439868083377002,0.617446448767583
"S1pr3",-1.6667857331191,1.04005171745745,4.43447511234867,0.0440007857942753,0.617446448767583
"Gm11451",1.6120034054135,3.42212278176736,4.43336725027567,0.044025414372946,0.617446448767583
"Zic1",-2.56612018114885,1.33913434802336,4.43264324998012,0.0440415177035324,0.617446448767583
"Lin54",0.666692444191733,1.84798579783088,4.42829406187768,0.0441383909381831,0.617707956411142
"Abhd5",0.754734763016336,3.14872899828844,4.42826420196072,0.0441390568520652,0.617707956411142
"Mir8102",-1.58949409075913,0.702091146704895,4.42728521072149,0.0441608957800428,0.617707956411142
"Zfp703",-1.70332853414176,4.47753515742209,4.42579520199787,0.0441941573272899,0.617707956411142
"Aldh3b2",0.850270210040425,0.479099685474953,4.42458784692806,0.0442211296060975,0.617707956411142
"Galnt10",1.35195881954882,1.99686630774007,4.4242938699845,0.0442276998126497,0.617707956411142
"Zeb2",1.48873262725395,4.05048570241259,4.42130126120721,0.0442946445872364,0.618252632305004
"Ccdc85a",-0.936282021611279,0.54041734104457,4.41553485424293,0.0444239572081342,0.619332971861918
"Etv6",0.766856273773693,1.87724398290121,4.41479777067563,0.0444405166569322,0.619332971861918
"Lyn",-1.51908462104158,3.3827429425593,4.4141075123187,0.0444560303447419,0.619332971861918
"BB218582",1.03162456708294,0.5433345940924,4.41236293357003,0.0444952669291755,0.619489484124701
"Arhgap24",0.628344486829106,0.734485019347985,4.40532589164439,0.0446539253969653,0.620890949980661
"Wscd1",2.36555538500956,2.68055049628542,4.40449765587929,0.0446726402914003,0.620890949980661
"Sars2",0.793777137604204,2.88359960877772,4.40416655085427,0.0446801244121146,0.620890949980661
"Gm16380",0.705602712889378,2.18536503603956,4.40221421369251,0.0447242823513442,0.620954474297043
"Atp5c1-ps",0.555424096362858,2.33147413106788,4.40148305148241,0.044740832257356,0.620954474297043
"Gna11",1.16398231441382,4.21582210786819,4.3989328446742,0.044798609678842,0.62099717020857
"Gfra1",1.4301767388503,0.87444900174324,4.39787307244584,0.0448226442501436,0.62099717020857
"Itga6",-2.26270019978611,3.75550898877774,4.39763175070485,0.0448281191892187,0.62099717020857
"Gm10705",0.74348881908874,3.69797207519346,4.39431545289825,0.0449034324126841,0.621371393633698
"Slc30a3",-0.802396027519903,0.504485337996498,4.39396903804152,0.0449113076174245,0.621371393633698
"Ifngr2",-1.1359389600694,4.71518372675921,4.39017013364143,0.0449977706695414,0.622178550326415
"Snx6",0.756863515173846,3.80874172510696,4.38793401969974,0.0450487511556097,0.622494392139634
"Gm44751",-1.48008553924751,2.57157812784086,4.38420633557848,0.0451338803561162,0.623281420173757
"Zfp239",1.47696627562581,1.6513682887976,4.38090252221932,0.0452094791835118,0.623935937602515
"Mthfr",1.12141783972156,3.50402476024006,4.3739930121931,0.0453680403231072,0.625716875764036
"Gm37167",0.559924679964896,0.182912711487682,4.37281695047546,0.0453950904308311,0.625716875764036
"Tgfb1",-2.66838150617976,3.91619310065784,4.36925127045141,0.0454772128717472,0.626156799054894
"Dcbld2",1.56113619963399,1.52419591091469,4.36726704243566,0.0455229838916157,0.626156799054894
"Zcwpw1",0.854771250791304,1.48401780860463,4.36668138590236,0.0455365032695633,0.626156799054894
"Trappc12",0.77468120629893,3.01135845593567,4.36640546203597,0.0455428742827552,0.626156799054894
"Olig1",4.29778783278663,4.78105643980736,4.36343253789165,0.0456115812935198,0.626156799054894
"Pom121",1.07130844965218,3.32824587311655,4.36334091316856,0.0456137006560111,0.626156799054894
"AC142114.1",1.70550344147639,3.70766325143256,4.36177325250552,0.0456499790389594,0.626156799054894
"Klhl18",0.66241672660568,2.49253063341501,4.36050508411499,0.0456793501393206,0.626156799054894
"Bag1",0.897031400947125,5.95766143156459,4.3604020537312,0.0456817372722777,0.626156799054894
"AC140244.1",2.61435561597862,1.80261343782054,4.35731560722283,0.0457533122027024,0.626749551616337
"Hrasls",1.28350714405383,0.594549433832309,4.35522119733573,0.0458019527847805,0.626955938366135
"Rnf7",0.864666208391349,5.96597680159142,4.35393485961443,0.0458318552132519,0.626955938366135
"Thumpd3",0.983363439140358,2.77764839231792,4.3510469437978,0.045899067356876,0.626955938366135
"Smim13",1.39562386041958,3.34776321079271,4.35078413439623,0.0459051893150279,0.626955938366135
"Farp2",1.05810149568488,1.24501212451364,4.34976183133388,0.0459290117802265,0.626955938366135
"Tmem123",1.52047372055148,4.22487909354677,4.34911335756229,0.0459441301277182,0.626955938366135
"Psrc1",-1.54297981088582,1.8244835932477,4.34814332695558,0.0459667555046726,0.626955938366135
"Arpc1b",2.15459997175729,6.55612762388196,4.34563137283735,0.0460254029571827,0.627369063229669
"Syt11",3.22543286262783,4.03080758586946,4.33949773319921,0.0461689573307742,0.627683418116762
"Robo3",-0.918665921672965,0.476691701511637,4.33949054673925,0.0461691258177764,0.627683418116762
"Pim3",1.21884562102306,6.70015183032231,4.33927443418449,0.0461741929098098,0.627683418116762
"Atg4a-ps",1.04733518917553,1.37207483547822,4.33882004588737,0.0461848487626271,0.627683418116762
"Cabp1",-0.950315635630717,1.03136810413355,4.33833255467739,0.0461962839543394,0.627683418116762
"Ndufv3",0.786437871341818,5.0829204906492,4.33737735363346,0.0462186994581298,0.627683418116762
"Hdhd2",1.22340908050124,2.96906207638421,4.33384697153507,0.0463016513016627,0.628424191255634
"2610035F20Rik",-1.95862829854045,0.91119096769431,4.32952015239008,0.0464035427370183,0.629321143025266
"Nupr1",-2.02239710719623,4.45904491789275,4.32862597202222,0.04642463071994,0.629321143025266
"Gm6223",1.02609374622826,3.34477352610458,4.32002397565663,0.0466280424479284,0.631404715793239
"Gm11520",0.420611512166128,0.45987455821847,4.31971294829403,0.0466354158841998,0.631404715793239
"Neurod2",-1.89930185154044,1.02023818125783,4.31770487415855,0.0466830519723254,0.631663094057342
"Syk",-2.05472750007589,3.48680881008965,4.31493057592573,0.046748953773602,0.632100060254991
"Fam81a",-0.84870708809855,0.729890308054759,4.31346180721288,0.0467838854225163,0.632100060254991
"Tmem173",-3.01960611148029,5.10823002712961,4.31274002475395,0.0468010621840472,0.632100060254991
"Gm20544",1.03334362476981,1.63575115458004,4.30795011277575,0.0469152291149319,0.633255407998559
"Cwc15",0.805360283385153,5.82970655992365,4.30391602491572,0.0470116216329652,0.633484239878803
"Scrib",1.07594170237613,3.98568359691061,4.30366226445472,0.0470176924799607,0.633484239878803
"N4bp3",-2.35586971115007,2.18595237094563,4.30309473893595,0.0470312728551303,0.633484239878803
"Pnkd",0.915039117059617,2.27549389386358,4.30244938571317,0.0470467208841872,0.633484239878803
"Gm12976",1.03292022233379,1.08800265300495,4.30056807699376,0.0470917866296031,0.633495880778366
"Sgpp1",1.44890629662539,4.78740594859399,4.30002286990478,0.0471048557555671,0.633495880778366
"Scube1",-0.731799925715127,0.513068461832174,4.29607805746739,0.0471995370244201,0.634383570833078
"Clmn",1.48776593392664,0.871061655055923,4.28832258990613,0.0473862980682128,0.636507026207086
"Kcna2",2.68315421060848,2.23282241500242,4.28641910786074,0.0474322618964313,0.636564709286118
"Naxd",0.841616380037249,4.3617974593095,4.28576202327622,0.047448140198563,0.636564709286118
"Slc16a7",0.900116695436071,1.41241067582095,4.28072363285501,0.0475700886819427,0.637813982976132
"Acss2",2.00060315809855,1.94674236898929,4.27861452500491,0.0476212408396051,0.63811308969993
"Aldh3a2",0.780767130094256,3.66923302019445,4.27681046224762,0.0476650433582223,0.638313410541133
"Cox6b2",1.33105573441059,3.99493468159466,4.27532432331877,0.0477011604190134,0.638410630338677
"Ucp2",-2.73966988322412,7.40439982466956,4.27285022982898,0.0477613549907985,0.63882978020643
"Gdf15",-3.71282398232578,3.54122326823441,4.26833638664635,0.0478713946935809,0.639914721937214
"Clcn4",1.10993754559512,5.34983249385869,4.26641272883195,0.0479183759471684,0.640155936642033
"Pak2",0.639872727919735,3.94836422984342,4.25978968457984,0.048080523002149,0.641934466129476
"Yipf3",0.63234313065504,6.90873605471034,4.25681412659704,0.04815357029332,0.642376669429866
"Gm14274",0.641693300970005,2.2384162233753,4.25607570722087,0.0481717169725691,0.642376669429866
"Il17b",0.530299397638482,0.176584642058942,4.25328145480325,0.0482404548117092,0.642601165827991
"Pdk4",-2.46040924063005,1.61009959725714,4.25303001935515,0.0482466454115759,0.642601165827991
"Lrrc32",-1.15095251883106,0.896188698301878,4.25125859938536,0.048290284690099,0.642686320927496
"Fam206a",1.29398682667867,4.14685585495235,4.25041266082567,0.0483111400670084,0.642686320927496
"3110045C21Rik",0.971374914680064,0.83386480956863,4.24807872653112,0.0483687318594326,0.643065778200858
"Natd1",1.42516322846325,4.6687922808421,4.24526723362443,0.0484382094163357,0.643285808294375
"Tmem181a",1.07168624683781,2.39069087405815,4.24303280584818,0.0484935058641386,0.643285808294375
"Caskin2",2.4449066565541,2.69572270015749,4.24293364034144,0.0484959615898131,0.643285808294375
"Cxcl2",-3.35620640402665,4.53141963892955,4.24270628255856,0.048501592380555,0.643285808294375
"Pet100",0.785907850381811,3.85765425540058,4.24093114487966,0.0485455808725467,0.643306267952349
"Tada1",0.76317926737483,1.0075312082214,4.23992563511151,0.0485705174557224,0.643306267952349
"Car4",-3.13997037350844,1.93578587661114,4.23854726946457,0.0486047240414101,0.643306267952349
"Slc24a2",1.38516358600092,0.793506853090498,4.23680868519176,0.0486479083838368,0.643306267952349
"Gm45623",2.35806026343141,1.17667005323504,4.23571534772724,0.0486750874705444,0.643306267952349
"Gm7361",0.697167991867841,0.336255949053423,4.23493229908862,0.048694563541113,0.643306267952349
"Nbr1",1.12204003347327,4.71655856261405,4.23444511187648,0.0487066852967583,0.643306267952349
"Taf9b",1.66741564629686,2.9448591883276,4.23020284033344,0.0488123799505988,0.644051830381941
"Afap1l2",1.82806417274514,1.19196809679963,4.22984292983834,0.0488213587465767,0.644051830381941
"Pvalb",0.603852631226948,0.307836854424006,4.22797858335508,0.0488678986364536,0.644281598053791
"Slc25a1",1.32561995184786,7.36110239865517,4.22403095569688,0.048966606999727,0.645198479246552
"Sec24c",0.804376670308334,2.82403212316907,4.22280926502293,0.0489971997503056,0.645217291711911
"Gm33027",1.67130895657219,1.18762383558259,4.22046224855788,0.0490560319453401,0.645357477483418
"Gm28513",1.19699948587013,0.569866907296734,4.2200574065431,0.0490661880001405,0.645357477483418
"Tmem50b",1.02525421354392,5.26263410181944,4.21498766903162,0.0491935684424159,0.646648434136403
"Gm5408",1.04522862397003,0.682982196631594,4.21333292892863,0.0492352246250705,0.646811683123774
"Gm22350",0.53339202459305,0.0857016438717227,4.21082064706306,0.0492985436300492,0.647140402194362
"Sema3f",-0.859544249640596,0.521221272965884,4.20744282090162,0.0493838207599116,0.647140402194362
"Tmem74",1.3471901451853,0.862754637205999,4.20738796121504,0.0493852071126972,0.647140402194362
"Gm44250",-1.95897751801574,3.07694945234626,4.20599314849851,0.0494204698438882,0.647140402194362
"Gm11110",0.903634716925297,1.12727878383583,4.20558066058551,0.0494309034678721,0.647140402194362
"Wnt4",1.69656329700402,1.12023712560066,4.20538876248351,0.0494357582474561,0.647140402194362
"Tmeff1",1.71584242248134,1.74052242833562,4.20312884735618,0.0494929712580479,0.647227421599549
"Pomgnt1",1.00379709911151,3.21805866577253,4.20281520191463,0.049500917477125,0.647227421599549
"AC124479.1",-0.668190912444151,0.267276364977661,4.19862012718083,0.0496073367203472,0.648235741443734
"Cyth1",1.13728893524819,2.80989956265728,4.1961054248467,0.0496712511222587,0.648350037386493
"Coro2b",1.33872445894732,1.28504498235692,4.19596996469638,0.0496746966220723,0.648350037386493
"Hspb11",0.868493510825476,1.86705585430539,4.19295480393948,0.0497514578432457,0.64896904591163
"Clcn6",1.62434551228508,3.48554356385851,4.18787394798131,0.0498811078313121,0.649840848379942
"Nacad",2.84433791586952,2.63233549998138,4.18685780954009,0.0499070821804041,0.649840848379942
"Gm8388",1.2595155278936,2.64889790564378,4.18672715366487,0.0499104230768331,0.649840848379942
"Procr",-2.41011299144005,1.56963893634409,4.1857354919016,0.0499357881953578,0.649840848379942
"Gm27686",2.08986649670581,1.02277490638603,4.18364543233311,0.0499892956648313,0.650154725451536
"Ten1",0.959116958527288,3.95448057382812,4.17780404827858,0.0501391799451527,0.651246942930499
"Fcho1",2.514405895716,2.64895583677523,4.17668359566061,0.0501679869350546,0.651246942930499
"Ganab",1.02022991841492,5.62397169563036,4.17666908973101,0.0501683600055144,0.651246942930499
"BC004004",0.592594463205872,3.64668298791711,4.17516537851074,0.050207049964478,0.651246942930499
"Rab39b",2.0246597878305,1.60987883918993,4.17312519323477,0.050259596433324,0.651246942930499
"Gm16537",0.569622552787995,0.486993802636332,4.17272638409623,0.0502698752214356,0.651246942930499
"Get4",0.711431861882913,4.38533660268063,4.17235934405069,0.0502793372745691,0.651246942930499
"Myo6",1.81333749797014,1.98715292470161,4.16983741539605,0.0503444046983061,0.651343629110848
"Gpatch2l",0.53335440977553,2.49130331846089,4.16963959173182,0.050349512651079,0.651343629110848
"Pacsin1",-1.56224040342888,1.25731322945232,4.16864789646727,0.0503751276684292,0.651343629110848
"Aig1",0.670288745223666,1.07099027124025,4.16703455510049,0.0504168305773044,0.651502069428566
"Gm43032",1.13829232000209,0.796950651491508,4.16566753172433,0.0504521966096145,0.651578485460888
"Medag",0.698817241598219,0.250019120842201,4.16338248644864,0.0505113744445116,0.65159444278207
"Rbm11",1.63946181731062,1.1054771678122,4.16334527765337,0.0505123387140646,0.65159444278207
"Trub2",0.82409086576499,3.05088809873263,4.15850977328617,0.0506378262120961,0.651974152581193
"Nudcd2",1.41800145893502,4.68714667213285,4.15821381456002,0.0506455180059054,0.651974152581193
"Erg28",1.4305652277054,4.87153773080207,4.15762988207137,0.0506606978925416,0.651974152581193
"Ebpl",0.719353594523882,2.21417688845864,4.15621346913353,0.0506975400043172,0.651974152581193
"Tmem101",0.98718916748721,4.63285348797282,4.15596769057263,0.0507039359580267,0.651974152581193
"Magt1",1.19490157282417,3.92167996578573,4.15535775335821,0.0507198123884372,0.651974152581193
"Gm28875",3.63485117032857,3.55865168633064,4.15427279280468,0.0507480672035806,0.651974152581193
"Gpt2",2.34073678517721,2.64688089943434,4.1527724409246,0.050787168684037,0.652097813579194
"Mir344i",1.38093356117519,0.48119549764279,4.15096951818451,0.0508342001031509,0.652323090998844
"Rnaseh2b",0.66560324247869,1.17821552109804,4.14779890734793,0.0509170272483169,0.652875798391324
"Tgfa",2.03588416847763,2.21851512561643,4.14706221116648,0.0509362938129288,0.652875798391324
"Nkain2",0.628442091557415,0.341238043130657,4.14455060487173,0.0510020401704749,0.653339973764573
"Myh6",1.92000402358304,1.07985239599654,4.13818797029703,0.0511690192026022,0.654873381404163
"Dars",0.993128292254799,3.56711803023957,4.13672042705031,0.0512076194910862,0.654873381404163
"Msn",-1.65645176165864,4.97774102059883,4.13653551377377,0.0512124855068008,0.654873381404163
"Gm2199",0.834887556218381,3.16924133986984,4.13316069371933,0.0513013850353008,0.654873381404163
"Tlr6",-1.61343530830178,3.19801778300303,4.12913255611341,0.0514077198203575,0.654873381404163
"Ch25h",-2.67265182242602,1.59646066706205,4.12904519711878,0.0514100286471719,0.654873381404163
"Stxbp2",2.0472507093825,4.74627361408208,4.12828770898749,0.0514300532929353,0.654873381404163
"Apba3",0.57247307999383,3.89092391841045,4.1274312511011,0.0514527047500784,0.654873381404163
"Foxp4",0.996833017146171,1.2506087754234,4.12700709279818,0.051463926942045,0.654873381404163
"Igsf11",1.2516035413286,0.687805604557475,4.12433887506434,0.0515345841450702,0.654873381404163
"Med8",0.827035103920297,5.33153996485024,4.12401010889218,0.051543297708867,0.654873381404163
"Sema4a",2.71266509059882,3.55982380533421,4.12361401741839,0.0515537978356078,0.654873381404163
"Batf3",-1.57867637657242,2.69092720006698,4.12312756825836,0.0515666965528258,0.654873381404163
"Smim3",-1.49685211198936,2.83925226072517,4.12189726512013,0.0515993354309276,0.654873381404163
"Timm8b",0.712554591833639,5.09338594445761,4.11981271336639,0.051654689439312,0.654873381404163
"Dopey2",1.11188051786391,2.38309197771517,4.11958757870557,0.0516606717190884,0.654873381404163
"Gm5884",1.09152424219737,3.48115283484373,4.11950582385081,0.0516628443010856,0.654873381404163
"Ndufa8",0.751660293423009,4.75188239487844,4.11947993245725,0.051663532369266,0.654873381404163
"Disp1",-0.55507796335648,0.85971404075485,4.11737823089104,0.0517194195806968,0.654873381404163
"Tmem190",1.41994329346798,1.20715345394965,4.11619384701811,0.0517509437520641,0.654873381404163
"Prok2",0.623341832537714,0.346584399513233,4.11564136567068,0.0517656562169677,0.654873381404163
"Gm9522",-2.36038889140576,1.46245471135886,4.11536656578448,0.051772975820453,0.654873381404163
"Gm6275",0.732340664503111,2.18958261956766,4.11243028339564,0.0518512591773618,0.655131351207202
"Gm5479",-0.812121758770766,0.324848703508307,4.11238015949964,0.0518525966624694,0.655131351207202
"Eipr1",0.495316699659186,1.32730513372474,4.10811527655133,0.0519665402192552,0.655789700232257
"Triobp",-0.896045259771815,1.59474184185368,4.10763853893546,0.0519792944327816,0.655789700232257
"Paqr8",2.11666722377038,2.07736658758533,4.10710275057295,0.0519936326089309,0.655789700232257
"Efna3",-1.46156418349437,0.808400452738834,4.10137041612783,0.0521473117047864,0.656601169850334
"Limd2",-1.5782097590169,7.02697777664698,4.09907525171656,0.0522089852900339,0.656601169850334
"Gm12196",1.0824134501254,0.438470362708204,4.09844319892296,0.0522259835427587,0.656601169850334
"Angptl6",1.15233691252244,1.57409902068992,4.09627937650207,0.052284223597209,0.656601169850334
"Gosr2",0.582434683725904,5.35824065569457,4.09606903503975,0.0522898888797147,0.656601169850334
"Nlgn2",2.2293840239362,3.1218952180995,4.09326164441494,0.0523655680855045,0.656601169850334
"Gas2l2",-0.657790583930056,0.364020838363907,4.09178232838754,0.0524054954116938,0.656601169850334
"Gm38414",1.06101879877168,0.847377917747979,4.09071104983335,0.0524344308711597,0.656601169850334
"Olig2",3.96438451216676,3.26596879520495,4.09060002471562,0.0524374307032998,0.656601169850334
"Gm7774",0.742646850677591,3.12863678306014,4.08865346439968,0.0524900567498283,0.656601169850334
"Pcyt1a",0.843260221692921,3.71708391489819,4.08850705275612,0.0524940174325734,0.656601169850334
"Gpr88",-1.89603357573987,1.08688881763126,4.08850166722647,0.0524941631266297,0.656601169850334
"Cd248",-2.031693372177,1.47088692175361,4.08652435235022,0.052547685713767,0.656601169850334
"Gm11767",-1.245403172408,0.640277852771571,4.08611586901106,0.0525587502654056,0.656601169850334
"Eif3c",0.873533513769783,5.92655036466425,4.08604624621357,0.0525606363914372,0.656601169850334
"Stbd1",-1.84239535930937,2.87629483551791,4.08584233291149,0.0525661609679492,0.656601169850334
"Gm11474",0.7073075677425,0.24185038435565,4.08489227230905,0.0525919092948792,0.656601169850334
"Rab26",-1.0495217508856,0.719062353813876,4.08410812782708,0.0526131716128825,0.656601169850334
"Vps28",0.674085227284379,7.36574180774658,4.08209948799411,0.0526676803102578,0.656601169850334
"AC154276.1",1.02020663260636,2.68990638982117,4.07847629451327,0.0527661629315924,0.656601169850334
"Smim26",1.05616656129695,5.23998547755481,4.07572489209812,0.0528410866797935,0.656601169850334
"Tmem167",1.3876039762957,3.58730262065436,4.07557900668169,0.0528450626184145,0.656601169850334
"Dph2",1.23649900435381,4.12282789348381,4.07446650544116,0.0528753935497219,0.656601169850334
"Efna2",1.6094723432416,1.34366632158265,4.07410298760607,0.0528853086163531,0.656601169850334
"Mapk3",1.27805777434481,7.66429542676496,4.07402748339583,0.0528873682786294,0.656601169850334
"Gm12184",0.886218084105312,4.11067300793573,4.07355312550336,0.0529003102305024,0.656601169850334
"Pik3c2b",1.12583404930165,1.23939347000829,4.07285654046421,0.0529193216399612,0.656601169850334
"Gm29460",1.01529310980738,0.326859845259465,4.0727266578297,0.0529228672802999,0.656601169850334
"Ptpdc1",1.89969826645301,1.96598847217128,4.07242681203345,0.0529310537249779,0.656601169850334
"Ube2j2",0.766920823846713,4.61306059038376,4.07096381841217,0.0529710169402427,0.656601169850334
"Ppp1cb",1.3207134193858,4.47323909675068,4.0707069921417,0.052978035898515,0.656601169850334
"Gm8849",0.579659950147807,1.77290414325067,4.06836627729037,0.0530420546025545,0.657026525180467
"Sf3b6",0.944225571735056,5.80686390748473,4.06091817893873,0.053246336364535,0.658023585610751
"H19",-1.48652562663157,0.910511078193984,4.06066117320455,0.0532534010294807,0.658023585610751
"Mov10",-1.12263706142114,2.29840513443049,4.05998270470484,0.053272056045244,0.658023585610751
"Gm5145",0.517063926622515,2.45826415952002,4.05932093547008,0.0532902589368509,0.658023585610751
"Thbd",-2.93177443766487,4.16588014598079,4.059221899375,0.0532929836614798,0.658023585610751
"Ehhadh",1.19703344275859,1.43677993928883,4.05893016257052,0.0533010109575765,0.658023585610751
"Mpc2",0.78914801247137,4.21988148637733,4.0558823244634,0.0533849547121608,0.658657484804315
"Gm14114",1.0397226139218,0.398195976388037,4.05488685605592,0.0534124039648229,0.658657484804315
"Tmem184c",1.95348530998843,3.78521842303729,4.05382593389257,0.0534416754158001,0.658657484804315
"Dpysl4",2.30426533595565,2.01052740172861,4.05184962672296,0.0534962506770755,0.658963003189833
"Yaf2",0.805344986807067,3.22027590680351,4.05070596498205,0.0535278610775032,0.658985459442183
"Gm9855",0.767923134940824,3.38118605563768,4.04908996488066,0.0535725623330365,0.659168963567167
"Ngb",1.16644988901723,1.05609929270092,4.04634988314813,0.0536484529352265,0.659556796071369
"Zkscan1",1.5910177068083,3.37985178346254,4.04487623218522,0.0536893175518195,0.659556796071369
"2310035C23Rik",1.24826345803388,2.5823745948047,4.04472467931078,0.0536935221138424,0.659556796071369
"Abhd4",1.58018326403283,5.51807697540022,4.04242970691122,0.0537572369999602,0.659636034808782
"Gm9711",1.16790713059698,1.24347845719673,4.04234442381414,0.0537596063264581,0.659636034808782
"Tmem98",1.88373726751402,2.49768885995539,4.02891548403239,0.0541341482410949,0.663608739774469
"Mmgt1",1.49844341668732,4.73151198904027,4.02858615431318,0.0541433700353893,0.663608739774469
"Aacs",1.80566107056366,3.37431994356526,4.02713331032682,0.0541840731159134,0.663739894542277
"Man2a2",1.37528364430762,4.44901268398656,4.02575430718545,0.0542227391087125,0.66384596419593
"Hadh",1.24312329663728,3.46879759515535,4.02381807281398,0.0542770814333469,0.664143734817441
"B230322F03Rik",0.708547987730283,0.670465697586738,4.02173150146711,0.0543357112897882,0.664493610206736
"Ankrd46",1.38126631083344,4.54596430765926,4.0185325452869,0.0544257352163259,0.665093932542806
"Tmem63b",1.60515996680074,3.32586890110181,4.01779938759223,0.0544463909714262,0.665093932542806
"Nfkbiz",-2.34332353441413,4.31881265386681,4.01584581966343,0.0545014729914672,0.665093932542806
"Tbck",0.76152835235543,1.63841793543347,4.01571890609432,0.0545050535506083,0.665093932542806
"Gpr137",0.975358350383708,5.52149243909582,4.01401956365007,0.0545530217329746,0.66517967273537
"Zfp862-ps",1.37540631635027,2.76783199961797,4.01248778584275,0.0545963004411606,0.66517967273537
"Clip1",-1.22139779498025,2.8143991450975,4.01227618373182,0.0546022820452666,0.66517967273537
"Lpar3",0.533751783315045,0.259862858474192,4.00649951321795,0.0547658613759974,0.66610423738744
"Tnfrsf12a",-2.27822920610277,5.36074067047152,4.0054739276241,0.0547949603721629,0.66610423738744
"Gm18737",0.588386263931921,1.8010232025022,4.00506649181887,0.054806525369431,0.66610423738744
"Ndrg1",2.15378959865579,1.62022622692888,4.00502209214015,0.0548077858118351,0.66610423738744
"Fzd10",-2.6044279003951,1.54516756409291,4.00373830097623,0.0548442448032498,0.66610423738744
"Serpine1",-2.96041733290506,2.30374690558456,4.00322495657441,0.0548588311042768,0.66610423738744
"BC048502",1.1351394559393,1.29792130250077,4.00149672298314,0.0549079694826238,0.666335166683536
"Ifitm3",-3.9697086579646,8.0804400817653,3.99684848996605,0.055040375818302,0.667262134776696
"Stard5",-1.14984957193258,2.9936835027543,3.99557770085346,0.0550766367708794,0.667262134776696
"Usp25",0.893097634740684,2.86206163165796,3.99479890180765,0.0550988723853014,0.667262134776696
"Mylpf",1.05485123653762,1.34329307857649,3.99458433652544,0.0551050002367231,0.667262134776696
"Gm15853",1.45119527786251,1.9456502006487,3.99020619936694,0.0552302037476354,0.667994698184905
"Mob3b",1.6185653577913,1.26520419752069,3.98951902715963,0.0552498839908904,0.667994698184905
"H2-K1",-2.55939973284437,8.50594790363834,3.98930267582175,0.0552560818007673,0.667994698184905
"Edn1",-2.86075289200993,1.61306985821343,3.98560745065668,0.0553620589769299,0.668773084572019
"B9d1os",2.27492345095853,1.90197072844153,3.98495032047062,0.0553809289398336,0.668773084572019
"Gm47776",0.862464177246027,0.176827225717184,3.98383424230433,0.0554129944129098,0.668795240260122
"Tceal3",1.31091543927248,1.03799170525625,3.98029850709677,0.055514715033645,0.669657601248271
"Prr14l",0.93950858089741,2.66923353192568,3.97752933346966,0.0555945281083076,0.670027935011229
"Gm32220",-1.4470575976527,0.615385630363803,3.97703008517183,0.0556089310896683,0.670027935011229
"Mapre1",0.952520394701973,5.45102177659419,3.97535158525788,0.0556573853193041,0.670027935011229
"Akirin1",0.872125141353223,5.38704619770702,3.97498207842843,0.0556680584304561,0.670027935011229
"A330048O09Rik",-1.26850722058379,0.592659919187391,3.97398576211649,0.0556968481890182,0.670027935011229
"Bcan",3.52711349409171,4.04065021190514,3.97158884490701,0.0557661782741513,0.670497370629918
"Gm7357",-0.692837682264749,0.463817715528762,3.9672471546775,0.0558920063421623,0.67079586114936
"Mapre2",0.946877405810918,2.90445694722778,3.96693175467965,0.0559011594326239,0.67079586114936
"Atf6b",0.756526195078241,5.77396909533133,3.96684626631137,0.0559036406434867,0.67079586114936
"Aspa",2.5992710388421,1.87885464942214,3.96530833479837,0.0559482985628869,0.67079586114936
"Alyref2",-0.714367518040363,4.08821693253472,3.96501965773521,0.0559566855163125,0.67079586114936
"Ankrd49",1.04857823747309,4.09751338392514,3.96398845051539,0.0559866567387097,0.67079586114936
"Atp4a",0.991490890561528,0.574902608598845,3.96012009467273,0.0560992476564765,0.67079586114936
"Gm15544",0.880982333715328,1.41579021246767,3.95946487196874,0.056118343408611,0.67079586114936
"Col7a1",-0.780737143672102,0.592609271824041,3.95945166078223,0.0561187285090679,0.67079586114936
"Adh5",0.661753513291495,5.44599329445325,3.95849595897659,0.0561465946571512,0.67079586114936
"Acot6",1.20153518187828,1.43988308808136,3.95764418528176,0.0561714435445847,0.67079586114936
"Samd8",0.996828515857376,3.23235168092271,3.95726255708592,0.0561825808184831,0.67079586114936
"Idh1",2.22710184005093,5.58337218091531,3.95717351605715,0.0561851797093416,0.67079586114936
"Rab5b",0.651919554519672,4.98894513627801,3.95567179451007,0.056229031583524,0.670805883322554
"Rnd1",-1.13624850381386,2.09745578563827,3.95506838896115,0.0562466624582262,0.670805883322554
"1700110C19Rik",2.48458854125864,2.68354479703933,3.95273205330639,0.0563149861122513,0.671258856552444
"Spon1",1.58451877232965,1.04343228202142,3.95081998012439,0.0563709717904727,0.671564355907715
"Tars",0.989517566915025,4.07055889009197,3.94736449809552,0.0564723067294921,0.672173409359894
"Gdf10",-1.0592905328805,0.486547420614004,3.94700494824825,0.0564828625412486,0.672173409359894
"Dll3",2.34771031348663,1.07908660236324,3.94575801481704,0.056519487640618,0.67224764788892
"Sh2d3c",-1.72136203637552,2.57035052675277,3.94400699717089,0.0565709636592497,0.672491410659837
"Fam89a",1.48741679993093,1.67895353804021,3.94163056147891,0.0566409095493707,0.672491410659837
"Thy1",-1.79365709607713,2.73349935278913,3.94125422066781,0.0566519953074794,0.672491410659837
