"","Gene","modulesA1"
"10461","NACA","brown"
"10462","LINC02447","greenyellow"
"10463","TMEM216","red"
"10464","RAD51-AS1","cyan"
"10465","UHMK1","brown"
"10466","ELOBP2","green"
"10467","TRMT10A","yellow"
"10468","ITGA2B","purple"
"10469","RPL37P6","royalblue"
"10470","MAGOH3P","purple"
"10471","AL589765.1","turquoise"
"10472","FAM109A","red"
"10473","AP003171.1","yellow"
"10474","C1orf54","tan"
"10475","MYO1A","darkgreen"
"10476","ACAA2","black"
"10477","HMBS","turquoise"
"10478","DNTTIP2","midnightblue"
"10479","AL354811.1","brown"
"10480","WDR54","yellow"
"10481","MC1R","cyan"
"10482","AC141586.1","grey60"
"10483","ANKRD26P3","purple"
"10484","ATP5F1A","brown"
"10485","RHOBTB2","greenyellow"
"10486","UQCR10","brown"
"10487","ZNRD1","green"
"10488","HS6ST1","red"
"10489","KIF17","greenyellow"
"10490","KIFC2","yellow"
"10491","ABCA1","black"
"10492","OR7E15P","turquoise"
"10493","YARS","midnightblue"
"10494","ATXN7L2","red"
"10495","ZNF135","black"
"10496","SAMD4A","brown"
"10497","MIR3689A","darkgreen"
"10498","MAP1LC3B2","pink"
"10499","HHLA3","cyan"
"10500","NINJ1","red"
"10501","PSAP","brown"
"10502","AMN","salmon"
"10503","AP002852.1","yellow"
"10504","ATP6V0E2-AS1","pink"
"10505","EML3","magenta"
"10506","SEL1L3","cyan"
"10507","RNU6-1012P","skyblue"
"10508","AC126564.1","darkturquoise"
"10509","TUBBP1","green"
"10510","HNRNPA1P4","blue"
"10511","RPL5P21","greenyellow"
"10512","STARD7","turquoise"
"10513","EFHB","yellow"
"10514","ERVE-1","darkturquoise"
"10515","AC138932.1","green"
"10516","FAM166A","purple"
"10517","GFRA4","pink"
"10518","RNF126P1","green"
"10519","AP002795.1","turquoise"
"10520","POP5","lightcyan"
"10521","ANTXR1","yellow"
"10522","NFE2L3","purple"
"10523","SPSB2","red"
"10524","CCDC14","greenyellow"
"10525","HSD3BP3","blue"
"10526","PTOV1-AS1","pink"
"10527","PIGZ","green"
"10528","TRIM69","darkorange"
"10529","AC009812.3","turquoise"
"10530","ADORA1","darkgreen"
"10531","NPDC1","pink"
"10532","RNU6-413P","turquoise"
"10533","LYPD8","blue"
"10534","ZBTB1","cyan"
"10535","ATG101","turquoise"
"10536","PKDREJ","white"
"10537","UGP2","turquoise"
"10538","CBWD5","green"
"10539","S100A2","green"
"10540","CAP2","pink"
"10541","ZNF337","pink"
"10542","AC068587.4","lightcyan"
"10543","SLC16A14","pink"
"10544","COLEC12","darkgrey"
"10545","FANCE","tan"
"10546","FRMD8","midnightblue"
"10547","AC016956.1","darkred"
"10548","ARRB2","red"
"10549","ARHGAP29","brown"
"10550","EIF5A","brown"
"10551","OCM","blue"
"10552","AL935212.1","purple"
"10553","FAIM2","brown"
"10554","RFNG","greenyellow"
"10555","GGCT","red"
"10556","ACOT2","purple"
"10557","TACR2","cyan"
"10558","LANCL1","darkgreen"
"10559","MRPL50P4","turquoise"
"10560","ZFYVE21","black"
"10561","KIAA1586","red"
"10562","MT-TD","red"
"10563","AC007435.1","greenyellow"
"10564","Z84721.1","brown"
"10565","TMEM206","pink"
"10566","FBXL15","brown"
"10567","AC098826.1","yellow"
"10568","AC008154.2","yellow"
"10569","AC092810.1","darkturquoise"
"10570","ARHGEF25","brown"
"10571","BSG","black"
"10572","FYB1","red"
"10573","PSAT1P2","magenta"
"10574","CASQ2","darkgrey"
"10575","FATE1","blue"
"10576","FAM83D","purple"
"10577","AP002365.1","blue"
"10578","OSBPL1A","midnightblue"
"10579","AC125257.1","brown"
"10580","LENG1","turquoise"
"10581","TIPARP-AS1","turquoise"
"10582","RASSF1","darkgrey"
"10583","BCAT2","tan"
"10584","AC073648.2","blue"
"10585","DECR1","black"
"10586","PKM","brown"
"10587","ZNF302","magenta"
"10588","CYP2T3P","darkgreen"
"10589","AC026422.1","blue"
"10590","SEMA5B","blue"
"10591","DNASE2","black"
"10592","FAM212B","red"
"10593","LMO4","green"
"10594","TMEM187","red"
"10595","AC145207.1","blue"
"10596","AC004816.1","pink"
"10597","USPL1","midnightblue"
"10598","RPP40","greenyellow"
"10599","COLGALT1","red"
"10600","GNB4","pink"
"10601","CDV3","turquoise"
"10602","AC000036.1","lightyellow"
"10603","SLC2A8","turquoise"
"10604","ZBED8","cyan"
"10605","ALAS1","turquoise"
"10606","GOLGA2P4","purple"
"10607","CAVIN4","turquoise"
"10608","TDRG1","blue"
"10609","EIF4A3","turquoise"
"10610","LYPD1","salmon"
"10611","HIST1H1PS2","darkorange"
"10612","BBS10","black"
"10613","AC129492.6","blue"
"10614","MYH3","turquoise"
"10615","RND3","midnightblue"
"10616","AC253536.4","darkturquoise"
"10617","FLNB","tan"
"10618","FHL1","darkgrey"
"10619","AC018695.7","red"
"10620","TIMM13","brown"
"10621","AL360270.1","purple"
"10622","ZNF572","pink"
"10623","FAM71E1","pink"
"10624","C19orf54","black"
"10625","SUMO2","brown"
"10626","CIRBP","brown"
"10627","SEPT2","black"
"10628","PODN","brown"
"10629","RNU6-283P","magenta"
"10630","DUSP8","cyan"
"10631","AP002414.3","blue"
"10632","SLC36A1","turquoise"
"10633","AC104306.2","pink"
"10634","VILL","black"
"10635","SQSTM1","midnightblue"
"10636","FAM237A","pink"
"10637","CROCCP3","pink"
"10638","PPIAP63","purple"
"10639","KCNC1","pink"
"10640","U91328.1","blue"
"10641","LINC02317","purple"
"10642","LINC00941","yellow"
"10643","PAOX","red"
"10644","SLC38A1","royalblue"
"10645","GALK1","red"
"10646","CEBPE","red"
"10647","GOLGA7B","black"
"10648","AC012506.2","skyblue"
"10649","ZNF594","greenyellow"
"10650","BLOC1S4","red"
"10651","CHMP6","magenta"
"10652","COL2A1","tan"
"10653","AL359853.2","turquoise"
"10654","EID2","turquoise"
"10655","TP53","green"
"10656","AL513303.1","yellow"
"10657","GSDMB","red"
"10658","MIR302F","lightcyan"
"10659","SDHAF1","turquoise"
"10660","C17orf58","greenyellow"
"10661","GLIPR1","turquoise"
"10662","PPIAP87","salmon"
"10663","CFAP65","yellow"
"10664","MT-TY","red"
"10665","GOLGB1","turquoise"
"10666","DLG4","cyan"
"10667","TREM1","green"
"10668","IFIT5","darkorange"
"10669","LRP1","brown"
"10670","NANOGNBP1","yellow"
"10671","WDR90","red"
"10672","ZNF674-AS1","blue"
"10673","LMO7DN","blue"
"10674","MT-TK","red"
"10675","SKIV2L","turquoise"
"10676","AC007370.1","orange"
"10677","CNTNAP1","green"
"10678","IL27RA","red"
"10679","AC068338.1","lightyellow"
"10680","ABCD2","black"
"10681","HMGB1P20","turquoise"
"10682","GMFB","brown"
"10683","PEX11A","black"
"10684","UBALD1","turquoise"
"10685","ANO8","yellow"
"10686","NEURL1B","magenta"
"10687","C1orf74","turquoise"
"10688","AL451123.1","green"
"10689","METTL17","red"
"10690","PXN","tan"
"10691","IRF2BPL","turquoise"
"10692","ANO7","blue"
"10693","AC010280.2","blue"
"10694","SSFA2","turquoise"
"10695","PLCD4","tan"
"10696","SAP30","red"
"10697","RABGGTA","turquoise"
"10698","KPTN","red"
"10699","MAP3K10","lightcyan"
"10700","TMUB1","turquoise"
"10701","PXDN","green"
"10702","AC099063.4","skyblue"
"10703","AC108134.1","blue"
"10704","HMG20B","darkgrey"
"10705","CPM","red"
"10706","AC097374.2","blue"
"10707","PRRX1","brown"
"10708","GNG5","darkgrey"
"10709","HACD4","lightyellow"
"10710","PDK2","magenta"
"10711","NPM3","turquoise"
"10712","AL031590.1","yellow"
"10713","AC093283.1","darkturquoise"
"10714","ETNK1","white"
"10715","SAP18","brown"
"10716","OSGIN2","black"
"10717","CYB561D1","red"
"10718","SH3GL2","pink"
"10719","PSMG4","green"
"10720","TMEM95","midnightblue"
"10721","LY96","green"
"10722","RPS15A","brown"
"10723","FAM213A","black"
"10724","TMEM136","black"
"10725","ORC6","magenta"
"10726","AC111193.1","salmon"
"10727","AC073072.2","purple"
"10728","NUCB1","midnightblue"
"10729","NR2C2AP","blue"
"10730","AC089984.3","midnightblue"
"10731","EPHB4","tan"
"10732","TP53RK","turquoise"
"10733","SLC9B2","tan"
"10734","SEPT7P9","purple"
"10735","FXNP1","turquoise"
"10736","FBXW7","pink"
"10737","MAST3","greenyellow"
"10738","MSRB1","red"
"10739","ECEL1P3","purple"
"10740","PGAP2","pink"
"10741","SPATA2","pink"
"10742","C1orf216","turquoise"
"10743","ZNF697","blue"
"10744","GABBR1","brown"
"10745","AOX1","tan"
"10746","YDJC","brown"
"10747","PSMA6P4","midnightblue"
"10748","AL663109.1","magenta"
"10749","AC011742.2","purple"
"10750","TAX1BP3","blue"
"10751","C19orf81","turquoise"
"10752","OXLD1","brown"
"10753","UQCRH","brown"
"10754","TPRG1L","brown"
"10755","NKRF","midnightblue"
"10756","DST","pink"
"10757","BCL10","midnightblue"
"10758","SORBS3","magenta"
"10759","UQCRFS1","turquoise"
"10760","MFAP3L","magenta"
"10761","WFDC1","darkgreen"
"10762","PDIA3","midnightblue"
"10763","MTND4P30","blue"
"10764","LINC01627","blue"
"10765","HSP90AB3P","royalblue"
"10766","FUZ","red"
"10767","COX5B","brown"
"10768","AC243830.1","blue"
"10769","TMC4","pink"
"10770","ZFYVE16","pink"
"10771","SOD1","brown"
"10772","RN7SL668P","blue"
"10773","THRA","lightcyan"
"10774","EXOSC4","turquoise"
"10775","YBX1","brown"
"10776","TARBP1","greenyellow"
"10777","MDH1B","yellow"
"10778","LSM11","green"
"10779","LINC01529","green"
"10780","AC002091.2","red"
"10781","MEF2BNBP1","darkgreen"
"10782","ZNF524","lightcyan"
"10783","ARHGEF16","darkgreen"
"10784","AP003390.1","turquoise"
"10785","STUB1","turquoise"
"10786","AARS","turquoise"
"10787","PPP1R13L","tan"
"10788","AC004540.2","purple"
"10789","STAG3L4","magenta"
"10790","SLC13A3","green"
"10791","VANGL2","black"
"10792","DUS3L","red"
"10793","AP003486.1","brown"
"10794","SPATC1","turquoise"
"10795","RBM6","turquoise"
"10796","LINC00362","blue"
"10797","NRP1","salmon"
"10798","TOR2A","red"
"10799","CELSR2","turquoise"
"10800","CDC6","blue"
"10801","ATN1","magenta"
"10802","TTLL4","green"
"10803","AL591424.1","purple"
"10804","MYADM","darkgrey"
"10805","RPL6P9","pink"
"10806","AC008080.1","blue"
"10807","RPARP-AS1","yellow"
"10808","B3GALT4","turquoise"
"10809","TRPM2","red"
"10810","C2orf50","yellow"
"10811","BASP1","pink"
"10812","RSPO4","yellow"
"10813","C1orf159","red"
"10814","C4orf50","yellow"
"10815","CTAGE14P","lightcyan"
"10816","RN7SL709P","darkred"
"10817","EID2B","purple"
"10818","LAMB3","blue"
"10819","RNU6-1113P","magenta"
"10820","AL109897.1","salmon"
"10821","ANKK1","green"
"10822","NORAD","brown"
"10823","AL357037.1","blue"
"10824","PNPO","turquoise"
"10825","NDUFS5","brown"
"10826","DCAF16","purple"
"10827","CPA2","darkgreen"
"10828","PTGIS","darkgrey"
"10829","HADHB","black"
"10830","AC007406.5","turquoise"
"10831","SLC26A11","midnightblue"
"10832","TNFSF13B","green"
"10833","MPST","tan"
"10834","C9orf84","magenta"
"10835","ATP6V0B","brown"
"10836","EIF5A2","lightgreen"
"10837","MPL","blue"
"10838","ZNF276","red"
"10839","NDUFS2","turquoise"
"10840","HMGN1P9","brown"
"10841","LINC00427","magenta"
"10842","SHTN1","brown"
"10843","KRT18P50","blue"
"10844","MTND3P17","salmon"
"10845","GNA13","black"
"10846","KCNAB2","pink"
"10847","AP003497.1","purple"
"10848","AC140172.1","pink"
"10849","LRRC37A9P","purple"
"10850","CD180","red"
"10851","PLD2","blue"
"10852","C19orf67","purple"
"10853","AC093802.2","lightgreen"
"10854","ATCAY","cyan"
"10855","RRP8","turquoise"
"10856","COL27A1","brown"
"10857","PLA2G7","red"
"10858","GTPBP6","green"
"10859","AP001626.1","yellow"
"10860","LINC01909","red"
"10861","PFKL","tan"
"10862","KHNYN","brown"
"10863","HRASLS5","red"
"10864","RN7SL549P","white"
"10865","MYLIP","tan"
"10866","ZNF706","lightcyan"
"10867","Z74696.2","salmon"
"10868","RETSAT","brown"
"10869","FOXB2","white"
"10870","DCLRE1B","turquoise"
"10871","SGO1","purple"
"10872","NOP9","brown"
"10873","C14orf178","yellow"
"10874","AC004148.1","darkred"
"10875","OR10D4P","greenyellow"
"10876","TMEM179","yellow"
"10877","AL078595.1","royalblue"
"10878","CENPX","turquoise"
"10879","SPINT2","tan"
"10880","AL021397.1","magenta"
"10881","EHD1","tan"
"10882","RPL5P16","darkturquoise"
"10883","CMTR2","black"
"10884","TRIM51FP","pink"
"10885","IGKV1OR2-6","green"
"10886","GOLGA7","pink"
"10887","FZD6","purple"
"10888","HSD17B10","brown"
"10889","CCDC88C","yellow"
"10890","PARP3","turquoise"
"10891","AC073342.2","magenta"
"10892","TEAD3","darkgrey"
"10893","AC002504.1","darkturquoise"
"10894","KLHDC9","cyan"
"10895","HSD17B14","tan"
"10896","STAT5A","turquoise"
"10897","MGAT1","red"
"10898","AL033381.2","greenyellow"
"10899","CCT6A","midnightblue"
"10900","AC004156.1","purple"
"10901","AP001099.1","black"
"10902","CES2","brown"
"10903","TWIST2","green"
"10904","OR6D1P","midnightblue"
"10905","OR2L2","brown"
"10906","GK5","tan"
"10907","AL512353.2","lightgreen"
"10908","RNU11-5P","brown"
"10909","AP001330.2","greenyellow"
"10910","SNX33","magenta"
"10911","RBM26-AS1","magenta"
"10912","SLC4A2","tan"
"10913","C18orf32","red"
"10914","DACT3","turquoise"
"10915","VPS37D","yellow"
"10916","C11orf95","cyan"
"10917","TEX43","turquoise"
"10918","AASS","black"
"10919","DPY19L2P1","yellow"
"10920","AC005410.1","yellow"
"10921","PODXL2","cyan"
"10922","DUSP3","turquoise"
"10923","CCND3P1","green"
"10924","ZNF408","turquoise"
"10925","AC092159.1","turquoise"
"10926","MRM1","yellow"
"10927","RNF144B","lightgreen"
"10928","GDA","yellow"
"10929","KRT18P51","grey60"
"10930","LINC01359","lightyellow"
"10931","ZBTB21","green"
"10932","MFSD4A","tan"
"10933","OR52W1","orange"
"10934","AC233701.1","purple"
"10935","AC025262.2","turquoise"
"10936","SGMS1-AS1","pink"
"10937","AP003774.4","purple"
"10938","PPP1R12A-AS1","purple"
"10939","RNU6-256P","brown"
"10940","RACK1","brown"
"10941","ITM2B","brown"
"10942","AL353072.1","brown"
"10943","RAB36","greenyellow"
"10944","CDH20","black"
"10945","AC008716.1","blue"
"10946","SHISA4","brown"
"10947","STARD5","brown"
"10948","TNFAIP6","pink"
"10949","BRS3","white"
"10950","MKL2","greenyellow"
"10951","EPSTI1","darkorange"
"10952","SF3B4","midnightblue"
"10953","ZNF273","yellow"
"10954","ODF3L1","purple"
"10955","RN7SL250P","royalblue"
"10956","MAPK11","pink"
"10957","PPIAP85","salmon"
"10958","ATG9A","turquoise"
"10959","RNF187","brown"
"10960","H2AFZP5","greenyellow"
"10961","CKAP2","turquoise"
"10962","RINL","yellow"
"10963","C1orf228","yellow"
"10964","JDP2","midnightblue"
"10965","LAMTOR4","brown"
"10966","AC027243.2","darkturquoise"
"10967","AP005121.1","blue"
"10968","ITGB1","darkgrey"
"10969","FBLN2","tan"
"10970","DBN1","yellow"
"10971","PLXNA1","greenyellow"
"10972","RN7SL499P","grey60"
"10973","LINC01335","salmon"
"10974","TRBV28","blue"
"10975","ELMOD1","cyan"
"10976","CTSF","turquoise"
"10977","AC068768.1","turquoise"
"10978","ARL17A","green"
"10979","HDAC11-AS1","pink"
"10980","AL157834.2","salmon"
"10981","TRIB3","green"
"10982","GPR68","turquoise"
"10983","AC073941.1","lightyellow"
"10984","TKTL2","lightyellow"
"10985","AL109936.6","magenta"
"10986","BBS2","black"
"10987","LINC00893","blue"
"10988","AL355862.1","skyblue"
"10989","SLC2A1-AS1","green"
"10990","AC016908.1","blue"
"10991","GLUD1P3","blue"
"10992","AC023050.4","grey60"
"10993","SLC36A4","turquoise"
"10994","LINC02035","yellow"
"10995","AC008264.2","magenta"
"10996","SCARB1","lightgreen"
"10997","AL024474.1","darkred"
"10998","SYT3","pink"
"10999","SLC25A19","green"
"11000","RFK","brown"
"11001","AL049745.1","blue"
"11002","GADD45GIP1","brown"
"11003","AC091057.1","yellow"
"11004","ADGRE1","green"
"11005","MICB","midnightblue"
"11006","COX6B1","brown"
"11007","AP000866.2","purple"
"11008","AC121334.2","salmon"
"11009","CMKLR1","red"
"11010","BIN1","pink"
"11011","RPL6","brown"
"11012","OR2K2","cyan"
"11013","CDC42EP5","tan"
"11014","NIPSNAP3B","blue"
"11015","RAB6B","turquoise"
"11016","Z94721.1","cyan"
"11017","SLC19A3","lightgreen"
"11018","RETREG2","brown"
"11019","TMEM38A","yellow"
"11020","JAGN1","brown"
"11021","PITPNC1","black"
"11022","IGKV1D-43","green"
"11023","MARC1","black"
"11024","RNU6-1315P","magenta"
"11025","UTP3","turquoise"
"11026","VSTM5","greenyellow"
"11027","RNU6-1135P","salmon"
"11028","AL035420.2","grey60"
"11029","YTHDF1","green"
"11030","RNF141","turquoise"
"11031","TEDC1","yellow"
"11032","ZNF667-AS1","greenyellow"
"11033","NABP1","red"
"11034","SVIP","darkgreen"
"11035","FLI1","lightgreen"
"11036","PLK1","yellow"
"11037","VCL","darkgrey"
"11038","APEH","turquoise"
"11039","LAMP5-AS1","yellow"
"11040","ZNF396","black"
"11041","OR4F17","skyblue"
"11042","MYLK3","yellow"
"11043","TMEM198","cyan"
"11044","AC135506.1","green"
"11045","AP1S1","yellow"
"11046","BET1P1","magenta"
"11047","RTL8B","darkgrey"
"11048","AC120498.9","brown"
"11049","BTF3","brown"
"11050","AL606763.1","yellow"
"11051","SH3PXD2B","turquoise"
"11052","FAM111A-DT","lightgreen"
"11053","RAB37","turquoise"
"11054","CD46","blue"
"11055","RBPMS2","darkgrey"
"11056","PIP4K2C","turquoise"
"11057","CDCA7","yellow"
"11058","NECAB3","magenta"
"11059","DDX6","brown"
"11060","AL133245.1","turquoise"
"11061","HPX","midnightblue"
"11062","AC090844.2","cyan"
"11063","AC007663.1","blue"
"11064","PELI1","tan"
"11065","PLEKHG5","pink"
"11066","KANSL1","green"
"11067","LSP1","green"
"11068","C1orf226","green"
"11069","TCF15","red"
"11070","ACAP1","green"
"11071","LRIG1","black"
"11072","AP003789.1","blue"
"11073","DUBR","purple"
"11074","SNRPE","turquoise"
"11075","ULBP1","orange"
"11076","ANP32E","black"
"11077","BORCS6","turquoise"
"11078","OR13C9","salmon"
"11079","AC093849.1","lightcyan"
"11080","PALM","black"
"11081","PHPT1","brown"
"11082","CHCHD5","magenta"
"11083","TMEM147","brown"
"11084","RHOD","tan"
"11085","AC005798.1","greenyellow"
"11086","TPCN1","black"
"11087","GATB","magenta"
"11088","LINGO4","brown"
"11089","MTCH1","midnightblue"
"11090","AC022616.7","turquoise"
"11091","AL353705.3","salmon"
"11092","CEBPG","turquoise"
"11093","CR381653.1","turquoise"
"11094","RNASEH1","turquoise"
"11095","ZXDA","brown"
"11096","ALDOA","brown"
"11097","AC092324.1","salmon"
"11098","SLITRK5","yellow"
"11099","PSMD2","brown"
"11100","TNXB","turquoise"
"11101","SPHK2","turquoise"
"11102","NCCRP1","tan"
"11103","PNPLA2","turquoise"
"11104","TTPA","black"
"11105","PYURF","brown"
"11106","ZFPL1","turquoise"
"11107","SPTLC1P5","green"
"11108","TRIP13","greenyellow"
"11109","SPDYE5","red"
"11110","DPY19L3","black"
"11111","AC022167.5","purple"
"11112","TMEM79","midnightblue"
"11113","CARD10","tan"
"11114","ECM1P1","lightcyan"
"11115","PHF23","turquoise"
"11116","PARP10","darkorange"
"11117","CYP17A1","tan"
"11118","IRGQ","turquoise"
"11119","CCDC159","greenyellow"
"11120","ASAP3","green"
"11121","PRR31","tan"
"11122","CCT6P2","midnightblue"
"11123","LINC01637","purple"
"11124","VN1R13P","turquoise"
"11125","HMGB1","purple"
"11126","OR2B6","red"
"11127","ENPP4","pink"
"11128","ARMCX6","brown"
"11129","AC118755.2","blue"
"11130","AL161670.2","darkturquoise"
"11131","EEF1A1P1","royalblue"
"11132","VWCE","black"
"11133","SMPD1","turquoise"
"11134","AC005899.8","turquoise"
"11135","HMGA1","turquoise"
"11136","BAIAP2L2","greenyellow"
"11137","SPDYE21P","greenyellow"
"11138","AC005614.1","skyblue"
"11139","KRT8P12","darkgreen"
"11140","EXTL2","red"
"11141","EOGT","lightgreen"
"11142","CCDC82","blue"
"11143","AC083902.2","midnightblue"
"11144","TRAM2-AS1","black"
"11145","PDE6H","blue"
"11146","IMPA1","greenyellow"
"11147","TCAF1P1","brown"
"11148","ZNF415","turquoise"
"11149","MFSD3","turquoise"
"11150","PPIB","midnightblue"
"11151","DERL3","green"
"11152","MBLAC2","greenyellow"
"11153","DBNDD1","pink"
"11154","RHBDL1","cyan"
"11155","AC126175.1","brown"
"11156","DCLK1","green"
"11157","DCAF11","turquoise"
"11158","AC023141.2","blue"
"11159","TNIP2","purple"
"11160","ITPA","lightgreen"
"11161","AC234772.2","grey60"
"11162","TRIM25","darkorange"
"11163","AC022188.1","purple"
"11164","AP002004.1","midnightblue"
"11165","CXorf40B","turquoise"
"11166","AC018553.1","green"
"11167","AC122713.1","orange"
"11168","SLC25A48","black"
"11169","AC073314.1","grey60"
"11170","CSDE1","brown"
"11171","LCP2","red"
"11172","H1FX-AS1","greenyellow"
"11173","C1GALT1C1","cyan"
"11174","RNF19B","turquoise"
"11175","CPNE1","turquoise"
"11176","AC009812.2","green"
"11177","GDPD5","turquoise"
"11178","CHPT1","black"
"11179","TRAF3IP3","red"
"11180","SCRIB","brown"
"11181","AC093330.1","greenyellow"
"11182","STYK1","blue"
"11183","DEFB109F","brown"
"11184","AC004257.1","salmon"
"11185","SPRED1","black"
"11186","AC102953.1","blue"
"11187","OR13D2P","salmon"
"11188","MRPL55","turquoise"
"11189","BIN2","red"
"11190","TYSND1","tan"
"11191","LINC02177","cyan"
"11192","FAM209B","lightgreen"
"11193","CSF2RB","red"
"11194","OR2M3","brown"
"11195","NXT1","turquoise"
"11196","NPM1","brown"
"11197","SARS","turquoise"
"11198","HTATIP2","midnightblue"
"11199","CPOX","blue"
"11200","AKR7A2","black"
"11201","CTNS","black"
"11202","AP001437.1","magenta"
"11203","SSBP4","yellow"
"11204","ZNF652","cyan"
"11205","PSMC1","turquoise"
"11206","CCDC28A","green"
"11207","AC025277.1","blue"
"11208","TMEM99","tan"
"11209","INHBE","yellow"
"11210","PIP5K1C","pink"
"11211","RSPO2","blue"
"11212","AC010883.1","red"
"11213","AC135983.4","red"
"11214","IGLL5","green"
"11215","PGPEP1","red"
"11216","CBX6","brown"
"11217","NETO2","yellow"
"11218","COMMD8","greenyellow"
"11219","GOLGA6L4","blue"
"11220","AC073365.1","blue"
"11221","RXRA","black"
"11222","ZCCHC24","magenta"
"11223","CDKN2AIP","midnightblue"
"11224","TMEM129","black"
"11225","TMEM65","blue"
"11226","CREM","tan"
"11227","AC004982.2","cyan"
"11228","PWWP2B","yellow"
"11229","EDF1","brown"
"11230","ZNF663P","brown"
"11231","SMAD9","green"
"11232","KCNJ5","white"
"11233","TIMM44","midnightblue"
"11234","LYPD5","magenta"
"11235","HPN","darkgreen"
"11236","GATC","turquoise"
"11237","RNU6-990P","turquoise"
"11238","KRT18P39","darkturquoise"
"11239","METTL23","purple"
"11240","NUMBL","midnightblue"
"11241","SRSF5","royalblue"
"11242","PDE8A","pink"
"11243","RBM43","yellow"
"11244","AC007326.3","pink"
"11245","ACTR8","turquoise"
"11246","MYB","yellow"
"11247","NIPAL2","blue"
"11248","LINC01693","magenta"
"11249","TLR1","red"
"11250","NR1D2","turquoise"
"11251","HTR2A","blue"
"11252","BCR","magenta"
"11253","CCDC81","yellow"
"11254","AC087521.2","turquoise"
"11255","DNAJA1P3","green"
"11256","SHKBP1","red"
"11257","TEX46","yellow"
"11258","IGLV8OR8-1","salmon"
"11259","GPR155","yellow"
"11260","CASP7","midnightblue"
"11261","UBXN1","brown"
"11262","AC048341.1","brown"
"11263","C6orf62","brown"
"11264","SLC25A10","red"
"11265","SH2D2A","turquoise"
"11266","AC008429.1","blue"
"11267","RPL21P107","darkred"
"11268","KRTAP5-4","darkred"
"11269","BNIP3","tan"
"11270","LRRC45","magenta"
"11271","MTND3P19","blue"
"11272","C11orf71","purple"
"11273","AC239803.1","midnightblue"
"11274","GUCA1A","yellow"
"11275","APBB3","royalblue"
"11276","CALCOCO1","red"
"11277","TRABD2A","blue"
"11278","AC064871.1","yellow"
"11279","HYAL1","lightgreen"
"11280","AL365440.1","midnightblue"
"11281","GPR65","red"
"11282","NEIL2","midnightblue"
"11283","RBM5","green"
"11284","PAF1","turquoise"
"11285","RSAD1","red"
"11286","ACER2","lightgreen"
"11287","LINC01427","skyblue"
"11288","RHBDD2","yellow"
"11289","LINC00843","brown"
"11290","RASGEF1A","greenyellow"
"11291","ZNF202","red"
"11292","FKBP1B","yellow"
"11293","PRRG4","purple"
"11294","LDB1","turquoise"
"11295","CFAP70","yellow"
"11296","AL109936.1","green"
"11297","ADIPOR2","pink"
"11298","ATP1A4","royalblue"
"11299","PSPN","darkorange"
"11300","FBXO33","red"
"11301","RFPL4AP6","greenyellow"
"11302","MAP3K9","cyan"
"11303","DUSP7","greenyellow"
"11304","FLOT2","turquoise"
"11305","AL358944.1","magenta"
"11306","FAM89B","salmon"
"11307","ANXA6","turquoise"
"11308","USP17L16P","grey60"
"11309","ALAD","brown"
"11310","CNOT8","tan"
"11311","ENKD1","brown"
"11312","VASP","lightgreen"
"11313","RABL2A","yellow"
"11314","RN7SL718P","royalblue"
"11315","C6orf106","turquoise"
"11316","RUNDC3A","cyan"
"11317","C18orf54","red"
"11318","ARRB1","black"
"11319","LINC01927","salmon"
"11320","AC007115.1","salmon"
"11321","ACRBP","brown"
"11322","AL451164.1","green"
"11323","ARL16","brown"
"11324","GLRX3P2","grey60"
"11325","GOLGA2P7","black"
"11326","PTPDC1","cyan"
"11327","CELF4","blue"
"11328","RNF19A","cyan"
"11329","RBM12B","pink"
"11330","FANCG","lightgreen"
"11331","LARP7P1","magenta"
"11332","AC021491.4","brown"
"11333","FOXI2","green"
"11334","AL031985.4","purple"
"11335","JADE2","turquoise"
"11336","LINC00322","green"
"11337","TRBV5-7","orange"
"11338","AL157834.1","magenta"
"11339","NPIPA7","greenyellow"
"11340","PGBD4","lightcyan"
"11341","COTL1","black"
"11342","ARHGAP39","red"
"11343","ZNF680","magenta"
"11344","CLSTN2","cyan"
"11345","MCEMP1","blue"
"11346","RELA","turquoise"
"11347","PWWP2AP1","darkred"
"11348","GCC2","turquoise"
"11349","KCNQ4","green"
"11350","MIR4665","red"
"11351","PMEL","royalblue"
"11352","CHP1","turquoise"
"11353","STOML3","yellow"
"11354","LINC00707","darkgreen"
"11355","EXO5","yellow"
"11356","MFSD10","black"
"11357","AC106872.2","yellow"
"11358","RF00100","purple"
"11359","LINC01088","magenta"
"11360","APOBEC3G","darkorange"
"11361","BANF1","brown"
"11362","ZNF239","black"
"11363","AC009090.2","blue"
"11364","PLCXD3","green"
"11365","AC130364.1","orange"
"11366","GPR50","green"
"11367","AC006547.1","red"
"11368","TIGD7","cyan"
"11369","TAF11","yellow"
"11370","PRB1","lightyellow"
"11371","FEM1C","turquoise"
"11372","RNF213","darkorange"
"11373","FSCN1","pink"
"11374","PPA1","turquoise"
"11375","GFRA1","yellow"
"11376","AL359265.2","salmon"
"11377","CASP6","pink"
"11378","TDH","green"
"11379","MAD2L1","yellow"
"11380","AC109309.1","turquoise"
"11381","ALYREF","turquoise"
"11382","BMI1","green"
"11383","HSPG2","darkgrey"
"11384","CCDC144NL","blue"
